科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"48,831,154.06","74,022,147.44","122,590,472.23","121,882,976.02","146,198,593.29","429,952,235.33","231,389,269.37","182,742,264.42","240,657,116.70","315,397,343.30","312,011,090.78","234,526,150.97","729,013,241.04","629,165,753.71","598,820,500.73","368,466,714.28","514,179,307.91","271,272,864.54","222,298,318.09","147,098,949.90"
短期借款,"86,510,000.00","76,280,000.00","69,040,000.00","69,040,000.00","69,040,000.00","69,040,000.00","69,040,000.00","64,340,000.00","68,290,000.00","68,290,000.00","70,090,000.00","94,600,000.00","120,000,000.00","120,000,000.00","100,000,000.00","80,000,000.00","40,000,000.00","80,000,000.00","68,000,000.00","55,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"1,720,000.00","1,620,000.00","150,000.00","150,000.00","260,000.00",,,,"367,194.44","250,000.00","262,450.37","773,819.40","213,000.00","499,000.00","347,321.00","347,321.00"
应付票据,"4,500,000.00","25,733,852.24","13,536,000.00","10,740,000.00","29,080,910.68","13,362,277.18","16,565,095.00","9,000,732.73","19,384,274.04","9,913,571.30","6,665,306.87","10,673,883.09","26,510,203.98","11,241,685.92","14,443,443.86","12,742,567.00","16,650,978.01","9,930,765.01","14,752,673.01","23,275,225.01"
应收账款,"35,664,939.54","48,413,319.43","52,298,377.15","48,191,573.62","81,363,740.93","87,259,002.21","81,875,877.33","85,746,035.55","68,676,594.85","72,025,608.87","85,734,753.84","104,694,518.92","63,056,510.31","75,014,767.52","79,872,803.45","94,911,386.99","71,603,404.60","110,529,016.25","123,070,076.34","137,701,250.14"
应付账款,"38,026,267.66","44,519,218.52","52,881,663.33","40,081,239.38","38,813,098.02","37,635,599.73","30,657,136.20","31,638,524.91","34,288,982.19","33,576,285.55","53,527,827.91","68,520,932.41","65,668,668.83","47,263,117.76","45,799,462.46","69,885,782.24","71,426,816.99","76,312,417.07","70,746,762.46","78,220,974.67"
预付款项,"13,104,803.48","7,455,358.78","12,060,279.53","14,346,127.93","16,033,789.59","12,003,534.78","18,250,486.27","17,812,020.75","14,912,427.21","17,465,924.30","31,271,993.58","37,931,269.31","21,482,668.34","27,885,217.52","30,466,148.03","26,920,962.10","14,977,849.11","14,284,475.19","15,024,116.96","48,304,799.56"
预收款项,"16,548,201.30","8,144,216.17","7,895,264.17","11,689,274.42","4,822,779.65","14,235,272.52","11,515,046.42","5,525,589.31","4,244,700.66","3,023,755.08","45,914,662.93","47,781,333.63","45,898,863.71","37,969,652.68","35,139,231.69","34,607,000.70","41,417,122.99","43,159,011.48","44,527,699.52","47,757,452.06"
其他应收款,"7,633,188.16","11,588,216.97","8,521,459.34","13,169,107.18","15,656,394.36","22,349,100.15","21,509,724.22","23,400,486.29","21,105,327.66","31,207,513.16","43,283,544.97","51,076,789.40","16,775,604.11","45,453,319.28","49,136,515.49","57,335,916.63","24,755,465.04","40,880,509.80","45,315,502.11","58,292,164.22"
应付职工薪酬,"5,181,462.43","4,946,621.58","5,964,305.05","5,467,431.85","6,263,610.91","6,215,914.19","5,310,318.19","6,443,835.29","3,946,379.70","3,746,691.72","3,807,836.52","2,235,035.68","5,331,079.05","3,041,309.29","3,422,784.17","4,309,401.77","4,664,487.26","3,663,560.79","1,583,838.90","2,039,364.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"8,638,092.56","9,331,412.97","7,502,796.12","5,528,750.97","7,859,630.40","5,873,095.58","5,046,537.08","11,329,645.78","5,708,678.80","8,351,443.90","8,235,696.15","21,823,723.78","11,411,167.68","6,505,382.04","6,401,980.56","16,389,998.87","7,717,342.47","3,286,995.16","2,965,237.06","11,652,643.37"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,"22,500,000.00",,,,,,,,,,,,,,,,,,,
存货,"31,993,479.60","37,889,174.98","40,765,839.40","48,339,974.56","45,208,256.65","55,901,896.41","51,696,152.80","52,776,139.57","53,696,693.75","47,632,611.56","54,294,102.03","61,954,120.16","48,826,439.94","50,375,999.46","52,946,038.16","53,484,281.15","43,719,913.47","47,113,821.21","45,428,386.61","53,501,075.88"
其他应付款,"8,109,926.71","8,221,323.12","3,265,463.09","4,790,424.93","3,620,273.14","3,219,010.88","6,642,957.76","3,663,085.87","6,693,908.64","6,094,957.30","7,029,546.16","11,141,368.69","31,317,307.19","42,591,912.54","32,110,804.90","32,134,047.39","30,559,169.90","36,436,866.09","31,981,322.08","37,076,996.94"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"27,500,000.00",,,,,,,,,
其他流动资产,"298,333.33",,,,,,"200,000,000.00",,"185,759,561.65","230,744,931.51","300,757,687.10","399,616,964.98","32,631,383.61","55,491,412.49","55,534,590.54","298,176,626.99","24,330,424.33","252,509,603.49","275,681,834.67","305,052,360.16"
其他流动负债,,,,,,,,,,,,"1,126,866.28","101,175.68","215,022.81","2,299,215.61","6,428,380.49",,,,
流动资产合计,"137,525,898.17","179,368,217.60","236,236,427.65","245,929,759.31","306,180,774.82","609,085,768.88","604,871,509.99","362,626,946.58","585,067,721.82","714,473,932.70","827,353,172.30","889,799,813.74","912,153,041.79","883,636,469.98","867,039,046.77","900,069,707.54","693,779,364.46","737,089,290.48","727,165,555.78","750,297,920.86"
流动负债合计,"190,013,950.66","177,176,644.60","160,085,491.76","147,337,121.55","159,500,302.80","149,581,170.08","144,777,090.65","131,941,413.89","142,556,924.03","132,996,704.85","222,770,876.54","257,903,143.56","306,238,466.12","268,828,083.04","239,616,923.25","256,497,178.46","212,435,917.62","252,789,615.60","234,557,533.03","255,022,656.45"
可供出售金融资产,,,,,,,,,"25,714,286.00","25,714,286.00","25,714,286.00","25,714,286.00","25,714,286.00","25,714,286.00","25,714,286.00","25,714,286.00","163,714,286.00","163,714,286.00","163,714,286.00","163,714,286.00"
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,"245,000,000.00",,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"298,000,000.00",,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"156,995,349.41","165,398,632.26","152,281,054.06","146,818,441.49","140,646,674.68","138,001,773.99","136,413,824.55","133,537,621.19","134,794,442.37","132,268,496.11","236,850,916.98","231,917,237.18","234,257,562.50","230,110,345.60","226,449,550.24","223,822,198.11","220,073,038.33","221,092,190.76","214,728,052.73","214,282,516.61"
递延所得税负债,,,,,,,,,,,,,"10,462,834.55","10,088,645.97","10,088,645.97","10,088,645.97","9,169,589.14","10,462,834.55","9,169,589.14","9,169,589.14"
