科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"400,919,004.42","497,432,998.84","407,543,456.78","420,721,070.51","432,378,873.91","404,782,023.05","581,967,568.40","1,016,648,598.00","1,187,666,109.76","928,726,374.99","589,916,951.89","495,160,887.91","465,979,237.65","809,479,416.18","881,078,104.03","759,228,643.85","839,845,975.49","811,155,163.64","915,533,903.39","861,253,233.33","1,434,626,089.63","1,414,111,874.17","1,403,183,587.84","1,387,460,452.31","1,354,160,252.72","1,485,947,878.63","770,147,469.22","989,885,454.82","793,904,820.31","1,349,828,430.75","1,222,747,807.65","960,467,543.67","1,112,513,990.75","1,291,038,440.66","1,213,721,395.83","1,177,143,080.92","1,687,323,051.65","1,888,844,411.89","1,747,835,450.48","2,277,025,749.83","2,384,262,788.06","1,574,921,386.93","1,628,539,034.15","2,089,344,524.97","1,969,713,431.15","2,323,167,761.90","2,044,281,191.51","1,836,584,338.28","2,401,520,990.42"
短期借款,"1,019,700,000.00","1,024,000,000.00","1,011,143,918.46","1,122,150,000.00","1,235,893,918.46","1,320,110,000.00","1,449,800,000.00","1,300,150,000.00","1,295,150,000.00","1,081,850,000.00","1,009,100,000.00","921,700,000.00","715,000,000.00","635,000,000.00","635,000,000.00","683,000,000.00","798,000,000.00","646,000,000.00","866,168,621.00","1,002,834,363.95","1,390,387,235.75","1,491,217,830.48","1,870,610,000.00","2,152,711,000.00","1,812,711,000.00","2,385,678,000.00","2,464,555,310.53","2,825,080,865.44","2,513,979,230.07","2,229,231,800.00","2,347,361,800.00","2,216,550,000.00","2,316,870,000.00","2,291,817,056.03","2,343,908,969.48","2,736,685,776.33","2,897,984,754.13","2,880,788,026.61","2,509,795,368.01","2,520,200,000.00","2,588,460,000.00","2,430,460,000.00","2,634,499,900.00","2,586,499,900.00","2,305,950,000.00","2,475,950,000.00","2,485,950,000.00","2,725,950,000.00","2,895,950,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"307,200.00",,,,,,"3,897,500.00","2,321,500.00","3,253,500.00",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,664,000.00",,,
应收票据,"303,317,263.11","281,539,643.87","183,252,419.50","227,429,806.74","107,931,395.51","98,560,779.50","70,274,877.56","87,506,031.85","42,772,602.10","106,588,485.93","171,643,703.93","54,549,436.95","279,577,569.35","62,442,470.11","97,961,396.42","278,943,064.83","481,475,037.49","204,670,374.29","623,477,959.05","561,236,634.29","1,146,520,860.65","1,066,749,018.65","678,959,429.80","545,581,349.19","568,576,993.92","569,836,364.65","499,352,824.59","640,743,665.31","794,141,605.13","594,681,036.63","522,357,399.73","670,167,281.42","348,420,537.46","549,360,856.80","358,625,562.18","484,000,471.79","356,156,352.97","411,641,186.18","363,359,936.77","860,430,775.06","372,793,334.69","316,732,147.44","630,352,507.47","762,316,001.24","670,431,508.01","590,872,235.61","509,978,213.95","671,606,204.59","1,007,554,533.48"
应付票据,,"48,300,000.00","99,000,000.00","85,400,000.00","187,576,700.00","178,026,700.00","418,226,700.00","586,300,000.00","713,386,580.78","599,737,409.72","398,331,072.08","132,845,641.14","389,534,000.00","475,000,000.00","312,151,266.11","309,445,266.11","248,504,000.00","477,090,500.00","797,874,245.00","651,569,000.00","1,482,264,780.94","1,673,086,136.40","1,015,296,000.00","1,071,952,650.98","882,828,920.45","935,727,168.07","716,432,447.62","564,105,812.49","676,383,678.51","950,000,000.00","770,000,000.00","1,796,000,000.00","2,085,732,252.74","2,078,564,828.14","1,113,193,067.64","1,175,543,776.53","866,346,962.53","1,437,816,930.23","1,233,784,572.23","2,279,753,010.00","2,167,044,000.00","922,730,500.00","1,136,000,000.00","1,393,500,000.00","1,999,589,800.00","1,788,739,800.00",,"1,912,489,729.53",
应收账款,"546,538,860.10","525,961,383.86","473,283,439.55","476,867,729.56","480,798,343.14","389,984,870.71","516,030,955.23","344,744,871.57","404,657,349.63","528,672,821.46","572,135,583.91","555,723,588.28","548,998,057.48","595,457,081.71","700,888,714.51","633,163,440.26","739,799,761.95","778,826,113.75","736,382,789.32","710,888,415.74","837,442,894.70","765,953,419.10","697,931,261.80","551,191,459.92","829,296,002.01","866,158,020.03","809,258,356.75","597,164,299.30","947,389,824.97","923,024,055.12","922,533,123.73","691,807,474.79","1,038,745,912.97","870,197,549.88","936,677,116.53","589,009,003.88","560,891,689.37","972,054,100.74","795,652,437.28","819,019,508.07","1,510,796,062.38","1,332,453,120.72","1,355,949,195.88","956,650,271.68","1,212,367,742.74","1,372,194,781.34","1,343,407,958.11","1,227,087,606.98","1,552,430,081.21"
应付账款,"121,811,606.44","211,578,893.63","296,414,149.96","284,325,512.07","312,536,462.65","327,440,982.44","422,172,170.35","438,113,539.88","375,677,783.39","456,730,809.00","422,872,437.80","455,855,626.25","489,634,538.62","751,078,769.88","847,974,385.57","784,767,531.24","1,436,616,283.00","1,015,338,072.18","1,091,029,432.35","1,325,028,258.11","1,462,212,302.19","1,435,214,184.82","1,517,853,421.64","1,114,136,358.13","1,923,711,965.96","1,748,940,436.32","294,007,982.26","212,659,046.26","569,604,664.25","714,713,387.75","948,717,228.58","283,328,091.96","434,200,664.36","517,345,261.83","1,085,000,496.12","339,607,394.26","464,189,211.98","398,720,280.62","742,028,466.31","407,822,684.53","671,542,156.11","684,834,904.29","543,185,861.71","482,989,387.70","597,535,116.28","534,196,458.95",,"384,101,196.73",
预付款项,"250,420,950.71","172,745,080.00","443,557,383.39","393,029,328.85","434,902,769.25","448,560,757.58","421,782,836.57","351,552,174.94","174,251,467.64","709,004,652.45","701,581,615.51","694,171,091.48","707,038,263.46","706,453,661.13","740,769,238.71","167,359,977.18","535,340,407.28","351,138,317.33","361,434,342.38","261,874,628.95","332,945,010.27","433,401,704.09","370,272,407.90","329,556,154.35","306,275,845.41","397,493,766.00","358,739,078.17","220,350,961.26","253,799,169.75","184,732,717.85","277,861,146.84","100,787,710.97","140,317,793.46","117,725,902.25","243,856,612.81","106,963,687.66","173,900,815.46","108,347,595.35","323,225,238.45","126,358,598.37","267,850,428.06","281,887,674.22","348,202,674.85","146,853,298.34","343,142,739.72","220,383,473.34","425,110,371.86","236,503,484.28","218,110,094.32"
预收款项,"124,321,420.07","69,092,452.56","136,986,360.06","88,831,025.87","106,605,555.33","95,197,740.66","67,383,154.28","65,178,888.41","65,065,427.92","108,078,515.94","133,551,813.25","200,976,204.08","168,316,426.78","129,541,057.14","192,530,347.28","119,000,040.72","174,747,222.75","160,135,918.32","248,713,389.52","253,595,138.62","327,456,589.24","250,385,184.81","305,940,343.97","204,875,211.76","381,705,955.36","501,998,209.02","217,021,516.37","62,189,677.88","43,922,250.00","58,456,141.17","48,911,178.48","72,422,785.76","81,104,958.23","75,983,463.54","110,325,679.10","52,291,422.30","73,946,325.54","105,183,289.06","132,820,125.86","112,135,269.72","92,696,760.50","105,193,120.99","131,878,882.06","129,760,974.43","150,171,464.66","151,646,582.62","168,079,246.70","113,253,233.25","118,089,583.18"
