科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"47,012,305.45","43,903,262.14","41,237,019.92","34,137,263.23","50,770,000.88","470,438,400.23","442,595,049.23","437,413,421.21","438,465,203.37","385,400,933.95","344,772,180.26","344,782,730.34","360,644,954.66","342,445,185.55","333,158,091.33","285,142,313.21","272,926,231.22","246,396,216.08","256,077,068.90","256,330,052.35","308,324,575.83","345,706,456.56","330,020,621.86","305,764,240.77","326,770,429.22","275,579,215.76","270,613,923.90","280,932,940.42","156,010,942.68","116,052,677.07","184,389,261.18","145,720,815.61","133,326,156.33","135,568,079.42","103,449,188.13","213,602,994.59","244,351,410.32","218,677,858.15","186,741,896.02"
短期借款,"7,200,000.00",,,,,,,,,,,,,,,"6,000,000.00","6,705,516.69","5,100,000.00","100,000.00","250,000.00",,,,,,,,,,,,,,"9,000,000.00","18,000,000.00","18,000,000.00","27,000,000.00","18,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"539,885.43","943,739.40","564,044.80","1,093,189.27","388,144.75","1,090,072.04","1,579,715.05","452,918.00","4,665,747.13","32,030,315.92","25,085,340.32","40,340,437.10","29,504,820.06","33,882,273.19","36,617,836.21","48,841,984.15","36,215,382.65","56,837,017.70","54,248,457.84","59,461,836.20","51,210,224.13","40,079,970.39","46,065,933.78","56,968,696.05","64,803,565.28","65,641,353.27","65,251,778.20","59,586,834.02","68,028,022.01","56,385,057.76","57,540,241.90","55,383,073.92","50,666,509.31","63,300,675.00","43,946,516.16","34,355,041.65","35,030,767.84","19,908,889.89","20,603,653.64"
应付账款,"4,504,475.51","58,530.35","82,902.85","187,744.91","740,085.32","295,356.52","352,962.01","290,484.18","664,851.19","15,030,308.99","19,392,334.23","23,585,491.50","33,989,859.75","37,580,766.25","40,031,214.95","46,357,016.09","34,631,124.66","47,112,918.41","48,967,753.94","51,155,921.81","49,283,745.71","47,650,917.59","59,032,690.09","65,325,020.32","69,326,813.31","69,449,232.85","66,345,405.54","67,090,447.64","52,705,870.17","48,948,319.75","44,222,165.47","47,341,135.16","114,848,016.08","115,425,511.08","93,162,211.37","57,418,558.46","57,319,510.42","35,385,920.51","38,105,563.85"
预付款项,"2,620,089.30","5,553,650.08","4,148,490.38","7,953,920.19","8,050,586.25","5,677,501.90","4,931,824.55","9,754,577.79","8,919,900.94","12,622,739.31","11,391,199.32","13,675,099.79","22,376,058.01","24,909,936.44","21,867,739.49","27,511,111.42","15,234,467.26","18,537,029.59","16,374,762.28","16,268,456.21","9,068,085.60","7,102,781.01","10,088,406.61","10,934,493.40","7,322,724.23","9,051,509.76","12,972,176.36","21,286,079.53","16,423,119.91","14,877,283.94","14,540,674.90","14,168,989.53","11,694,448.95","13,049,800.57","15,321,773.00","8,837,784.18","7,104,559.27","10,599,021.41","9,143,374.41"
预收款项,"21,807,263.01","16,719,247.36","18,551,764.71","18,880,050.80","20,525,980.35","20,871,260.56","23,342,706.90","22,911,221.09","30,076,223.42","29,410,705.29","31,393,289.67","32,580,226.64","37,249,341.21","35,242,660.97","33,561,263.04","33,607,375.89","33,643,105.46","33,290,348.12","36,786,868.46","40,212,655.34","37,237,603.48","37,716,459.86","35,379,007.99","34,285,656.61","37,160,723.34","36,794,100.22","36,324,911.44","36,521,033.86","34,439,540.61","31,777,531.68","36,032,300.67","33,768,297.79","39,893,860.67","38,177,495.97","38,722,755.30","31,226,260.14","35,043,979.88","32,415,722.67","31,716,699.13"
其他应收款,"215,334.91","745,584.22","903,200.50","996,775.08","891,815.41","1,254,999.22","1,228,063.98","986,669.43","12,073,921.83","12,896,283.72","3,321,164.94","2,635,704.90","2,635,350.28","2,607,169.91","4,362,158.16","23,290,025.44","3,262,903.18","6,607,412.89","3,949,643.72","4,092,599.24","16,758,529.38","5,349,599.91","5,139,298.12","8,073,285.22","4,492,882.41","38,005,287.63","38,056,125.17","8,121,973.06","4,816,783.34","4,681,112.10","4,590,312.91","4,542,773.73","4,935,065.60","4,456,246.74","4,548,943.57","18,267,904.02","3,552,206.55","4,248,451.16","3,507,862.70"
应付职工薪酬,"4,540,272.17","3,130,835.44","3,264,474.27","3,387,632.93","5,362,634.16","3,904,192.56","5,078,773.08","5,327,404.49","11,619,628.24","7,086,808.56","7,669,914.59","8,621,407.68","16,707,590.30","10,263,211.49","9,429,133.60","8,369,472.55","11,979,797.24","7,943,078.49","7,945,696.42","7,142,691.12","12,766,546.20","9,487,928.77","8,962,356.51","7,469,684.71","13,197,190.31","8,152,783.82","8,724,326.74","8,967,168.74","12,897,046.76","10,221,601.81","9,705,210.37","10,375,630.60","15,027,377.94","11,799,532.67","11,018,587.54","9,670,109.79","13,339,089.66","11,502,686.14","8,141,841.17"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"184,153.82","1,884,338.87","1,622,117.78","1,660,273.81","2,658,587.37","2,082,752.74","1,689,975.45","1,373,852.56","2,323,337.11","3,143,912.17","2,211,201.16","3,387,956.99","2,171,732.73","-1,446,229.26","-3,343,824.50","-4,313,451.92","2,331,775.46","321,503.60","1,295,636.17","1,114,599.85","5,664,123.08","1,771,748.18","2,426,033.94","2,178,763.45","5,434,552.12","1,959,010.63","1,911,142.69","2,634,419.49","4,946,557.29","2,399,528.59","3,158,290.15","4,197,869.79","4,598,053.53","4,025,009.01","3,810,847.56","2,508,263.61","3,853,965.90","3,298,508.68","2,013,772.37"
应收利息,,,,,,,"1,841,270.27","2,729,706.92","4,119,712.66","192,243.34","1,097,386.13","1,089,025.05","3,011,862.38","3,621,573.96","2,348,780.49","1,751,139.31","2,338,531.59","1,570,180.36","1,620,538.48","2,818,869.83","4,653,712.97","3,827,963.45","1,636,798.55","3,290,345.89","5,216,491.30","4,866,528.11","3,594,553.45","1,344,841.99","1,118,484.91","1,217,647.21","1,018,867.72","974,576.72","318,815.78","340,395.35","283,743.84","379,499.99","448,975.00","58,811.33","332,433.47"
