科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付其他与经营活动有关的现金,"2,969,615.02","7,903,593.88","14,572,746.23","7,101,201.17","8,870,069.23","13,567,070.92","49,031,182.37","57,351,975.85","68,694,400.52","17,263,100.62","12,818,187.25","21,475,567.44","49,302,796.18","38,896,649.30","4,404,629.64","19,209,144.13","24,280,999.48","35,647,582.07","11,521,318.65","22,385,587.48","66,623,767.99","46,215,585.57","19,076,694.14","713,802,814.53","826,909,156.56","52,736,799.89","19,216,432.78","48,700,486.97","143,038,964.16","93,355,140.91","30,191,223.72","76,506,120.04","186,254,478.18","82,923,663.44"
筹资活动现金流入小计,"108,756,495.00","442,060,501.00","539,885,603.00","160,541,400.00","299,888,000.00","1,662,670,343.43","20,000,000.00","158,965,280.00","228,930,772.49","431,527,660.77","20,209,231.00","228,607,634.02","383,752,275.29","436,029,657.19","127,249,198.22","389,924,524.51","799,292,047.59","1,260,713,074.10","222,209,161.00","388,515,945.20","647,395,161.73","773,396,723.44","168,450,800.00","1,032,864,953.67","2,178,057,204.47","3,156,154,891.03","220,000,000.00","849,386,479.34","856,579,993.26","2,848,379,826.85","107,543,154.73","877,338,810.37","1,395,821,776.21","1,992,745,948.22"
经营活动现金流出小计,"178,301,901.14","570,009,783.39","376,858,774.54","104,898,013.69","167,696,166.00","437,812,798.10","202,649,070.06","483,127,783.93","853,213,998.67","1,113,170,122.59","234,467,171.31","641,750,608.93","1,053,469,047.43","1,191,816,087.70","252,192,248.27","545,933,965.20","843,030,049.42","1,039,217,398.56","320,570,730.39","704,745,926.59","1,155,812,813.88","1,479,863,884.25","325,171,816.59","1,459,745,496.83","1,852,280,697.08","1,703,219,528.82","520,049,612.55","974,883,091.48","1,539,547,860.71","2,454,998,612.42","588,390,052.66","1,290,807,565.85","2,015,568,673.87","2,883,606,450.59"
偿还债务支付的现金,"87,253,635.00","275,911,754.00","393,143,499.00","129,652,220.00","303,215,840.00","358,978,897.73","277,414,910.97","277,414,910.97","355,028,810.97","442,238,042.20","108,003,514.29","248,046,031.24","338,841,627.67","468,735,713.45","35,511,451.16","63,497,153.16","206,998,829.23","781,849,043.87","321,865,372.31","488,351,340.25","682,179,034.49","966,553,505.09","217,200,552.80","464,961,284.41","785,543,803.19","1,037,481,578.38","213,715,767.85","458,953,670.01","828,839,796.99","950,997,223.37","66,224,009.18","89,167,890.00","316,729,834.80","381,575,867.64"
经营活动产生的现金流量净额,"82,030,730.36","-56,601,866.17","148,354,509.14","112,136,873.82","165,967,557.53","119,243,103.26","-88,277,664.15","-212,315,493.51","-178,012,893.42","-144,969,176.40","148,331,067.87","47,334,371.84","177,170,413.47","282,827,947.60","-2,451,189.90","-40,497,560.71","-40,575,366.28","95,100,494.83","-25,355,792.44","-54,722,592.91","-59,759,071.84","165,603,650.30","46,841,618.79","-68,528,442.33","127,429,169.77","339,078,204.61","19,284,543.66","247,093,019.12","390,822,733.19","552,088,696.11","-135,002,609.36","-165,885,209.20","-119,343,357.27","-129,976,378.49"
分配股利、利润或偿还利息支付的现金,"4,747,961.91","5,380,040.98","116,252,275.03","5,202,139.59","7,831,133.21","12,073,233.71","1,374,175.12","42,800,478.20","44,348,922.07","45,255,448.20","1,766,758.08","43,856,114.53","45,521,495.54","48,594,963.88","1,074,134.81","63,688,823.24","62,824,749.93","70,484,111.93","2,704,657.23","66,845,574.53","70,722,587.17","74,363,091.52","2,160,230.53","47,006,746.35","64,291,250.52","63,811,418.72","27,379,797.17","85,659,011.57","271,228,637.51","138,068,250.99","50,611,407.33","340,839,992.94","447,723,629.27","312,757,104.12"
收回投资收到的现金,"20,000,000.00",,"3,000,000.00","492,962.27","492,962.27",,,,,,,,,,,,"138,623,634.09","698,623,634.09","450,000,000.00","832,013,410.15","1,322,698,518.91","1,720,931,615.91","730,000,000.00","1,373,000,000.00","1,944,000,000.00","3,719,498,657.06","1,272,728,550.04","2,105,062,602.04","3,288,747,318.26","4,351,512,141.71","1,975,967,750.65","4,106,403,591.86","5,919,587,301.31","6,950,805,013.14"
支付其他与筹资活动有关的现金,"179,511.00","1,853,620.00","39,367,781.78","10,316,096.00","11,816,096.00","14,677,883.72","3,525,000.00","3,584,815.17","3,232,011.19","6,209,255.00",,,"117,000.00","889,868.00",,,,"1,420,778.00","5,280.00",,,"3,011,970.72",,"19,931,328.60","383,784,736.67","743,089,836.79","336,174,732.47","498,216,861.71","409,757,699.40","490,283,207.54","14,099,614.49","50,808,561.41","55,115,870.93","92,686,555.59"
取得投资收益收到的现金,"189,283.11","257,750.00","8,697,651.15",,,,,,,,,,,,,,"1,219,813.52","6,513,754.43","3,153,184.68","14,693,354.72","27,777,027.69","29,060,561.02","5,197,127.33","12,847,853.53","16,437,278.21","23,143,274.11","3,839,624.88","6,174,851.76","16,783,788.30","19,547,454.99","9,959,814.50","30,154,791.01","37,833,968.42","44,454,132.20"
筹资活动现金流出小计,"92,181,107.91","283,145,414.98","548,763,555.81","145,170,455.59","322,863,069.21","385,730,015.16","282,314,086.09","323,800,204.34","402,609,744.23","493,702,745.40","109,770,272.37","291,902,145.77","384,480,123.21","518,220,545.33","36,585,585.97","127,185,976.40","269,823,579.16","853,753,933.80","324,575,309.54","555,196,914.78","752,901,621.66","1,043,928,567.33","219,360,783.33","531,899,359.36","1,233,619,790.38","1,844,382,833.89","577,270,297.49","1,042,829,543.29","1,509,826,133.90","1,579,348,681.90","130,935,031.00","480,816,444.35","819,569,335.00","787,019,527.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,"687,000.00","40,000.00","82,142.03",,,,210.00,"80,210.00","80,210.00","80,700.00",,,,"692,486.17",,,700.00,"1,464,791.47",,"12,705.88","59,767.69","8,392,546.29",,,,"446,601.11",,,,"1,682,148.58","426,717.16","739,466.44","426,717.16","1,664,499.90"
筹资活动产生的现金流量净额,"16,575,387.09","158,915,086.02","-8,877,952.81","15,370,944.41","-22,975,069.21","1,276,940,328.27","-262,314,086.09","-164,834,924.34","-173,678,971.74","-62,175,084.63","-89,561,041.37","-63,294,511.75","-727,847.92","-82,190,888.14","90,663,612.25","262,738,548.11","529,468,468.43","406,959,140.30","-102,366,148.54","-166,680,969.58","-105,506,459.93","-270,531,843.89","-50,909,983.33","500,965,594.31","944,437,414.09","1,311,772,057.14","-357,270,297.49","-193,443,063.95","-653,246,140.64","1,269,031,144.95","-23,391,876.27","396,522,366.02","576,252,441.21","1,205,726,420.87"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"29,843,708.64","29,843,708.64","25,553,965.10",,,,,,,,,,,"19,999,934.96","19,998,134.92"
四、汇率变动对现金的影响,"859,783.93","1,238,034.33","929,140.55","-1,346,310.74","-1,452,061.02","-1,805,267.06","-13,509.40","12,416.15","-228,776.11","1,099,912.19","-17,269.56","414,072.31","404,482.07","2,385,984.20","-1,509,520.64","-4,613,024.27","-9,859,546.63","-7,342,237.39","-1,987,060.15","-2,075,051.32","-3,345,617.44","-18,916,768.39","1,762,166.83","1,321,889.23","10,661,222.28","-12,693,033.20","-124,642.50","-593,137.05","1,094,331.75","5,588,125.38","-1,787,348.37","-1,206,071.52","-2,462,445.24","-26,105,588.65"
收到其他与投资活动有关的现金,"409,246.31","1,357,175.53","33,395,401.94","3,377,518.09","3,441,777.16","1,694,993.12","1,651.81",,,"6,819,902.15","41,625.00",,,"3,444,474.72",,,"604,931.56",,"3,027,534.11",,,"300,000.00",,,,"50,100,000.00",,,,"14,466,750.00",,,,"115,130,658.08"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"21,285,529.42","1,654,925.53","45,175,195.12","3,870,480.36","3,934,739.43","1,694,993.12","1,861.81","80,210.00","80,210.00","6,900,602.15","41,625.00",,,"4,136,960.89",,,"140,449,079.17","706,602,179.99","456,180,718.79","876,563,179.39","1,380,379,022.93","1,784,238,688.32","735,197,127.33","1,385,847,853.53","1,960,437,278.21","3,793,188,532.28","1,276,568,174.92","2,111,237,453.80","3,305,531,106.56","4,387,208,495.28","1,986,354,282.31","4,137,297,849.31","5,977,847,921.85","7,132,052,438.24"
五、现金及现金等价物净增加额,"79,837,234.46","-31,842,845.34","4,258,761.02","79,427,996.28","37,921,535.75","1,291,766,947.59","-365,264,276.08","-400,176,455.73","-381,438,480.36","-246,974,189.18","33,460,110.72","-171,065,952.65","-130,552,730.28","-187,732,468.99","21,211,584.89","-3,427,725.31","-451,783,941.65","-413,325,528.20","-203,679,029.17","-301,566,307.75","-91,778,623.91","-132,782,172.75","286,920,530.97","70,929,244.47","126,252,117.10","273,352,948.08","-248,276,556.43","158,061,505.15","-436,096,358.09","451,935,117.70","-609,977,452.68","-338,876,359.76","-571,612,524.01","-398,108,284.29"
购建固定资产、无形资产和其他长期资产支付的现金,"20,914,196.34","104,471,025.05","76,165,271.23","49,903,991.57","106,853,630.98","103,574,246.86","14,055,001.90","22,310,458.91","28,789,843.97","47,530,442.49","4,334,271.22","74,619,885.05","226,499,777.90","293,492,473.54","65,491,316.82","136,055,688.44","200,266,576.34","286,505,105.93","43,150,746.83","46,751,220.63","55,648,170.93","89,215,899.09","9,340,002.97","202,143,564.91","307,311,526.48","1,121,601,371.98","40,289,335.02","134,864,582.19","256,687,024.37","405,681,750.93","515,916,311.14","1,171,079,402.02","1,662,867,192.21","2,767,589,662.49"
期初现金及现金等价物余额,"886,768.35","80,724,002.81","48,881,157.47","53,139,918.49","53,139,918.49","53,139,918.49","1,344,906,866.08","1,344,906,866.08","1,344,906,866.08","1,344,906,866.08","1,097,932,676.90","1,097,932,676.90","1,097,932,676.90","1,097,932,676.90","911,090,075.91","911,090,075.91","911,090,075.91","910,200,207.91","436,194,257.51","496,874,679.71","496,874,679.71","496,874,679.71","367,104,477.68","364,092,506.96","364,092,506.96","364,092,506.96","637,445,455.04","637,445,455.04","637,445,455.04","637,445,455.04","1,089,380,572.74","1,089,380,572.74","1,089,380,572.74","1,089,380,572.74"
投资支付的现金,"20,000,000.00",,"3,000,000.00","500,000.00","500,000.00","431,963.14",,"202,328.77","202,328.77",,"21,000,000.00","80,900,000.00","80,900,000.00","100,900,000.00",,"85,000,000.00","871,000,000.00","1,328,000,000.00","487,000,000.00","907,899,652.70","1,247,898,326.70","1,702,755,000.00","315,000,000.00","1,420,892,634.59","2,483,760,000.00","3,910,750,000.00","1,126,000,000.00","1,857,375,312.50","3,209,618,492.50","5,215,750,840.00","1,892,542,651.50","3,519,034,954.00","5,325,548,954.00","5,762,762,194.00"
期末现金及现金等价物余额,"80,724,002.81","48,881,157.47","53,139,918.49","132,567,914.77","91,061,454.24","1,344,906,866.08","979,642,590.00","944,730,410.35","963,468,385.72","1,097,932,676.90","1,131,392,787.62","926,866,724.25","967,379,946.62","910,200,207.91","932,301,660.80","907,662,350.60","459,306,134.26","496,874,679.71","232,515,228.34","195,308,371.96","405,096,055.80","364,092,506.96","654,025,008.65","435,021,751.43","490,344,624.06","637,445,455.04","389,168,898.61","795,506,960.19","201,349,096.95","1,089,380,572.74","479,403,120.06","750,504,212.98","517,768,048.73","691,272,288.45"
