科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"227,166,183.65","220,366,929.33","193,947,479.35","161,975,449.40","121,628,797.16","128,946,085.38","99,166,636.88","60,269,139.00","80,429,962.68","89,679,329.76","99,298,573.82","100,924,711.89","93,043,736.66","73,102,385.32","53,927,961.31","85,204,852.31","73,671,405.01","110,058,986.07","104,396,943.60","639,990,280.96","690,204,120.15","619,962,127.63","614,260,940.92","582,020,171.87","595,273,876.39","567,061,825.12","552,100,593.96","534,572,301.31","512,243,427.89","496,773,551.78","526,877,491.36","531,510,237.93","528,113,308.95","524,452,436.85","518,574,447.57","322,055,175.44","281,145,696.65","272,433,652.49","342,415,313.28","391,194,319.86","394,136,557.88","441,752,515.37","502,337,987.12","600,285,782.68"
短期借款,,"38,014,577.16","48,625,867.44","47,518,244.77","64,242,286.32","75,044,845.53","71,527,602.32",,"15,862,237.66","18,161,875.84","18,719,309.01","22,599,017.23","19,266,653.36","15,683,935.72","24,298,609.08","42,748,244.59","68,330,640.69","79,732,482.23","88,810,747.02","89,651,367.42","105,925,744.20","73,734,762.41","77,545,135.01","37,862,432.80","43,034,826.47","63,177,971.62","37,905,868.32","37,096,426.56","24,608,400.00","10,018,531.74","6,300,000.00","8,011,934.56","8,014,364.46","25,678,774.09","27,612,942.09","7,312.77","36,264.00","24,261.31","54,227.14",,,"13,548,800.00","6,636,900.00","13,502,385.24"
交易性金融资产,,,,"767,663.00",,"375,300.00","375,300.00","187,408.00","185,472.00",,,"144,565.40","144,382.54","3,181,371.56","2,368,775.75","626,566.44","1,385,888.98","2,665,861.11","2,145,161.71","628,041.57","1,047,279.10",512.55,"-365,662.92","996,976.71","936,476.63","647,549.57","183,253.01",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"166,064.00","301,690.00",,"529,072.38","571,947.51","1,436,400.00","714,515.40","3,958,317.41","4,322,168.50","4,246,685.26","3,445,762.21","1,482,941.42","4,995,208.18","2,592,802.76","3,774,361.69","5,142,257.57","3,996,420.66","975,542.79","2,536,315.45","2,992,168.27","5,166,620.93","4,627,360.96","3,217,266.70","8,201,622.36","4,110,080.54","3,800,449.29","8,151,170.95","8,876,661.08","11,668,127.91","8,620,620.39","8,860,059.80","7,033,400.91","14,538,599.47","15,220,068.76","17,777,398.85","15,187,599.62","21,602,927.85","29,450,163.63","38,171,529.64","48,686,143.71","60,558,232.73","67,417,277.01","90,887,037.24","125,255,506.35"
应付票据,"3,430,335.54","6,312,142.09","5,728,598.17","9,707,793.91","5,847,506.28","7,767,756.94","12,070,374.43","7,885,330.79","4,956,561.83","7,453,390.71","5,861,449.41","20,448,654.56","17,742,240.23","10,603,832.03","14,549,102.94","6,865,231.09","6,790,473.26","14,847,465.13","12,270,045.42","15,182,880.89","14,406,265.23","10,881,142.79","7,647,041.76","15,656,487.78","14,735,851.22","11,054,985.98","9,346,914.23","3,314,226.30","1,071,905.20","3,025,211.20","31,369,096.54","23,110,303.85","25,812,156.09","16,270,607.10","16,812,815.39","17,225,897.11","21,555,864.56","29,495,601.51","37,612,461.02","48,352,431.53","86,203,971.54","132,360,578.45","110,284,549.81","91,190,535.41"
应收账款,"69,996,058.66","83,649,317.84","78,170,359.00","85,046,307.94","84,078,338.59","95,682,793.17","114,543,815.45","86,022,644.99","76,808,133.80","95,819,746.39","119,035,400.92","108,173,998.13","114,554,346.75","121,898,702.73","152,956,790.63","110,931,953.69","135,723,887.46","128,355,957.70","127,864,871.34","103,541,276.30","122,150,715.43","130,894,635.76","143,132,109.43","131,636,986.15","128,750,239.50","164,016,493.75","159,317,604.86","144,911,169.86","141,768,707.31","176,523,465.30","184,621,260.10","174,827,832.51","148,806,276.96","172,304,475.81","171,840,632.15","173,933,059.69","204,905,744.76","249,220,114.95","270,720,881.79","249,320,132.33","270,788,586.02","350,039,311.24","368,241,768.63","312,422,036.76"
应付账款,"76,112,516.74","84,543,226.00","82,080,881.50","81,435,889.20","69,554,237.18","92,626,582.14","93,085,450.90","80,156,644.23","67,444,632.43","102,786,299.92","132,522,359.33","133,424,630.48","154,325,790.47","203,742,461.28","236,740,500.37","181,680,728.69","205,916,236.41","181,240,255.48","145,426,393.17","129,295,243.04","140,125,008.77","130,669,615.46","141,955,393.72","132,872,701.58","126,699,893.74","144,755,721.06","131,298,906.51","114,648,404.46","110,324,449.89","146,125,341.98","129,191,789.94","117,931,936.49","104,542,313.06","122,597,240.04","120,457,907.01","128,905,575.56","148,738,980.99","141,422,122.95","154,697,020.32","145,006,618.29","145,877,927.84","161,393,546.19","179,543,450.19","161,733,374.20"
预付款项,"17,392,957.96","15,122,473.69","14,844,665.82","10,970,649.67","13,446,764.04","16,206,592.58","10,708,272.88","4,340,156.38","4,294,725.54","6,849,061.76","6,332,442.14","7,501,910.13","7,019,906.31","5,886,456.37","5,813,063.43","18,923,995.38","8,597,294.48","14,784,425.24","14,528,273.66","23,931,556.13","17,850,819.38","17,240,797.69","23,423,134.24","23,428,988.50","32,847,831.46","55,743,303.24","43,782,730.40","23,552,294.19","27,566,073.72","47,359,057.96","42,015,503.56","16,415,957.45","19,028,581.99","25,251,339.70","43,226,599.78","29,269,662.16","25,982,987.28","23,221,105.72","27,586,470.44","24,432,386.10","20,576,220.47","29,955,395.32","14,563,372.75","6,335,514.70"
预收款项,"326,013.02","359,947.30","442,379.03","319,705.45","240,984.18","255,752.71","372,964.87","187,205.83","273,160.05","3,621,468.95","4,320,061.97","2,407,454.08","2,734,620.22","4,657,142.32","2,806,709.82","3,666,430.68","5,014,649.27","2,597,671.08","1,896,318.34","2,722,176.74","2,125,996.56","2,447,356.56","2,543,537.38","844,064.96","1,507,269.03","1,810,261.41","1,810,365.45","1,847,082.12","1,963,305.12","8,086,146.60","9,743,660.40","6,411,097.78","7,436,367.70","4,207,455.89","5,355,314.41","1,681,949.23","7,106,116.24","4,826,686.49","5,553,896.13","1,198,848.47","11,072,537.19","12,756,842.11","7,727,963.62","7,955,930.82"
