科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"25,015,924.78","19,692,845.09","25,619,145.61","28,729,131.71","350,443,468.95","358,180,099.32","332,722,140.27","312,244,433.05","305,577,454.01","279,647,142.35","267,080,059.46","244,576,463.48","214,763,624.14","236,220,742.78","175,475,097.91","138,752,368.70","138,422,492.97","159,935,838.98","145,043,471.43","124,980,556.73","100,010,986.97","323,135,524.51","182,407,884.47","160,280,729.75","144,817,600.75","209,391,356.38","171,370,265.84","151,319,538.01","2,137,210,006.59","1,400,120,080.72","1,330,795,952.34","1,516,109,682.17","1,522,881,060.33","1,590,414,180.09","1,748,706,027.87","1,375,105,035.15","965,729,889.55","477,894,678.82","127,999,853.54"
短期借款,"8,250,000.00","11,500,000.00","14,900,000.00","19,800,000.00",,,,,"6,500,000.00","21,500,000.00","46,000,000.00","46,000,000.00","38,000,000.00","51,000,000.00","41,283,877.92","37,700,000.00","54,940,480.00","63,947,066.96","65,500,000.00","58,500,000.00","62,500,000.00","73,900,000.00","62,150,000.00","104,250,000.00","102,650,000.00","96,650,000.00","112,000,000.00","101,000,000.00","970,850,000.00","2,164,000,000.00","3,584,151,416.35","4,670,550,528.70","5,530,610,526.26","6,241,021,410.83","5,773,941,018.18","6,636,364,109.62","6,540,872,830.92","4,262,448,012.51","4,231,223,914.63"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"16,100,000.00",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00",,,"200,000.00","170,000.00",,,"470,000.00",,"2,205,175.00","2,000,000.00",,,"428,590.00","1,276,000.00","1,345,660.98","1,868,275.50","2,660,000.00","730,000.00","1,007,994.41","372,965.00","2,927,470.00","3,490,000.00","1,761,403.39","770,000.00","1,969,567.88","1,770,251.55","1,731,812.65","77,593,095.52","1,618,622,588.46","919,065,274.42","2,208,470,423.22","1,911,409,211.40","3,471,940,070.17","3,036,008,969.37","2,275,461,296.30","1,745,973,971.91","502,943,034.15","421,360,099.50"
应付票据,,"2,074,657.68","2,164,750.00","2,950,012.03",,,,,,,,,,,"16,500,000.00","24,200,000.00","16,200,000.00","10,010,000.00","20,010,000.00","27,660,000.00","21,000,000.00","43,188,540.00","41,621,389.81","16,437,843.81","26,099,175.86","29,165,903.55","11,295,941.21","8,487,699.35","1,332,119,044.71","1,353,688,764.97","1,907,008,670.05","4,150,729,703.16","6,546,746,140.07","8,864,945,773.21","9,577,025,327.95","7,657,147,856.97",,"1,054,650,021.80",
应收账款,"34,190,595.26","52,060,138.29","69,501,533.89","64,297,985.38","82,971,203.27","86,488,935.93","84,114,678.98","92,498,816.86","101,405,877.81","96,318,500.86","98,930,934.71","111,102,141.26","143,623,280.19","137,967,904.98","140,290,785.29","163,214,710.55","191,346,331.24","208,097,446.13","203,188,497.91","208,734,941.04","224,504,743.55","277,828,417.28","247,212,233.41","273,309,175.76","288,341,605.53","342,051,578.22","285,545,295.83","311,392,644.60","4,631,664,458.79","5,382,203,695.33","7,134,257,151.68","8,029,230,196.18","9,931,436,943.43","8,438,078,527.68","8,833,474,006.69","8,780,701,740.40","8,162,643,084.06","8,911,451,790.82","7,922,319,467.73"
应付账款,"20,113,439.38","11,984,692.60","18,305,645.48","19,154,591.05","16,329,487.90","24,606,320.55","17,053,505.24","16,514,632.86","12,900,073.49","27,509,348.06","21,696,604.86","17,009,261.07","38,466,391.11","44,099,373.63","45,648,746.75","58,730,835.02","80,187,649.28","74,010,071.09","74,509,144.02","92,331,433.50","106,246,151.46","144,120,939.64","125,042,698.03","155,758,386.08","180,624,653.81","217,376,106.70","182,336,441.85","216,027,122.87","4,685,063,215.39","5,235,684,542.94","5,223,357,545.45","5,749,368,782.00","5,617,905,775.79","4,533,919,098.54","3,918,997,007.03","2,405,421,453.05",,"5,731,341,236.76",
预付款项,"1,007,733.03","2,213,793.53","897,597.33","3,635,255.28","7,443,540.47","2,126,776.71","2,046,625.06","4,283,464.83","6,307,389.39","43,321,944.13","49,167,732.03","52,009,036.84","46,011,713.70","63,109,907.71","80,923,449.27","63,623,126.79","49,708,262.96","29,712,592.00","51,237,616.30","51,307,702.27","58,057,238.04","44,799,380.87","48,870,998.47","73,223,384.26","68,571,697.77","57,025,120.28","57,890,294.92","68,104,761.95","269,528,957.91","292,951,406.67","405,761,290.90","1,154,912,615.13","1,001,801,477.04","957,965,572.89","1,473,705,550.25","331,527,510.69","322,424,967.41","131,886,745.29","115,184,999.57"
预收款项,"9,345,247.50","247,200.00","1,418,026.13","743,127.92","405,462.42","1,825,920.04","827,576.38","190,400.00","393,650.24","1,284,139.12","2,244,451.83","2,041,004.28","2,353,600.19","2,594,793.45","3,773,618.62","6,126,462.45","7,349,529.33","11,333,758.51","17,763,944.72","21,807,933.78","28,883,540.62","36,713,354.78","49,440,661.12","40,162,419.88","37,118,111.20","40,804,401.06","57,662,489.15","64,105,143.33","96,639,948.08","104,330,547.35","109,377,223.06","105,185,392.70","117,201,702.60","771,983,166.63","981,737,039.98","146,028,930.04","121,329,937.40","106,815,560.97","162,489,303.99"
