科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"32,304,081.41","53,860,779.08","84,155,389.23","77,724,124.70","537,771,419.08","392,761,995.79","306,528,222.94","461,871,515.00","605,028,729.03","635,954,760.73","635,278,035.56","503,370,407.45","597,115,228.94","559,128,627.90","628,483,733.39","570,509,744.25","670,401,260.76","575,771,857.46","677,565,415.99","559,637,628.72","582,346,577.50","524,891,462.68","449,438,004.76","357,202,092.83","311,689,225.61","396,238,312.81","398,070,670.10","415,303,278.39","415,245,422.11","498,881,315.27","393,217,461.30","380,950,111.43","415,822,168.14","365,615,391.19","333,704,594.46","319,102,523.76","395,619,226.40","414,184,297.43","380,915,255.78"
短期借款,"2,000,000.00","8,000,000.00","10,000,000.00","14,900,000.00","9,900,000.00","40,900,000.00","49,400,000.00","112,100,000.00","138,000,000.00","259,000,000.00","355,000,000.00","395,000,000.00","465,000,000.00","521,000,000.00","577,300,000.00","521,700,000.00","481,800,000.00","446,000,000.00","413,500,000.00","419,510,000.00","499,320,000.00","466,650,000.00","391,036,100.00","431,572,100.00","315,300,000.00","340,300,000.00","464,000,000.00","491,000,000.00","568,000,000.00","477,300,000.00","460,470,000.00","447,470,000.00","482,970,000.00","509,000,000.00","491,900,000.00","481,400,000.00","450,304,000.00","406,026,000.00","359,026,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"350,000.00",,,,,,,"100,000.00","260,646.80",,"7,000,000.00","5,419,000.00","642,674.00","1,070,000.00","1,110,000.00","2,550,000.00","710,000.00","2,621,300.00","1,390,000.00","726,781.00","771,929.00","865,000.00","1,138,640.60","120,000.00","30,000.00","385,000.00","315,000.00","50,000.00","50,000.00","50,000.00","250,000.00","100,000.00","100,000.00","100,000.00","200,000.00","30,000.00","50,000.00","50,000.00","250,000.00"
应付票据,"9,500,000.00","26,000,000.00","18,300,000.00","41,700,000.00","107,518,580.00","206,645,482.00","257,995,967.80","448,809,138.00","556,693,360.00","642,602,405.80","895,237,588.69","618,303,915.89","686,686,149.18","634,908,345.18","844,248,791.82","758,522,135.62","647,199,440.95","821,603,207.15","1,007,703,675.00","931,562,745.00","951,003,329.00","819,444,290.00","693,333,472.20","573,960,677.80","564,453,341.40","603,179,049.70","578,610,855.00","559,217,830.70","512,232,652.00","601,379,319.00","591,322,590.34","576,590,851.26","549,573,442.53","560,113,786.90","503,483,307.80","507,082,497.50","567,625,172.50","646,880,346.60","584,092,380.38"
应收账款,"17,236,680.76","25,548,750.98","160,823,899.52","229,280,397.22","119,335,069.75","261,071,661.81","655,852,675.13","595,449,371.34","589,797,326.45","505,837,032.64","811,903,440.80","745,268,765.59","804,850,490.62","684,300,072.44","860,388,575.14","933,274,492.60","1,100,763,327.20","852,639,211.40","1,200,061,792.13","1,164,050,930.40","1,102,964,040.66","891,248,071.15","1,126,573,227.28","914,567,716.18","669,655,880.65","573,550,663.38","709,183,990.12","893,014,685.42","512,142,659.68","477,064,295.46","609,435,126.06","695,397,279.16","547,658,501.61","473,467,618.72","583,375,184.18","564,271,115.67","429,336,556.28","426,604,634.79","474,262,998.15"
应付账款,"33,621,189.62","44,912,812.58","312,450,866.29","295,451,864.03","182,610,332.42","261,512,699.66","784,953,578.39","747,115,010.79","690,646,811.12","705,559,246.87","798,904,918.49","1,165,946,946.83","803,739,066.37","1,066,605,977.07","608,359,456.83","797,156,064.89","991,472,825.60","1,039,098,169.07","1,365,730,445.76","1,143,225,215.87","863,161,333.94","928,779,859.91","948,903,467.83","734,450,328.59","556,428,533.46","572,238,500.66","579,333,198.40","595,273,997.06","316,585,863.75","431,885,526.58","413,806,732.48","415,548,428.30","303,035,523.92","381,206,576.74","335,204,308.59","398,449,064.73","195,024,885.47","267,950,224.31","349,579,818.44"
预付款项,"8,271,966.52","23,488,160.63","52,035,248.14","38,498,748.12","48,787,777.32","79,040,945.75","124,757,502.05","278,751,367.29","233,628,414.84","218,950,537.11","299,676,332.88","359,509,813.44","565,585,523.12","513,772,902.78","506,234,110.52","450,403,946.61","409,239,261.05","563,171,494.61","400,712,593.40","302,051,896.82","254,508,718.47","333,455,595.85","224,600,886.72","190,418,241.04","207,487,133.51","375,148,399.99","302,683,127.48","206,394,477.50","210,301,787.97","272,168,279.06","225,482,567.82","238,696,305.25","180,461,128.57","244,210,817.26","171,721,512.09","179,047,477.96","154,184,833.94","129,476,879.66","161,658,534.96"
预收款项,"13,500,868.64","34,815,311.26","131,644,721.30","95,816,503.56","61,243,790.32","70,921,767.00","153,203,088.10","251,681,540.28","186,579,298.00","151,596,604.72","502,673,873.41","303,113,201.93","545,119,438.46","665,712,733.31","582,795,355.77","531,578,614.25","612,574,260.79","571,543,017.91","685,459,213.95","552,282,840.83","507,453,095.96","662,698,674.14","613,277,181.32","544,957,771.46","252,532,858.76","567,993,379.29","610,431,859.87","547,814,839.26","297,605,219.12","508,284,555.68","493,548,071.79","455,759,703.41","229,248,592.19","612,242,479.00","472,284,645.71","254,506,321.96","276,705,049.25","450,985,079.01","405,432,398.11"
