科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"35,180,774.80","60,777,749.50","99,346,916.68","20,209,672.00","49,358,801.00","82,623,213.45","126,895,151.95","43,892,061.42","78,063,616.32","116,296,422.90","160,699,599.14","40,754,925.76","86,425,027.64","116,843,369.94","188,676,233.45","40,027,295.46","84,539,764.77","131,165,606.28","198,338,450.63","47,641,185.45","98,065,678.31","142,507,190.84","231,770,095.92","57,392,553.56","113,807,619.36","186,032,769.19","304,085,432.28","105,709,412.48","205,310,454.57","315,473,576.51","442,846,005.22","117,481,949.69"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"17,840,035.77","17,299,044.94","17,299,044.94","115,820,470.80","300,820,470.80",,,"74,575,000.00",,"50,708,800.00"
收到的税费返还,,"71,925.00","4,822,622.62",,,,,,"17,002.81","17,002.81",,,,,,,,,,,,,,,,,,,,,"135,703.90",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,430,000.00",,,,,"36,000,000.00"
收到其他与经营活动有关的现金,"4,994,808.40","9,283,970.40","11,463,846.18","3,412,922.17","13,169,654.82","20,356,936.53","27,091,153.87","11,984,414.84","13,678,203.01","23,935,379.87","25,065,986.03","4,338,133.59","6,694,738.08","22,710,551.74","16,664,520.88","4,509,422.22","6,583,953.59","8,923,399.37","20,628,739.43","3,642,121.19","7,605,393.07","19,473,622.88","23,158,153.94","1,462,744.61","19,053,890.87","18,224,818.90","26,102,006.01","9,713,918.38","10,836,015.38","21,802,051.62","92,338,269.53","1,942,226.04"
投资活动现金流出小计,"79,503,298.09","70,077,711.49","33,304,759.92","8,244,033.43","16,856,804.99","42,411,106.53","61,285,603.59","14,953,611.67","24,540,150.84","57,849,641.11","71,454,223.29","18,105,124.76","24,635,383.66","30,231,038.27","42,693,108.00","19,856,995.40","27,831,487.04","49,395,379.26","66,008,899.03","6,738,397.92","28,015,802.72","100,038,470.60","128,020,474.74","119,639,589.84","219,585,318.03","320,331,273.27","473,670,550.28","3,917,708.38","5,385,733.51","85,906,140.08","316,264,466.11","107,043,331.86"
经营活动现金流入小计,"40,175,583.20","70,133,644.90","115,633,385.48","23,622,594.17","62,528,455.82","102,980,149.98","153,986,305.82","55,876,476.26","91,758,822.14","140,248,805.58","185,765,585.17","45,093,059.35","93,119,765.72","139,553,921.68","205,340,754.33","44,536,717.68","91,123,718.36","140,089,005.65","218,967,190.06","51,283,306.64","105,671,071.38","161,980,813.72","254,928,249.86","58,855,298.17","132,861,510.23","204,257,588.09","330,187,438.29","115,423,330.86","216,146,469.95","337,275,628.13","535,319,978.65","119,424,175.73"
投资活动产生的现金流量净额,"-23,482,311.80","-33,832,522.45","-33,303,574.92","-8,244,033.43","-16,855,804.99","-42,410,106.53","-61,284,303.59","-14,950,611.67","-24,534,929.41","-57,844,419.68","-71,449,001.86","-18,104,894.76","-24,631,653.66","-30,226,708.27","-42,687,078.00","-19,856,995.40","-27,823,077.04","-49,386,969.26","-65,746,670.59","-6,738,197.92","-27,935,812.72","-99,948,280.60","-127,930,284.74","-119,636,589.84","-219,479,223.03","-320,039,854.81","-433,979,455.28","-3,917,708.38","-5,385,033.51","-85,864,340.08","-316,222,666.11","-107,042,831.86"
购买商品、接受劳务支付的现金,"1,510,033.86","2,625,107.71","2,929,453.15","1,952,781.63","2,838,781.19","4,043,506.10","5,980,064.51","1,142,000.13","2,116,690.54","3,351,499.71","5,200,245.18","1,216,920.06","3,326,122.62","14,413,204.82","18,328,605.76","1,179,670.53","2,172,518.72","3,257,834.33","4,930,202.13","2,576,121.26","4,663,723.46","9,501,265.60","23,035,454.87","6,950,182.80","2,846,179.74","16,301,527.67","45,424,830.93","24,638,891.68","62,894,050.52","90,018,499.21","140,727,376.63","20,354,648.98"
吸收投资收到的现金,"8,697,710.00","17,559,333.00","36,000,000.00",,"247,261,757.27","247,261,757.27","247,261,757.27",,,,,,,,"14,778,150.00",,,"3,411,450.00","3,790,500.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00",,"10,000,000.00","437,080,980.32","435,970,980.32","400,000.00","800,000.00","3,600,000.00","4,000,000.00",
