科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"328,447,173.27","507,203,268.44","558,185,631.24","96,925,342.69","230,450,671.96","340,644,988.08","471,774,464.40","183,489,172.25","321,485,203.54","508,640,097.72","717,414,509.39","178,783,742.50","356,905,109.93","543,431,360.11","756,827,713.40","225,328,910.09","438,680,632.70","645,170,159.92","957,583,195.78","191,339,397.92","475,182,562.61","718,936,957.54","967,697,663.29","242,210,034.01","507,933,798.96","794,579,688.92","1,119,437,515.88","270,301,029.26","606,600,082.83","907,327,936.69","1,245,468,813.21","294,593,404.60"
取得子公司及其他营业单位支付的现金净额,,,"8,640,248.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"445,903.45","451,565.01","673,943.05","846,903.59","872,312.82","260,475.88","745,255.43","754,181.54","1,982,790.00","421,450.61","462,760.10","797,127.67","1,103,635.12","508,122.92","528,992.95","1,211,655.23","1,679,304.10","162,805.58","596,226.83","848,779.60","985,027.71","4,020.16","295,763.46","599,950.56","1,169,472.18","371,304.77","732,829.66","869,872.25","997,839.22","259,231.07"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"400,000,000.00","725,029,997.16",,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,169,938.15","10,879,160.91","9,374,115.45","1,490,845.80","1,048,511.41","1,504,013.43","9,997,602.42","7,508,511.98","34,482,608.42","42,386,793.40","47,020,718.49","4,080,554.23","34,736,007.85","42,356,777.03","62,549,509.14","4,921,672.68","14,931,432.94","18,306,259.37","42,839,603.27","3,669,403.96","6,917,942.93","38,693,466.86","7,939,747.14","7,788,907.10","23,794,613.56","25,274,748.32","65,359,895.99","38,915,542.05","41,494,064.05","41,698,388.99","60,618,970.40","25,679,088.07"
投资活动现金流出小计,"11,978,161.11","42,409,478.62","57,535,124.09","13,738,814.32","21,462,448.22","43,169,573.40","44,432,911.06","46,915,051.77","67,265,575.75","86,056,558.56","87,537,371.48","16,672,331.77","427,687,385.84","766,068,212.22","1,194,085,425.33","226,803,842.87","479,524,120.51","680,300,675.76","1,082,427,418.21","104,186,492.15","173,190,494.83","234,268,135.09","308,250,857.51","27,881,260.38","36,399,536.80","102,151,432.32","57,175,790.79","7,372,508.51","28,634,671.38","42,225,957.18","87,492,250.17","6,177,175.57"
经营活动现金流入小计,"329,617,111.42","518,082,429.35","568,005,650.14","98,867,753.50","232,173,126.42","342,995,905.10","482,644,379.64","191,258,160.11","356,713,067.39","551,781,072.66","766,418,017.88","183,285,747.34","392,103,877.88","586,585,264.81","820,480,857.66","230,758,705.69","454,141,058.59","664,688,074.52","1,002,102,103.15","195,171,607.46","482,696,732.37","758,479,204.00","976,622,438.14","250,002,961.27","532,024,175.98","820,454,387.80","1,185,966,884.05","309,587,876.08","648,826,976.54","949,896,197.93","1,307,085,622.83","320,531,723.74"
投资活动产生的现金流量净额,"-11,903,868.69","-42,409,478.62","-56,840,124.09","-13,681,259.93","-21,381,053.82","-43,107,180.65","-44,079,505.99","-46,915,051.77","-67,265,575.75","-86,056,558.56","-87,232,277.46","-16,672,331.77","-226,019,651.12","-362,088,831.86","-362,559,239.64","-18,771,985.19","-52,209,035.54","-28,463,553.01","159,950,926.79","-23,870,855.72","-10,309,001.73","-10,777,368.29","-51,512,190.89","5,301,160.17","-923,536.21","-66,162,495.62","-21,189,674.37","-7,372,508.51","-28,634,671.38","-42,208,966.97","-87,474,183.17","-2,110,359.13"
购买商品、接受劳务支付的现金,"73,023,681.13","88,978,968.61","144,098,954.05","16,442,135.28","65,193,701.16","114,231,411.36","133,630,197.19","31,204,283.00","78,010,237.69","176,455,650.84","217,882,040.15","35,724,953.96","165,555,945.31","290,698,565.14","500,708,461.44","232,400,443.53","305,747,028.52","380,837,196.65","1,004,583,920.06","370,000,211.86","515,406,014.10","566,639,168.07","579,639,977.52","30,101,639.09","195,458,592.79","272,104,203.96","476,771,045.98","59,766,539.68","138,504,533.78","224,531,851.93","339,832,652.76","84,139,937.95"
吸收投资收到的现金,,,,"1,046,178,000.00","1,046,178,000.00","1,046,178,000.00","1,046,178,000.00",,,,,,,,,,,,,,,"500,626.01",626.01,,"39,220,000.00","39,220,000.00","39,220,000.00","9,175,000.00","11,625,000.00","11,625,000.00","11,625,000.00",
支付给职工以及为职工支付的现金,"20,371,284.43","29,753,387.01","37,412,876.38","20,022,844.22","49,826,940.82","82,380,331.23","117,733,331.39","25,844,352.74","75,425,141.63","107,241,711.02","152,449,042.18","32,713,714.24","72,447,789.00","104,034,923.79","161,588,995.52","38,334,148.38","75,074,459.17","107,752,852.42","176,047,233.02","35,291,377.05","84,074,443.60","115,541,189.93","172,330,692.06","45,745,455.79","88,578,969.75","145,861,021.21","172,148,714.68","44,787,273.39","98,798,289.34","150,701,448.82","191,905,689.02","48,598,063.07"
取得借款收到的现金,"76,000,000.00","85,000,000.00","91,000,000.00",,,,"4,000,000.00",,,,,,,,"100,000,000.00","60,000,000.00","160,000,000.00","260,000,000.00","720,000,000.00","310,000,000.00","420,000,000.00","740,100,000.00","1,160,000,000.00","310,000,000.00","480,000,000.00","570,000,000.00","810,000,000.00","260,000,000.00","390,000,000.00","530,000,000.00","590,000,000.00","30,000,000.00"
支付的各项税费,"58,675,104.84","74,174,506.64","79,848,456.56","27,537,380.04","47,568,577.62","65,943,878.19","100,814,577.03","28,540,967.23","57,901,851.76","77,483,964.66","107,797,556.53","15,494,016.70","45,449,198.65","61,844,961.62","108,318,326.55","25,277,723.33","55,712,232.81","78,640,007.89","122,019,817.84","25,046,407.92","54,861,275.06","74,145,449.41","102,819,040.20","34,396,021.07","69,710,820.64","103,761,465.35","126,258,274.99","21,661,849.24","42,977,602.90","64,430,700.90","87,749,837.00","31,713,882.99"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"1,750,000.00",,,,"3,210,000.00",,"4,390,000.00","6,059,968.71","4,470,000.00",
支付其他与经营活动有关的现金,"157,049,605.97","199,929,312.00","255,920,089.97","47,583,700.00","125,969,126.67","168,158,431.60","242,587,180.95","55,163,598.66","89,740,925.26","153,929,338.96","209,210,785.50","52,214,301.77","118,699,075.59","196,055,547.50","238,318,544.11","51,440,808.51","136,632,368.58","306,773,755.86","291,514,653.35","89,225,811.85","199,140,801.08","347,948,447.14","446,124,794.87","80,446,814.67","199,084,793.97","251,478,732.57","428,311,241.84","105,022,665.89","257,016,871.68","356,956,416.92","416,943,102.09","138,997,325.45"
筹资活动现金流入小计,"76,000,000.00","85,000,000.00","91,000,000.00","1,046,178,000.00","1,046,178,000.00","1,046,178,000.00","1,050,178,000.00",,,,,,,,"100,000,000.00","60,000,000.00","160,000,000.00","260,000,000.00","720,000,000.00","310,000,000.00","420,000,000.00","740,600,626.01","1,161,750,626.01","310,000,000.00","519,220,000.00","609,220,000.00","852,430,000.00","269,175,000.00","406,015,000.00","547,684,968.71","606,095,000.00","30,000,000.00"
经营活动现金流出小计,"309,119,676.37","392,836,174.26","517,280,376.96","111,586,059.54","288,558,346.27","430,714,052.38","594,765,286.56","140,753,201.63","301,078,156.34","515,110,665.48","687,339,424.36","136,146,986.67","402,152,008.55","652,633,998.05","1,008,934,327.62","347,453,123.75","573,166,089.08","874,003,812.82","1,594,165,624.27","519,563,808.68","853,482,533.84","1,104,274,254.55","1,300,914,504.65","190,689,930.62","552,833,177.15","773,205,423.09","1,203,489,277.49","231,238,328.20","537,297,297.70","796,620,418.57","1,036,431,280.87","303,449,209.46"
偿还债务支付的现金,"75,000,000.00","136,750,000.00","75,130,000.00","14,000,000.00","40,000,000.00","40,000,000.00","44,380,000.00",,,,"1,130,000.00",,,,"1,130,000.00",,,"100,000,000.00","340,380,000.00",,"110,000,000.00","460,000,000.00","880,380,000.00","270,000,000.00","490,000,000.00","600,000,000.00","860,380,000.00","290,000,000.00","490,000,000.00","640,000,000.00","760,380,000.00","30,000,000.00"
