科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"9,754,372.76","11,796,423.92","16,134,535.82","5,485,287.02","10,109,978.96","16,325,766.24","22,184,913.54","6,812,257.64","12,510,031.74","19,378,569.32","29,445,466.80","8,681,068.44","16,045,209.28","21,634,314.31","35,862,939.19","10,160,517.76","21,124,674.04","31,610,055.58","47,099,159.04","13,920,318.25","30,294,898.09","44,396,218.59","60,816,990.87","17,367,456.32","35,858,967.22","53,012,659.53","73,959,143.02","30,127,877.32","53,697,745.67","82,098,895.44","115,999,906.47","23,092,617.38"
取得借款收到的现金,"351,865,022.94","450,306,463.71","439,751,367.18","140,999,409.41","259,453,895.26","349,773,377.60","487,939,776.10","106,988,802.91","200,893,441.60","312,143,441.60","443,639,287.53","167,429,404.42","260,244,855.04","458,551,602.64","625,658,613.72","204,920,292.91","359,500,674.48","494,720,927.41","783,903,040.95","267,318,630.97","432,000,000.00","615,926,010.73","850,439,592.38","576,286,227.88","716,256,424.15","974,396,424.15","1,487,421,003.31","481,004,043.59","766,359,480.81",,"1,506,321,493.66","431,297,000.00"
支付的各项税费,"30,196,449.57","18,939,551.82","28,558,219.48","9,320,550.58","14,844,864.88","24,027,288.16","36,840,286.61","9,783,854.11","16,028,561.53","26,705,267.57","40,866,308.40","6,863,479.91","14,571,933.56","21,853,884.79","35,129,955.58","11,066,839.14","20,447,902.06","31,555,141.55","46,402,422.17","12,660,979.83","20,793,128.23","42,505,457.69","49,790,303.55","17,727,418.92","28,670,891.70","45,537,680.43","54,059,335.80","29,098,223.70","42,536,450.76","60,075,560.98","76,559,352.70","8,531,780.76"
收到其他与筹资活动有关的现金,"29,221,360.62","50,554,541.25","58,918,697.80","15,863,319.34","48,722,267.64","48,722,267.64","48,722,267.64","56,473,580.17","83,137,006.05","83,137,006.05",,,,,,,,,,"45,632,000.00",,,,,,,"401,388,215.33","157,737,464.43","200,436,648.00","206,731,941.43","851,338,495.20","109,000,000.00"
支付其他与经营活动有关的现金,"22,029,883.58","30,041,788.23","23,108,696.85","8,111,802.62","14,114,993.46","19,758,796.52","26,007,732.45","7,380,977.85","14,865,099.25","25,438,690.59","61,796,102.82","57,411,351.13","129,948,717.35","175,124,455.24","115,924,695.79","63,063,159.22","113,368,441.70","131,714,776.93","121,373,677.14","90,967,056.72","96,313,029.58","437,857,895.05","470,861,776.30","134,247,357.17","192,239,523.70","211,740,501.24","446,354,390.67","233,452,502.01","616,249,074.57","813,157,898.14","186,044,106.14","119,273,378.55"
筹资活动现金流入小计,"406,086,724.12","500,861,004.96","498,670,064.98","156,862,728.75","627,576,162.90","717,895,645.24","856,062,043.74","163,462,383.08","284,030,447.65","395,280,447.65","443,639,287.53","167,429,404.42","260,244,855.04","458,551,602.64","625,658,613.72","204,920,292.91","359,500,674.48","494,720,927.41","783,903,040.95","907,290,250.45","1,073,631,996.84","1,257,558,007.57","1,490,311,589.22","576,286,227.88","716,256,424.15","974,396,424.15","1,888,809,218.64","638,741,508.02","966,796,128.81","1,497,511,213.53","2,357,659,988.86","540,297,000.00"
经营活动现金流出小计,"532,474,384.86","515,088,734.24","690,094,495.00","174,806,366.46","317,406,077.67","467,813,439.01","586,440,289.35","245,903,286.50","463,621,365.52","729,442,403.19","1,146,952,815.60","358,850,843.43","734,107,216.23","1,047,708,993.95","1,280,076,352.06","438,622,419.55","888,984,689.88","1,228,616,479.12","1,583,373,860.72","732,390,010.29","1,324,140,257.83","1,930,255,605.52","1,466,895,962.78","779,919,015.85","1,087,665,811.79","1,393,303,687.36","2,242,420,750.67","913,072,940.72","2,149,789,497.80","3,153,379,145.76","1,119,202,269.74","751,421,486.35"
偿还债务支付的现金,"319,098,429.93","445,242,238.05","316,755,316.25","163,326,869.60","260,400,673.29","321,620,219.36","484,091,385.08","113,175,260.62","195,116,396.86","268,224,063.53","389,168,702.22","110,482,142.06","212,453,308.35","361,950,700.97","489,506,797.47","156,206,052.41","259,943,678.73","367,910,749.64","616,128,060.10","167,379,429.32","267,042,797.88","592,735,072.09","784,998,653.76","383,893,385.38","431,263,581.65","694,663,581.65","971,320,911.75","588,970,579.41","905,890,686.83","1,237,027,929.97","1,310,292,655.46","234,560,900.02"
经营活动产生的现金流量净额,"28,261,289.09","75,432,779.89","-32,768,647.17","-4,694,402.29","-5,073,560.12","35,471,127.68","88,445,111.32","-36,673,905.73","-34,894,105.77","-26,851,326.20","68,847,283.67","7,158,183.20","44,931,901.67","115,315,210.77","74,770,249.73","-22,927,427.46","-51,374,987.12","97,280,509.07","57,403,914.76","-201,922,097.89","-330,277,439.62","-342,588,921.81","-353,105,604.90","-324,690,080.99","-82,071,080.66","-26,598,186.26","-244,480,288.04","-92,977,972.78","-105,886,590.98","-220,562,868.12","21,979,150.64","34,425,667.53"
分配股利、利润或偿还利息支付的现金,"22,512,727.84","18,513,890.26","21,216,801.77","5,474,199.16","10,426,314.01","27,046,549.42","32,362,087.34","6,775,402.74","19,360,751.68","25,905,177.33","25,596,800.43","6,767,534.21","24,810,041.16","33,808,472.14","32,206,953.37","9,452,615.76","36,590,926.66","47,285,063.50","43,860,548.75","11,731,610.95","33,700,118.83","53,350,539.57","45,294,790.75","12,943,738.25","38,588,893.94","73,941,042.30","61,583,495.18","20,466,948.39","38,176,193.46","57,712,547.53","109,402,035.57","73,175,376.35"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"6,900,000.00",,"9,500,000.00","9,500,000.00","330,560,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00",,,,,
支付其他与筹资活动有关的现金,"50,828,816.73","58,918,697.80","48,722,267.64","15,489,821.10","68,725,613.29","103,827,256.25","93,559,169.05","43,365,021.72","65,000,318.93","75,355,748.52","6,150,000.00",,,,,,,,,"1,660,377.36",,,,,"18,550,780.93","18,550,780.93","18,550,780.93",,"42,365,776.57","51,224,648.30","969,515,149.22","315,191,666.67"
取得投资收益收到的现金,"375,375.00","120,356.25","113,478.75","847,308.00","847,308.00","847,308.00","847,308.00","1,302,577.20","1,302,577.20","1,302,577.20",,"1,637,846.40","1,637,846.40","1,637,846.40","1,637,846.40","1,025,500.57","1,027,062.21","1,030,662.21","1,228,912.65",,"225,203.88","225,320.81","9,266,338.52","522,678.99","528,337.22","572,105.01","572,105.01",,"234,658.85","234,658.85","234,658.85","30,006,840.00"
筹资活动现金流出小计,"392,439,974.50","522,674,826.11","386,694,385.66","184,290,889.86","339,552,600.59","452,494,025.03","610,012,641.47","163,315,685.08","279,477,467.47","369,484,989.38","420,915,502.65","117,249,676.27","237,263,349.51","395,759,173.11","521,713,750.84","165,658,668.17","296,534,605.39","415,195,813.14","659,988,608.85","180,771,417.63","300,742,916.71","646,085,611.66","830,293,444.51","396,837,123.63","488,403,256.52","787,155,404.88","1,051,455,187.86","609,437,527.80","986,432,656.86","1,345,965,125.80","2,389,209,840.25","622,927,943.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,"191,000.00",,,,,,"21,630.73",,,,"1,302,577.20",,,,"219,026.06",,,,,,,,,,,"38,000.00","37,126.21",,,"3,160,000.00","8,727,037.28","2,362,500.00"
筹资活动产生的现金流量净额,"13,646,749.62","-21,813,821.15","111,975,679.32","-27,428,161.11","288,023,562.31","265,401,620.21","246,049,402.27","146,698.00","4,552,980.18","25,795,458.27","22,723,784.88","50,179,728.15","22,981,505.53","62,792,429.53","103,944,862.88","39,261,624.74","62,966,069.09","79,525,114.27","123,914,432.10","726,518,832.82","772,889,080.13","611,472,395.91","660,018,144.71","179,449,104.25","227,853,167.63","187,241,019.27","837,354,030.78","29,303,980.22","-19,636,528.05","151,546,087.73","-31,549,851.39","-82,630,943.04"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"10,000.00",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"66,116.54","375,840.75",,,,"-133,331.63",,"205,418.39","214,941.62","-185,615.01","-144,269.87","-109,459.23","-57,712.70","-193,236.24","-44,682.74","678,831.44","60,911.03","489,069.54","-308,415.33","17,741.80","106,908.22","5,657,907.97","99,815.85","-3,282,336.19","-3,444,447.30","-7,256,145.83","-529,396.40","309,355.93","3,721,975.80","4,649,902.35","-167,661.43"
收到其他与投资活动有关的现金,,,,,,,,,,,"4,500,000.00",,,,,,,,"2,710,000.00",,,,"18,000,000.00",,,,,"8,000,000.00","8,000,000.00","8,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"566,375.00","120,356.25","113,478.75","847,308.00","847,308.00","847,308.00","868,938.73","1,302,577.20","1,302,577.20","1,302,577.20","5,812,577.20","1,637,846.40","1,637,846.40","1,637,846.40","1,856,872.46","1,025,500.57","1,027,062.21","1,030,662.21","10,838,912.65",,"9,725,203.88","9,725,320.81","357,826,338.52","48,522,678.99","48,528,337.22","48,610,105.01","48,609,231.22","8,000,000.00","8,234,658.85","11,394,658.85","8,961,696.13","32,369,340.00"
五、现金及现金等价物净增加额,"18,331,702.97","23,127,150.01","56,834,695.95","-31,518,680.03","282,134,248.37","253,716,256.28","230,011,982.41","-62,443,350.53","-75,730,410.00","-113,804,985.47","-42,043,770.57","-40,182,842.87","-61,584,430.77","-17,942,967.28","-42,592,348.17","-3,363,751.53","-49,495,101.71","84,553,742.02","65,087,767.46","512,196,642.64","420,958,626.66","83,858,812.57","228,072,033.71","-145,099,301.12","82,043,599.36","40,773,567.75","-58,567,580.17","-70,494,610.09","-197,598,920.08","-173,212,789.37","-85,191,631.35","-30,660,045.48"
购建固定资产、无形资产和其他长期资产支付的现金,"24,142,710.74","30,678,281.52","22,861,655.70","243,424.63","1,663,061.82","24,003,799.61","81,218,138.28","27,218,720.00","46,897,280.00","77,296,459.00","92,271,623.95","99,014,330.75","131,026,225.14","197,630,741.28","222,471,097.00","20,678,766.64","62,792,077.33","83,343,454.56","112,356,801.04","12,091,676.96","31,395,959.53","61,300,890.56","51,322,452.59","13,835,119.22","16,935,992.28","31,851,526.61","66,028,930.44","14,291,221.13","38,385,751.83","65,798,579.63","39,658,465.08","2,156,448.54"
期初现金及现金等价物余额,"72,023,653.92","90,355,356.89","113,482,506.90","170,317,202.85","170,317,202.85","170,317,202.85","170,317,202.85","400,329,185.26","400,329,185.26","400,329,185.26","400,329,185.26","358,285,414.69","358,285,414.69","358,285,414.69","358,285,414.69","315,693,066.52","315,693,066.52","315,693,066.52","315,693,066.52","380,780,833.98","380,780,833.98","380,780,833.98","380,780,833.98","608,852,867.69","608,852,867.69","608,852,867.69","608,907,081.12","550,339,500.95","550,339,500.95","550,339,500.95","550,324,842.36","465,133,211.01"
投资支付的现金,,,,,,"24,000,000.00","24,000,000.00",,,,,,,,"500,000.00",,,,"15,900,000.00",,,,"391,002,300.00","34,645,700.00","103,576,700.00","103,576,700.00","139,445,299.00",,"42,234,064.00","53,514,064.00","49,574,064.00","12,500,000.00"
期末现金及现金等价物余额,"90,355,356.89","113,482,506.90","170,317,202.85","138,798,522.82","452,451,451.22","424,033,459.13","400,329,185.26","337,885,834.73","324,598,775.26","286,524,199.79","358,285,414.69","318,102,571.82","296,700,983.92","340,342,447.41","315,693,066.52","312,329,314.99","266,197,964.81","400,246,808.54","380,780,833.98","892,977,476.62","801,739,460.64","464,639,646.55","608,852,867.69","463,753,566.57","690,896,467.05","649,626,435.44","550,339,500.95","479,844,890.86","352,740,580.87","377,126,711.58","465,133,211.01","434,473,165.53"
