科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收利息,,,,,,"1,127,254.96","109,051.44","99,585.72",,"10,002,175.41","8,355,446.94","6,025,500.89","10,565,589.91","16,034,264.98","113,865.43","10,173,309.99","12,454,754.10","34,432,786.57","23,823,172.28","32,648,581.63","40,801,453.51","24,413,206.08","44,055,259.89","63,655,404.46","62,525,960.01","57,076,330.15","40,561,808.76","93,933,984.54","181,737,719.39","259,710,464.55","187,136,884.90","55,699,590.88","71,731,179.32","130,852,222.40","127,450,359.67","101,914,288.19","76,817,834.97","59,303,167.62","65,558,863.76","86,424,673.05","91,620,834.68"
应付利息,,"297,666.67","577,579.34","823,090.76","2,007,666.67","1,089,867.61",,"1,693,244.17","2,182,244.17","8,283,492.45","7,595,398.92","6,549,607.95","7,971,299.88","14,862,929.92","2,250,909.10","12,438,566.52","14,515,611.62","12,727,310.84","14,078,794.44","17,470,627.20","22,200,167.92","16,837,143.03","29,848,175.36","41,714,047.09","41,754,525.05","19,470,529.58","24,434,315.89","60,224,481.51","125,490,368.19","184,516,366.15","132,831,939.14","27,028,947.41","31,198,327.34","28,599,389.14","19,729,724.46","16,918,354.58","25,437,467.94","33,404,311.03","29,008,402.62","60,301,669.67","35,580,997.06"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"3,640,000.00","1,640,000.00","8,640,000.00",,,,"2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"26,938,614.02","15,094,197.65","56,132,958.22","139,096,053.09","147,549,396.33","60,809,028.49","102,683,887.14","80,654,839.22","103,807,230.39","102,580,290.15","112,834,222.54","112,660,989.42","98,634,781.72","169,603,298.40","224,059,361.80","234,567,561.80","258,172,812.66","412,908,576.70","214,946,537.45","366,276,788.26","280,499,612.30","94,541,479.94","151,747,261.17","178,648,729.77","145,867,899.37","37,225,183.51","129,718,243.87","193,917,385.37","55,606,856.24","219,449,543.27","108,622,502.31","88,022,996.33","276,559,486.70","97,158,833.06","500,261,374.86","304,866,898.23","545,534,798.08","313,650,637.19","469,259,674.08","578,375,123.00","774,232,835.42"
其他应付款,"5,831,308.97","19,103,349.44","6,873,163.86","17,238,703.08","19,808,941.74","9,103,798.80","8,153,227.10","7,140,491.37","48,117,170.39","30,544,635.09","34,811,319.78","16,614,343.19","11,822,887.45","13,363,422.79","27,927,473.22","13,494,730.79","12,891,951.99","42,309,475.34","33,033,731.44","10,706,657.90","16,068,795.68","413,941,427.86","357,370,213.47","25,809,957.68","28,410,704.66","24,977,396.60","14,038,041.72","11,477,095.08","6,438,130.27","33,149,954.42","118,142,486.10","88,908,698.77","157,902,759.21","200,300,182.79","195,908,204.47","114,241,907.37","46,656,458.87","153,428,719.17","169,119,421.10","91,319,254.58","60,287,684.43"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"17,700,000.00",,,,"13,665,946.87","13,249,460.15","12,832,973.43","12,416,486.71",,,,,,,,,,,,,"161,437.39","158,943.65","278,738.12","277,284.83","242,997,301.35","122,397,536.06","120,218,623.15","204,991,326.50"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,"122,759,403.10","52,722,375.00","62,559,999.83","91,000,000.00","25,109,597.33","7,543,093.90","7,238,137.21","9,014,773.89","64,006,623.99","12,829,889.46","12,834,911.79","8,800,846.39","10,294,380.27","35,497,022.16","21,201,172.39","28,205,197.06","394,204,123.46","320,104,162.69","329,856,466.59","336,368,454.08"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,918,627.86",,,"1,922,505.71"
流动资产合计,"203,149,080.27","357,246,372.13","673,274,130.09","545,122,006.23","951,235,882.00","986,112,748.43","933,671,651.54","1,563,443,717.30","1,897,773,446.08","2,736,800,249.28","3,417,610,055.74","3,197,763,587.65","3,212,027,293.44","4,497,731,789.10","5,166,798,881.04","5,707,368,458.71","7,113,876,378.59","7,297,671,576.53","7,710,286,396.29","7,472,333,482.68","7,296,376,059.63","9,793,091,257.55","11,348,232,138.84","12,612,161,971.26","12,895,516,581.05","12,445,895,075.77","15,800,684,952.90","18,537,614,896.69","19,840,709,215.93","16,890,332,637.87","16,709,705,176.04","15,750,868,202.56","19,797,964,995.63","20,132,381,288.96","20,247,020,905.42","19,088,798,212.00","17,651,980,396.14","16,405,451,622.08","17,463,328,957.88","18,093,495,205.86","17,952,874,217.41"
流动负债合计,"160,882,407.94","257,413,060.14","312,172,328.12","184,756,958.64","586,101,461.91","621,711,284.73","557,089,741.93","1,192,931,925.66","1,520,717,905.33","2,391,841,710.49","3,055,711,175.31","2,832,419,914.37","2,864,283,179.33","4,081,758,671.55","4,724,275,318.87","5,244,763,804.05","6,643,317,425.62","6,944,952,028.52","7,326,300,630.09","7,090,969,311.53","6,912,569,188.28","9,390,330,038.59","10,905,634,512.33","12,153,898,815.55","12,430,657,229.70","11,933,477,531.77","15,224,006,099.97","17,946,364,214.92","19,256,496,902.92","16,247,605,622.09","16,199,396,305.59","15,166,886,942.13","17,179,684,791.06","17,489,567,889.85","17,438,322,079.12","16,127,601,838.13","14,167,555,474.45","13,079,694,404.89","13,926,613,317.38","14,322,986,210.37","14,338,465,403.63"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"76,900,000.00","74,200,000.00","68,500,000.00","61,300,000.00","56,950,000.00","52,600,000.00","52,600,000.00","48,250,000.00","43,900,000.00","35,200,000.00","30,850,000.00","30,850,000.00","22,100,000.00",,,,,,,,,,,,,,,,,,,"127,265,110.82","642,598,063.04","656,004,349.75","771,757,459.44","912,183,845.26","915,407,685.43","1,544,441,738.64","1,660,960,635.63","1,836,035,717.42","1,740,901,111.93"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,"37,933,949.95","38,503,949.95","39,073,949.95","38,642,287.96","38,878,400.63","39,448,400.63","39,390,765.93","39,646,948.58","39,903,131.25","40,166,466.75","40,429,802.25","40,429,802.25","125,896,473.25","126,691,841.65","127,487,210.05","128,282,578.45",,,,,,,,,,,,,,,,,,,,"480,811,693.73","482,381,165.19","484,014,641.91","485,648,118.63","487,281,595.35"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"413,446.54","368,173.97","640,645.07","567,983.68","489,418.53","433,425.89","361,757.84","290,813.69"
长期股权投资,,,,,"3,507,010.00",,,,,,,,,,"5,000,000.00",,,,,,,,,,"25,000,000.00","15,030,822.33","15,135,194.02","14,911,819.54","14,935,322.43",,"186,467,425.02","44,580,421.14","45,611,854.58","47,472,687.14","47,867,075.28","49,089,948.19","52,182,863.22","54,403,337.74","57,052,811.60","58,372,410.48","77,086,323.44"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"161,546,616.12","163,949,565.20","158,833,432.37","153,717,299.54","148,601,166.71","143,457,038.37","140,387,466.00","137,079,011.31","133,889,997.78","132,980,112.20","129,795,559.45","128,063,281.45","126,408,413.89","129,455,890.33","127,529,929.24","125,603,968.15","123,678,007.07","121,757,470.49","119,848,400.53","117,943,094.11","116,038,619.64","114,139,088.32","112,767,980.92","111,391,163.72","110,020,056.32","108,648,948.92","107,397,171.98","106,166,342.55","104,978,418.94","102,046,289.91","100,862,082.96","190,438,933.66","192,448,549.39","231,510,219.05","229,117,496.92","230,871,355.12","230,078,180.82","2,191,755,900.00","2,191,755,900.00","2,191,755,900.00","2,191,755,900.00"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"2,603,965.35","1,307,645.00","1,307,645.00","1,307,645.00","717,295.44","717,295.44","717,295.44","717,295.44",,,,,,,,
固定资产,"3,310,071.64","4,855,815.98","10,703,664.46","11,051,361.51","12,128,352.51","13,067,829.94","14,240,543.02","15,006,141.25","15,425,825.45","22,765,819.93","23,628,726.79","23,557,522.24","40,226,773.09","38,463,863.15","36,738,825.59","35,360,446.68","33,448,077.92","34,996,303.30","33,422,035.87","31,873,560.13","31,907,007.47","58,300,639.38","56,828,505.36","53,831,432.57","51,028,565.87","48,653,465.13","45,955,673.92","43,153,389.99","40,299,203.12","37,992,744.18","35,211,349.86","141,482,475.00","142,514,179.31","104,257,952.29","102,844,320.43","100,909,265.33","98,816,327.79","247,617,088.83","244,284,234.46","239,307,148.93","233,996,689.03"
递延所得税负债,,,,,,"141,461.24","141,461.24",,,,,,,,,,,,,,,,,,,"3,771.55","3,771.55",,"3,801.43",247.71,247.71,247.62,"943,358.99","1,284,668.97","8,228,195.91","3,363,984.97","1,441,070.26","501,833,657.49","502,742,060.42","501,970,493.39","501,706,004.46"
在建工程,"3,541,284.53","130,000.00","576,660.72","947,880.35","536,022.52","618,132.52","885,213.67","1,571,093.62","1,479,581.62",,,,,,,,,"996,656.40","3,095,896.40","3,115,896.40","11,340,566.40","962,125.40","1,112,125.40","1,112,125.40","2,997,074.20","1,112,125.40","1,112,125.40","1,112,125.40","1,112,125.40","1,112,125.40","1,125,125.40","1,125,125.40","1,125,125.40","1,368,562.40","1,478,562.40","1,478,562.40","1,478,562.40","85,084,657.25","77,348,595.72","5,274,541.22","6,845,139.70"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"76,900,000.00","112,133,949.95","107,003,949.95","100,373,949.95","95,592,287.96","91,619,861.87","92,189,861.87","87,640,765.93","83,546,948.58","75,103,131.25","71,016,466.75","71,279,802.25","62,529,802.25","125,896,473.25","126,691,841.65","127,487,210.05","128,282,578.45",,,,,,,,,"2,607,736.90","1,311,416.55","1,307,645.00","1,311,446.43","717,543.15","717,543.15","127,982,653.88","644,258,717.47","657,702,465.26","780,353,829.32","916,188,475.30","1,398,228,433.10","2,529,145,979.85","2,648,150,763.85","2,824,016,087.28","2,730,179,525.43"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"237,782,407.94","369,547,010.09","419,176,278.07","285,130,908.59","681,693,749.87","713,331,146.60","649,279,603.80","1,280,572,691.59","1,604,264,853.91","2,466,944,841.74","3,126,727,642.06","2,903,699,716.62","2,926,812,981.58","4,207,655,144.80","4,850,967,160.52","5,372,251,014.10","6,771,600,004.07","6,944,952,028.52","7,326,300,630.09","7,090,969,311.53","6,912,569,188.28","9,390,330,038.59","10,905,634,512.33","12,153,898,815.55","12,430,657,229.70","11,936,085,268.67","15,225,317,516.52","17,947,671,859.92","19,257,808,349.35","16,248,323,165.24","16,200,113,848.74","15,294,869,596.01","17,823,943,508.53","18,147,270,355.11","18,218,675,908.44","17,043,790,313.43","15,565,783,907.55","15,608,840,384.74","16,574,764,081.23","17,147,002,297.65","17,068,644,929.06"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"101,000,000.00","101,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","397,800,000.00","596,700,000.00","747,909,677.00","747,909,677.00","747,909,677.00","972,282,580.00","972,282,580.00","972,282,580.00","972,282,580.00","972,282,580.00","1,652,880,386.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,820,098.72","1,820,098.72","220,691,568.72","220,691,568.72","220,691,568.72","220,691,568.72","220,691,568.72","152,691,568.72","152,691,568.72","152,691,568.72","152,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","50,691,568.72","10,911,568.72","1,345,966,036.39","1,345,966,036.39","1,345,966,036.39","1,121,593,133.39","1,121,593,133.39","1,021,479,933.39","1,021,479,933.39","1,021,479,933.39","340,882,127.39"
无形资产,"54,426.00","47,150.65","43,179.64","288,952.22","274,575.22","263,960.61","309,000.33","293,606.71","239,229.78","7,298,113.70","7,846,659.14","8,514,364.10","8,106,682.83","7,614,297.09","7,226,382.07","6,666,187.15","6,806,729.11","6,314,058.07","5,821,487.04","5,335,553.61","4,859,220.44","4,102,601.85","1,882,852.92","3,164,162.19","2,688,831.23","2,267,271.31","1,788,891.93","1,318,394.61","840,459.52","362,524.46","255,628.84","232,165.29","253,504.45","329,869.42","356,404.73","898,630.68","961,322.63","179,479,546.74","170,792,966.93","231,681,223.55","223,942,890.77"
盈余公积,"846,361.46","4,940,190.26","4,940,190.26","4,940,190.26","4,940,190.26","9,321,626.95","9,321,626.95","9,321,626.95","9,321,626.95","9,515,027.70","9,515,027.70","9,515,027.70","9,515,027.70","13,075,026.03","13,075,026.03","13,075,026.03","13,075,026.03","22,413,559.79","22,413,559.79","22,413,559.79","22,413,559.79","27,977,321.14","27,977,321.14","27,977,321.14","27,977,321.14","37,525,171.28","37,525,171.28","37,525,171.28","37,525,171.28","50,884,998.43","50,884,998.43","50,884,998.43","50,884,998.43","64,347,524.51","64,347,524.51","64,347,524.51","64,347,524.51","81,951,903.29","81,951,903.29","81,951,903.29","81,951,903.29"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,441,144.65","28,441,144.65","28,476,291.24","28,476,291.24","28,476,291.24","28,476,291.24","468,442,936.03","468,442,936.03","468,442,936.03","468,442,936.03"
未分配利润,"28,668,785.74","46,081,711.59","59,914,625.26","60,756,364.84","69,709,462.15","63,168,074.77","73,281,872.95","70,237,574.72","78,396,721.77","66,747,122.22",,"88,380,660.23","94,733,803.27","104,172,449.42","131,266,806.48","138,594,534.38","145,353,409.54","162,411,925.14","190,032,420.84","88,028,255.23","100,421,102.90","116,557,675.81","150,193,763.63","160,412,376.08","189,942,774.77","201,823,959.47","250,184,440.20","250,825,949.32","278,462,820.95","296,474,736.67","350,227,978.19","189,987,446.38","222,610,106.65","250,843,125.26","296,748,475.64","316,423,948.09","347,657,212.30","1,890,230,470.68","1,961,395,090.48","2,030,233,558.02","1,970,958,900.15"
长期待摊费用,"2,164,946.54","484,027.80","464,740.80",,,"630,287.21","630,287.21","556,856.70","682,941.45","2,447,110.60","3,617,485.26","3,371,989.09","3,092,189.67","3,543,545.05","3,072,370.36","2,623,545.81","2,618,333.69","2,322,832.53","1,955,702.91","1,585,309.65","2,470,219.62","3,562,154.73","3,481,069.53","3,032,499.51","3,298,351.20","4,119,545.64","3,752,886.48","3,386,227.32","3,051,275.35","2,614,261.65","2,282,466.91","2,050,787.50","1,674,806.59","4,945,555.52","5,372,211.61","8,822,345.91","9,279,742.65","12,501,045.47","24,070,935.64","33,029,416.53","35,764,174.35"
少数股东权益,"3,727,665.15","3,971,353.46","4,198,509.48","4,051,885.12","3,966,916.73","3,960,126.80","3,940,391.56","4,020,009.82","4,122,441.10","5,796,591.31","5,841,142.78","5,969,522.63","5,587,033.60","5,345,557.32","5,257,378.05","5,069,766.83","5,325,025.46","5,166,052.04","5,183,784.94","5,202,732.13","5,212,265.51","5,334,235.45","5,320,079.66","5,311,697.92","5,381,062.91","5,471,407.97","5,415,875.11","5,601,359.15","5,521,636.16","3,842,761.74","4,831,420.38","28,916,214.86","29,093,740.94","29,413,413.70","29,984,017.45","31,282,942.82","29,420,778.13","129,307,921.67","131,596,541.45","131,033,845.49","134,170,402.20"
递延所得税资产,"78,893.91","647,432.36","1,025,363.71","443,417.68","718,878.77","2,390,902.21","2,390,902.21","2,947,143.16","3,353,822.47","3,445,101.93","3,431,805.79","3,010,792.18","3,147,803.11","9,900,052.12","9,900,052.12","7,764,420.01","11,169,522.81","27,966,477.50","25,973,083.53","22,981,096.69","26,047,859.44","12,766,163.59","12,848,656.92","11,870,129.41","12,268,294.07","12,526,238.01","12,526,238.01","11,145,372.14","12,892,702.53","22,278,967.92","23,032,583.75","19,340,308.76","20,432,111.49","24,166,907.48","29,700,315.55","30,838,128.28","22,212,227.13","40,157,277.43","35,757,158.65","42,500,987.50","38,932,567.57"
外币报表折算价差,,,,,,"68,355.45",,"54,098.25","47,632.18","41,355.95","9,868.58","25,040.81","-331,258.84","-230,309.45","-991,499.38","-294,883.55","-447,984.63","390,240.61","-218,961.81","62,565.87","-68,132.56","-1,766,808.89","-463,915.59","471,704.65","367,796.70","8,856,116.40","21,418,562.81","28,692,659.85","-8,990,823.24",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,"87,145,042.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
