科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"259,174,152.86","305,324,181.09","408,183,106.57","413,835,881.19","451,337,965.82","616,123,997.16","651,164,807.18","662,350,436.62","486,582,765.40","590,812,005.68","786,813,553.82","820,698,257.38","419,791,962.31","492,471,610.35","651,334,547.65"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,
应收账款,"2,879,809.06","3,592,731.29","3,269,933.24","3,073,221.29","3,514,895.52","2,901,235.64","3,402,483.64","3,957,189.49","2,142,020.92","4,601,793.43","4,004,130.23","5,469,674.87","5,804,227.08","3,616,715.88","2,284,346.74"
应付账款,"18,999,561.90","17,094,935.68","28,722,229.58","19,297,341.68","11,257,366.96","25,324,104.94","14,520,807.91","20,259,298.24","16,603,572.17","39,066,174.07","24,013,528.55","34,070,248.99",,"47,680,096.60",
预付款项,"14,160,359.53","9,262,222.16","6,890,980.78","10,783,363.08","11,665,012.27","2,437,095.14","1,736,896.90","2,492,594.34","1,900,890.23","3,015,827.09","3,163,345.03","4,637,135.24","4,067,157.01","5,625,533.67","3,264,763.74"
预收款项,"230,257,386.00","231,508,298.93","267,453,295.78","300,431,410.57","335,827,419.11","301,212,351.06","321,959,194.33","381,045,083.11","414,458,780.02","402,354,610.76","405,982,146.34","427,971,702.68","471,376,632.46","450,638,439.75","442,929,962.17"
其他应收款,"5,194,011.24","4,908,272.12","3,410,468.19","3,837,435.11","3,059,863.28","3,527,256.49","2,653,128.48","3,825,693.66","3,719,969.87","3,749,219.58","4,032,114.15","5,468,100.23","4,711,868.34","5,912,937.67","6,237,111.12"
应付职工薪酬,"4,197,780.21","4,293,458.84","4,551,131.89","4,869,558.17","5,648,322.59","8,177,549.16","9,937,713.30","8,459,687.12","8,532,034.42","11,859,918.06","10,221,862.84","11,393,486.00","8,732,231.94","12,896,885.01","12,252,707.08"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"30,593,519.32","28,261,153.85","30,832,563.92","15,053,892.64","14,693,414.16","25,882,487.27","4,232,400.51","18,651,181.75","16,737,851.77","30,683,661.61","10,788,016.51","19,211,823.41","10,157,419.23","17,696,956.30","4,936,043.73"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"25,941,235.77","23,550,605.31","25,957,742.53","23,259,211.50","21,403,939.68","23,702,794.07","27,711,405.05","28,685,034.87","30,407,899.71","29,811,643.29","36,361,075.12","30,947,231.90","34,368,512.85","36,590,180.66","36,182,719.88"
其他应付款,"3,692,258.83","5,352,255.21","5,262,464.89","4,876,731.11","5,788,267.08","6,417,114.93","6,544,650.55","6,687,450.87","8,239,752.29","8,497,395.54","10,676,901.98","14,175,947.96","23,402,606.88","26,726,202.30","28,208,545.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,,"98,005,716.76","30,000,000.00","94,004,156.49","291,559,837.46","250,472,663.34","471,886.74","30,634,497.40","470,383,178.85","420,273,559.59","200,000,000.00"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"307,349,568.46","346,638,011.97","447,712,231.31","454,789,112.17","490,981,676.57","746,698,095.26","716,668,721.25","795,315,105.47","816,313,383.59","882,463,152.41","834,846,105.09","897,854,897.02","939,126,906.44","964,490,537.82","899,303,489.13"
流动负债合计,"287,740,506.26","286,510,102.51","336,821,686.06","344,528,934.17","373,214,789.90","367,013,607.36","357,194,766.60","435,102,701.09","464,571,990.67","492,461,760.04","461,682,456.22","506,823,209.04","541,052,934.88","555,638,579.96","510,667,178.51"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"727,361.22","645,939.92","1,252,562.22","1,002,034.95","3,876,972.87","4,088,700.47"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,"1,448,346.18","13,966,951.55","28,999,560.90","28,116,445.68","27,674,888.07","27,233,330.46","26,791,772.85","26,350,215.24","25,908,657.63","25,467,100.02","25,025,542.41","10,527,873.30","11,314,770.38","10,046,361.30","9,885,857.30"
预计负债,,,,,,,,,,,,,,,
固定资产,"112,921,658.44","112,199,906.32","109,009,946.43","106,895,070.29","104,660,572.25","102,626,056.14","101,246,060.32","107,417,122.05","106,823,657.32","132,783,592.89","126,131,449.83","148,531,656.48","139,978,459.38","150,151,376.00","140,929,506.82"
递延所得税负债,,,,,,,,,,,,,,"547,258.60","547,258.60"
在建工程,,,,,,"9,013,600.00","14,006,162.00","13,480,691.57","887,286.26","200,000.00","1,102,700.50",,"416,000.00",,
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,"547,258.60","547,258.60"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"287,740,506.26","286,510,102.51","336,821,686.06","344,528,934.17","373,214,789.90","367,013,607.36","357,194,766.60","435,102,701.09","464,571,990.67","492,461,760.04","461,682,456.22","506,823,209.04","541,052,934.88","556,185,838.56","511,214,437.11"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,670,000.00","66,670,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"10,467,414.32","10,467,414.32","10,467,414.32","10,467,414.32","10,467,414.32","223,209,229.42","223,209,229.42","156,539,229.42","156,539,229.42","160,810,942.50","160,810,942.50","160,810,942.50","160,810,942.50","160,810,942.50","160,810,942.50"
无形资产,"3,400,581.75","2,680,511.77","26,660,217.61","26,295,232.37","26,156,048.12","25,544,426.71","24,935,590.51","24,422,145.67","23,818,693.86","26,968,913.13","26,911,468.68","26,410,092.55","25,705,557.09","27,619,207.68","27,673,607.00"
盈余公积,"16,957,725.35","20,531,261.29","24,257,344.27","24,257,344.27","24,257,344.27","28,132,859.95","28,132,859.95","28,132,859.95","28,132,859.95","33,773,895.79","33,773,895.79","33,773,895.79","33,773,895.79","39,107,885.56","39,107,885.56"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"157,902,167.88","189,498,809.16","218,859,612.37","213,481,831.63","221,762,176.86","251,063,012.60","233,491,702.81","245,172,635.86","253,944,704.50","280,354,624.29","262,193,707.19","274,240,626.18","279,630,994.86","304,957,924.20","287,462,356.73"
长期待摊费用,"33,032,910.66","31,391,897.35","23,434,074.02","21,051,834.85","18,864,174.47","17,285,815.37","17,356,254.04","19,345,303.85","49,780,301.12","22,575,836.70","29,013,854.03","22,592,760.29","28,976,801.28","33,305,276.37","37,694,808.57"
少数股东权益,,,,,,,,,,"4,779,564.50","5,336,549.65","12,642,793.50","13,444,252.54","14,110,132.55","14,388,105.85"
递延所得税资产,"1,192,651.32","3,037,138.32","4,332,955.98","4,575,702.63","5,037,391.18","6,185,422.65","6,185,047.65","7,161,613.25","6,684,692.17","7,353,700.25","7,740,490.89","7,189,134.12","7,163,970.02","8,559,245.33","14,412,379.46"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"63,722,097.00","47,093,170.00","257,070.77","1,012,126.40","6,326,974.69","1,501,962.74","1,508,950.16","4,795,229.22","6,312,112.59","6,981,130.50","5,720,000.00","7,272,491.03","8,368,521.03","10,463,746.00","12,335,379.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"215,718,245.35","210,369,575.31","192,693,825.71","187,946,412.22","188,720,048.78","189,390,614.07","192,029,837.53","202,972,320.85","220,215,400.95","223,057,634.71","222,291,446.26","223,776,569.99","222,926,114.13","244,022,185.55","247,020,238.62"
所有者权益(或股东权益)合计,"235,327,307.55","270,497,484.77","303,584,370.96","298,206,590.22","306,486,935.45","569,075,101.97","551,503,792.18","563,184,725.23","571,956,793.87","613,059,027.08","595,455,095.13","614,808,257.97","621,000,085.69","652,326,884.81","635,109,290.64"
资产总计,"523,067,813.81","557,007,587.28","640,406,057.02","642,735,524.39","679,701,725.35","936,088,709.33","908,698,558.78","998,287,426.32","1,036,528,784.54","1,105,520,787.12","1,057,137,551.35","1,121,631,467.01","1,162,053,020.57","1,208,512,723.37","1,146,323,727.75"
负债和所有者(或股东权益)合计,"523,067,813.81","557,007,587.28","640,406,057.02","642,735,524.39","679,701,725.35","936,088,709.33","908,698,558.78","998,287,426.32","1,036,528,784.54","1,105,520,787.12","1,057,137,551.35","1,121,631,467.01","1,162,053,020.57","1,208,512,723.37","1,146,323,727.75"
