科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"15,500.00","209,618.45","3,852,834.90",,"3,757,660.45","4,013,511.00","4,301,340.40","4,482,047.79","4,064,837.33","4,543,618.24","1,862,441.70","2,256,200.00","1,603,245.00","2,196,300.00","2,513,128.70","5,812,365.71","2,805,093.81"
应付职工薪酬,"1,552,054.46","1,613,220.18","1,759,896.88",,"1,745,532.30","2,005,066.61","2,070,658.19","1,720,297.82","2,040,136.92","1,916,872.30","1,570,739.56","99,158.08","1,758,326.72","1,768,630.53","7,740,815.07","807,784.57","7,354,246.37"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"4,690,806.79","3,199,204.40","6,014,784.80",,"6,593,471.55","3,672,656.17","6,531,796.22","770,389.06","4,196,193.68","3,099,275.23","7,775,359.60","32,318.90","7,392,657.51","651,351.82","7,764,750.19","356,556.55","4,129,103.38"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"88,666.67","183,706.95","230,885.48",,"138,416.67","66,305.56","85,825.97","96,295.83","144,333.33","50,145.83","53,831.25","74,433.33","96,231.67","229,416.67","406,006.25","456,536.67","450,249.17"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"20,716,160.92","27,303,078.09","30,279,449.25",,"47,743,714.44","53,555,694.56","48,354,774.23","57,032,727.87","47,342,958.69","57,806,010.77","57,477,893.55","72,490,060.08","69,852,009.55","76,813,230.00","117,992,830.69","123,962,450.30","148,534,494.74"
其他应付款,"150,000.00","391,846.00","471,337.76",,"427,303.30","467,026.89","2,360,918.33","570,961.42","450,000.00","537,127.30","443,195.99","455,722.50","461,622.50","1,620,580.00","3,590,737.25","3,695,274.42","2,784,958.92"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"33,000,000.00","33,000,000.00","23,000,000.00"
其他流动资产,"53,814.67","658,581.86","247,008.55",,,,"298,110.49","136,825.24","110,586.41","126,718.53","1,589,145.34","2,826,440.15","3,108,796.88","3,099,776.84","8,088,250.12","7,898,989.46","9,564,492.80"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"202,488,284.72","272,960,512.09","294,043,298.13","285,919,800.00","481,069,771.53","446,532,161.40","426,740,155.40","428,666,041.68","479,449,327.50","405,869,218.87","420,148,641.91","411,993,023.54","459,888,994.30","541,122,841.59","591,561,206.14","591,047,391.85","745,409,166.98"
流动负债合计,"97,209,889.83","148,071,509.95","178,339,778.63","172,190,900.00","147,526,124.80","102,939,362.29","100,928,628.03","99,934,396.58","163,905,033.53","81,229,968.77","103,559,311.11","91,351,993.13","155,363,417.26","239,442,514.63","357,284,907.16","362,837,127.94","527,572,993.18"
可供出售金融资产,,,,,,,,,,,,,,,"71,908.00","71,908.00","71,908.00"
长期借款,,,,,,,,,,,,,,,"84,600,000.00","84,600,000.00","84,600,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,"364,000,000.00","364,000,000.00","364,000,000.00"
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,"1,604,469.96","4,653,854.99","4,423,948.79",,"4,308,995.69","4,251,519.14","4,194,042.59","4,136,566.04","4,079,089.49","4,021,612.94","3,964,136.34","3,906,659.78","3,849,185.74","3,791,706.69","3,734,230.09","3,676,753.53","3,619,276.96"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"37,157,371.06","37,311,911.12","61,485,748.41",,"63,245,093.81","69,944,829.60","69,259,478.58","73,563,224.66","73,804,999.51","71,204,971.78","69,905,581.99","67,906,075.34","68,295,576.71","65,749,220.00","66,851,739.73","78,636,107.30","84,056,071.58"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"40,000.00","10,475,549.92","6,162,672.53",,"7,373,939.20","2,968,362.11","41,023,130.51","36,517,536.74","52,325,818.96","54,310,622.09","76,173,337.94","76,592,371.39","98,659,074.18","112,452,461.35","167,611,933.01","159,797,978.68","187,171,401.18"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,,"448,600,000.00","448,600,000.00","448,600,000.00"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"97,209,889.83","148,071,509.95","178,339,778.63","172,190,900.00","147,526,124.80","102,939,362.29","100,928,628.03","99,934,396.58","163,905,033.53","81,229,968.77","103,559,311.11","91,351,993.13","155,363,417.26","239,442,514.63","805,884,907.16","811,437,127.94","976,172,993.18"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00",,"66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","126,673,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"43,777,899.74","43,777,899.74","43,777,899.74",,"240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","240,142,564.59","180,139,564.59"
无形资产,"20,044,185.84","25,876,388.76","53,709,972.79",,"53,970,026.07","54,678,495.78","47,893,227.87","47,613,923.48","47,334,619.09","47,055,314.70","46,793,988.00","46,555,281.90","46,244,368.08","45,974,715.61","61,336,100.17","61,182,543.74","60,903,239.35"
盈余公积,"10,700,343.42","17,159,710.26","24,082,380.10",,"24,082,380.10","24,082,380.10","30,249,524.71","30,249,524.71","30,249,524.71","30,249,524.71","35,546,762.21","35,546,762.21","35,546,762.21","35,546,762.21","38,791,661.77","38,791,661.77","38,791,661.77"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"469,290,400.94","469,290,400.94","469,290,400.94"
未分配利润,"60,635,279.27","93,388,358.02","125,116,820.43",,"133,214,103.31","146,381,370.95","152,563,973.25","154,836,014.95","157,635,982.92","165,761,874.46","172,581,152.44","174,684,882.32","176,066,260.49","179,550,153.12","201,675,757.39","200,291,708.25","214,251,424.02"
长期待摊费用,,,,,,,,,,,,,,,"3,675,502.55","4,352,688.93","4,430,880.62"
少数股东权益,,,,,,,,,,,,,"4,896,971.06","9,794,820.65","14,694,155.16","14,533,846.51","23,519,071.35"
递延所得税资产,"989,100.68","1,119,261.09","1,491,238.25",,"1,667,346.50","1,840,309.90","1,444,655.63","1,335,208.23","1,609,251.20","1,592,192.15","1,514,104.17","1,442,790.30","1,748,776.60","2,055,869.96","3,726,025.44","3,811,136.09","4,595,369.30"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"59,835,127.54","79,436,965.88","127,273,580.77",,"130,565,401.27","133,683,516.53","163,814,535.18","163,166,459.15","179,153,778.25","178,184,713.66","198,351,148.44","196,403,178.71","218,796,981.31","230,023,973.61","776,297,839.93","780,819,517.21","814,138,547.93"
所有者权益(或股东权益)合计,"165,113,522.43","204,325,968.02","242,977,100.27","245,476,400.00","464,109,048.00","477,276,315.64","489,626,062.55","491,898,104.25","494,698,072.22","502,823,963.76","514,940,479.24","517,044,209.12","523,322,558.35","531,704,300.57","561,974,138.91","560,429,781.12","583,374,721.73"
资产总计,"262,323,412.26","352,397,477.97","421,316,878.90","417,667,300.00","611,635,172.80","580,215,677.93","590,554,690.58","591,832,500.83","658,603,105.75","584,053,932.53","618,499,790.35","608,396,202.25","678,685,975.61","771,146,815.20","1,367,859,046.07","1,371,866,909.06","1,559,547,714.91"
负债和所有者(或股东权益)合计,"262,323,412.26","352,397,477.97","421,316,878.90","417,667,300.00","611,635,172.80","580,215,677.93","590,554,690.58","591,832,500.83","658,603,105.75","584,053,932.53","618,499,790.35","608,396,202.25","678,685,975.61","771,146,815.20","1,367,859,046.07","1,371,866,909.06","1,559,547,714.91"
