科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"30,197,634.59","62,078,299.80","49,090,702.39",,"230,122,218.20","160,503,654.85","153,202,224.79","164,090,685.15","190,345,563.79","91,193,060.86","137,172,514.12","121,781,196.83","122,155,049.97","164,796,817.66","112,323,066.79","103,960,304.64","141,003,514.87"
短期借款,"48,000,000.00","91,000,000.00","117,100,000.00",,"80,000,000.00","40,000,000.00","56,000,000.00","65,000,000.00","110,000,000.00","40,000,000.00","40,000,000.00","55,000,000.00","90,000,000.00","180,000,000.00","163,000,000.00","207,000,000.00","372,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"27,196,119.58","42,690,687.74","72,267,849.25",,"50,360,662.55","60,135,236.24","51,193,357.63","42,113,065.69","54,871,567.40","65,907,180.34","75,046,060.79","72,419,901.57","91,252,922.60","69,087,246.65","104,733,379.08","87,809,918.48","118,280,071.09"
应付票据,"12,250,000.00","20,813,852.95","17,298,429.75",,"12,328,800.00","16,379,250.00","5,448,249.79","1,081,874.79","14,666,497.43","7,430,000.00","5,200,000.00","4,197,105.05","6,143,385.05","7,988,080.00","24,843,443.10","24,578,388.59","21,819,087.60"
应收账款,"123,407,756.58","137,476,656.55","133,973,043.67",,"147,959,611.68","168,224,814.75","168,837,356.41","160,208,111.12","182,557,937.62","184,561,877.47","146,923,027.80","138,512,097.66","171,777,385.88","212,534,305.54","243,735,502.65","258,845,223.51","322,982,393.30"
应付账款,"30,339,213.72","30,263,224.71","35,198,874.93",,"45,691,802.19","39,184,372.77","27,558,125.69","30,048,322.66","31,034,199.43","27,680,782.13","47,368,536.71","30,542,599.77","49,185,832.89","46,711,108.26","105,576,038.47","81,686,476.84","91,580,301.95"
预付款项,"901,298.38","2,543,589.60","4,332,410.12",,"1,125,904.21","99,250.00","552,991.45","602,578.82","155,876.26","1,730,752.66","77,558.61","1,707,127.25","139,584.42","12,595,164.90","2,175,048.11","2,758,139.75","2,239,106.37"
预收款项,"139,148.19","606,454.76","265,569.03",,"600,798.79","1,164,684.29","873,053.84","646,255.00","1,373,672.74","515,765.98","1,147,648.00","950,655.50","325,360.92","473,347.35","11,363,116.83","11,256,110.30","4,455,045.79"
