科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"79,605,518.53","70,228,213.59","223,505,387.13","67,975,811.01","69,177,030.51","42,406,267.43","85,556,130.35","80,450,596.40","68,905,336.94","44,072,613.16","92,356,777.63","107,600,133.78","138,236,181.98","88,928,156.35","170,559,660.57","78,456,945.13","106,782,000.52","86,131,148.26","165,365,181.52","190,119,918.49","128,445,401.63","104,492,486.92","209,596,594.33","199,787,924.88","124,500,216.14","83,573,053.57","164,692,828.32","106,474,189.12","103,948,412.17","34,634,247.93","159,063,673.23","88,161,133.95","60,481,504.77","60,042,609.51","124,654,135.79","106,782,531.40","91,955,667.54","64,449,913.73","149,203,519.53","114,475,322.92","42,392,942.11","47,868,573.32","173,454,007.28","135,519,473.74","108,349,008.27","82,960,139.54"
短期借款,"64,000,000.00","49,000,000.00","87,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","20,000,000.00","63,000,000.00","53,000,000.00","35,000,000.00","25,000,000.00","30,000,000.00","71,000,000.00","51,000,000.00","59,000,000.00","69,000,000.00","51,000,000.00","59,000,000.00","31,000,000.00","12,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"250,000.00",,"3,000,000.00",,,,,"146,000.00","2,074,000.00","2,000,000.00",,"394,000.00","1,000,000.00","2,000,000.00","1,050,000.00","50,000.00",,"2,165,300.00","3,770,450.00","940,000.00","500,000.00","100,000.00","100,000.00","300,000.00",,"800,000.00","100,000.00","450,000.00","300,000.00","150,000.00","250,000.00","410,000.00","180,000.00","140,000.00","300,000.00","285,000.00",,"300,000.00","100,000.00","968,800.10","618,800.10","250,000.00",,,,
应付票据,,,,,,,,"500,000.00","4,378,094.67","3,878,094.67",,"2,753,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"56,118,579.97","48,645,379.72","50,995,012.57","50,184,249.65","57,143,491.77","46,679,452.01","48,405,074.04","52,861,515.00","48,743,254.29","43,117,254.61","41,255,578.39","44,255,664.32","38,313,738.18","39,859,252.71","55,728,761.54","33,905,826.64","28,749,968.10","25,435,367.76","29,873,194.81","24,518,635.22","25,241,211.03","21,992,126.60","34,671,230.03","32,772,520.75","29,145,978.36","36,173,567.52","16,931,504.81","29,317,111.95","24,831,403.33","25,146,823.70","37,626,916.84","25,013,256.43","24,515,101.93","22,453,192.10","24,179,721.24","14,285,810.42","14,176,554.66","11,847,100.40","20,726,354.11","11,699,713.84","10,933,006.51","9,837,678.03","10,764,528.33","6,728,645.20","5,864,552.13","6,945,307.82"
应付账款,"36,887,044.94","67,313,180.01","74,035,694.13","213,846,620.17","174,178,288.95","168,619,348.73","168,546,095.63","142,308,617.53","119,789,548.27","93,756,866.35","94,767,542.79","125,753,429.29","87,642,418.22","88,891,031.82","85,360,563.07","95,208,701.49","108,873,964.31","96,471,099.21","94,807,006.19","112,884,935.96","93,258,082.62","89,840,927.81","88,413,305.47","94,062,389.34","93,465,352.36","98,741,163.87","64,820,244.95","66,109,562.50","58,723,210.45","57,445,297.84","61,406,863.70","53,559,610.11","51,061,292.96","50,785,614.74","49,005,891.40","51,229,843.41","49,574,171.58","45,676,702.87","46,596,770.81","47,047,285.02","45,972,434.15","44,360,318.03","48,070,653.85","43,300,690.90","42,079,043.37","46,822,856.12"
预付款项,"50,726,362.51","78,241,369.94","100,753,494.74","10,966,725.61","10,125,412.59","9,303,060.53","4,455,115.62","12,961,511.95","10,647,559.30","5,776,214.56","24,407,837.15","33,968,981.80","32,379,482.79","38,440,599.66","50,046,339.50","47,668,832.85","38,112,501.76","39,779,996.25","53,592,276.92","3,202,067.03","7,896,989.23","11,522,974.34","7,246,318.33","3,163,606.43","16,674,196.76","7,132,798.08","17,873,503.37","1,743,074.74","2,453,900.86","3,370,406.31","1,616,859.55","704,534.32","887,817.21","782,150.70","1,575,904.36","1,193,510.18","1,079,994.15","1,133,191.44","556,163.64","115,345.34","115,345.34","55,938.14","55,938.14","985,000.00","1,025,000.00","128,977.50"
预收款项,"20,643,163.68","18,618,597.11","78,999,475.26","44,094,852.77","65,066,487.82","21,799,976.93","74,244,877.61","45,767,242.33","32,661,486.87","16,004,477.04","82,969,241.51","57,102,208.03","43,132,402.49","27,664,598.86","101,394,490.54","66,974,939.55","47,929,535.48","22,871,240.09","119,792,732.98","83,120,565.07","59,754,507.85","29,901,996.83","123,268,147.81","88,600,619.86","62,027,946.99","34,001,635.52","125,229,540.02","105,048,177.17","73,213,909.71","37,356,098.45","133,466,493.58","112,055,825.90","73,198,427.46","40,882,296.66","131,238,249.37","104,901,630.74","71,950,159.64","41,486,864.12","133,185,534.62","106,349,176.08","71,722,925.27","35,683,467.25","136,913,635.65","117,006,047.69","78,630,631.02","40,866,306.35"
