科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"95,720,502.42","151,574,785.98","220,691,662.60","39,440,934.62","130,657,865.50","145,678,280.10","174,273,667.46","14,680,623.51","59,677,419.82","86,101,769.82","132,837,608.62","32,817,357.79","165,803,222.23","211,857,872.50","319,128,355.61","147,688,225.54","222,183,797.55","285,038,702.20","316,315,495.48","63,963,281.35","174,838,516.09","437,673,549.92","481,456,964.87","83,262,982.76","144,207,737.72","918,655,335.66","1,543,059,908.65","506,975,637.55","956,103,424.51","1,539,967,662.68","1,825,930,779.49","409,296,541.92"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"745,382,574.45","749,043,316.19","832,615,972.98",,,,"4,904,659.68",
收到的税费返还,,"6,647,733.49","8,365,412.72",,"4,843,277.37","4,843,277.37","9,827,521.66",,,"2,628,199.84","5,433,839.21",,"3,734,554.19","3,734,554.19","3,878,143.93",,"7,883,319.84","7,883,319.84","11,983,976.30",,"3,284,946.51","3,284,946.51","6,596,149.93","2,761,710.22","4,030,180.56","6,200,202.10","10,555,623.02","3,208,301.69","5,362,191.35","12,123,820.88","50,530,043.84","6,038,492.32"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"124,500,000.00","128,085,332.63","1,044,140,569.75","218,043,000.00","120,898,000.00","8,760,000.00",,,,"882,838.68",
收到其他与经营活动有关的现金,"25,124,798.69","30,888,150.60","9,731,026.44","729,113.75","12,093,273.87","13,734,575.54","30,322,869.12","3,062,813.72","11,811,573.37","165,425,287.09","87,921,763.37","50,190,893.42","71,179,869.38","243,795,815.64","92,401,863.65","3,240,870.73","34,872,513.71","40,966,039.25","20,659,404.53","8,577,717.92","10,530,836.12","14,085,156.24","13,185,245.19","3,599,590.00","7,007,816.16","159,997,475.27","20,446,291.52","7,319,675.99","5,484,970.80","131,722,078.25","106,678,476.64","17,206,361.52"
投资活动现金流出小计,"9,365,220.14","45,301,492.03","3,462,114.94","495,625.45","1,644,601.27","219,931,343.99","29,682,019.76","4,553,020.34","11,648,867.54","13,911,172.92","17,190,060.07","1,809,848.92","22,585,349.31","23,976,196.11","51,447,783.62","12,901,190.42","16,558,983.62","17,674,483.62","20,343,559.62","368,000.00","680,730.12","129,350,192.07","129,165,932.64","1,044,771,587.93","974,150,315.74","984,646,037.81","849,446,163.27","578,842.64","7,829,698.83","7,976,463.92","21,297,267.84","1,586,336.51"
经营活动现金流入小计,"120,845,301.11","189,110,670.07","238,788,101.76","40,170,048.37","147,594,416.74","164,256,133.01","214,424,058.24","17,743,437.23","71,488,993.19","254,155,256.75","226,193,211.20","83,008,251.21","240,717,645.80","459,388,242.33","415,408,363.19","150,929,096.27","264,939,631.10","333,888,061.29","348,958,876.31","72,540,999.27","188,654,298.72","455,043,652.67","501,238,359.99","89,624,282.98","155,245,734.44","1,084,853,013.03","1,574,061,823.19","517,503,615.23","966,950,586.66","1,683,813,561.81","1,983,139,299.97","432,541,395.76"
投资活动产生的现金流量净额,"-9,365,220.14","-45,301,092.03","-3,462,114.94","-495,625.45","-1,644,601.27","-219,931,343.99","-29,682,019.76","-4,553,020.34","-11,608,867.54","-13,871,172.92","-17,150,060.07","-1,809,848.92","-22,395,349.31","-23,782,836.11","-51,251,063.62","-12,897,830.42","-16,480,623.62","-17,596,123.62","-20,259,109.62","-368,000.00","-677,545.12","-129,347,007.07","-128,888,933.82","-1,044,530,574.93","-817,731,136.11","-827,894,664.16","-721,528,500.23","193,686.86","-7,829,698.83","-7,449,463.92","-13,058,530.88","-1,586,336.51"
购买商品、接受劳务支付的现金,"65,691,374.16","89,300,092.67","140,275,472.04","44,971,026.88","104,527,479.09","158,749,135.35","508,499,914.72","160,691,616.96","199,065,656.39","253,262,603.07","303,995,444.42","26,097,486.40","83,412,481.32","154,577,226.16","182,864,106.52","85,911,063.30","102,764,511.28","192,732,630.70","185,792,635.80","23,457,840.47","52,432,915.28","86,035,535.47","128,703,054.23","28,037,389.86","78,461,789.30","844,048,950.78","863,390,762.10","294,492,114.06","631,842,864.82","951,446,252.71","964,294,854.88","238,830,851.45"
吸收投资收到的现金,,,,"348,800,000.00","348,800,000.00","348,800,000.00","349,300,000.00",,,,,,,,,,,,,,,,"112,716.45",,,,,,,,,
支付给职工以及为职工支付的现金,"4,189,206.20","11,534,850.95","12,679,854.77","5,057,436.89","9,840,881.49","14,927,304.41","20,733,742.73","6,508,655.97","12,891,901.14","19,615,995.65","29,624,243.25","9,349,384.69","17,331,044.50","25,516,114.57","33,909,016.36","5,447,989.44","13,055,097.22","20,395,669.72","31,452,684.86","7,144,179.61","13,416,012.74","20,553,930.88","27,397,773.84","6,995,172.33","100,363,401.03","146,388,954.86","405,460,270.75","127,299,036.21","253,869,620.69","373,269,465.37","519,427,246.49","120,411,228.27"
取得借款收到的现金,"25,000,000.00","65,000,000.00","127,000,000.00",,"150,000,000.00","290,000,000.00","290,000,000.00","430,000,000.00","548,000,000.00","648,000,000.00","798,000,000.00","290,000,000.00","440,000,000.00","440,000,000.00","1,024,851,458.35","369,396,452.86","718,397,291.04","1,432,059,769.37","1,121,903,776.71","217,500,000.00","217,900,000.00","377,900,000.00","750,500,000.00","622,100,000.00","815,318,366.73","803,270,621.68","828,609,946.53","190,594,272.47","314,748,673.87","463,729,263.28","674,866,065.19","89,708,080.44"
支付的各项税费,"3,205,920.13","29,039,358.00","30,697,972.89","11,131,399.83","19,841,250.67","27,901,624.25","36,223,591.07","1,749,221.15","7,058,191.41","14,763,760.85","18,875,808.14","3,765,198.18","9,746,979.15","16,606,166.21","20,042,569.30","2,136,675.35","10,657,209.95","29,615,258.17","31,121,484.88","18,037,931.75","22,055,768.88","23,153,911.75","29,159,420.74","3,054,687.28","27,928,460.76","52,731,985.34","50,350,789.38","16,633,557.15","24,317,826.58","29,495,046.79","57,253,321.87","18,231,747.99"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"6,237,700.00",,,,,,,,,
支付其他与经营活动有关的现金,"17,887,330.88","32,867,981.52","12,449,780.17","3,778,874.65","10,207,261.55","15,626,671.68","19,822,583.46","10,075,182.69","17,481,320.32","158,601,947.72","152,032,022.48","3,566,445.49","85,847,599.08","164,752,570.23","80,231,618.80","13,867,940.64","60,151,952.80","54,223,808.72","57,786,317.75","19,345,032.08","21,615,712.50","37,473,590.54","27,363,328.65","11,019,913.41","12,681,508.19","24,501,032.69","338,856,789.73","33,943,083.74","12,220,590.02","35,656,503.88","164,611,408.00","118,507,677.03"
筹资活动现金流入小计,"25,000,000.00","65,000,000.00","127,000,000.00","348,800,000.00","498,800,000.00","638,800,000.00","639,300,000.00","430,000,000.00","548,000,000.00","648,000,000.00","798,000,000.00","290,000,000.00","440,000,000.00","440,000,000.00","1,024,851,458.35","369,396,452.86","718,397,291.04","1,432,059,769.37","1,121,903,776.71","217,500,000.00","217,900,000.00","377,900,000.00","756,850,416.45","622,100,000.00","815,318,366.73","803,270,621.68","828,609,946.53","190,594,272.47","314,748,673.87","463,729,263.28","674,866,065.19","89,708,080.44"
经营活动现金流出小计,"90,973,831.37","162,742,283.14","196,103,079.87","64,938,738.25","144,416,872.80","217,204,735.69","585,279,831.98","179,024,676.77","236,497,069.26","446,244,307.29","504,527,518.29","42,778,514.76","196,338,104.05","361,452,077.17","317,047,310.98","107,363,668.73","186,628,771.25","296,967,367.31","306,153,123.29","67,984,983.91","109,520,409.40","167,216,968.64","212,623,577.46","49,107,162.88","219,435,159.28","1,067,670,923.67","1,658,058,611.96","472,367,791.16","922,250,902.11","1,389,867,268.75","1,705,586,831.24","495,981,504.74"
偿还债务支付的现金,"15,000,000.00","20,000,000.00","130,000,000.00",,"62,000,000.00","62,000,000.00","62,000,000.00","50,000,000.00","270,000,000.00","374,446,123.79","468,000,000.00","420,000,000.00","546,886,000.00","646,700,000.00","896,700,000.00","231,943,985.85","442,324,772.09","1,174,587,022.11","965,013,896.59","190,000,000.00","284,750,000.00","489,750,000.00","497,750,000.00",,"201,000,000.00","279,000,000.00","292,122,238.12","303,848,465.26","448,750,000.00","669,997,986.81","839,496,619.60","90,794,389.26"
经营活动产生的现金流量净额,"29,871,469.74","26,368,386.93","42,685,021.89","-24,768,689.88","3,177,543.94","-52,948,602.68","-370,855,773.74","-161,281,239.54","-165,008,076.07","-192,089,050.54","-278,334,307.09","40,229,736.45","44,379,541.75","97,936,165.16","98,361,052.21","43,565,427.54","78,310,859.85","36,920,693.98","42,805,753.02","4,556,015.36","79,133,889.32","287,826,684.03","288,614,782.53","40,517,120.10","-64,189,424.84","17,182,089.36","-83,996,788.77","45,135,824.07","44,699,684.55","293,946,293.06","277,552,468.73","-63,440,108.98"
分配股利、利润或偿还利息支付的现金,"929,523.13","1,911,024.77","4,317,367.52","1,028,097.78","1,265,351.11","16,054,713.57","20,599,658.00","6,334,499.98","28,872,960.81","40,378,627.69","51,653,261.07","10,910,756.90","16,639,319.13","29,339,218.17","49,902,489.59","3,165,038.86","4,848,478.43","100,812,338.86","101,619,851.37","787,410.41","787,410.41","28,616,810.41","29,032,488.59","2,452,105.08","4,624,208.34","11,038,381.35","24,824,581.08","2,375,011.86","6,560,614.97","9,771,326.48","13,394,624.86","5,775,665.49"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"3,669,779.82","6,926,929.51","7,086,098.87","7,236,098.87",,"600,000.00","600,000.00","1,054,500.00",,,,"248,038,876.13","190,050,000.00","413,242,645.50","220,575,685.51","155,875,200.68","22,500,000.00","22,500,000.00",,"325,989.75",,,,"601,502.39",,,,"1,480,409.97",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,957.45",,,"527,000.00","527,000.00",
筹资活动现金流出小计,"15,929,523.13","21,911,024.77","134,317,367.52","4,697,877.60","70,192,280.62","85,140,812.44","89,835,756.87","56,334,499.98","299,472,960.81","415,424,751.48","520,707,761.07","430,910,756.90","563,525,319.13","676,039,218.17","1,194,641,365.72","425,159,024.71","860,415,896.02","1,495,975,046.48","1,222,508,948.64","213,287,410.41","308,037,410.41","518,366,810.41","527,108,478.34","2,452,105.08","205,624,208.34","290,038,381.35","317,548,321.59","306,223,477.12","455,310,614.97","679,769,313.29","854,371,654.43","96,570,054.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,,400.00,,,,,,,"40,000.00","40,000.00","40,000.00",,"190,000.00","193,360.00","196,720.00","3,360.00","78,360.00","78,360.00","84,450.00",,"3,185.00","3,185.00","276,998.82","241,013.00","1,541,013.00","1,724,013.00","3,381,705.59","772,529.50",,,"4,071,550.68",
筹资活动产生的现金流量净额,"9,070,476.87","43,088,975.23","-7,317,367.52","344,102,122.40","428,607,719.38","553,659,187.56","549,464,243.13","373,665,500.02","248,527,039.19","232,575,248.52","277,292,238.93","-140,910,756.90","-123,525,319.13","-236,039,218.17","-169,789,907.37","-55,762,571.85","-142,018,604.98","-63,915,277.11","-100,605,171.93","4,212,589.59","-90,137,410.41","-140,466,810.41","229,741,938.11","619,647,894.92","609,694,158.39","513,232,240.33","511,061,624.94","-115,629,204.65","-140,561,941.10","-216,040,050.01","-179,505,589.24","-6,861,974.31"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-9.28,-278.23,-436.02,-12.20,32.55,54.39,-20.91,-22.53,-142.26,-142.26,-142.26,,,,,"92,342.57","92,344.38","92,344.38","92,344.38",,,,"2,062,359.24","5,838,758.41","23,911,253.34","24,561,465.99","62,353,006.18","4,927,793.59","2,832,535.07","5,381,037.05","-1,396,081.42","-9,089,069.55"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"154,878,166.63","155,027,360.65","124,500,000.00",,,,"3,640,186.28",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,400.00,,,,,,,"40,000.00","40,000.00","40,000.00",,"190,000.00","193,360.00","196,720.00","3,360.00","78,360.00","78,360.00","84,450.00",,"3,185.00","3,185.00","276,998.82","241,013.00","156,419,179.63","156,751,373.65","127,917,663.04","772,529.50",,"527,000.00","8,238,736.96",
五、现金及现金等价物净增加额,"29,576,717.19","24,155,991.90","31,905,103.41","318,837,794.87","430,140,694.60","280,779,295.28","148,926,428.72","207,831,217.61","71,909,953.32","26,614,882.80","-18,192,270.49","-102,490,869.37","-101,541,126.69","-161,885,889.12","-122,679,918.78","-25,002,632.16","-80,096,024.37","-44,498,362.37","-77,966,184.15","8,400,604.95","-11,681,066.21","18,012,866.55","391,530,146.06","-378,526,801.50","-248,315,149.22","-272,918,868.48","-232,110,657.88","-65,371,900.13","-100,859,420.31","75,837,816.18","83,592,267.19","-80,977,489.35"
购建固定资产、无形资产和其他长期资产支付的现金,"9,365,220.14","45,301,492.03","462,114.94","495,625.45","1,644,601.27","219,931,343.99","29,682,019.76","4,553,020.34","11,648,867.54","13,911,172.92","17,190,060.07","1,809,848.92","22,585,349.31","23,976,196.11","51,447,783.62","12,901,190.42","16,558,983.62","17,674,483.62","20,343,559.62","368,000.00","680,730.12","732,132.87","1,080,600.01","631,018.18","10,724,741.29","10,807,091.31","8,070,190.29","578,842.64","7,829,698.83","7,976,463.92","15,509,769.48","1,586,336.51"
期初现金及现金等价物余额,"124,213.31","29,700,930.50","53,856,922.40","85,762,025.81","85,762,025.81","85,762,025.81","85,762,025.81","234,688,454.53","234,688,454.33","234,688,454.53","234,688,454.53","216,496,184.04","216,496,184.04","216,496,184.04","216,496,184.04","93,816,265.26","93,816,265.26","93,816,265.26","93,816,265.26","15,850,081.11","15,850,081.11","15,850,081.11","15,850,081.11","407,380,227.17","407,380,227.17","407,380,227.17","407,380,227.17","407,380,227.17","175,269,569.29","175,269,569.29","175,269,569.29","258,861,836.48"
投资支付的现金,,,"3,000,000.00",,,,,,,,,,,,,,,,,,,"4,118,059.20",,,,"103,897,630.31",,,,,,
期末现金及现金等价物余额,"29,700,930.50","53,856,922.40","85,762,025.81","404,599,820.68","515,902,720.41","366,541,321.09","234,688,454.53","442,519,672.14","306,598,407.65","261,303,337.33","216,496,184.04","114,005,314.67","114,955,057.35","54,610,294.92","93,816,265.26","68,813,633.10","13,720,240.89","49,317,902.89","15,850,081.11","24,250,686.06","4,169,014.90","33,862,947.66","407,380,227.17","28,853,425.67","159,065,077.95","134,461,358.69","175,269,569.29","342,008,327.04","74,410,148.98","251,107,385.47","258,861,836.48","177,884,347.13"
