科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"71,505,524.73","74,674,046.16","101,430,377.83","317,468,835.60","277,521,133.80","192,551,899.78","182,182,840.00","137,242,462.63","149,516,270.24","85,072,677.77","101,832,399.05","76,603,237.16","324,180,885.30","232,701,026.46","268,927,312.31","243,417,829.83","202,104,358.33","137,106,164.47","233,812,491.75","141,747,529.14"
短期借款,"19,000,000.00",,"17,679,680.00","32,679,680.00",,,,,,,,,"8,844,417.96","19,050,852.40","16,084,066.49","16,781,782.19","20,880,929.79","61,780,929.79","75,039,735.97","98,710,112.46"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"5,781,530.38","63,943,163.45","74,396,195.51","55,703,259.88","46,036,006.46","44,810,472.42","52,785,192.56","57,038,158.80","87,959,614.82","94,383,962.03","77,394,476.90","62,558,953.06","85,221,735.35","61,702,700.71","100,562,687.25","73,933,887.73","44,459,256.25","65,933,176.64","102,369,186.63","88,098,536.43"
应付票据,"30,514,123.14","63,346,265.54","62,544,342.83","54,523,291.65","76,525,069.20","61,503,314.02","67,167,309.11","74,201,999.59","74,466,804.71","48,612,241.65","56,390,775.14","58,420,555.03","91,705,061.11","78,039,011.83","93,690,177.23","93,815,608.64","100,243,980.16",,"132,897,033.84",
应收账款,"78,603,446.32","84,995,206.49","108,609,083.31","121,018,443.85","163,163,263.05","158,709,080.40","151,551,221.02","162,896,593.56","195,342,839.07","203,911,626.43","206,628,447.59","226,757,956.40","291,550,229.40","307,743,807.26","302,182,532.03","355,398,946.20","374,464,250.59","384,153,960.71","422,664,592.44","475,381,153.41"
应付账款,"65,602,184.29","100,037,994.88","100,050,745.60","104,981,193.74","103,942,765.86","76,875,324.41","52,719,847.35","53,393,417.24","75,779,774.16","79,847,756.81","76,110,702.61","64,484,287.58","93,047,937.80","122,400,906.82","94,903,192.10","89,397,180.06","116,313,176.60",,"104,912,133.11",
预付款项,"35,957,594.35","48,933,525.79","63,876,072.99","60,875,907.53","62,512,553.60","114,858,361.96","35,864,669.43","41,452,852.82","31,978,499.16","45,817,250.26","26,002,412.10","42,055,205.07","51,631,950.84","71,718,171.66","55,970,055.66","83,036,711.11","70,176,014.59","138,832,364.72","123,005,484.31","142,924,999.78"
预收款项,"128,807,633.72","172,655,498.25","175,384,740.81","137,244,707.54","142,218,795.28","192,227,348.04","156,125,854.52","125,841,300.71","149,437,438.21","156,915,362.97","135,258,241.87","123,588,058.18","154,078,551.11","145,477,634.40","118,375,304.00","169,334,456.94","91,511,982.26","132,229,839.23","120,118,523.24","105,414,440.49"
其他应收款,"3,499,033.02","4,100,364.75","4,553,188.95","5,003,442.20","4,707,591.21","6,350,577.10","6,578,566.45","9,140,858.31","8,542,947.09","19,216,046.60","6,541,427.52","7,279,210.17","10,415,138.22","11,759,897.52","8,625,801.43","10,956,751.52","18,915,141.48","16,899,628.12","9,901,160.29","21,476,229.71"
应付职工薪酬,"1,613,300.91","1,916,799.04","2,583,574.26","2,747,814.56","2,655,625.87","2,742,788.32","2,874,858.80","2,495,222.83","2,555,826.14","2,744,140.31","2,946,154.43","1,926,010.09","5,430,520.05","6,389,532.92","8,649,371.14","6,351,376.19","9,876,534.08","7,949,090.25","10,874,588.80","5,699,049.54"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"4,601,544.30","3,177,938.67","8,929,456.95","5,455,085.52","10,736,500.32","152,715.72","3,421,750.20","2,157,753.59","13,962,067.76","1,225,056.44","4,056,275.07","5,827,762.81","18,330,138.97","7,809,650.81","13,596,909.65","6,278,895.02","16,942,848.79","7,624,151.80","21,743,329.95","14,070,366.09"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"144,779,432.30","193,990,990.01","198,203,294.94","221,441,239.89","208,476,071.30","235,228,437.43","258,509,445.22","264,815,109.79","265,735,961.12","269,034,347.97","271,131,901.65","281,072,701.67","337,321,167.52","363,563,568.76","347,630,025.41","378,265,322.29","401,051,808.37","426,007,479.45","370,537,136.42","389,984,077.15"
其他应付款,"194,997.55","245,825.59","602,592.67","6,384,272.88","978,498.19","420,339.64","19,424.11","223,901.22","253,747.01","308,568.45","229,721.10","272,829.29","51,712,947.53","5,307,479.32","7,034,746.63","18,066,907.96","10,451,515.20","10,349,785.64","6,624,459.01","9,173,511.31"
