科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"284,851,463.08","433,486,262.60","217,677,844.96","343,719,812.29","478,356,948.58","139,692,493.13","313,474,379.42","511,111,015.37","724,888,790.43","192,253,706.90","349,780,589.26","472,108,545.13","739,845,791.14","185,355,185.49","377,305,425.02","574,537,875.18","811,698,633.79","487,666,472.61","850,475,083.05","1,181,208,938.01","1,681,707,718.93","406,676,342.13","1,030,601,522.21","1,609,937,754.23","2,326,525,665.05","646,827,643.37","1,364,911,828.13","2,278,552,060.37","3,099,517,930.16","983,773,602.63","1,629,699,836.90","1,930,489,495.89","2,139,269,364.66","105,477,530.00","340,789,010.82","472,338,052.08","553,994,587.88","63,736,737.52","152,720,733.17","231,869,600.10","298,869,047.05","63,726,050.28"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"19,111,472.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"5,759,131.03","2,780,791.79","7,148,731.77","13,532,484.23","4,902,948.58","7,160,776.65","8,945,954.25","12,970,396.76","4,024,442.51","5,205,003.84","5,536,750.32","6,717,311.65","697,039.65","2,322,679.60","8,079,108.59","11,926,636.32","2,888,042.20","6,583,044.78","11,096,363.48","16,811,046.96","4,048,913.25","8,699,031.86","14,410,222.52","18,557,234.39","7,271,795.64","10,688,079.11","15,954,631.72","17,772,446.84","1,214,889.36","2,872,113.71","6,273,045.59","12,119,808.57","6,035,503.21","7,658,539.76","8,536,327.04","13,210,387.53","303,737.81","3,946,884.44","26,169,059.70","30,473,221.57","2,327,665.85"
支付其他与投资活动有关的现金,"1,381,561.00",,"453,000.00","5,278,828.30","5,734,541.30",,"10,000.00","587,848.44","1,558,536.24",,"1,091,775.00","1,091,983.00",,,,,,,,"90,000,000.00",,,,,,,,"1,300,000.00","1,300,000.00",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,021,267.64","2,774,045.94","21,295,708.74","21,599,038.38","22,462,855.03","247,682.82","963,492.29","2,036,795.54","11,793,299.51","648,579.80","3,971,719.22","3,915,121.87","12,122,908.51","1,116,206.40","25,816,817.21","29,875,762.17","18,363,075.08","4,464,137.41","9,216,682.90","13,452,306.57","11,627,449.60","5,234,511.69","12,769,812.17","17,705,646.11","54,330,328.18","49,364,969.42","98,553,880.86","139,319,084.12","84,363,243.75","45,620,992.21","108,613,416.97","61,604,163.34","57,147,542.50","909,928.20","164,640,619.22","167,599,821.18","169,035,762.55","427,235.86","586,490.28","2,450,923.90","3,369,497.54","1,189,159.52"
投资活动现金流出小计,"18,169,903.06","37,138,698.79","13,216,672.63","22,333,294.60","29,060,708.71","4,165,372.00","16,723,408.66","57,643,883.80","82,430,676.50","33,853,862.50","99,614,238.95","153,776,534.94","244,023,676.74","33,293,220.21","72,065,997.83","95,692,825.99","103,733,393.29","7,065,500.48","18,596,455.68","117,007,912.96","215,410,811.65","72,818,503.49","188,364,649.58","316,931,290.46","876,038,730.78","91,996,830.87","191,488,638.90","254,181,729.90","223,298,404.81","4,576,481.43","8,747,663.43","32,147,540.37","34,339,829.71","1,731,631.60","2,356,801.10","2,878,367.70","5,624,816.15","2,469,927.75","3,403,225.45","6,266,860.36","7,842,372.28","3,113,474.63"
经营活动现金流入小计,"285,872,730.72","442,019,439.57","241,754,345.49","372,467,582.44","514,352,287.84","144,843,124.53","321,598,648.36","522,093,765.16","749,652,486.70","196,926,729.21","358,957,312.32","481,560,417.32","758,686,011.30","187,168,431.54","405,444,921.83","612,492,745.94","841,988,345.19","495,018,652.22","866,274,810.73","1,205,757,608.06","1,710,146,215.49","415,959,767.07","1,052,070,366.24","1,642,053,622.86","2,399,413,227.62","703,464,408.43","1,474,153,788.10","2,433,825,776.21","3,201,653,620.75","1,030,609,484.20","1,741,185,367.58","1,998,366,704.82","2,208,536,715.73","112,422,961.41","513,088,169.80","648,474,200.30","736,240,737.96","64,467,711.19","157,254,107.89","260,489,583.70","332,711,766.16","67,242,875.65"
投资活动产生的现金流量净额,"-18,169,903.06","-37,028,698.79","-13,216,672.63","-22,333,294.60","-29,060,708.71","-3,807,054.00","-16,364,690.66","-57,285,165.80","-82,066,958.50","-33,853,412.50","-99,613,788.95","-153,776,084.94","-244,023,676.74","-33,293,220.21","-72,065,997.83","-95,692,825.99","-84,034,793.29","-7,065,500.48","-18,596,455.68","-86,788,789.96","-30,361,406.05","-12,199,552.53","24,766,157.04","-103,800,483.84","-559,602,557.30","-79,801,095.29","-171,272,903.32","-192,017,145.01","-125,852,203.44","-4,576,481.43","-8,728,049.43","-31,857,687.37","548,903,231.02","228,368.40","3,663,198.90","3,591,632.30","4,783,416.05","1,530,822.25","597,524.55","26,833,889.64","47,674,377.72","-3,113,474.63"
购买商品、接受劳务支付的现金,"196,315,503.42","329,579,916.26","166,794,879.40","297,026,520.99","444,876,416.89","147,595,627.53","242,856,535.42","379,806,463.28","554,911,815.35","142,532,776.42","254,943,603.57","416,949,281.94","640,298,477.01","139,922,890.45","324,919,188.89","480,391,217.40","819,992,299.96","228,881,883.16","524,651,972.21","892,591,367.72","1,185,369,536.35","461,180,852.19","1,026,813,480.95","1,394,313,808.10","1,845,165,768.46","629,751,500.98","1,279,364,141.21","2,087,233,452.08","2,518,414,641.32","808,035,648.65","1,235,442,082.17","1,766,307,268.61","1,955,064,962.30","45,382,322.12","96,758,642.40","146,453,823.96","209,713,119.48","53,090,100.09","118,506,001.23","154,514,146.88","201,292,498.58","30,099,405.45"
吸收投资收到的现金,"35,000,000.00",,,"272,580,000.00","272,580,000.00",,,,,,,"21,000,000.00","21,000,000.00",,,,"2,772,000.00",,"397,820,000.00","399,820,000.00","399,820,000.00",,,"1,050,000.00","469,883,319.80",,,,,,,,,,,,,,,,,
