科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"364,414,775.38","498,358,234.91","707,440,656.34","1,113,788,137.54","937,082,975.15","700,448,398.19","469,600,459.48","428,032,119.61","434,165,619.41","455,052,539.81","666,161,521.67","700,934,620.26","470,933,757.44","1,115,265,734.52","1,115,975,099.98","975,361,421.12","851,936,131.79","782,708,604.81","777,520,284.39","761,872,556.14","699,254,356.45","652,190,762.80","439,003,458.34","443,550,366.15","620,452,513.96","568,890,079.04","661,412,155.67","703,502,297.01","682,680,667.80","404,271,474.73","373,366,344.80","391,415,793.77","313,552,123.36","334,149,832.28","441,025,924.92","509,638,428.23","391,478,870.08","387,511,140.49","432,355,633.81","398,411,156.34","340,118,621.84","520,667,580.70","568,868,636.19"
短期借款,"183,380,936.42","157,841,526.01","30,000,000.00","132,369,467.70","126,999,776.70","23,600,000.00","8,600,000.00","150,000,000.00","247,230,000.00","125,220,000.00","360,130,000.00","291,660,000.00","283,500,000.00","253,500,000.00","124,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"10,000,000.00","20,000,000.00","10,000,000.00","18,160,000.00","81,300,000.00","131,300,000.00","135,800,000.00","133,140,000.00","123,140,000.00","86,137,211.72","86,121,639.12","81,161,529.66","10,000,000.00","10,000,000.00","6,000,000.00",,,,,"24,499,344.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"2,032,639.80","2,274,219.75","2,183,427.05","1,929,184.00","2,022,485.50","1,957,246.40","1,875,277.50","1,925,312.55","1,971,720.20","3,049,138.55","2,977,643.25","3,369,510.55","1,469,020.00",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"250,000.00",,,,,,,,,,,,,,,,"1,312,612.00",,,,,,,,,,"100,000.00",,,,,,,,,,,,,
应付票据,,"3,000,000.00",,,,,,,,,,,,,"15,000,000.00",,,,"5,000,000.00",,"7,500,000.00",,,,,,,,"10,000,000.00",,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00",,,,,
应收账款,"215,388,090.92","272,443,023.44","82,490,919.16","57,373,054.45","68,393,209.45","47,568,199.62","50,536,712.74","38,504,711.50","35,984,116.80","48,222,136.09","46,809,820.52","35,364,421.11","29,500,146.28","30,760,676.13","30,587,889.56","23,424,817.91","13,628,384.49","15,517,300.85","13,204,832.62","32,226,065.98","21,645,746.82","14,119,600.43","28,838,073.63","63,312,916.34","57,040,647.99","48,789,021.09","56,634,295.11","74,560,364.42","50,726,211.25","34,033,464.85","39,292,045.23","59,119,311.18","60,104,252.92","71,915,487.56","69,671,265.81","92,783,862.13","74,562,108.78","101,050,745.04","108,898,074.26","67,068,140.00","78,033,000.84","82,951,703.86","74,175,769.00"
应付账款,"380,829,902.68","354,436,512.23","306,300,638.83","315,690,520.04","133,020,435.55","116,820,592.86","121,529,970.60","434,912,124.89","414,802,863.19","389,115,762.49","390,460,761.05","291,538,157.41","149,406,650.66","123,913,456.39","132,691,528.63","173,685,335.71","126,151,026.58","137,603,350.73","114,700,079.52","207,229,097.71","152,400,585.70","224,911,360.56","255,612,916.74","436,988,481.03","406,890,039.00","391,260,717.65","297,277,554.74","283,176,238.34","229,227,439.28","353,211,322.30","391,491,844.06","409,885,264.71","346,283,340.94","333,848,068.99","330,900,067.09","486,870,704.77","416,825,697.34","539,331,624.11","507,969,096.32","472,476,961.53","416,108,428.79","403,751,303.67","390,827,956.33"
预付款项,"146,065,230.74","125,606,969.99","161,331,896.60","90,427,109.56","158,090,873.76","231,857,575.78","286,427,169.41","226,164,014.96","315,679,393.66","396,516,433.86","476,525,075.27","131,303,185.61","176,153,060.46","181,343,525.13","165,932,895.55","96,601,243.94","86,788,003.96","142,404,453.75","130,470,834.20","59,945,322.60","73,881,488.88","83,037,774.37","88,856,729.44","61,633,609.28","73,673,151.22","115,250,278.32","167,263,812.73","282,555,141.37","340,471,023.58","94,630,899.43","86,939,647.81","45,508,479.33","76,718,337.78","70,805,234.84","104,667,209.82","37,453,661.60","41,175,525.63","38,429,555.17","38,585,225.01","38,382,495.17","44,902,321.16","65,073,007.75","108,083,109.46"
预收款项,"831,128,620.16","1,126,577,452.22","1,543,142,002.16","872,037,580.50","657,015,117.53","967,797,997.10","1,259,560,043.90","534,989,382.53","654,401,857.57","991,537,225.68","1,065,422,169.81","1,027,264,840.66","915,392,321.98","1,062,011,556.20","1,162,393,227.78","999,111,543.80","1,013,370,720.81","1,066,203,916.52","1,185,252,090.85","803,104,963.98","788,104,062.57","503,736,875.35","550,788,525.32","539,716,211.62","441,441,729.41","441,200,981.29","384,722,638.58","456,614,416.43","525,714,311.44","441,841,534.64","294,381,067.73","320,674,077.55","347,894,506.77","397,491,188.87","518,014,279.44","493,383,834.68","553,636,852.74","564,430,032.97","689,307,266.95","525,821,464.39","677,668,421.56","743,566,519.75","830,427,787.49"
