科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"65,822,968.18","13,972,754.58","23,428,460.94","22,937,806.92","408,908,583.83","324,942,634.13","291,582,153.72","267,438,429.73","242,307,048.85","217,110,563.26","193,523,007.16","209,739,809.40","140,682,641.32","145,334,419.51","141,660,302.58","156,065,166.87","121,896,416.21","117,782,571.72","120,579,686.90","108,333,692.99","110,628,609.84","77,346,229.06","76,219,202.14","84,993,763.49","50,995,657.69","52,100,651.20","44,117,737.13","66,365,246.12","81,505,136.31","92,048,748.88","121,204,162.14","159,126,585.57"
短期借款,"92,433,477.23","45,484,146.96","87,527,729.36","108,668,022.71","116,804,738.56","82,000,000.00","97,228,313.31","89,428,220.80","69,000,000.00","79,091,945.61","104,015,376.20","132,523,594.12","107,166,780.89","149,964,913.54","163,480,484.92","167,355,396.49","172,376,197.44","173,157,032.21","188,487,893.34","179,382,579.75","218,859,812.46","239,477,269.78","252,405,402.23","239,691,128.65","177,940,804.50","157,402,156.58","136,854,944.12","159,153,191.00","185,304,857.82","212,557,253.26","240,936,551.76","402,600,271.35"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,604,584.00","1,623,095.20","5,712,672.20","5,680,309.09","7,399,654.72","2,427,781.40","14,341,626.32","12,219,963.65","21,287,357.68","19,025,467.00","24,367,311.93","36,287,823.55","37,815,114.04","26,054,967.64","24,955,739.84","20,008,134.42","25,861,972.49","23,167,981.88","18,352,553.83","11,145,899.05","13,441,610.50","17,893,791.45","22,826,965.51","7,565,825.64","7,332,504.21","13,410,173.50","11,727,603.83","11,521,188.69","21,250,098.24","7,574,456.95","25,583,679.26","29,435,621.07"
应付票据,"2,437,250.51","8,195,937.44","4,847,110.70","2,821,526.84","5,466,683.37","10,503,287.05","8,888,764.00","4,153,946.96","5,648,212.74","13,208,307.38","10,703,213.98","30,077,937.87","26,765,967.45","35,980,598.43","21,259,305.92","34,920,183.94","39,536,215.66","34,337,270.99","40,829,026.71","60,215,615.18","72,093,509.99","31,634,442.66","17,312,941.71","8,800,420.33","34,902,882.37","10,998,453.75","19,029,199.89","28,591,307.42","15,759,927.02","39,150,905.27","69,719,375.52","81,210,272.39"
应收账款,"35,367,844.30","45,440,195.44","57,950,159.79","79,320,103.92","88,024,902.54","96,798,081.37","117,747,236.08","118,908,412.73","114,341,456.76","120,138,979.41","144,038,625.79","168,229,980.45","179,854,116.12","147,507,907.95","153,398,624.90","161,902,419.11","156,186,738.52","142,802,093.35","158,465,982.74","179,681,328.58","167,447,734.77","164,273,519.71","187,633,516.35","177,004,905.39","189,059,742.90","173,534,647.64","192,474,750.84","196,928,509.13","177,005,072.34","194,661,605.63","209,710,693.41","404,792,988.67"
应付账款,"29,124,133.15","24,869,576.02","37,092,119.45","24,539,206.04","70,817,452.31","48,500,853.05","42,312,295.20","47,062,596.40","48,129,839.44","44,503,165.40","65,070,400.15","70,574,330.71","85,152,562.96","50,639,327.56","64,485,826.62","55,530,279.46","60,444,200.90","61,009,089.68","78,804,935.38","74,096,316.50","73,490,538.23","57,510,515.58","91,548,555.34","67,343,071.32","73,748,307.95","97,375,560.37","115,600,896.07","110,138,546.75","86,638,377.68","107,202,229.91","115,047,499.13","258,780,248.39"
预付款项,"5,506,400.86","15,583,014.59","12,387,482.42","6,417,155.51","41,281,459.27","12,087,276.94","21,875,414.64","22,254,514.43","22,607,753.90","11,795,217.75","19,300,554.13","39,002,235.21","31,147,441.60","9,586,826.75","25,352,190.92","23,255,237.75","24,261,211.72","15,363,447.13","19,224,456.88","34,519,183.95","62,504,985.55","16,784,598.03","20,875,313.73","28,707,722.23","22,575,140.18","10,224,693.83","17,067,586.36","21,413,403.81","13,242,576.45","18,190,710.37","45,935,144.03","60,194,788.82"
预收款项,"2,870,166.09","3,952,820.05","8,547,681.18","2,794,487.24","2,293,289.56","4,239,446.78","3,165,243.42","3,328,224.48","3,038,506.25","2,396,959.70","3,727,596.13","3,983,869.61","4,119,559.19","3,236,785.58","6,275,156.27","11,066,474.50","11,812,475.07","6,575,636.39","10,216,603.50","6,279,464.34","3,166,448.68","4,563,113.36","1,833,994.07","9,381,533.05","11,114,212.26","8,702,322.39","12,002,945.57","15,520,579.51","12,380,915.51","20,736,044.68","26,686,264.09","43,767,457.78"
