科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"72,331,255.90","24,604,955.83","243,264,688.50","210,496,950.91","166,555,569.94","117,137,089.49","127,507,138.26","95,759,583.20","217,815,320.99","376,233,278.63","311,959,418.93","314,167,611.03","530,945,470.51","299,552,304.63","340,326,294.23","325,180,098.74","522,344,850.49","296,730,724.46","282,868,448.33","268,226,125.28","463,200,592.11","310,320,268.86","340,772,774.78","280,176,828.08","442,558,231.08","283,958,192.50","306,542,223.02","297,257,820.84","456,718,981.03","428,683,881.04","391,972,069.62","420,863,160.31","717,221,975.64","628,638,971.12","594,715,666.38","585,192,806.04","820,326,248.18","727,604,757.84","611,582,273.77","619,509,795.94","797,675,129.22","674,158,641.99","579,110,128.71"
短期借款,"30,000,000.00","40,000,000.00","40,000,000.00","73,000,000.00",,,"50,000,000.00","50,000,000.00",,"50,000,000.00","10,000,000.00","60,000,000.00","203,000,000.00","103,000,000.00","173,000,000.00","218,000,000.00","263,000,000.00","110,000,000.00","110,000,000.00","145,000,000.00","155,000,000.00","65,000,000.00","105,000,000.00","60,000,000.00","80,000,000.00",,"20,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,462,820.00","3,812,820.00","2,150,000.00","5,002,560.00","42,061,420.00","18,694,275.00","10,257,400.00","8,116,289.00","13,368,200.00","2,263,200.00","1,369,500.00","19,523,600.00","7,518,241.00","5,653,070.00","6,782,540.00","6,097,662.97","68,164,858.93","17,689,586.10","1,055,720.00","13,583,246.04","26,859,580.90","3,693,524.90","43,168,803.00","33,191,420.00","44,104,844.85","44,816,124.04","15,186,581.00","16,649,365.20","18,963,282.81","24,553,582.64","29,704,635.52","29,813,050.00","30,162,986.42","32,619,215.92","26,915,983.13","18,310,727.05","98,478,689.02","121,265,341.02","126,674,223.39","128,465,211.85","100,005,343.60","105,755,645.76","126,493,261.04"
应付票据,"1,990,000.00","54,559,522.80","64,403,354.58","73,709,400.28","34,473,706.81","37,858,692.96","23,416,953.04","70,329,213.23","36,276,800.10","26,665,549.10","47,391,985.14","126,660,144.70","31,625,351.35","5,715,413.68","28,497,282.75","33,531,679.19","30,654,763.51","11,420,989.13","35,872,693.80","44,832,042.90","7,062,600.00","56,700.00","13,617,027.00","39,177,002.00","22,482,035.70","39,235,268.43","27,252,522.00",,"4,040,842.00","2,366,500.00",,"14,046,096.95","6,802,372.60",,"13,637,406.71","5,866,000.00","2,624,076.00",,,,,,
应收账款,"61,647,252.57","90,404,029.28","90,073,956.33","85,788,471.12","99,724,214.42","121,610,041.40","116,125,082.74","101,553,819.86","116,433,856.06","112,524,916.45","168,371,459.91","190,203,621.60","131,134,692.67","137,462,699.60","148,404,305.06","152,522,836.07","129,965,878.52","150,381,880.30","146,560,980.13","155,469,987.77","149,456,131.23","163,716,487.93","192,110,662.26","204,491,727.03","232,798,236.30","172,117,477.86","263,677,651.80","230,465,303.92","324,952,094.22","214,651,213.85","265,873,389.55","282,654,413.13","244,589,207.66","192,429,194.91","206,380,315.24","184,283,224.66","196,927,308.48","221,419,484.80","256,405,675.67","237,010,100.21","341,951,608.03","275,715,700.54","355,216,876.07"
应付账款,"29,148,154.25","39,754,408.58","26,568,240.18","41,547,900.79","38,997,960.78","40,215,771.56","39,783,981.85","53,708,406.21","99,198,861.08","61,881,721.97","102,148,793.26","107,894,471.92","91,520,350.17","115,236,405.89","135,312,505.69","138,194,280.18","157,367,167.12","147,632,927.10","170,042,192.22","135,464,024.57","237,973,637.46","227,449,149.77","280,638,360.60","308,352,278.19","387,965,060.88","337,049,890.25","364,306,178.12","357,936,219.12","411,826,133.98","325,694,452.22","342,524,718.34","374,261,978.46","419,558,710.98","341,639,848.65","350,357,222.84","337,509,755.91","447,490,388.72","501,552,099.69","437,817,648.69","449,207,471.56","522,958,561.36","432,787,780.30","483,131,998.32"
预付款项,"17,401,460.72","46,043,418.96","68,558,353.41","82,922,763.09","25,551,255.17","34,797,276.91","34,992,919.75","111,445,607.09","54,938,763.24","73,021,766.95","51,051,243.57","103,548,551.14","52,320,015.74","61,832,972.14","52,346,308.44","31,962,273.03","26,194,590.81","41,289,843.09","37,743,498.71","27,522,868.60","27,567,755.66","28,090,513.89","31,040,677.47","25,251,818.94","9,067,844.12","29,195,406.71","17,398,963.52","16,100,159.36","4,836,672.89","12,729,547.69","15,183,047.23","15,769,198.65","9,870,720.08","19,425,697.17","22,792,858.02","23,092,346.95","13,025,410.23","14,140,180.01","12,616,416.44","15,427,926.96","15,956,954.71","50,461,927.13","57,832,847.32"
预收款项,"4,732,138.88","16,461,418.28","14,983,472.79","20,499,322.84","8,985,624.46","12,603,264.48","15,612,097.04","28,225,334.56","21,547,994.21","32,759,522.82","37,305,613.38","78,308,815.49","30,362,858.03","58,102,469.46","48,614,776.58","62,694,209.11","20,092,007.57","25,965,193.78","35,474,482.00","90,119,548.95","67,710,945.95","80,558,034.38","77,369,369.83","67,411,798.28","50,711,360.27","62,829,944.66","64,570,729.92","79,322,085.01","33,909,991.43","42,709,754.01","54,482,718.45","54,299,156.30","30,701,391.35","32,479,052.56","35,346,302.38","36,412,812.21","42,364,436.60","48,282,100.60","49,099,895.60","42,241,270.35","51,270,461.18","50,231,636.70","55,423,499.79"
