科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"22,959,136.92","10,672,953.82","11,545,291.20","7,365,670.37","14,265,593.65","14,265,919.66","35,499,184.63","33,694,596.88","64,155,216.55","55,931,921.92","65,609,965.30","75,701,240.96","118,930,243.76","163,559,891.22","194,072,339.91","254,128,384.17","378,871,340.74","390,031,876.22","365,327,977.05","359,579,300.56","375,785,544.72","338,546,929.42","369,002,677.05","656,207,757.64","629,993,251.82","700,528,052.13","790,057,017.70","625,690,164.01","522,584,685.50","449,923,360.63","1,106,501,663.33","934,806,935.51","753,787,012.41","831,838,288.97","459,420,887.83","528,718,812.32","432,393,727.75","377,898,769.42","703,253,724.72","649,418,813.03","320,113,372.41","312,783,102.91","601,683,276.41"
短期借款,"6,700,000.00",,,,,,,,,,,,,"43,033,399.98","44,033,399.98","44,033,399.98","50,931,883.72","65,611,826.80","15,000,000.00","37,350,159.98",,,"14,757,567.83",,,"50,893,154.85","124,723,043.52","139,292,357.24","226,077,816.33","127,062,426.48","75,050,096.12","75,496,815.42","54,993,757.75",,"198,291,206.97","138,604,440.83","17,875,396.32","26,789,163.49","143,931,990.99","349,892,896.82","274,484,639.24","79,498,624.41","125,685,962.33"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,178,119.89","67,586,501.92","257,385.00","86,292,960.00",,"303,639,196.22","376,873,983.20","319,028,391.40","407,558,984.66","369,293,622.12","319,449,481.85","268,326,800.47"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,965.81","1,583,781.22","49,152.20","130,598.29","2,562,207.79",,"1,833,430.00","4,493,940.00","5,191,480.00","3,839,260.00",,"590,190.00","4,410,790.00"
应收票据,,,"116,000.00","754,427.38","116,000.00",,,"100,000.00","704,551.80","165,071.80",,"510,000.00","699,197.00","329,000.00",,"210,000.00",,"6,611,440.50","521,500.00",,"446,920.00","690,159.20","2,603,272.00","1,866,240.00","1,709,819.20","3,731,306.00","3,414,478.80","4,351,419.00","7,464,178.30","8,180,626.57","4,618,656.57","2,749,320.00","3,045,860.30","1,899,182.30","1,892,518.78","2,352,032.02","2,782,000.00","2,813,278.56","1,896,196.23","2,578,806.28","2,420,000.00","1,050,269.98","980,269.98"
应付票据,,,,,,,,,"6,300,000.00","7,300,000.00","1,000,000.00",,,,,,,,"10,000,000.00","13,500,000.00","6,000,000.00",,,,,,,,,,"1,339,925.00",,,"73,795,556.64",,,,,,,,,
应收账款,"7,900,387.98","9,043,319.53","8,176,333.84","5,542,996.83","8,538,655.65","11,430,223.04","10,135,711.16","4,960,911.65","8,911,754.34","7,311,548.72","7,347,910.89","5,262,179.81","7,391,795.64","25,206,776.55","52,888,110.19","50,424,847.14","13,906,723.11","15,788,986.96","18,185,174.37","13,824,977.88","24,496,229.79","27,545,603.84","20,827,820.40","15,218,772.34","24,468,749.88","25,330,203.05","26,521,144.15","39,298,430.82","54,578,846.77","54,347,038.62","53,616,160.63","54,201,346.47","34,975,446.91","23,888,780.00","28,406,675.83","25,389,426.62","29,697,057.44","29,366,241.79","35,470,672.25","71,128,499.33","25,873,778.22","37,677,933.87","32,179,540.68"
应付账款,"4,566,173.40","4,471,478.76","2,975,053.37","7,576,830.68","6,746,522.83","6,419,754.59","8,151,651.84","13,719,471.64","21,947,480.76","16,664,145.19","71,111,815.68","48,794,592.54","88,158,407.71","348,990,557.75","152,324,470.42","122,452,889.41","18,438,759.70","66,215,156.33","96,473,212.01","42,836,544.97","41,759,550.31","44,280,660.68","40,053,774.81","27,011,872.91","22,831,564.55","25,351,510.96","31,671,689.96","48,701,103.17","31,353,977.12","34,540,537.79","60,806,433.33","118,902,166.86","170,433,201.72","3,817,556.37","114,410,682.42","160,132,521.90","108,495,181.56","89,727,955.51","259,510,640.60","84,356,211.20","56,701,367.47","104,690,770.60","94,067,568.08"
预付款项,"1,150,110.31","1,463,362.27","1,899,099.27","517,603.98","207,207.48","640,725.93","881,752.42","1,224,868.11","1,279,999.02","508,653.97","992,796.05","1,750,102.66","798,475.73","31,387,256.99","55,523,091.76","42,915,777.32","44,626,935.40","2,006,778.45","3,011,706.64","2,295,071.05","1,920,821.42","4,636,746.19","3,795,933.74","2,322,451.37","3,098,172.51","2,260,843.24","2,976,745.18","3,465,519.83","5,672,869.86","4,687,528.76","5,285,610.89","5,618,884.54","8,817,049.97","6,769,670.28","9,471,720.56","2,255,179.62","2,761,777.79","7,554,524.39","8,721,349.08","7,005,190.20","12,269,691.55","6,331,906.46","11,167,850.99"
预收款项,"14,867,128.74","207,507.50","782,767.50","3,050,458.16","411,447.50","2,645,691.73","2,945,766.96","3,730,588.42","3,222,983.35","2,456,380.64","2,944,315.33","3,320,699.05","3,722,781.21","5,214,171.19","2,353,901.02","2,397,737.89","2,993,080.27","1,547,470.48","1,128,329.91","635,045.79","521,053.50","1,352,420.70","3,804,284.62","1,843,760.18","9,005,241.75","4,856,627.54","1,008,075.14","1,150,370.58","1,605,945.08","910,243.76","4,010,777.81","2,820,490.84","1,565,666.59",,"2,758,218.10","1,491,564.26","2,763,109.59","1,532,793.64","1,608,683.49","2,237,138.87","3,607,226.59","11,605,007.95","18,927,265.19"
其他应收款,"8,029,175.25","4,384,832.04","4,420,889.00","30,689,231.09","21,798,956.40","19,421,339.13","231,461.38","205,411.89","244,680.30","377,730.18","355,178.58","602,212.81","1,214,836.67","162,585,101.58","166,093,873.80","209,394,871.64","330,155,176.32","337,849,352.00","573,065,055.54","594,893,961.79","706,526,680.46","658,568,634.14","628,321,844.20","807,291,412.46","806,102,843.39","706,811,722.23","976,095,048.99","994,447,108.69","931,253,677.27","754,944,962.78","698,605,869.43","753,723,257.56","415,730,544.36","119,487,544.04","144,884,920.29","88,041,375.53","135,408,580.43","63,148,365.92","133,029,420.86","227,719,241.97","527,796,382.84","304,285,411.00","386,904,104.15"
应付职工薪酬,"1,585,354.04","1,545,673.33","1,497,754.74","3,252,605.51","1,544,590.56","1,720,165.42","1,775,230.40","3,470,392.79","1,501,388.33","1,590,136.62","1,811,313.57","4,018,393.41","1,960,389.77","1,966,022.43","2,679,340.19","7,304,254.58","2,598,596.37","2,833,713.98","3,550,077.42","5,210,026.20","2,766,485.14","3,152,811.41","3,513,975.55","4,463,245.84","3,084,665.35","2,507,445.75","2,710,390.41","4,861,602.54","3,767,136.35","3,745,904.97","4,324,831.65","3,352,738.58","2,584,383.02","2,641,866.27","4,010,952.77","12,856,889.54","3,413,488.49","4,410,637.88","4,864,996.03","9,642,701.40","5,395,616.63","6,413,039.84","7,442,120.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"15,102,163.74","19,971,516.09","17,054,829.46","9,057,009.31","10,597,540.03","10,703,959.21","9,520,611.73","7,908,710.30","9,711,523.11","11,280,892.91","11,453,634.29","17,329,791.17","24,695,083.18","8,084,579.60","20,157,760.09","25,317,625.72","17,685,559.71","12,451,988.54","19,630,741.40","18,368,162.03","15,841,974.40","14,217,908.84","21,375,809.43","19,043,332.99","18,050,236.14","16,746,619.14","17,584,389.90","14,867,301.21","19,241,225.43","25,462,322.73","14,437,678.20","17,214,184.60","9,053,204.68","18,785,073.31","13,308,572.18","20,705,443.56","19,175,278.49","18,785,697.58","12,853,978.52","9,026,193.78","10,131,557.34","8,700,207.75","12,326,583.67"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,"2,004,100.00","6,856,200.00","11,760,916.67","16,505,637.50","2,050,225.00","6,895,491.67","12,017,892.71","16,779,819.41","2,230,506.25","7,044,063.92","14,600,100.00","23,576,400.00","12,768,300.00","20,677,400.00","12,153,385.97","19,712,523.46","12,998,713.89","20,774,175.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,595,015.07",,,,,"591,834.59","328,954.13",,"12,121,521.57",,
