科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"66,915,782.17","88,712,806.78","104,328,974.25","28,618,073.01","57,660,393.44","89,948,627.71","127,065,947.39","38,172,709.68","88,075,976.42","133,492,566.05","181,356,945.43","54,498,299.76","91,041,938.85","147,589,731.68","224,866,223.41","70,960,905.92","138,047,472.22","210,846,039.34","284,939,695.50","116,073,151.95","213,610,526.68","322,868,507.22","406,510,770.80","140,463,271.56","263,832,940.57","386,441,853.81","498,342,242.40","168,346,892.71","326,357,806.63","431,863,524.74","594,623,223.83","187,003,667.61","375,311,399.03","550,417,728.03","802,937,220.42","191,297,016.26","425,168,868.88"
取得借款收到的现金,"328,000,000.00","20,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,"258,000,000.00","268,000,000.00","353,000,000.00","220,000,000.00","325,000,000.00","602,083,603.66","671,812,594.11","30,000,000.00","510,000,000.00","731,534,082.57","1,081,534,082.57","6,200,000.00","491,200,000.00","706,200,000.00","956,100,000.00",,"535,000,000.00"
支付的各项税费,"42,299,779.53","52,856,626.72","55,963,061.23","27,151,969.36","34,001,582.98","44,424,547.88","68,438,948.47","14,619,058.99","31,696,047.19","58,948,671.38","81,293,306.86","31,095,840.40","43,580,434.80","62,193,174.99","71,483,560.31","51,815,943.28","58,320,631.00","88,686,122.37","127,346,791.80","51,222,129.35","74,358,786.23","106,651,047.40","134,554,251.68","76,153,030.57","97,991,937.33","123,813,302.55","163,647,992.44","47,829,096.97","84,310,010.05","121,271,746.02","189,698,411.51","70,183,811.51","95,917,943.52","113,621,398.39","203,394,375.45","64,684,497.07","129,245,947.98"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,570,000.00",,,,"6,000,000.00",,,,,,
支付其他与经营活动有关的现金,"217,017,950.91","157,954,938.64","171,697,898.78","53,621,221.38","99,012,550.28","182,671,474.99","223,348,657.31","46,401,661.94","85,936,115.28","147,344,356.42","207,637,810.63","55,814,397.89","119,712,373.78","219,644,504.77","460,869,447.75","102,764,284.09","230,436,533.35","323,573,587.11","422,037,422.13","294,849,863.33","192,887,124.37","384,571,961.80","470,545,551.62","165,712,696.67","168,661,157.89","309,352,048.88","593,899,608.15","147,051,585.04","287,749,617.99","345,279,353.92","672,475,775.28","146,717,828.37","285,307,037.15","496,516,682.58","702,609,427.04","110,354,163.90","263,332,429.51"
筹资活动现金流入小计,"328,000,000.00","20,000,000.00","40,000,000.00","671,049,200.00","671,049,200.00","671,049,200.00","671,049,200.00",,,,,,,,"1,666,700.00",,,,"152,356,382.40","2,000,000.00","260,000,000.00","270,000,000.00","355,000,000.00","264,041,028.40","364,242,158.77","641,325,762.43","747,423,622.51","30,000,000.00","510,000,000.00","731,534,082.57","1,087,534,082.57","6,200,000.00","491,200,000.00","706,200,000.00","1,026,292,250.00","6,000,000.00","541,000,000.00"
经营活动现金流出小计,"1,496,759,223.09","1,587,813,395.24","1,894,007,891.20","498,745,165.17","1,049,786,925.20","1,591,165,628.25","2,221,771,010.78","629,736,329.82","1,148,017,259.03","1,884,339,152.80","2,606,539,563.45","606,011,804.78","1,186,711,910.38","1,948,047,476.40","3,167,092,114.54","993,495,389.45","1,720,742,440.81","2,532,549,814.12","3,587,019,060.06","1,447,431,235.37","2,530,931,599.26","3,616,709,987.83","4,862,819,757.67","1,340,152,088.72","2,240,814,799.75","3,500,509,079.68","5,322,697,297.24","1,449,446,322.86","2,950,904,786.68","4,005,655,790.19","6,168,672,866.09","1,715,134,059.37","3,199,557,477.55","4,333,141,898.36","7,616,296,270.80","1,502,032,645.64","2,972,716,626.45"
偿还债务支付的现金,"328,000,000.00","20,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,"5,000,000.00","25,000,000.00","123,000,000.00","343,000,000.00",,"35,000,000.00","95,000,000.00","305,000,000.00","15,000,000.00","165,000,000.00","362,083,603.66","631,812,594.11","15,000,000.00","295,000,000.00","601,534,082.57","926,334,082.57","256,200,000.00","281,300,000.00"
经营活动产生的现金流量净额,"137,529,085.93","84,561,595.56","142,095,349.72","-175,798,053.36","-230,996,163.16","-262,228,531.10","80,043,252.31","-203,368,700.53","-144,698,848.09","-287,788,776.42","-106,410,081.47","-96,334,143.41","-76,878,803.91","-76,843,668.75","190,740,587.14","-420,384,348.13","-444,358,647.84","-435,985,901.96","389,309,826.02","-694,341,467.88","-822,136,448.07","-862,048,821.29","-16,906,483.18","-662,666,938.38","-546,421,718.38","-717,866,143.87","247,809,505.87","-502,047,927.55","-811,559,592.99","-787,206,517.15","110,526,524.19","-343,545,335.85","-751,690,576.97","-735,880,179.97","321,195,196.97","-515,524,041.57","-689,798,150.86"
分配股利、利润或偿还利息支付的现金,"25,091,581.02","23,145,210.00","630,855.00",,,,,,"30,626,278.15","56,599,798.15","56,599,798.15",,"15,178,830.39","15,178,830.39","28,165,590.39",,"24,047,928.00","24,047,928.00","42,132,039.10","420,500.00","33,440,230.79","36,137,114.78","58,904,022.44","769,950.00","42,463,851.31","47,574,597.96","79,191,421.48","4,720,762.75","46,434,436.92","54,244,089.50","89,620,196.40","9,085,334.55","71,413,460.51","83,580,023.90","132,087,563.70","8,027,895.38","69,700,311.31"
收回投资收到的现金,"22,676,842.36",,,,,,,,"530,000.00","530,000.00","2,695,208.79",,"4,750,000.00","7,123,100.00",,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,200.00,200.00,,,,,,,,,,,,,,,,,"241,472.19",,,,,,,,"3,963,155.37",,
取得投资收益收到的现金,"9,382,324.46","61,700.00",,,,,"10,000.00",,,"144,400.00","144,400.00",,"63,750.00","63,750.00","270,597.51",,,,"97,402.65",,,,"103,247.68",,,,"363,613.67",,,,"142,479.22",,,,"148,344.32",,
筹资活动现金流出小计,"353,091,581.02","43,145,210.00","40,630,855.00",,,,,,"30,626,478.15","56,599,998.15","56,599,798.15",,"15,178,830.39","15,178,830.39","28,165,590.39",,"24,047,928.00","24,047,928.00","42,132,039.10","5,420,500.00","58,440,230.79","159,137,114.78","401,904,022.44","769,950.00","77,463,851.31","142,574,597.96","384,432,893.67","19,720,762.75","211,434,436.92","416,327,693.16","721,432,790.51","24,085,334.55","366,413,460.51","685,114,106.47","1,062,384,801.64","264,227,895.38","351,000,311.31"
处置固定资产、无形资产和其他长期资产收回的现金净额,"25,165.00","103,567.36","16,394.00",,"63,645.00","66,385.00","92,445.62",320.00,602.50,"2,430.50","8,609.50",,"10,897.95","11,297.95","89,822.45","1,820.00","1,820.00","8,985.00","13,200.00",600.00,"24,500.00","140,750.00","218,555.90","2,814.10","46,013.10","47,513.10","1,409,067.59","15,000.00","1,828,210.00","1,828,210.00","2,463,990.38","3,470.00","16,238.78","19,562.28","37,445.03","23,340.00","23,340.00"
筹资活动产生的现金流量净额,"-25,091,581.02","-23,145,210.00","-630,855.00","671,049,200.00","671,049,200.00","671,049,200.00","671,049,200.00",,"-30,626,478.15","-56,599,998.15","-56,599,798.15",,"-15,178,830.39","-15,178,830.39","-26,498,890.39",,"-24,047,928.00","-24,047,928.00","110,224,343.30","-3,420,500.00","201,559,769.21","110,862,885.22","-46,904,022.44","263,271,078.40","286,778,307.46","498,751,164.47","362,990,728.84","10,279,237.25","298,565,563.08","315,206,389.41","366,101,292.06","-17,885,334.55","124,786,539.49","21,085,893.53","-36,092,551.64","-258,227,895.38","189,999,688.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"2,135,767.62","-237,332.38","6,885,767.62",,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"32,084,331.82","165,267.36","16,394.00",,"63,645.00","66,385.00","102,445.62",320.00,"530,602.50","676,830.50","2,848,218.29",,"6,960,415.57","6,960,815.57","7,246,187.58","1,820.00","1,820.00","8,985.00","110,602.65",600.00,"24,500.00","140,750.00","321,803.58","2,814.10","46,013.10","47,513.10","2,772,681.26","15,000.00","1,828,210.00","1,828,210.00","2,606,469.60","3,470.00","16,238.78","19,562.28","185,789.35","23,340.00","23,340.00"
五、现金及现金等价物净增加额,"114,752,768.69","56,301,214.13","135,556,443.61","494,902,608.64","437,976,198.84","406,140,968.65","746,703,439.68","-204,894,300.53","-223,634,247.54","-394,091,273.87","-214,778,840.51","-102,830,728.42","-486,885,036.54","-490,160,874.37","-266,867,030.67","-423,526,173.89","-504,889,437.61","-542,624,381.08","357,426,364.96","-700,604,724.20","-642,801,067.31","-784,193,874.13","-203,453,142.06","-556,761,968.78","-467,543,923.70","-535,077,240.34","159,052,292.02","-609,608,733.68","-680,929,645.86","-718,386,212.71","119,516,786.38","-384,585,211.69","-658,872,079.64","-768,274,078.86","204,539,766.27","-794,953,173.39","-539,775,008.94"
购建固定资产、无形资产和其他长期资产支付的现金,"4,456,685.68","4,280,438.79","5,924,445.11","348,538.00","2,140,483.00","2,746,085.25","4,491,458.25","1,525,920.00","3,839,523.80","5,379,329.80","7,857,334.80","6,496,585.01","401,787,817.81","404,199,190.80","429,454,915.00","3,143,645.76","4,817,981.77","18,988,769.67","54,303,538.30","407,593.49","14,857,131.58","25,756,931.19","131,172,683.15","152,570,053.27","207,946,525.88","257,209,774.04","390,921,754.32","117,855,043.38","168,163,825.95","246,614,294.97","358,117,499.47","23,158,011.29","31,984,280.94","49,536,199.33","80,748,668.41","21,224,576.44","36,499,886.77"
期初现金及现金等价物余额,"125,205,557.35","239,958,326.04","296,259,540.17","441,579,518.72","441,579,518.72","441,579,518.72","431,815,983.78","1,188,190,719.12","1,188,190,719.12","1,188,190,719.12","1,178,519,423.46","963,740,582.95","963,740,582.95","963,740,582.95","963,740,582.95","696,873,552.28","696,873,552.28","696,873,552.28","696,873,552.28","1,054,299,917.24","1,054,299,917.24","1,054,299,917.24","1,054,299,917.24","850,846,775.18","850,846,775.18","850,846,775.18","850,846,775.18","1,009,899,067.20","1,009,899,067.20","1,009,899,067.20","1,009,899,067.20","1,129,415,853.58","1,129,415,853.58","1,129,415,853.58","1,135,661,883.78","1,340,201,650.05","1,340,201,650.05"
投资支付的现金,"25,312,382.36","1,000,000.00",,,,,,,"45,000,000.00","45,000,000.00","45,000,000.00",,,"900,000.00","8,900,000.00",,"31,666,700.00","63,610,766.45","60,000,000.00","2,435,762.83","7,391,756.87","7,391,756.87","8,791,756.87","4,798,869.63",,"58,800,000.00","63,598,869.63",,"1,600,000.00","1,600,000.00","1,600,000.00",,,,,,"3,500,000.00"
期末现金及现金等价物余额,"239,958,326.04","296,259,540.17","431,815,983.78","936,482,127.36","879,555,717.56","847,720,487.37","1,178,519,423.46","983,296,418.59","964,556,471.58","794,099,445.25","963,740,582.95","860,909,854.53","476,855,546.41","473,579,708.58","696,873,552.28","273,347,378.39","191,984,114.67","154,249,171.20","1,054,299,917.24","353,695,193.04","411,498,849.93","270,106,043.11","850,846,775.18","294,084,806.40","383,302,851.48","315,769,534.84","1,009,899,067.20","400,290,333.52","328,969,421.34","291,512,854.49","1,129,415,853.58","744,830,641.89","470,543,773.94","361,141,774.72","1,340,201,650.05","545,248,476.66","800,426,641.11"
