科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"70,192,979.36","101,506,147.49","134,286,139.74","36,110,283.51","62,433,459.08","96,718,580.46","139,338,081.31","42,922,249.25","95,731,137.47","148,404,513.81","193,405,677.70","73,711,611.40","140,774,252.92","196,279,285.16","255,811,449.59","116,777,748.63","201,010,851.41","284,464,894.17","366,417,346.50","114,338,312.18","217,490,889.88","319,221,979.88","412,095,555.04","135,512,895.94","250,984,823.03","355,381,191.13","441,773,642.84","149,755,654.08","269,642,657.68","361,431,827.09","426,848,564.22"
取得借款收到的现金,"601,100,000.00","426,100,000.00","600,000,000.00","110,000,000.00","280,000,000.00","450,000,000.00","450,000,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,"1,010,000.00","2,020,000.00","2,020,000.00",,,,,,,,,,"164,932,199.12","165,564,428.97","309,600,741.95","721,480,652.96","1,136,684,935.39","1,446,997,901.83","1,444,140,624.37"
支付的各项税费,"35,591,836.72","35,779,614.75","37,073,671.45","14,628,593.19","28,765,494.68","57,900,021.26","75,958,435.54","8,740,640.94","33,686,995.15","56,208,042.51","78,120,163.85","19,212,668.82","52,928,706.96","83,584,073.76","115,522,730.97","28,022,749.61","81,423,790.25","103,247,465.40","132,117,574.60","41,902,357.79","82,983,640.29","146,610,698.12","174,734,046.53","112,724,086.45","223,637,085.86","278,319,072.02","340,896,537.44","50,247,796.01","99,117,788.70","128,052,442.83","169,646,007.18"
收到其他与筹资活动有关的现金,"16,630,975.00","65,874,000.00","3,650,000.00",,"2,213,380.86","2,213,380.86","51,019,590.86","300,000.00","1,300,000.00","2,300,000.00","2,300,000.00",,"10,500,000.00","46,000,000.00","62,900,000.00","11,304,847.00","14,304,847.00","22,054,847.00","33,571,047.00","29,066,000.00","35,251,000.00","42,618,100.00","69,828,100.00","3,350,000.00",,"1,300,000.00","43,144,681.40","3,000,000.00","3,000,000.00","3,000,000.00","18,624,682.00"
支付其他与经营活动有关的现金,"70,155,302.23","82,161,837.93","136,489,944.67","57,766,402.12","158,730,909.74","203,830,795.43","176,420,043.96","58,552,462.61","115,701,103.79","195,332,421.20","262,861,822.20","74,209,901.17","158,713,165.43","197,564,676.26","330,919,711.05","87,184,538.31","169,711,524.01","247,439,759.88","337,887,337.74","94,446,635.67","368,609,847.37","510,411,277.77","455,211,777.64","136,358,677.62","278,312,297.16","407,537,604.93","582,554,240.13","183,599,891.27","240,084,456.34","362,614,040.67","573,865,218.58"
筹资活动现金流入小计,"692,730,975.00","491,974,000.00","603,650,000.00","110,000,000.00","1,380,600,880.86","1,549,600,880.86","1,598,407,090.86","300,000.00","2,300,000.00","3,300,000.00","3,300,000.00","198,700,000.00","209,710,000.00","246,220,000.00","268,370,000.00","11,304,847.00","14,304,847.00","22,054,847.00","33,571,047.00","153,985,100.00","188,746,119.30","223,735,100.00","250,945,100.00","13,150,000.00","174,732,199.12","180,702,981.25","380,570,423.35","724,480,652.96","1,139,684,935.39","1,449,997,901.83","1,462,765,306.37"
经营活动现金流出小计,"2,238,442,467.47","2,196,361,096.10","2,800,265,353.04","960,993,411.54","2,002,558,298.34","3,082,444,876.51","4,032,000,709.40","716,222,038.25","2,010,089,088.90","3,012,369,265.78","4,386,530,590.61","1,038,362,473.24","2,500,166,118.53","3,244,987,325.01","4,887,049,906.79","1,140,015,443.62","2,211,473,070.38","3,527,283,942.12","4,995,228,166.22","1,254,302,106.33","3,376,830,462.98","5,035,562,862.19","6,372,145,570.24","1,368,035,129.39","3,519,487,082.46","4,783,186,911.66","6,834,741,876.51","1,968,194,025.28","3,048,285,886.77","4,141,953,869.63","5,790,575,178.21"
偿还债务支付的现金,"717,200,000.00","526,000,000.00","411,100,000.00","20,000,000.00","190,000,000.00","300,000,000.00","450,000,000.00","175,000,000.00","340,000,000.00","341,000,000.00","341,000,000.00",,,"1,010,000.00","2,020,000.00",,,,,,,,,,,"160,564,428.97","365,514,777.18","256,799,131.44","458,348,389.21","658,348,404.03","859,888,404.03"
经营活动产生的现金流量净额,"202,334,293.13","314,686,918.74","-126,257,562.61","38,333,647.35","-110,881,479.93","143,443,199.22","13,606,194.79","542,095,120.10","621,460,680.48","1,138,652,011.39","930,319,698.54","159,008,940.33","130,323,526.98","890,965,298.62","423,995,364.70","86,896,831.57","276,817,065.24","780,458,652.85","707,269,548.57","210,534,664.74","-259,327,292.51","406,587,135.94","158,797,061.97","237,508,242.96","188,091,916.85","909,725,041.27","888,090,674.43","-533,687,409.82","-482,238,708.97","247,630,240.46","246,033,073.38"
分配股利、利润或偿还利息支付的现金,"28,598,077.29","11,407,211.77","11,403,189.71","5,765,342.46","12,046,423.70","19,743,101.60","26,743,015.47","4,838,301.53","29,149,952.85","29,155,924.73","29,155,924.73",,"33,800,000.00","33,802,309.53","33,803,794.23","10,740,000.00","120,590,000.00","120,590,000.00","120,590,000.00","10,740,000.00","156,330,000.00","156,330,000.00","156,330,000.00","10,740,000.00","131,906,012.65","132,488,265.72","128,012,461.32","2,656,310.43","197,957,832.90","203,827,485.44","143,734,647.34"
收回投资收到的现金,,"1,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00",,"658,242.50","-1,461,845.75","-1,981,268.21","8,343,569.08"
支付其他与筹资活动有关的现金,,,"61,914,000.00",,"10,076,000.00","15,623,800.00","10,103,000.00","500,000.00","109,620.80","609,620.80","109,620.80",,"144,023.94","144,023.94","144,023.94",,"368,059.52","368,059.52","368,059.52",,"707,436.10","707,436.10","1,433,436.10","205,740,979.45","204,371,846.75","205,420,236.75","26,716,606.46","26,269,504.00","26,616,485.98","31,096,067.70","43,288,503.47"
取得投资收益收到的现金,"77,108.08","276,398.27","71,802.26",,,,,"228,254.52","228,254.52","228,254.52","228,254.52","171,190.89","634,936.16","5,012,302.40","12,063,945.82","1,425,520.35","2,048,476.75","4,311,137.30","16,006,317.60","3,274,795.04","9,714,556.40","17,989,706.65","26,650,295.82","6,249,596.16","13,421,881.09","16,051,662.43","34,009,176.56","2,596,783.71","19,939,747.27","27,282,575.97","53,803,850.88"
筹资活动现金流出小计,"745,798,077.29","537,407,211.77","484,417,189.71","25,765,342.46","212,122,423.70","335,366,901.60","486,846,015.47","180,338,301.53","369,259,573.65","370,765,545.53","370,265,545.53",,"33,944,023.94","34,956,333.47","35,967,818.17","10,740,000.00","120,958,059.52","120,958,059.52","120,958,059.52","10,740,000.00","157,037,436.10","157,037,436.10","157,763,436.10","216,480,979.45","336,277,859.40","498,472,931.44","520,243,844.96","285,724,945.87","682,922,708.09","893,271,957.17","1,046,911,554.84"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,000.00","284,000.00","310,000.00","70,000.00","336,486.41","336,486.41","336,486.41",,,"116,266.28","113,676.98","3,839.00","95,839.00","164,360.00","546,866.29","777,587.00","788,834.00","2,016,362.00","2,551,595.30","331,860.00","1,506,560.40","6,197,755.17","6,442,595.17","1,225,957.00","1,965,415.70","2,989,360.70","4,053,732.70","508,162.80","16,350,447.59","20,052,425.31","19,014,123.92"
筹资活动产生的现金流量净额,"-53,067,102.29","-45,433,211.77","119,232,810.29","84,234,657.54","1,168,478,457.16","1,214,233,979.26","1,111,561,075.39","-180,038,301.53","-366,959,573.65","-367,465,545.53","-366,965,545.53","198,700,000.00","175,765,976.06","211,263,666.53","232,402,181.83","564,847.00","-106,653,212.52","-98,903,212.52","-87,387,012.52","143,245,100.00","31,708,683.20","66,697,663.90","93,181,663.90","-203,330,979.45","-161,545,660.28","-317,769,950.19","-139,673,421.61","438,755,707.09","456,762,227.30","556,725,944.66","415,853,751.53"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,774,855.15",,,,"2,048,738.23"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-64,278.61"
收到其他与投资活动有关的现金,,,,,,500.00,,,,,,,"1,753,000,000.00","11,774,650,000.00","17,610,330,000.00","7,378,031,000.00","10,461,649,000.00","11,198,259,000.00","13,021,957,465.75","450,000,000.00","1,250,000,000.00","2,040,000,000.00","2,940,000,000.00","441,000,000.00","813,000,000.00","972,000,000.00","1,530,555,000.00","215,663,000.00","1,297,083,000.00","1,643,733,000.00","2,939,583,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"80,108.08","1,760,398.27","381,802.26","70,000.00","336,486.41","336,986.41","336,486.41","228,254.52","228,254.52","344,520.80","341,931.50","175,029.89","1,753,730,775.16","11,779,826,662.40","17,622,940,812.11","7,380,234,107.35","10,464,486,310.75","11,204,586,499.30","13,040,515,378.65","453,606,655.04","1,261,221,116.80","2,064,187,461.82","2,973,092,890.99","448,475,553.16","828,387,296.79","1,021,041,023.13","1,598,392,764.41","219,426,189.01","1,331,911,349.11","1,689,086,733.07","3,022,793,282.11"
五、现金及现金等价物净增加额,"48,297,318.39","180,089,667.19","-107,056,731.11","107,813,702.55","1,012,379,118.12","1,242,703,889.29","975,101,395.06","315,011,534.32","114,661,886.63","501,963,710.05","126,380,670.57","221,819,194.85","-284,358,687.82","262,215,508.09","154,841,521.84","-7,162,049.39","-19,870,198.40","-122,781,069.46","73,301,135.28","-100,889,873.04","-658,018,067.39","-767,164,103.53","-923,329,780.83","17,150,359.24","-340,167,707.15","-206,462,687.70","-481,032,736.04","-5,381,210.40","91,935,610.10","544,240,516.45","113,723,694.32"
购建固定资产、无形资产和其他长期资产支付的现金,"100,372,872.53","90,324,438.05","100,409,781.05","14,824,602.34","44,554,345.52","115,310,275.60","150,402,361.53","47,273,538.77","140,067,474.72","269,567,276.61","437,315,413.94","136,064,775.37","291,178,966.02","404,190,119.46","514,166,836.80","96,826,835.31","192,871,361.87","289,494,009.09","565,139,313.67","128,276,292.82","241,620,574.88","474,636,365.19","704,785,044.69","135,408,457.43","256,359,270.51","296,716,811.91","508,748,753.27","104,877,696.68","151,201,257.34","225,624,401.74","309,319,134.09"
期初现金及现金等价物余额,"56,612,506.87","104,909,825.26","284,999,492.45","177,942,761.34","177,942,761.34","168,282,533.62","177,942,761.34","1,153,044,156.40","1,153,044,156.40","1,153,044,156.40","1,153,044,156.40","1,279,424,826.97","1,279,424,826.97","1,279,424,826.97","1,279,424,826.97","1,434,266,348.81","1,434,266,348.81","1,434,266,348.81","1,434,266,348.81","1,507,567,484.09","1,507,567,484.09","1,507,567,484.09","1,507,567,484.09","584,237,203.33","584,237,703.26","584,237,703.26","584,237,703.26","103,204,967.22","103,204,967.22","103,204,967.22","103,204,967.22"
投资支付的现金,"677,108.00","600,000.00",,,"1,000,000.00",,,,,,,,,,,,,,,,,,"52,616,353.00","10,094,000.00","10,741,990.00","125,741,990.00","128,104,000.00",,,,
期末现金及现金等价物余额,"104,909,825.26","284,999,492.45","177,942,761.34","285,756,463.89","1,190,321,879.46","1,410,986,422.91","1,153,044,156.40","1,468,055,690.72","1,267,706,043.03","1,655,007,866.45","1,279,424,826.97","1,501,244,021.82","995,066,139.15","1,541,640,335.06","1,434,266,348.81","1,427,104,299.42","1,414,396,150.41","1,311,485,279.35","1,507,567,484.09","1,406,677,611.05","849,549,416.70","740,403,380.56","584,237,703.26","601,387,562.57","244,069,996.11","377,775,015.56","103,204,967.22","97,823,756.82","195,140,577.32","647,445,483.67","216,928,661.54"
