科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"5,907,608.81","5,470,400.87","4,274,383.38","5,373,681.73","1,662,970.64","1,411,991.47","4,699,180.13","4,275,583.87","10,318,099.13","7,541,758.20","14,885,753.74","18,035,853.21","20,412,756.69","22,364,806.11","18,179,470.04","25,083,636.20","18,904,409.32","16,726,464.29","7,879,412.27","23,243,979.14","15,702,020.95","29,449,350.56","14,116,735.27","31,588,805.39","21,449,377.38","18,473,066.46","8,100,803.64","18,543,668.97","30,959,065.16","33,507,668.41","30,589,267.18","11,833,203.08","32,026,888.67","41,229,681.61","21,581,545.64","34,854,515.48","24,367,438.72","20,552,079.82","48,628,223.70","42,544,817.70","26,530,282.84","45,391,584.16","27,610,747.01","30,324,861.38","34,510,627.97","30,062,243.28","22,631,534.54","19,565,775.17"
应付职工薪酬,"5,587,099.51","8,759,532.36","11,427,902.39","3,932,911.36","5,703,580.55","9,279,719.87","12,323,885.09","7,645,058.08","12,959,748.30","15,301,671.12","18,567,017.15","7,383,042.24","11,373,515.18","16,935,879.37","23,692,619.40","13,496,627.63","18,187,281.95","23,707,524.25","25,686,348.49","14,964,595.89","20,912,103.77","25,587,616.44","27,228,687.48","11,987,971.79","18,841,959.12","23,670,306.59","31,526,125.10","16,102,280.03","27,815,525.75","28,539,805.74","38,655,584.29","16,185,990.43","18,302,085.24","28,675,450.20","44,684,634.42","24,052,919.01","29,969,565.33","39,243,310.75","46,321,890.50","23,873,273.93","23,840,920.64","34,989,295.53","53,110,649.79","26,391,317.30","40,158,946.47","55,066,044.00","56,073,880.49","30,454,647.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"16,215,237.44","16,050,665.61","9,986,737.01","4,502,280.93","10,309,487.45","15,180,067.59","11,986,120.89","10,194,685.53","9,150,549.85","6,020,573.33","9,666,836.44","-7,809,564.14","-13,730,184.28","4,548,452.71","16,510,929.45","30,096,333.38","18,994,938.29","36,929,215.80","39,654,265.00","35,771,848.83","12,500,041.87","15,847,134.04","13,181,526.98","10,053,421.73","10,555,835.52","16,168,677.37","33,400,151.76","29,438,963.13","22,448,323.46","32,768,748.42","34,864,379.10","18,318,016.73","20,580,249.17","24,751,131.54","41,863,349.45","22,836,492.98","17,572,525.56","19,605,837.10","41,668,373.13","25,309,704.69","31,716,367.81","36,969,053.44","46,104,124.63","30,267,954.35","41,544,159.37","43,092,737.66","65,282,754.81","28,790,060.26"
应收利息,,,"528,675.00",,,,"1,038,897.50",,"510,642.80","223,532.40","294,768.00","294,768.00","867,428.40","555,357.83","461,600.28",,"96,947.50",,"522,728.22","38,581.36","1,823,297.40","2,506,548.38","4,630,400.76","3,673,268.17","3,480,466.91","2,907,364.72","1,664,245.28","1,866,900.63","1,427,355.25","3,729,470.75","2,032,196.62","2,280,315.44","2,173,534.37","3,472,408.93","1,283,896.00","1,275,860.84","929,673.12","5,844,988.95","11,092,370.58","17,591,454.89","22,027,733.02","1,911,745.98","172,602.74","1,977,220.92","172,882.51",,"100,568.55","952,067.06"
应付利息,"606,993.71","1,289,818.65","798,890.97","40,721.79","210,556.76","366,766.90","413,117.67",,"29,906.63","124,728.40","206,425.24","228,496.52","469,976.59","374,179.71","386,529.75","394,474.85","257,243.71","118,022.87","120,463.34","148,514.99","445,853.92","553,579.85","1,096,813.73","1,901,205.49","1,430,135.36","3,100,847.38","1,811,485.03","2,401,699.98","1,287,349.33","2,830,049.25","1,925,178.12","3,521,084.59","2,053,464.93","3,604,058.19","1,577,771.22","918,318.72","2,092,620.54","3,122,933.41","1,181,557.52","1,635,277.68","2,390,782.02","1,429,999.33","1,568,465.16","835,826.84","2,743,687.14",,"3,622,076.45","3,058,342.17"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"13,872,000.00","13,872,000.00","13,872,000.00","12,650,333.93","29,021,354.31","29,021,354.31",,,,,,,,,,,,,,,,,,
存货,"79,459,742.31","88,217,988.14","101,758,134.83","131,357,136.21","101,137,603.55","82,867,632.87","61,569,485.30","73,285,690.24","95,416,753.19","93,517,807.77","115,351,534.86","192,376,621.11","239,284,173.44","227,179,781.16","314,929,755.52","433,195,665.04","373,641,230.59","393,179,705.72","347,954,340.11","413,973,813.15","356,256,276.62","375,963,134.76","417,141,999.37","488,408,123.88","517,159,690.66","469,885,597.31","438,863,546.82","377,263,102.59","388,990,084.65","399,695,581.79","383,143,216.96","393,031,890.97","402,007,185.08","377,868,235.31","359,228,774.62","410,396,097.69","441,469,344.85","422,058,175.82","415,005,953.29","481,907,325.72","448,252,073.12","479,750,409.56","503,140,429.94","563,622,177.76","593,187,147.65","646,241,584.26","691,453,370.60","652,102,771.34"
其他应付款,"6,619,371.68","3,782,986.07","8,501,096.74","7,344,562.74","10,594,546.97","13,228,078.62","9,857,640.62","12,935,239.38","14,495,596.06","19,173,137.40","17,905,823.51","19,827,936.89","16,628,387.73","20,430,993.48","18,658,270.26","18,605,499.91","23,476,549.23","23,099,158.43","23,138,208.97","17,354,594.76","16,496,261.38","17,053,181.03","23,842,265.87","30,076,753.89","23,204,561.42","28,295,353.06","24,092,762.72","30,261,740.32","28,730,460.19","47,502,108.78","47,769,289.63","59,107,124.57","39,255,855.33","38,418,940.50","39,200,128.14","40,456,025.87","37,749,948.58","39,305,279.31","48,959,204.96","40,002,234.23","48,762,158.79","48,405,114.51","43,117,604.86","40,579,824.93","48,924,120.45","32,425,057.38","55,313,538.41","40,800,208.43"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"31,985,100.00","31,545,360.00","30,679,320.00",,,,,,,,,,,,"38,080,525.00","37,678,025.00","37,211,700.00","36,540,675.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"2,054,779.37",,,,,,,,,,,,,,,,,,"2,036,691.67","302,058,319.45","312,173,000.60","412,509,788.14","282,189,043.15","346,713,414.64","364,900,130.01","305,998,601.07","2,170,044.62","152,167,405.42","102,909,703.38","152,221,142.58","2,271,128.69","2,271,000.32","2,242,454.64","652,271,135.48","611,294,067.61","630,000,000.00","582,461,050.67","163,423,878.79","172,042,845.57","150,006,960.20","157,160,110.32",,"1,958,424.89","978,351.11"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,895,345.16","3,161,064.80"
流动资产合计,"320,855,344.58","323,611,013.30","308,743,215.07","461,190,364.64","511,363,217.60","490,021,280.11","460,725,831.87","419,977,744.10","411,201,779.66","509,127,247.29","462,204,195.46","656,181,945.38","791,390,963.33","820,711,351.33","817,838,868.14","1,935,599,235.80","1,528,738,704.90","1,463,263,548.14","1,311,440,524.87","1,336,342,407.49","1,116,178,155.36","1,214,006,100.72","1,500,452,613.73","1,685,818,044.65","1,679,711,570.45","1,703,324,877.67","1,532,355,430.97","1,615,374,214.01","1,740,568,608.35","1,797,447,317.89","1,526,885,904.22","1,713,581,789.22","1,929,625,571.76","1,628,152,134.75","1,475,962,724.39","1,565,278,819.84","2,303,522,485.15","2,153,800,373.79","2,012,252,153.59","2,520,676,826.99","2,339,742,074.12","1,991,870,005.57","1,916,982,116.26","2,022,677,799.46","2,049,435,916.92","1,864,542,845.96","1,956,916,141.35","2,400,264,118.71"
流动负债合计,"449,017,087.24","481,325,809.82","451,146,991.82","129,167,546.41","183,458,628.63","176,031,593.69","112,050,258.98","109,027,116.23","123,390,971.76","214,652,395.80","318,191,939.72","537,461,370.87","718,400,455.99","772,977,892.32","733,426,773.17","882,809,933.45","639,077,712.87","608,757,594.71","536,562,998.42","567,970,096.17","589,083,632.05","684,200,461.87","1,071,340,456.42","1,320,374,887.41","1,370,526,972.33","1,386,934,893.76","1,215,810,395.57","1,287,569,235.60","1,454,847,638.72","1,485,972,457.66","1,239,716,401.01","1,555,101,976.03","1,750,055,491.83","1,487,988,127.30","1,464,378,208.83","1,557,055,999.29","1,813,232,421.78","1,617,398,406.89","1,356,176,920.70","1,845,397,492.73","1,858,888,122.85","1,520,677,310.85","1,466,653,442.50","1,578,050,245.71","1,552,396,804.13","1,555,832,776.53","1,829,489,947.61","2,254,733,778.71"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,280,000.00","65,024,900.00","65,024,900.00","65,024,900.00","65,024,900.00","45,764,200.00","45,764,200.00","45,764,200.00","45,764,200.00",,,,,,,,,,
长期借款,,"47,051,840.00","46,062,080.00","33,704,640.00","32,931,840.00",,,,,,"39,262,150.00","39,250,075.00","39,047,675.00","38,531,325.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"41,148,972.33","41,148,972.33",,,,,,,,,,,,"98,280,000.00","98,280,000.00","98,280,000.00","98,280,000.00","98,280,000.00","98,280,000.00",,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,982,412.45","35,828,721.95","35,598,186.20","35,367,650.45","35,061,547.07","34,831,011.32","42,145,185.79","41,632,664.98","41,121,577.53","40,778,551.26","42,813,101.12","42,399,750.83","8,738,313.51","8,555,179.57","8,372,045.62","8,188,911.67","8,005,777.72","7,822,643.77"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"328,363,630.00","326,173,422.85","460,624,724.02","443,512,864.27","452,853,652.88","443,885,953.45","459,750,051.01","445,344,913.92","507,118,052.95","578,725,998.38","592,722,926.01","575,027,213.27","783,248,938.62","856,454,362.70","868,509,044.10","841,824,360.39","824,270,570.61","841,765,766.73","969,498,807.88","951,017,093.75","926,486,097.28","913,917,820.31","1,061,567,237.12","1,031,528,118.81","1,067,322,057.35","1,038,230,206.98","1,112,015,494.79","1,084,696,342.05","1,198,259,339.69","1,164,719,972.82","1,101,425,644.38","1,065,106,705.77","1,034,206,096.18","1,001,540,266.32","1,191,262,086.96","1,208,296,196.96","1,660,994,254.38","1,618,121,301.28","1,699,359,761.00","1,616,668,376.28","1,628,997,290.92","1,586,084,874.32","1,686,300,528.09","1,637,021,395.69","1,613,767,432.24","1,670,010,786.66","1,656,930,179.91","1,906,038,479.36"
递延所得税负债,,,,,,,,"549,573.00",,"31,818.00",,,,,"206,017.50","42,180.00","29,392.50","180,169.80","43,857.30","43,857.30",,"43,857.30","113,257.20","113,257.20","163,482.75","163,482.75","49,123.35","49,123.35",,,,,"318,640.53","318,640.53","123,678.00","123,678.00","225,701.22","225,701.22","1,160,020.33","1,160,020.33",,,"140,055.00","140,055.00","24,150.00","140,055.00","60,780.00","112,080.00"
在建工程,"50,299,164.58","60,105,050.95","29,294,222.24","23,137,383.42","16,080,495.47","6,413,975.52","5,848,393.61","82,118,299.69","53,297,813.73","13,506,639.77","169,594,593.17","243,553,728.35","52,428,901.81","50,483,380.38","50,847,539.20","54,183,634.10","189,619,913.76","227,870,578.93","208,892,342.55","274,272,848.84","335,897,712.67","382,898,190.24","339,281,757.28","368,432,609.09","338,478,008.93","391,430,693.79","339,143,096.64","389,766,939.24","281,351,772.40","336,627,745.33","429,684,384.28","524,996,675.39","603,223,580.00","731,260,017.20","715,967,342.18","771,217,980.79","313,039,175.74","400,484,433.90","252,315,916.72","388,827,746.26","416,413,253.49","564,154,606.51","573,058,371.19","719,479,850.10","784,191,000.69","782,546,665.94","895,529,614.83","647,126,610.60"
其他非流动负债,,,,,,,,,,,,,,,"43,250,497.67","42,975,846.50","42,701,195.33","42,458,619.31","41,051,892.99","40,004,996.82","38,958,100.65","44,630,458.48","43,583,562.31","52,536,666.14","51,489,769.97","51,830,886.24","56,329,048.73","57,418,074.79","55,148,478.71","54,348,428.70","53,331,076.19",,,,,,,,,,,,,,,,,
工程物资,,"84,566,449.63",,"2,738,206.04","88,914.45","19,712,963.75",,,,,"85,470.09",,"158,279.46",,"801,824.66","801,824.66","822,953.04","869,136.33","868,555.41","214,571.09","181,176.38","1,025.64",,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"47,051,840.00","46,062,080.00","33,704,640.00","32,931,840.00",,,"549,573.00",,"31,818.00","39,262,150.00","39,250,075.00","39,047,675.00","38,531,325.00","43,456,515.17","43,018,026.50","42,730,587.83","42,638,789.11","41,095,750.29","40,048,854.12","38,958,100.65","44,674,315.78","43,696,819.51","52,649,923.34","51,653,252.72","51,994,368.99","56,378,172.08","57,467,198.14","55,148,478.71","54,348,428.70","53,331,076.19","53,174,769.87","52,799,124.97","51,546,506.61","48,294,599.88","46,132,603.49","43,630,437.96","45,336,200.40","48,343,386.54","47,510,231.28","45,471,898.05","42,269,299.14","40,967,545.91","46,590,288.68","51,289,895.43","49,835,435.64","45,637,081.94","41,556,553.14"
固定资产清理,,,,"-101,143.16","446,950.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"449,017,087.24","528,377,649.82","497,209,071.82","162,872,186.41","216,390,468.63","176,031,593.69","112,050,258.98","109,576,689.23","123,390,971.76","214,684,213.80","357,454,089.72","576,711,445.87","757,448,130.99","811,509,217.32","776,883,288.34","925,827,959.95","681,808,300.70","651,396,383.82","577,658,748.71","608,018,950.29","628,041,732.70","728,874,777.65","1,115,037,275.93","1,373,024,810.75","1,422,180,225.05","1,438,929,262.75","1,272,188,567.65","1,345,036,433.74","1,509,996,117.43","1,540,320,886.36","1,293,047,477.20","1,608,276,745.90","1,802,854,616.80","1,539,534,633.91","1,512,672,808.71","1,603,188,602.78","1,856,862,859.74","1,662,734,607.29","1,404,520,307.24","1,892,907,724.01","1,904,360,020.90","1,562,946,609.99","1,507,620,988.41","1,624,640,534.39","1,603,686,699.56","1,605,668,212.17","1,875,127,029.55","2,296,290,331.85"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"93,000,000.00","93,000,000.00","93,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","298,387,000.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","447,580,500.00","449,770,500.00","449,770,500.00","449,770,500.00","449,770,500.00","449,770,500.00","487,229,458.00","487,229,458.00","487,229,458.00","487,229,458.00","1,218,073,645.00","1,223,028,645.00","1,223,028,645.00","1,223,028,645.00","1,223,028,645.00","1,223,028,645.00","1,223,028,645.00","1,223,028,645.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"49,610,000.00","49,610,000.00","49,610,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","463,887,000.00","338,887,000.00","338,887,000.00","338,887,000.00","1,173,139,813.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,023,946,313.00","1,026,141,513.00","1,027,787,913.00","1,029,102,361.56","1,039,388,161.56","1,040,563,561.56","1,041,738,961.56","1,043,440,207.72","1,044,205,207.72","1,603,149,671.42","1,603,914,671.42","1,603,632,861.76","1,604,137,461.76","873,293,274.76","878,066,449.70","880,480,562.44","883,348,862.44","885,721,116.28","889,085,462.44","883,491,550.97","885,361,450.97"
无形资产,"23,504,764.47","23,366,529.27","23,256,414.07","23,141,098.87","23,004,305.67","22,868,674.47","22,779,118.28","22,641,062.09","22,503,005.90","22,364,949.71","43,596,078.52","43,351,176.40","100,549,741.71","99,994,128.23","100,148,446.62","99,893,122.62","98,944,093.50","138,751,413.80","137,894,019.35","137,402,593.00","171,933,090.63","171,956,446.82","170,890,341.22","169,850,088.67","168,876,588.44","170,318,931.30","169,203,547.65","168,179,230.24","167,098,952.06","166,688,511.32","165,554,817.39","164,610,779.83","163,578,224.26","162,570,734.19","161,471,017.17","160,457,466.40","159,445,036.06","158,446,238.85","177,768,363.44","184,985,331.98","182,359,333.75","181,126,736.48","187,035,876.03","185,432,605.87","203,546,779.41","201,797,465.03","273,504,359.83","260,930,045.19"
盈余公积,"24,623,701.83","24,623,701.83","32,805,047.13","32,833,075.35","32,805,047.13","32,805,047.13","41,925,929.51","41,925,929.51","41,925,929.51","41,925,929.51","55,824,889.36","55,824,889.36","55,824,889.36","55,824,889.36","70,968,429.51","70,968,429.51","70,968,429.51","70,968,429.51","90,975,745.17","90,975,745.17","90,975,745.17","90,975,745.17","100,095,945.90","100,095,945.90","100,095,945.90","100,095,945.90","110,578,032.97","110,578,032.97","110,578,032.97","110,578,032.97","124,614,786.03","124,614,786.03","124,614,786.03","124,614,786.03","143,828,344.49","143,828,344.49","143,828,344.49","143,828,344.49","167,763,832.97","167,763,832.97","167,763,832.97","167,763,832.97","199,819,267.24","199,819,267.24","217,744,044.94","199,819,267.24","237,552,374.52","237,552,374.52"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,989,004.35","137,431,763.58"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"108,630,151.68","124,132,707.91","150,636,891.84","170,368,381.86","167,097,456.63","186,844,508.68","208,832,761.93","232,143,435.82","242,203,914.62","280,747,638.93","308,856,811.65","338,852,936.93","326,494,328.00","371,870,141.90","409,551,650.95","466,323,002.76","426,019,529.16","480,934,411.84","490,776,877.25","530,702,972.58","365,037,016.30","392,122,397.66","390,339,984.54","414,245,461.45","364,921,291.53","395,479,081.06","404,928,980.70","437,706,224.79","397,827,380.47","443,629,844.55","436,041,157.96","354,402,422.50","417,409,616.25","471,598,450.71","478,020,255.35","546,640,582.06","435,530,829.74","520,962,665.61","520,290,707.69","599,505,071.19","445,662,008.80","533,038,679.53","558,382,799.20","640,505,363.39","724,491,881.99","604,083,705.76","627,269,549.53","713,779,316.38"
长期待摊费用,,"63,556.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
