科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"22,879,792.62","24,725,801.91","30,062,265.19","21,015,719.03","57,087,160.18","407,499,254.50","387,296,610.81","381,934,370.45","401,796,802.06","390,787,209.96","414,610,185.87","380,901,762.55","365,959,002.33","368,079,512.48","274,631,565.34","238,890,943.84","201,946,658.20","178,991,441.80","141,468,638.34","123,323,442.51","135,762,569.18","117,604,725.10","123,491,740.68","87,397,247.96","866,292,426.11","753,521,075.12","683,727,101.88","668,811,613.27","484,832,173.09","512,480,463.57","459,663,220.62","446,496,486.92","386,166,936.02","259,055,649.73","306,806,201.16","376,353,603.81","387,855,319.60","342,633,102.45"
短期借款,"40,000,000.00","30,000,000.00","25,000,000.00","5,000,000.00","25,000,000.00",,,,,,,,,,"43,500,000.00","43,500,000.00","17,800,000.00","35,000,000.00","35,000,000.00","55,000,000.00","75,000,000.00","68,000,000.00","68,000,000.00","38,000,000.00","118,000,000.00","78,000,000.00","28,000,000.00","28,000,000.00","108,000,000.00","68,000,000.00","28,000,000.00","28,000,000.00","20,000,000.00","40,000,000.00","90,000,000.00","72,000,000.00","50,000,000.00","79,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"969,692.20",,,,,,"80,000.00","100,000.00",,"600,000.00","408,288.00","200,000.00","2,014,443.83","5,982,796.69","8,049,298.24","6,109,559.90","13,324,541.46","13,809,881.43","13,578,725.45","9,078,133.09","17,918,315.09","4,402,098.26","8,835,429.23","8,841,133.98","4,183,200.75","3,434,717.00","7,231,790.73","7,395,851.05","9,121,204.02","19,079,402.85","17,729,800.84","23,209,862.02","21,513,546.73","19,819,036.97","32,755,224.87","42,342,474.32","43,311,086.96","26,732,183.96"
应付票据,,,,,,,,,,,,,,,,"3,568,270.55","6,922,070.65","3,811,800.10","458,000.00",,,,,,"1,000,000.00","4,957,252.60","4,957,252.60","800,000.00","13,591,700.00","8,721,700.00","8,000,000.00","9,157,825.07","6,000,000.00","8,500,000.00","2,500,000.00",,"2,000,000.00","6,212,504.82"
应收账款,"28,677,200.45","27,097,371.37","28,581,951.70","34,637,530.92","30,623,816.46","27,855,906.34","23,256,487.67","29,071,617.55","31,775,838.88","32,872,154.28","32,463,876.53","74,928,024.50","102,897,033.75","104,831,170.26","129,985,152.49","131,531,348.81","135,245,615.90","143,230,666.13","164,992,450.97","174,196,214.71","178,057,631.21","167,694,041.83","157,616,270.56","135,633,999.27","135,231,422.76","140,036,972.76","129,531,704.65","154,791,943.67","291,747,811.61","225,804,035.96","182,798,580.24","137,264,460.82","140,130,799.73","204,647,596.39","230,328,602.48","208,768,950.15","294,239,119.85","391,651,486.74"
应付账款,"25,840,459.64","26,226,755.45","25,652,773.89","27,566,963.46","28,276,988.91","33,847,083.38","28,508,413.20","28,316,452.85","29,631,621.76","27,986,800.63","33,093,534.84","57,454,309.00","78,540,520.66","84,058,001.76","90,902,697.00","80,306,830.42","93,492,820.03","106,784,012.31","127,531,469.44","89,512,599.48","127,151,006.67","89,553,265.74","85,591,133.73","77,376,118.44","75,563,308.72","63,684,376.79","55,788,852.47","58,700,389.64","55,667,671.71","49,009,160.52","53,993,752.88","47,690,717.48","57,517,628.31","61,232,713.40","76,952,433.57","170,658,013.49","160,567,435.90","147,056,540.62"
预付款项,"425,564.79","483,625.79","1,007,836.32","1,404,937.93","2,159,095.89","2,075,353.11","17,227,734.05","1,301,050.06","28,439,629.75","50,599,608.15","50,791,845.92","59,423,445.17","44,800,379.44","6,187,042.03","4,541,030.12","8,331,666.31","4,547,428.29","32,341,116.55","13,786,200.44","22,189,781.68","19,847,925.11","25,503,894.31","27,669,054.51","29,547,438.93","12,043,072.45","20,073,395.70","18,131,387.74","25,940,767.86","18,179,741.54","21,239,640.59","73,625,420.97","26,323,838.06","10,656,691.37","13,986,163.51","10,500,048.81","14,836,469.32","12,119,948.88","24,442,737.72"
预收款项,"2,394,234.49","1,942,625.30","2,107,480.04","1,131,131.43","2,836,144.78","1,676,798.63","1,160,936.52","1,135,055.39","1,414,891.27","1,283,993.13","1,364,499.18","2,500,811.12","3,442,441.03","2,319,510.71","4,915,307.04","6,819,052.46","4,193,411.71","4,626,054.85","3,772,480.93","5,556,063.29","4,763,927.94","4,245,711.36","5,557,845.98","6,274,812.45","5,431,909.58","5,522,569.43","6,090,032.35","5,818,073.46","8,510,512.92","7,599,222.88","5,590,437.49","9,087,970.97","10,911,700.08","9,570,516.28","9,098,229.22","9,585,743.29","9,133,389.21","15,271,262.71"
