科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"73,860,747.84","59,508,724.44","52,876,972.71","38,680,938.03","14,922,733.93","26,981,037.08","49,123,989.18","79,425,331.20","133,178,332.98","177,082,197.91","238,827,148.43","405,478,621.32","312,526,378.66","321,849,428.68","423,517,244.86","984,292,250.49","965,008,153.51","1,025,489,032.71","999,285,712.70","1,021,597,387.88","1,061,517,370.99","1,241,786,154.95","1,435,689,486.30","1,513,196,921.07","1,631,481,029.83","1,562,860,863.39","1,150,810,667.65","790,069,347.37","876,800,946.19","756,150,062.96","678,095,266.33","410,881,236.22","508,700,565.18","1,207,446,150.31","1,331,160,333.65","1,281,692,266.86","1,329,704,372.88","1,324,044,293.57","1,396,366,953.05","1,347,830,155.63","1,117,669,237.93","1,061,385,543.36","1,022,066,202.52","1,004,423,387.87"
短期借款,"169,780,000.00","156,780,000.00","130,780,000.00","114,680,000.00","65,000,000.00","62,000,000.00","75,600,000.00","32,000,000.00","26,000,000.00","20,000,000.00","20,000,000.00","75,000,000.00","57,000,000.00","57,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,"49,760.00","50,220.00",,,,"508,660.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,692,533.00","4,518,258.00","9,530,080.75","44,853,092.58","29,833,802.88","17,543,904.00","31,927,171.62","42,113,613.00","10,429,928.00","7,159,645.50","19,410,056.51","56,521,067.06","36,001,312.10","24,259,424.14","71,927,173.13","225,916,395.35","330,175,811.74","234,446,286.12","261,098,644.60","394,100,920.58","507,961,575.18","309,272,661.88","140,000,395.60","457,186,567.01","404,683,664.18","288,370,438.12","352,013,009.93","407,615,030.61","417,455,478.18","628,218,367.12","582,105,195.60","367,565,353.59","254,088,804.42","147,444,424.42","125,869,135.50","114,160,967.61","96,721,224.85","45,540,830.20","43,122,538.50","108,854,560.00","101,844,763.89","53,366,349.34","49,594,100.78","143,808,784.03"
应付票据,"2,177,810.00","1,224,996.50","932,584.00","400,000.00",,,,,,"12,500,000.00","20,130,000.00","7,630,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,800,000.00","62,500,000.00","59,500,000.00","91,000,000.00","68,000,000.00"
应收账款,"121,856,238.27","105,161,628.94","104,134,028.17","61,903,423.77","66,888,917.43","63,963,055.09","56,930,818.86","43,158,731.01","57,882,486.85","60,906,470.54","51,323,029.96","33,962,439.20","71,152,290.29","88,334,451.87","70,193,283.73","20,470,545.15","37,317,613.70","71,609,837.10","74,088,448.06","56,536,410.49","119,630,566.05","103,135,636.91","147,256,844.04","80,767,002.58","236,415,029.05","111,561,390.79","51,060,697.51","53,668,157.56","86,241,740.36","70,423,073.73","70,854,044.95","58,011,339.99","89,553,248.30","71,079,597.39","65,229,429.62","52,022,554.05","73,424,042.44","71,639,313.53","82,084,062.43","88,397,575.30","94,464,373.35","79,303,441.42","91,502,432.69","114,172,379.63"
应付账款,"55,780,524.02","27,489,413.97","27,726,123.36","36,547,607.03","40,924,118.31","33,493,435.54","45,792,126.48","56,540,544.22","52,690,912.89","69,681,366.33","58,376,638.60","116,055,687.79","89,864,786.25","96,030,266.25","123,913,816.74","117,430,171.17","110,085,699.30","81,043,642.90","104,794,277.13","144,532,080.45","150,749,814.43","174,599,004.28","171,529,886.31","260,234,424.45","199,682,382.07","177,748,206.30","175,054,765.00","315,359,269.59","277,509,154.80","311,103,080.45","314,465,169.47","333,193,282.46","399,016,977.36","428,744,275.23","480,237,743.15","464,421,509.15","405,412,537.08","423,167,124.40","385,449,188.82","388,679,031.25","330,655,049.67","254,349,805.26","232,030,647.27","289,242,866.76"
预付款项,"10,383,323.95","11,586,700.08","12,031,221.20","14,911,615.73","12,638,097.10","12,473,855.85","11,109,599.61","9,311,065.16","10,307,360.89","10,159,746.90","8,892,668.09","2,989,457.31","9,799,546.26","16,115,121.86","14,791,322.81","25,019,032.23","13,522,502.11","22,665,535.91","41,515,438.48","33,717,212.59","16,713,838.06","41,094,828.09","38,793,876.54","30,966,061.18","28,072,570.64","41,482,262.55","51,787,120.11","42,955,843.32","42,656,883.81","47,166,069.67","38,448,522.82","20,227,767.39","13,715,865.46","24,018,455.59","17,538,454.79","10,341,532.12","10,762,260.78","19,898,672.73","18,227,609.02","10,063,408.31","19,768,565.10","13,349,855.86","12,952,260.05","10,452,389.02"
预收款项,"20,019,353.01","8,271,720.74","17,085,323.85","15,759,222.04","22,005,352.05","19,458,159.33","22,646,515.81","47,555,904.63","73,477,716.64","93,103,691.67","111,761,321.19","169,717,055.23","128,139,988.96","101,662,706.71","178,954,251.17","337,206,919.91","156,321,914.37","185,712,806.87","164,039,167.11","281,004,331.43","106,221,164.98","111,124,756.15","97,851,568.18","172,300,732.00","46,195,192.70","139,916,194.46","195,942,892.26","295,743,778.09","299,030,126.14","465,108,981.71","445,604,564.06","303,495,267.32","239,807,580.26","303,529,990.65","337,239,629.98","266,956,849.73","211,447,218.15","176,691,920.84","179,516,033.43","162,776,183.46","157,754,730.10","175,280,720.71","141,598,730.39","96,223,756.85"
其他应收款,"10,810,868.51","14,103,294.18","9,619,353.62","5,889,238.47","6,970,552.74","3,861,742.97","5,922,379.86","2,666,062.23","4,168,353.38","1,194,933.03","3,893,879.36","7,442,906.35","1,721,853.30","6,468,562.21","5,851,628.53","40,596,237.20","34,746,347.80","5,574,627.24","6,097,801.17","6,093,638.59","6,083,325.79","5,664,031.50","3,869,833.51","5,467,383.62","9,973,684.22","10,669,910.56","12,592,596.27","11,323,062.26","11,673,734.92","11,169,240.47","11,411,380.87","10,909,268.85","15,222,721.95","8,632,378.88","8,872,252.24","6,689,852.43","6,723,667.50","6,355,232.07","6,019,183.99","5,602,456.12","6,316,817.34","4,905,847.16","5,885,148.81","5,236,831.46"
应付职工薪酬,"21,778,293.94","22,746,035.92","23,178,592.49","6,438,939.24","7,769,272.04","6,921,327.71","7,308,852.50","13,238,111.61","13,784,830.72","9,393,403.01","14,712,108.95","16,154,695.47","11,672,333.28","14,154,150.38","14,161,602.61","16,459,752.54","16,950,083.35","18,138,162.09","20,883,340.80","18,809,086.15","14,688,053.99","15,820,294.47","16,615,021.45","20,565,527.57","10,049,683.79","27,045,684.13","18,286,220.13","18,937,861.39","11,026,564.38","15,348,984.92","19,763,361.46","21,874,493.95","12,621,210.94","19,213,202.06","24,557,142.41","21,692,937.46","11,653,851.06","17,732,718.47","24,154,628.67","23,791,598.64","13,467,338.75","17,497,825.69","23,008,800.69","29,348,924.09"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,951,307.02","14,149,507.51","14,206,708.43","24,876,173.57","16,522,532.59","25,910,814.22","31,023,757.25","49,041,664.35","26,729,295.21","29,341,934.10","40,335,213.57","70,247,360.43","60,665,297.90","49,935,111.69","42,300,932.94","50,361,399.87","121,343,566.06","91,813,163.21","126,104,624.53","126,090,823.50","225,019,148.15","184,622,037.94","179,387,073.34","260,194,106.24","368,393,305.48","199,499,045.97","216,231,455.14","208,382,868.99","201,557,341.12","156,370,077.65","152,364,893.23","106,293,317.35","120,867,643.46","63,916,162.33","82,491,661.28","62,960,643.71","106,816,319.92","31,771,741.58","39,426,563.88","89,875,388.12","44,562,634.90","27,271,820.95","47,015,438.33","109,958,707.50"
应收利息,,,,,,,,,,,,,,,,,,,,"1,352,813.70",,,,"4,596,609.12","1,089,246.34",,,"11,571,312.08","8,803,039.16","14,273,856.54","17,542,787.62","16,309,543.74","24,232,518.92","14,809,409.76","23,586,855.46","28,021,818.73","39,807,164.66","41,888,178.13","44,521,151.40","53,172,634.67","61,844,159.67","63,213,369.44","71,383,336.09","78,551,787.48"
应付利息,"499,378.44","367,585.88","254,994.11","253,235.11","146,994.23","144,216.16","160,533.85","55,195.00","54,659.00","28,459.00","34,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"468,000.00",,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,"55,259,696.04",,,,,,,,"8,912,854.20",,,,"16,669,411.51",,,,,,
存货,"182,355,969.21","175,276,960.42","176,843,368.29","175,492,998.89","178,547,818.57","187,571,647.14","190,682,922.56","187,778,781.14","166,319,850.66","186,426,676.78","165,436,163.29","183,473,608.78","173,658,375.20","162,614,741.99","182,301,575.82","211,819,163.22","172,171,024.47","198,724,478.70","194,122,815.52","265,345,324.77","225,604,569.64","250,328,050.31","286,837,659.16","318,344,833.75","265,324,595.67","335,278,861.24","386,944,662.18","437,355,208.09","443,616,201.63","455,653,381.15","455,332,074.71","444,976,115.01","432,846,902.32","445,008,825.90","464,412,720.02","456,834,600.15","443,474,723.28","492,828,227.00","503,936,827.83","511,620,298.05","519,021,329.00","545,591,029.54","563,587,214.38","557,937,046.83"
其他应付款,"18,861,691.66","16,059,612.88","14,045,133.08","11,152,923.51","9,510,335.95","17,347,198.73","13,696,113.35","9,840,698.79","19,194,395.23","22,187,034.88","21,276,098.26","16,687,404.64","21,891,656.75","23,067,327.53","54,098,040.65","18,032,035.43","30,895,747.06","22,965,670.06","20,767,885.48","17,479,910.94","28,961,463.68","31,781,886.76","34,825,671.77","32,370,772.96","52,930,519.62","41,049,064.83","43,237,058.16","40,132,044.82","88,851,386.81","101,685,982.18","118,984,564.62","106,019,790.12","110,681,178.18","116,981,384.13","116,649,528.33","114,596,827.27","111,118,894.06","116,848,465.92","162,364,325.02","120,307,461.28","126,656,685.88","118,847,592.27","118,542,247.86","132,222,793.94"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,"15,000,000.00",,,,,,"50,000,000.00","312,000,000.00","630,000,000.00","527,200,000.00","557,200,000.00","660,000,000.00","960,544,506.44","968,612,606.86","380,048,928.60","359,853,798.79","344,589,137.26","214,674,990.59","114,793,370.89","14,767,523.34","15,590,289.88","10,405,190.48","13,046,592.84","14,561,447.73","5,597,705.22"
其他流动负债,"577,841.85",,,"226,660.89","586,495.81",,,"4,804,300.00","1,146,500.00","1,146,500.00","1,146,500.00","9,332,400.00","7,441,607.73","10,504,162.80","15,317,168.04",,"25,680,726.00",,"560,000.00",,"9,232,661.00","14,883,882.93","15,978,368.50",,,,,,,,,,,,,,,,,,,,,
流动资产合计,"410,959,680.78","370,155,566.06","365,035,024.74","341,731,307.47","309,801,922.65","312,395,242.13","345,746,641.69","364,503,803.74","382,286,312.76","442,929,670.66","487,782,945.64","690,376,760.02","604,859,755.81","619,641,730.75","768,582,228.88","1,508,113,623.64","1,552,941,453.33","1,558,509,797.78","1,576,208,860.53","1,793,743,708.60","1,937,511,245.71","1,951,281,363.64","2,052,448,095.15","2,410,525,378.33","2,577,039,819.93","2,400,223,726.65","2,317,208,753.65","2,384,557,961.29","2,414,448,024.25","2,540,254,051.64","2,513,789,272.90","2,289,425,131.23","2,306,973,233.41","2,298,488,170.85","2,396,522,980.07","2,294,352,729.21","2,215,292,446.98","2,116,988,118.12","2,109,045,849.56","2,141,131,377.96","1,931,334,436.76","1,834,630,028.96","1,831,532,143.05","1,920,180,311.54"
