科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"426,853,216.93","397,004,328.52","398,570,639.81","260,816,036.66","192,661,300.03","159,700,397.11","215,612,470.37","339,106,888.49","293,105,782.58","232,760,723.90","302,905,304.07","426,639,697.04","420,434,029.76","447,797,432.75","529,140,631.26","569,221,052.27","604,203,135.35","2,897,541,413.37","3,177,206,705.15","3,606,278,352.37","3,560,619,853.90","3,570,049,030.07","3,832,808,176.18","4,125,606,954.23","3,559,104,173.25","3,597,521,118.37","3,537,420,213.64","3,736,526,576.56","3,520,701,978.95","3,625,679,322.05","3,668,073,684.07","3,856,786,374.08","3,732,670,912.96","3,832,389,395.35","3,803,024,713.93","3,834,834,450.60","3,766,142,968.88","3,303,547,756.47","2,783,620,219.60","2,941,901,731.78","2,657,428,196.01","2,520,508,153.89","2,281,690,393.84","2,567,911,277.97"
短期借款,"130,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","85,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","70,000,000.00","73,000,000.00","72,000,000.00","101,000,000.00","110,000,000.00","140,000,000.00","50,000,000.00","50,000,000.00","40,000,000.00","46,000,000.00","62,000,000.00","62,000,000.00","62,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","87,000,000.00","87,000,000.00","97,000,000.00","117,000,000.00","133,500,000.00","143,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00","2,802,714.37","5,747,990.99","300,000.00","1,300,000.00"
应付票据,,,,,,,,,,,,"4,945,390.00","12,449,390.00","8,520,570.00","9,980,450.00","8,568,876.20","7,221,240.00","9,998,677.44","7,000,000.00","7,800,000.00","6,700,000.00",,,,,,,,,,,,,,,,,,,"30,000,000.00",,,,
应收账款,"66,446,270.33","62,873,455.24","62,908,764.49","60,427,315.40","39,306,778.42","53,549,194.99","77,001,459.57","36,656,970.29","24,391,864.44","51,276,726.75","57,501,738.73","48,178,257.53","59,386,284.59","57,766,143.59","74,446,127.76","45,783,921.84","64,858,981.24","121,270,332.21","176,242,507.23","96,078,527.95","122,711,153.09","140,233,986.23","161,309,915.82","72,355,786.03","167,761,335.59","154,082,785.17","102,932,439.00","73,556,981.21","100,983,735.28","69,743,742.85","101,875,967.72","57,235,967.95","66,811,034.13","81,173,243.76","75,877,675.21","50,750,578.93","76,004,144.97","70,709,779.83","85,005,421.33","78,982,708.59","78,913,175.05","86,258,807.98","85,557,965.19","104,514,125.75"
应付账款,"147,550,664.97","163,253,197.83","184,426,659.22","207,437,894.87","179,782,124.33","179,985,302.01","219,271,266.86","259,387,896.54","208,261,675.23","181,696,801.12","222,602,673.78","300,105,701.81","218,631,166.62","207,587,125.65","245,391,273.37","305,402,876.86","248,798,289.75","870,474,702.99","972,223,012.23","1,162,024,050.34","985,782,431.19","1,004,412,193.63","1,025,396,754.86","1,134,898,842.67","1,030,748,899.97","970,757,485.81","1,060,140,922.64","1,130,745,619.27","1,044,397,134.30","960,446,304.09","1,012,508,086.49","1,081,504,463.92","975,734,137.60","904,623,777.14","942,319,857.95","919,330,754.53","848,523,239.68","814,229,816.23","878,040,669.72","910,674,031.66","898,188,460.56","836,254,195.30","899,232,369.61","990,212,508.51"
预付款项,"7,903,922.88","20,076,364.65","19,310,639.05","28,817,991.64","41,324,360.40","39,888,529.43","25,604,530.73","17,254,402.74","42,940,016.79","34,667,968.74","28,921,141.13","22,916,027.06","26,390,389.60","26,742,461.84","26,147,851.02","24,718,203.90","30,845,313.20","32,068,083.55","41,191,510.71","34,999,879.93","38,192,414.03","27,393,205.85","34,908,978.59","34,248,846.68","31,032,020.74","25,334,312.32","56,059,732.03","26,070,261.92","44,523,512.71","32,594,277.19","37,370,156.72","26,324,059.66","40,335,964.75","25,281,339.37","37,975,647.19","27,130,491.36","98,788,994.17","70,896,810.52","65,590,819.38","35,561,075.06","116,908,131.93","82,047,452.51","71,438,622.67","42,681,905.60"
预收款项,"6,282,565.06","9,145,434.30","5,997,782.00","86,790,084.79","89,977,080.84","85,622,448.38","98,509,919.92","105,790,565.80","119,868,862.36","116,021,220.89","127,247,044.88","117,260,817.08","140,158,433.22","137,120,890.16","149,977,745.68","148,929,613.27","161,595,674.95","587,864,700.82","627,125,514.87","669,063,037.35","695,965,094.48","638,562,137.47","762,991,902.19","832,546,998.61","889,417,152.16","800,892,310.00","810,873,745.57","773,158,817.42","755,694,254.08","694,342,416.47","675,029,664.66","607,723,892.09","595,046,197.29","555,317,103.85","546,582,291.76","514,973,123.53","503,910,276.31","472,906,333.32","467,983,857.63","459,765,172.41","431,163,166.68","425,414,983.50","421,393,527.75","421,525,259.58"
