科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动现金流出小计,"214,870,896.02","296,107,065.37","66,005,353.18","266,487,750.51","65,769,504.62","167,122,251.10","269,283,687.52","367,605,026.36","95,150,520.08","191,641,820.34","362,025,805.69","434,453,026.56","113,576,089.77","183,202,212.75","254,992,173.22","409,114,371.78","129,713,321.10","269,082,487.83","407,967,840.84","570,550,124.24","157,540,847.99","286,682,842.73","467,372,911.43","597,575,081.42","147,165,310.57","285,407,842.07","569,355,549.02","601,242,793.61","129,784,954.72","288,149,764.32","529,207,543.56","548,369,713.06","165,711,455.58","430,288,978.97","656,346,506.74","856,568,214.85","177,387,632.47"
偿还债务支付的现金,,"10,876,678.57",,"6,000,000.00",,"494,000.00","494,000.00",,,,,,,,"312,720.38",,,,"34,849,840.23","36,000,000.00","53,597,437.72","140,269,913.29","126,068,573.36","146,578,690.00","46,598,316.08","119,788,227.69","100,200,925.60","154,751,887.22","52,011,157.63","109,764,551.81","20,000,000.00","71,031,070.00",,,"146,204,160.00","146,501,760.00","279,089,478.00"
经营活动产生的现金流量净额,"37,140,780.87","2,535,399.64","11,565,402.92","42,707,961.80","13,107,872.65","-752,575.57","-21,808,666.86","-26,049,995.25","-19,840,458.22","-12,052,341.90","-40,246,466.17","-31,737,494.64","-281,163.74","9,563,973.54","-4,904,624.51","5,234,764.08","-19,885,348.62","-38,400,433.69","-55,887,449.06","-74,469,374.02","-16,964,853.11","-20,295,372.82","-70,924,519.67","-68,921,756.50","-36,397,102.41","-70,567,381.16","-172,866,406.77","-129,469,828.51","-21,795,770.73","-69,084,449.62","-140,508,895.65","-36,495,307.18","-34,852,349.73","-69,667,199.80","-121,121,619.24","-91,890,066.59","-27,160,287.40"
分配股利、利润或偿还利息支付的现金,,"11,121,828.33",,"65,961.35","15,417.46","15,417.46","15,417.46",,,"24,800,000.00","24,800,000.00","24,800,000.00",,"8,295,680.00","24,800,000.00","24,800,000.00",,,,"727,358.04",,,,"3,670,280.13",,"4,767,007.36","9,468,448.06","9,761,526.26",,"819,738.52","3,978,610.80","4,502,241.02","2,406,414.44","4,854,679.23","7,905,172.98","10,956,506.96","989,625.00"
收回投资收到的现金,"4,201,270.00","1,103,585.00",,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,,,"158,400,000.00","180,000,000.00",,,,,,"250,000,000.00","320,000,000.00","504,000,000.00",
支付其他与筹资活动有关的现金,"520,000.00","1,030,000.00",,"100,000.00","46,184.13","4,703,184.13","13,223,126.78","13,946,721.00",,,,,,,,,,,,,,"8,576,354.48","-16,423,645.52","33,534,860.87",,,,"5,000,000.00",,,"11,427,892.09","122,002,398.98",,,,"761,961.76","247,088.76"
取得投资收益收到的现金,"3,957,492.51","457,620.76",,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,,,"8,485,333.33",,,,,,"7,684,931.51","10,246,673.47","11,344,515.06","9,617,494.12"
筹资活动现金流出小计,"520,000.00","23,028,506.90",,"6,165,961.35","61,601.59","5,212,601.59","13,732,544.24","13,946,721.00",,"24,800,000.00","24,800,000.00","24,800,000.00",,"8,295,680.00","25,112,720.38","24,800,000.00",,,"34,849,840.23","36,727,358.04","53,597,437.72","148,846,267.77","109,644,927.84","183,783,831.00","46,598,316.08","124,555,235.05","109,669,373.66","169,513,413.48","52,011,157.63","110,584,290.33","35,406,502.89","197,535,710.00","2,406,414.44","4,854,679.23","154,109,332.98","158,220,228.72","280,326,191.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,500.00","25,640.00",,,,,50.00,450.00,,341.88,341.88,"20,119.67",,"37,000.00","37,000.00","48,213.68",,"34,555.55","34,555.55","34,952.99",,"351,537.46","44,101.56","356,747.93",,"1,025.64","16,025.64","18,925.00",,,,"41,790.71","33,019.17","391,666.71","404,350.96","21,303.40","11,035.61"
筹资活动产生的现金流量净额,"15,395,050.00","-14,371,828.33","10,000,000.00","-165,961.35","-61,601.59","579,567,398.41","571,627,455.76","570,833,279.00",,"-24,800,000.00","-24,800,000.00","-24,800,000.00",,"-8,147,770.00","-29,058,254.97","-24,673,858.00",,"12,000,000.00","40,591,962.46","97,129,561.96","20,923,175.18","-54,608,893.30","-2,323,872.50","-462,630.55","-11,559,816.08","-34,853,267.94","-20,614,447.86","-17,171,903.98","-52,011,157.63","865,060,291.00","1,385,796,359.95","1,230,350,145.75","-2,406,414.44","-4,854,679.23","-84,109,332.98","-88,216,346.98","-154,510,743.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"39,773,500.00",,,"34,088,543.08","34,320,330.00",,,,"73,663,107.00",,"76,085,163.00","75,325,498.00","74,877,462.00",
四、汇率变动对现金的影响,,"455,812.47","-9,420.01","-510,756.57",,,,"-330,551.00",523.98,"-7,919.68","-209,419.67","-548,941.15","-203,469.43","10,068.27","10,068.27","-365,823.04",,"15,866.45","15,866.45","-164,620.93","1,491,185.01","-24,844.20","-24,844.20","-35,597.91",,"8,180.92","476,021.63","4,607,530.15","117,192.42","4,607,530.14","6,752,432.26","4,655,485.39","676,757.27","2,505,342.00","-1,992,525.70","-9,271,928.38","-14,361,360.31"
收到其他与投资活动有关的现金,,"2,716.32",,,,,"920,000.00",,,,,,,"206,613.23",,,,,,,,"4,835.52","4,835.52",,,"192,108,845.81",,,,,,,,,,"8,910,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,162,262.51","1,589,562.08",,,,,"920,050.00",450.00,,341.88,341.88,"20,119.67",,"243,613.23","37,000.00","48,213.68",,"34,555.55","34,555.55","34,952.99",,"50,356,372.98","50,048,937.08","40,130,247.93",,"192,109,871.45","192,504,568.72","222,824,588.33",,,,"73,704,897.71","33,019.17","334,161,761.22","405,976,522.43","599,153,280.46","9,628,529.73"
五、现金及现金等价物净增加额,"54,193,054.43","-52,908,226.48","-3,107,511.69","-12,360,512.85","11,638,310.80","572,947,477.21","534,723,775.41","526,601,812.28","-23,792,777.76","-55,959,498.67","-105,672,620.85","-105,613,639.08","-6,967,301.20","-11,099,236.13","-57,529,003.70","-63,485,728.63","-25,870,151.88","-40,302,185.19","-41,785,522.29","-38,087,547.20","-5,285,677.67","-275,476,787.98","-290,410,808.82","-240,777,138.19","-51,162,422.02","68,186,469.25","-10,853,584.35","19,189,870.63","-74,882,395.49","799,772,171.43","516,218,728.29","628,170,314.60","-98,068,534.93","141,410,581.22","-111,480,335.05","-7,241,774.28","-244,978,468.39"
购建固定资产、无形资产和其他长期资产支付的现金,"2,303,768.95","39,963,587.34","24,663,494.60","54,391,756.73","1,407,960.26","5,867,345.63","16,010,063.49","17,851,370.47","3,952,843.52","19,099,578.97","40,417,076.89","48,547,322.96","6,490,768.03","12,766,673.43","23,613,192.49","43,729,025.35","5,984,803.26","13,952,173.50","25,307,260.53","60,618,067.20","7,735,184.75","12,904,050.64","19,184,381.53","58,487,401.16","3,205,503.53","18,411,737.63","10,353,320.07","31,600,515.36","1,192,659.55","811,200.09","2,433,119.97","69,623,905.03","13,375,647.20","2,709,742.97","3,704,405.56","56,499,038.79","18,070,223.25"
期初现金及现金等价物余额,"30,338,972.35","84,532,026.78","31,813,602.70","31,623,800.30","19,263,287.45","19,424,303.06","18,934,342.68","19,263,287.45","545,815,308.92","545,865,099.73","545,762,302.91","545,865,099.73","440,251,460.65","440,251,460.65","440,102,559.89","440,251,460.65","371,544,880.88","370,929,447.36","370,928,346.09","376,765,732.02","337,060,669.03","337,566,752.54","337,566,752.54","338,678,184.82","97,526,634.95","97,901,046.63","97,901,046.63","97,901,046.63","117,090,917.25","117,090,917.26","274,507,565.20","117,090,917.26","745,261,231.86","745,261,231.86","745,261,231.86","745,261,231.86","738,019,457.58"
投资支付的现金,"4,201,270.00","1,103,585.00",,,,,,,,,,,"-8,100.00",,,,,,"1,233,197.16",,"3,000,000.00","238,000,000.00","248,000,000.00","153,000,000.00",,"99,196.39",,"30,000,000.00",,,"250,000,000.00","250,000,000.00",,"70,000,000.00","254,000,000.00","254,000,000.00",
期末现金及现金等价物余额,"84,532,026.78","31,623,800.30","28,706,091.01","19,263,287.45","30,901,598.25","592,371,780.27","553,658,118.09","545,865,099.73","522,022,531.16","489,905,601.06","440,089,682.06","440,251,460.65","433,284,159.45","429,152,224.52","382,573,556.19","376,765,732.02","345,674,729.00","330,627,262.17","329,142,823.80","338,678,184.82","331,774,991.36","62,089,964.56","47,155,943.72","97,901,046.63","46,364,212.93","166,087,515.88","87,047,462.28","117,090,917.26","42,208,521.76","916,863,088.69","790,726,293.49","745,261,231.86","647,192,696.93","886,671,813.08","633,780,896.81","738,019,457.58","493,040,989.19"
