科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"28,938,962.43","27,280,823.95","57,139,043.54",,"288,074,472.86","180,941,752.80","216,702,016.14","208,049,107.94","239,385,905.80","209,603,886.31","216,637,415.68","220,904,927.50","269,506,301.74","230,559,091.86","1,116,601,070.90"
短期借款,"26,000,000.00","33,000,000.00","40,000,000.00",,"43,777,000.00","11,259,720.00","8,719,720.00",,"11,100,000.00",,"16,253,333.33","38,471,483.33","91,875,643.40","103,854,176.73","813,118,549.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"1,527,621.00","18,373,290.00","42,428,752.00",,"100,000.00","1,683,857.20","44,487,010.00","33,797,030.43","5,512,276.42","9,514,156.32","56,541,066.81","52,490,000.00","39,525,238.90","13,778,080.00","11,136,000.00"
应付票据,,"17,142,000.00",,,,,,,,,,,,,
应收账款,"88,365,826.13","154,895,491.12","114,958,364.81",,"157,769,697.45","164,434,625.34","123,759,791.31","122,053,619.99","154,160,521.96","203,236,612.81","270,586,351.20","296,058,404.03","303,020,267.69","334,744,060.75","355,812,724.83"
应付账款,"8,484,620.07","36,897,819.30","12,260,191.09",,"13,892,775.29","9,065,680.27","18,354,416.25","16,138,252.32","18,666,624.97","37,297,867.49","23,908,025.24","45,646,309.91","49,687,104.10","43,803,621.48","40,907,599.37"
预付款项,"7,969,879.85","16,539,620.53","18,019,753.24",,"36,466,320.21","50,905,922.07","34,140,188.62","44,883,297.21","53,570,497.95","49,049,344.56","28,848,688.37","59,260,668.17","90,094,785.42","78,891,385.97","67,645,220.82"
预收款项,"2,579,600.00","1,154,920.00","1,559,420.00",,"2,864,600.00","3,393,300.00","1,658,220.00","1,839,730.00","1,051,850.00","13,015,396.80","24,966,093.55","49,763,556.42","67,659,258.01","66,147,095.35","58,187,184.57"
其他应收款,"612,397.32","217,313.89","2,479,885.03",,"2,850,411.41","2,782,714.83","2,462,276.20","2,759,270.17","3,048,517.70","14,864,540.24","3,001,384.01","7,714,697.57","17,726,035.13","7,944,189.45","3,827,042.36"
应付职工薪酬,"617,389.51","645,875.53","665,865.00",,"30,822.13",,"716,931.65",,"61,428.00","34,333,505.75","43,130,600.54","44,109,051.96","48,972,680.21","49,993,773.67","50,393,592.20"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"4,649,837.66","7,964,638.31","12,959,345.49",,"4,669,544.20","1,682,226.21","6,062,593.90","506,229.81","4,815,015.30","2,754,186.45","24,680,666.54","11,036,711.53","19,350,936.83","10,245,256.98","14,311,173.70"
应收利息,,,,,,,,,,,,,,,
应付利息,"59,359.67","64,855.52","141,750.05",,"129,234.45","96,562.98","68,136.17","68,136.17","57,526.95","39,365.85","550,525.05","111,254.52","340,332.89","581,908.88","848,905.88"
应收股利,,,,,,,,,,,,,,,
应付股利,,,"12,600,000.00",,"465,000.00","465,000.00","465,000.00","465,000.00","465,000.00","465,000.00",,,"9,259,357.20",,"4,581,500.00"
存货,"42,381,058.66","41,127,961.83","55,015,490.86",,"66,144,857.56","73,471,070.69","55,960,456.41","62,288,683.97","52,725,342.88","79,655,556.04","98,761,217.36","109,347,021.00","107,164,172.28","113,404,912.66","118,708,146.30"
其他应付款,"336,107.14","236,535.08","723,447.84",,"847,353.07","1,136,933.96","953,802.85","866,025.20","1,182,094.47","5,704,530.63","150,989,034.73","103,224,724.77","91,821,645.83","89,783,117.84","93,387,981.42"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,"8,066,853.34","10,458,493.99","10,329,668.00","17,901,150.40","17,496,111.65","14,842,757.75","18,043,015.51","18,236,767.88","50,021,916.97"
其他流动资产,"2,188,001.92","427,996.11","3,736,534.13",,"4,568,059.83","41,495,512.18","39,065,719.19","16,268,799.56","4,142,480.64","18,849,497.05","16,781,309.62","17,965,211.76","20,151,567.38","19,859,791.80","19,459,920.19"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"171,983,747.31","258,862,497.43","293,777,823.61","271,994,700.00","555,973,819.32","515,715,455.11","516,577,457.87","490,099,809.27","512,545,543.35","584,773,593.33","691,157,433.05","763,740,930.03","847,188,368.54","799,181,512.49","1,693,190,125.40"
流动负债合计,"42,726,914.05","97,106,643.74","80,910,019.47","57,428,200.00","66,676,329.14","27,099,423.42","45,065,674.16","30,341,867.49","47,729,207.69","111,511,003.37","301,974,390.63","307,205,850.19","397,009,973.98","382,645,718.81","1,125,758,403.11"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,"2,327,740.60","1,713,279.00","36,045,698.91",,"35,689,706.27","35,506,452.67","27,252,749.00","24,670,332.00","22,087,915.00","19,505,498.00","16,923,081.00","96,923,081.00","111,758,247.00","211,946,307.62","182,703,770.63"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"19,678,704.00","17,402,105.50","15,622,539.14","14,990,756.70","13,329,772.32","10,972,231.78"
长期股权投资,,,,,,,,,,"13,750,000.00","20,643,021.49","20,149,310.67","20,745,220.85","109,327,053.24","215,541,472.17"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"24,772,647.78","29,133,325.51","26,341,890.40",,"26,726,179.41","26,210,781.59","32,942,077.64","32,328,082.03","41,626,339.23","173,612,877.79","194,031,396.03","187,610,823.67","181,772,841.63","186,406,383.76","181,071,934.12"
递延所得税负债,,,,,,,"7,672.19",,,"12,015,308.64","11,787,921.69","11,561,290.62","11,395,507.37","10,506,474.56","10,812,300.85"
在建工程,,"2,339,396.74","27,138,540.50",,"37,747,611.01","38,341,315.08","38,951,225.86","39,494,669.08","48,035,599.62","54,655,356.16","59,642,396.47","76,329,320.33","105,199,810.26","125,250,748.14","127,430,824.24"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"2,327,740.60","1,713,279.00","44,035,698.91",,"43,679,706.27","43,496,452.67","35,250,421.19","32,660,332.00","30,077,915.00","69,750,881.44","65,209,955.40","143,353,811.13","162,999,475.16","261,434,779.40","227,896,421.24"
固定资产清理,,,,,,,,,,,"6,572.70","6,572.70",,,
负债合计,"45,054,654.65","98,819,922.74","124,945,718.38","101,287,400.00","110,356,035.41","70,595,876.09","80,316,095.35","63,002,199.49","77,807,122.69","181,261,884.81","367,184,346.03","450,559,661.32","560,009,449.14","644,080,498.21","1,353,654,824.35"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"63,000,000.00","63,000,000.00","63,000,000.00",,"84,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","168,000,000.00","185,187,144.00","185,187,144.00","185,187,144.00","185,187,144.00","187,836,644.00","187,836,644.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"16,485,767.87","16,485,767.87","22,356,645.07",,"267,526,818.77","267,526,818.77","267,526,818.77","267,526,818.77","183,526,818.77","910,564,515.63","906,287,078.63","906,287,078.63","907,277,660.49","951,327,583.79","953,918,395.54"
