科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"57,971,566.16","68,505,696.57","132,123,205.51","107,367,192.76","631,844,639.83","670,462,162.17","603,233,133.36","492,032,783.61","452,088,497.82","504,302,151.92","384,610,229.26","236,182,094.47","143,500,550.04","300,925,632.30","140,232,965.22","280,096,952.65","80,427,160.63","309,279,746.37","185,710,358.47","250,844,693.06","131,335,910.73","204,634,832.05","185,960,987.44","1,088,582,109.41","694,827,225.05","457,673,536.23","270,608,059.19","461,774,529.65","660,831,951.90"
短期借款,"29,000,000.00","30,000,000.00","30,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,"130,000,000.00","130,000,000.00","189,000,000.00","159,000,000.00","159,000,000.00","189,000,000.00","260,000,000.00","340,000,000.00","360,000,000.00","550,000,000.00","650,000,000.00","355,000,000.00","280,000,000.00","280,000,000.00","440,000,000.00","618,146,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"150,000.00",,"400,000.00",,"400,000.00","3,500,000.00","10,000,000.00","2,000,000.00","8,255,384.45","22,805,992.58","20,009,210.92","37,507,568.23","73,865,120.40","130,644,206.49","102,952,855.21","86,772,014.25","80,977,967.86","102,496,039.97","158,573,645.60","145,855,084.90","231,743,224.48","255,610,498.83","277,710,425.27","249,387,018.99","321,959,060.03","334,792,740.49","270,297,326.26","95,652,266.95","50,628,697.65"
应付票据,"5,000,000.00",,,"1,080,000.00","9,400,000.00","18,159,000.00","22,941,922.68","52,579,438.68","71,976,205.00","51,476,921.00","32,570,694.00","24,497,454.00","28,360,405.00","58,470,386.00","61,862,429.00","36,676,782.00","39,056,906.00","90,381,867.00","142,288,534.80","91,788,843.70","97,684,272.10","132,648,641.00","160,861,044.29","222,572,501.50","181,794,888.10","162,406,037.10","179,323,592.10","173,162,685.17","194,371,022.17"
应收账款,"102,949,634.49","211,096,719.01","358,030,231.23","473,494,972.89","497,121,600.64","662,864,464.56","721,884,277.25","889,253,506.12","918,559,095.42","825,303,408.30","875,166,716.14","1,047,377,354.44","1,049,256,592.82","1,052,455,845.89","1,117,195,597.35","1,181,706,933.01","1,194,880,431.00","1,093,618,374.92","1,047,181,915.73","1,121,248,965.25","1,059,726,220.65","940,439,699.21","964,229,226.51","1,159,099,062.13","1,148,955,961.10","1,348,882,075.77","1,470,627,046.82","1,609,291,920.88","1,855,915,104.09"
应付账款,"61,063,698.41","175,076,915.34","306,192,743.94","399,899,584.04","364,420,181.19","566,563,405.80","556,877,313.38","695,836,083.37","669,273,097.21","625,109,607.71","572,329,217.89","660,039,239.09","655,229,721.49","643,480,787.16","610,407,141.35","647,650,959.87","618,875,666.18","618,836,125.82","521,946,689.26","598,539,700.67","536,772,840.01","441,003,035.32","404,268,067.95","572,991,493.14","616,131,545.42","810,842,451.20","757,092,567.40","769,780,901.29","897,479,022.50"
预付款项,"19,695,146.72","23,958,428.10","9,513,201.93","10,373,794.74","13,493,092.76","23,294,295.19","23,511,005.64","25,281,702.18","26,541,801.20","7,359,530.90","10,464,314.47","9,048,828.36","15,749,317.49","7,967,844.71","9,602,629.37","11,674,454.01","31,079,735.61","6,461,713.62","7,750,610.69","4,930,303.31","13,960,298.62","5,512,370.28","5,795,013.19","35,399,450.51","15,790,338.46","11,180,205.72","12,888,366.05","13,183,228.58","15,442,575.77"
预收款项,"60,038,448.35","33,755,037.58","7,037,968.93","6,505,216.62","9,305,486.47","14,573,236.34","13,436,756.74","15,335,761.55","15,581,825.68","13,545,482.02","8,831,255.80","9,961,698.56","11,653,407.40","19,710,524.11","20,903,661.72","20,010,561.89","19,196,526.04","18,150,993.49","16,140,437.75","54,871,944.58","23,427,234.50","23,962,958.32","23,109,205.53","29,217,570.19","22,191,383.72","78,045,956.28","78,223,470.46","79,179,993.23","75,369,561.98"
