科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"325,652,495.17","456,999,216.38","939,259,244.51","721,719,966.75","987,059,560.55","1,165,558,735.08","337,918,814.51","640,166,458.13","907,789,384.61","1,185,072,500.64","285,767,834.30","666,906,558.98","1,011,903,891.45","1,366,947,545.05","321,398,954.30","598,955,673.83","891,952,885.24","1,239,234,199.47","316,186,264.45","620,228,652.60","870,138,507.03","1,207,856,564.14","262,672,477.17","618,229,645.87","961,996,864.10","1,406,169,950.74","510,398,004.62","1,335,869,698.23","1,867,775,596.91","2,015,981,566.59","764,823,041.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"56,972,848.86","14,691,510.54","37,551,511.54","46,695,511.54","407,558.08",,,"393,080.00","1,275,110.26",,,,"118,489,851.84",,,,"1,574,668.34",,,,,
收到的税费返还,,,,"858,401.65","1,220,236.48","2,324,521.24","1,792,761.51","2,000,861.51","3,904,134.25","9,593,715.77","5,008,188.31","5,008,188.31","26,481,634.30","10,035,294.57",,,"3,339,319.11","3,362,389.38","2,716,720.43","2,716,720.43","5,109,501.60","5,109,501.60",,"1,784,512.88","1,784,512.88","1,831,908.08",,,"4,037,224.74","1,001,443.92",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"328,571.71",
收到其他与经营活动有关的现金,"433,998.01","13,733,123.13","38,407,663.79","17,327,423.50","18,456,895.21","19,892,307.87","1,637,388.65","6,159,744.78","26,050,655.04","45,698,760.60","45,971,120.48","36,584,424.14","44,911,855.56","75,162,068.68","33,242,620.28","34,052,645.81","72,212,616.21","115,047,920.07","5,470,108.60","41,015,216.38","51,722,525.50","56,577,989.89","383,157.21","1,907,015.15","12,828,444.86","29,319,008.80","1,133,732.09","3,020,713.23","32,918,766.14","48,498,594.57","3,441,636.85"
投资活动现金流出小计,"63,778,130.40","56,392,246.21","394,762,016.50","257,133,454.96","396,298,699.34","506,561,790.83","189,697,561.09","322,151,737.52","603,378,881.73","1,149,299,491.09","308,523,883.68","659,800,709.29","973,944,793.83","1,572,050,333.56","561,153,376.15","1,145,688,403.55","1,315,769,080.50","2,541,633,035.62","681,366,670.12","1,306,356,560.46","1,548,468,096.85","1,846,348,406.99","325,495,326.78","766,289,209.08","969,528,459.21","1,485,125,804.59","227,002,295.74","1,319,337,186.50","1,887,068,847.38","1,310,508,723.61","335,785,475.97"
经营活动现金流入小计,"326,086,493.18","470,732,339.51","977,666,908.30","739,905,791.90","1,006,736,692.24","1,187,775,564.19","341,348,964.67","648,327,064.42","937,744,173.90","1,240,364,977.01","336,747,143.09","708,499,171.43","1,083,297,381.31","1,452,144,908.30","354,641,574.58","633,008,319.64","967,504,820.56","1,357,644,508.92","324,373,093.48","663,960,589.41","926,970,534.13","1,269,544,055.63","263,055,634.38","621,921,173.90","976,609,821.84","1,437,320,867.62","511,531,736.71","1,338,890,411.46","1,904,731,587.79","2,065,481,605.08","768,264,678.66"
投资活动产生的现金流量净额,"-63,659,072.33","-56,001,111.90","-394,267,899.07","-256,445,895.61","-396,298,699.34","-503,040,810.77","-188,831,331.07","-228,462,944.62","-426,327,005.59","-564,210,325.93","-218,962,588.94","-413,454,519.57","-541,297,031.72","-784,876,532.02","76,541,453.84","-176,640,794.79","-376,493,353.68","-469,898,246.87","19,757,611.42","-283,303,725.83","-374,767,244.91","-563,996,031.24","-31,803,165.26","-145,313,473.94","-178,484,814.00","-37,159,898.43","58,122,585.71","17,472,535.47","-14,548,723.45","-85,847,502.12","18,484,985.42"
购买商品、接受劳务支付的现金,"220,729,129.24","266,576,292.01","607,145,202.18","514,378,159.84","770,220,488.13","895,462,312.15","140,502,556.59","422,271,518.93","543,797,345.85","709,193,351.25","194,768,737.80","435,709,630.42","637,625,790.26","798,332,327.71","170,025,496.64","363,357,827.71","482,770,059.83","740,833,960.06","201,959,633.09","332,978,221.41","519,340,075.53","720,113,356.06","203,373,620.94","391,255,590.53","609,941,818.58","917,113,363.64","351,008,461.44","889,000,743.22","1,153,174,012.41","1,110,863,206.50","427,338,398.45"
吸收投资收到的现金,"16,054,812.39",,"99,125,197.52",,,"2,332,494,925.02",,,,,,,,,,,,,,,,,,,,,,,,,
