科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"5,304,971,491.36","4,177,007,122.92","5,102,304,824.50",,"16,677,780,493.99","15,873,360,165.63","13,052,928,672.29","9,798,682,146.22","10,432,716,431.96","11,182,926,925.49","8,045,421,643.79","6,617,407,829.58","9,523,700,666.98","10,393,878,447.60"
短期借款,"6,336,321,335.00","6,957,300,000.00","7,207,684,300.00",,"7,000,000,000.00","8,500,000,000.00","8,700,000,000.00","9,400,000,000.00","10,033,120,000.00","10,012,420,000.00","12,038,340,000.00","12,297,584,000.00","14,185,640,000.00","13,551,640,000.00"
交易性金融资产,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,
应收票据,"4,000,000.00",,,,,,,,,"48,385,150.30","85,589,484.34","76,913,873.38","90,987,321.54","89,251,572.96"
应付票据,,,,,,"85,679,919.86","85,679,919.86",,,,,,,
应收账款,"1,393,251,292.29","1,716,077,224.89","2,368,768,896.49",,"2,886,680,159.09","3,228,078,802.66","2,555,161,340.38","3,139,864,037.01","3,623,171,860.31","3,000,630,325.26","3,552,363,965.28","3,791,700,420.47","3,170,003,944.64","4,118,324,635.08"
应付账款,"4,409,905,639.68","4,987,312,370.90","5,484,985,680.89",,"7,331,053,358.36","6,744,380,853.29","10,686,274,395.28","8,064,920,329.69","9,826,810,983.69","10,144,127,638.04","11,926,513,061.16","11,626,546,789.76","10,186,856,588.23","11,467,397,702.92"
预付款项,"1,192,726,798.88","1,666,215,905.76","1,681,595,391.48",,"1,950,898,460.36","2,695,409,179.79","2,067,278,051.70","2,157,601,378.70","3,045,694,805.56","3,205,977,961.70","3,774,039,947.08","4,197,988,002.36","3,975,182,838.45","4,955,474,520.84"
预收款项,"6,251,017.02","5,954,560.62","17,972,188.87",,"20,475,520.54","19,002,016.93","16,867,931.17","16,264,403.41","17,610,188.21","19,768,872.24","19,513,429.63","99,792,384.99","17,132,692.24","15,440,143.71"
其他应收款,"1,278,167,961.24","1,454,902,164.53","1,016,837,254.39",,"876,229,900.25","1,082,796,242.60","776,260,558.74","984,585,887.04","1,280,888,305.85","1,289,749,393.81","978,044,100.11","1,237,180,433.82","1,500,631,693.06","1,350,015,850.33"
应付职工薪酬,"139,818,529.13","181,176,689.89","195,389,616.84",,"306,050,902.49","379,102,722.23","226,690,297.01","157,393,326.19","165,979,800.44","166,619,580.68","248,607,840.47","213,507,377.84","215,011,672.93","202,717,774.53"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"1,081,985,657.18","1,020,727,982.78","1,131,617,028.15",,"912,308,967.46","1,266,534,405.38","1,405,852,988.70","918,151,175.82","1,224,145,713.41","1,284,650,841.24","1,648,395,143.79","1,089,459,596.32","1,364,478,535.97","1,513,402,784.30"
应收利息,"3,167,380.13","4,213,319.08","12,167,491.47",,"5,807,792.60","7,294,758.86","6,957,636.94","7,959,738.93","7,856,135.17","9,780,913.70","8,659,427.38","9,943,109.37","9,684,626.73","927,000.00"
应付利息,"821,825,019.06","793,736,965.96","759,210,264.52",,"2,575,820,147.77","3,841,132,295.93","705,336,248.98","1,641,534,176.78","2,051,573,564.47","3,107,355,411.70","378,772,255.10","1,554,578,907.81","2,160,619,782.99","3,308,445,829.58"
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,"242,640,000.00",,,,"1,712,197,300.00",
存货,"8,256,922,814.06","10,593,158,794.98","11,981,307,653.27",,"11,651,043,011.38","12,002,856,630.28","15,231,515,274.26","14,451,713,149.98","13,699,460,117.63","13,670,815,380.48","13,599,861,475.47","13,491,878,198.21","14,438,376,942.81","14,107,995,771.91"
其他应付款,"314,153,542.41","362,218,136.30","231,460,755.81",,"393,429,466.30","480,883,658.02","264,468,794.76","328,739,240.18","426,860,242.16","508,639,690.77","334,713,951.46","411,144,285.22","438,789,308.54","455,510,994.39"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,"162,156,500.00","162,156,500.00","162,156,500.00",,"28,399,000.00","28,399,000.00","28,399,000.00","42,293,500.00","28,399,000.00","28,399,000.00","28,399,000.00","29,539,940.58","29,126,746.95",
一年内到期的非流动负债,"9,141,669,554.64","10,796,198,112.40","6,880,300,654.69",,"10,468,424,197.08","7,944,068,262.63","13,759,641,070.40","11,190,442,899.82","10,971,333,303.96","11,064,247,318.65","14,549,359,586.84","11,410,582,135.94","11,844,188,942.94","9,783,562,319.61"
其他流动资产,"3,475,807.80","18,835,951.30","36,045,179.45",,"31,357,755.14","31,493,808.42","658,937,479.62","644,598,048.99","540,702,370.56","1,041,619,576.67","1,015,185,081.07","969,283,934.09","863,655,747.23","792,301,815.92"
其他流动负债,"2,905,627,809.85","1,088,185,924.90","1,167,941,096.45",,"1,661,858,184.27","1,197,686,257.17","645,272,330.54","645,272,330.54","168,080,547.84","232,229,401.46","93,165,296.20","93,303,542.23","69,393,843.81","73,810,572.99"
流动资产合计,"17,598,840,045.76","19,792,566,983.46","22,361,183,191.05",,"34,108,196,572.81","34,949,688,588.24","34,377,438,013.93","31,227,297,886.87","32,658,889,027.04","33,478,284,627.41","31,087,564,124.52","30,421,835,741.86","33,601,350,528.39","35,808,169,614.64"
流动负债合计,"25,157,558,103.97","26,192,810,743.75","23,076,561,586.22",,"30,669,420,744.27","30,458,470,391.44","36,496,083,976.70","32,362,717,882.43","35,128,154,344.18","36,540,058,754.78","41,237,380,564.65","38,796,499,020.11","42,194,308,667.65","40,371,928,122.03"
可供出售金融资产,"384,208,638.22","112,697,500.00","112,697,500.00",,"112,688,500.00","113,467,500.00","112,697,500.00","111,936,500.00","112,688,500.00","113,467,500.00","105,910,000.00","106,723,000.00","105,910,000.00","106,680,000.00"
长期借款,"98,237,014,904.52","111,815,719,470.87","134,434,209,430.69",,"136,986,753,317.11","140,008,215,663.78","145,554,039,393.58","147,491,835,936.91","152,390,671,082.36","155,043,725,962.47","152,801,687,634.35","155,337,098,310.94","160,887,679,175.25","166,443,852,825.05"
持有至到期投资,,,,,"145,296,023.00","147,847,275.00",,,,,,,,
应付债券,"5,440,773,623.46","5,456,846,454.71","5,473,818,038.77",,"1,491,791,895.19","1,492,972,444.75","1,494,152,994.38",,,,,,,
长期应收款,"39,354,560.84","41,950,487.71","44,705,377.37",,"44,705,377.37","44,705,377.37","46,651,237.05","49,151,237.05","49,151,237.05","49,151,237.05","52,040,325.56","52,040,325.56","52,040,325.56","52,040,325.56"
长期应付款,"5,738,625,411.36","8,350,513,907.09","11,195,133,664.73",,"11,898,518,519.15","11,918,601,166.48","11,945,818,712.59","12,031,018,500.03","11,939,016,923.27","12,379,912,471.24","13,453,415,329.34","13,946,004,968.15","14,190,656,438.44","14,346,356,091.52"
长期股权投资,"622,422,086.59","823,764,155.52","956,465,674.42",,"1,070,626,175.67","1,234,776,670.17","1,136,808,657.18","1,261,412,485.49","1,316,708,762.97","1,400,672,367.13","1,483,546,233.95","1,510,797,303.06","1,562,168,594.96","1,983,734,539.97"
专项应付款,"19,000,000.00","33,670,000.00","41,346,176.91",,"35,786,176.91","35,783,979.21","26,136,979.21","26,666,979.21","26,579,900.30","26,579,900.30","97,431,900.30","100,491,362.63","100,460,579.27","104,069,375.76"
投资性房地产,"31,018,467.09","29,708,772.87","30,945,302.15",,"30,168,734.06","29,780,450.09","72,042,034.49","71,298,334.90","70,554,635.26","69,810,935.72","69,067,236.11","68,323,536.52","102,609,009.35","101,273,185.57"
预计负债,"767,698,849.12","824,504,452.60","1,173,339,467.01",,"1,334,371,465.49","1,401,934,531.41","1,865,074,580.48","1,894,870,410.92","1,924,666,241.36","2,113,243,077.57","2,349,060,402.05","2,385,463,766.63","2,421,856,305.71","2,617,975,653.07"
固定资产,"54,907,825,907.85","51,869,445,279.61","78,866,800,881.11",,"85,882,718,127.66","84,392,522,435.85","111,889,084,209.03","110,358,955,064.28","108,746,209,712.76","116,487,763,801.21","128,176,920,013.81","126,321,550,302.30","124,436,507,297.38","132,575,801,738.50"
递延所得税负债,"383,012,952.35","329,764,505.39","253,409,056.64",,"294,401,860.66","258,901,632.59","264,544,153.55","240,342,224.65","239,572,249.77","192,064,817.86","119,638,947.18","119,457,209.74","118,868,972.30","118,483,984.86"
在建工程,"91,875,855,008.29","114,657,511,024.17","110,744,422,732.54",,"113,098,456,990.51","118,254,688,803.46","104,305,262,693.91","106,415,121,254.85","114,891,700,005.15","114,088,525,350.24","108,649,070,440.19","114,134,247,757.01","118,465,847,364.50","114,485,667,194.47"
其他非流动负债,"247,255,110.00","217,276,639.04","230,930,000.00",,"226,602,719.50",,,,,,,,,
工程物资,"538,224,627.20","301,081,087.14","332,394,705.42",,"708,379,463.47","818,576,850.96","544,032,610.55","960,773,637.26","1,121,458,870.05","1,252,505,531.50","1,320,238,895.97","1,079,106,338.56","1,095,792,858.47","858,783,724.40"
非流动负债合计,"110,833,380,850.81","127,028,295,429.70","152,805,589,691.65",,"152,271,629,810.91","155,341,647,312.37","161,391,710,670.69","161,922,088,763.24","166,756,465,711.30","169,986,783,334.40","169,083,476,030.03","172,146,025,526.62","177,976,399,471.22","183,883,112,112.23"
固定资产清理,,,,,"78,649.65",,,"31,373.78","172,874.44","153,628.81","34,848.78","80,356.89","80,752.09","100,903.34"
负债合计,"135,990,938,954.78","153,221,106,173.45","175,882,151,277.87","181,174,432,400.00","182,941,050,555.18","185,800,117,703.81","197,887,794,647.39","194,284,806,645.67","201,884,620,055.48","206,526,842,089.18","210,320,856,594.68","210,942,524,546.73","220,170,708,138.87","224,255,040,234.26"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"10,540,770,000.00","10,952,770,000.00","11,674,430,000.00",,"15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00","15,565,430,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"3,639,692,859.52","3,793,520,268.08","3,793,676,109.20",,"12,894,563,862.52","12,894,563,862.52","12,894,779,235.44","12,894,779,235.44","12,894,779,235.44","12,894,169,428.08","12,894,919,899.95","12,894,919,459.09","12,894,919,459.09","12,894,919,459.09"
无形资产,"178,699,928.90","177,296,249.42","258,261,142.09",,"247,712,296.92","246,107,486.78","347,595,725.60","336,068,858.21","325,971,612.44","326,419,575.29","373,431,103.76","363,879,376.04","643,425,546.72","621,315,336.27"
盈余公积,"936,836,590.38","1,173,937,030.72","1,390,023,758.80",,"1,390,023,758.80","1,390,023,758.80","1,600,289,767.27","1,600,289,767.27","1,600,289,767.27","1,600,289,767.27","1,964,961,720.40","1,964,961,720.40","1,964,961,720.40","1,964,961,720.40"
开发支出,"142,348,560.63","291,874,912.34","451,649,165.05",,"472,455,472.63","509,344,223.69","421,735,380.80","426,106,255.13","441,935,199.00","450,714,152.24","443,554,799.40","454,543,855.81","175,873,669.90","181,954,589.76"
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"3,145,605,038.79","4,068,794,130.00","5,504,449,367.65",,"6,367,333,820.53","7,338,624,005.71","7,465,335,063.16","8,475,092,309.14","9,962,730,740.76","9,825,908,015.14","10,188,448,247.77","11,403,274,937.52","11,021,541,668.23","12,580,354,196.22"
长期待摊费用,"839,887,404.34","681,496,329.56","585,817,209.69",,"506,322,625.41","463,267,893.24","468,903,307.31","425,436,961.64","379,994,919.04","335,540,724.90","336,329,824.05","289,889,596.28","240,740,244.44","198,753,143.58"
少数股东权益,"17,027,456,172.61","21,388,349,856.88","24,102,101,505.90",,"25,169,642,870.20","26,386,022,347.98","27,740,493,940.64","28,558,088,369.21","27,276,676,995.11","29,843,540,059.98","31,048,375,720.40","32,178,930,700.69","30,674,887,263.01","32,687,402,704.83"
递延所得税资产,"305,117,189.19","331,976,026.31","337,805,219.21",,"342,742,346.85","342,703,005.49","346,080,016.85","346,080,016.85","319,266,899.54","335,084,273.35","287,853,458.54","289,290,299.38","289,944,386.96","287,853,458.54"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"3,952,143,463.13","5,610,340,950.22","7,363,486,862.23",,"7,671,078,455.69","7,960,763,682.24","9,154,616,799.85","9,457,430,957.39","8,821,044,544.20","7,957,935,511.45","9,661,060,185.54","9,937,027,156.50","11,616,707,672.58","12,811,103,340.42"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"153,817,105,842.27","174,929,142,774.87","200,085,451,771.28",,"210,333,429,238.89","214,558,551,654.34","228,845,510,172.62","230,219,802,936.83","236,596,857,771.90","242,867,744,588.89","250,959,057,365.66","254,607,499,203.91","258,787,647,722.91","264,265,061,480.38"
所有者权益(或股东权益)合计,"35,425,006,933.25","41,500,603,584.88","46,564,483,684.46","48,540,993,300.00","61,500,575,256.52","63,708,122,538.77","65,335,153,539.16","67,162,294,178.03","67,371,126,743.46","69,819,187,127.12","71,725,764,895.50","74,086,810,399.04","72,218,290,112.43","75,818,190,860.76"
资产总计,"171,415,945,888.03","194,721,709,758.33","222,446,634,962.33","229,715,425,800.00","244,441,625,811.70","249,508,240,242.58","263,222,948,186.55","261,447,100,823.70","269,255,746,798.94","276,346,029,216.30","282,046,621,490.18","285,029,334,945.77","292,388,998,251.30","300,073,231,095.02"
负债和所有者(或股东权益)合计,"171,415,945,888.03","194,721,709,758.33","222,446,634,962.33","229,715,425,800.00","244,441,625,811.70","249,508,240,242.58","263,222,948,186.55","261,447,100,823.70","269,255,746,798.94","276,346,029,216.30","282,046,621,490.18","285,029,334,945.77","292,388,998,251.30","300,073,231,095.02"
