科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"2,152,839,364.00","4,689,192,282.00","7,926,095,410.00","11,170,448,855.00","2,936,720,597.00","5,505,901,872.00","7,271,976,208.00","8,334,015,771.00","720,895,076.00","2,298,113,686.00","4,344,512,321.00","6,249,194,126.00","1,893,639,353.00","4,186,429,883.00","6,202,063,899.00","8,025,290,848.00","1,969,646,222.00","4,940,033,997.00","8,514,636,554.00","12,741,413,562.00","4,147,641,280.00","9,608,882,013.00","17,122,908,001.00","25,771,583,386.00","8,058,663,697.00","16,254,326,067.00","24,773,771,714.00","33,774,285,620.00","8,091,679,315.00","16,113,171,584.00","25,288,069,384.00","36,816,316,676.00","11,582,854,379.00","22,970,848,112.00","36,420,446,042.00","48,623,732,312.00","12,297,738,830.00","26,448,310,717.00","45,841,905,735.00","68,895,658,963.00","21,854,974,362.00","44,605,027,995.00","69,408,356,144.00"
二、营业利润,"-193,108,604.00","-78,444,443.00","423,406,313.00","594,518,842.00","376,397,397.00","629,626,389.00","70,268,449.00","-1,060,303,372.00","-519,431,869.00","-924,589,637.00","-989,506,837.00","-1,305,340,544.00","-352,648,172.00","-627,515,770.00","-1,177,138,453.00","-2,320,259,514.00","-759,775,773.00","-1,394,938,605.00","-2,422,588,706.00","156,906,033.00","-768,212,318.00","-1,226,439,189.00","-1,315,647,075.00","-724,174,868.00","321,816,422.00","1,049,425,703.00","1,671,380,635.00","2,257,844,093.00","329,960,573.00","779,570,971.00","1,610,892,072.00","2,307,625,716.00","1,098,396,766.00","1,952,790,385.00","1,844,287,764.00","953,704,699.00","-1,325,776,321.00","-2,319,101,208.00","-1,640,682,349.00","505,294,525.00","2,952,444,247.00","5,504,743,679.00","8,107,804,187.00"
减:营业成本,"2,298,574,208.00","4,559,930,634.00","7,055,169,892.00","9,263,870,340.00","2,340,069,636.00","4,461,221,959.00","6,334,419,307.00","7,681,521,839.00","864,438,099.00","2,596,443,022.00","4,483,096,549.00","6,276,649,382.00","1,879,557,273.00","4,125,238,491.00","6,250,732,367.00","8,288,153,030.00","2,225,369,739.00","5,344,717,781.00","9,278,104,413.00","13,441,228,862.00","4,187,777,170.00","9,502,396,703.00","16,258,480,034.00","22,790,332,463.00","6,359,705,018.00","12,461,334,555.00","18,776,181,716.00","25,703,823,432.00","6,483,118,788.00","12,630,118,473.00","19,643,200,578.00","28,504,880,729.00","8,699,864,739.00","17,509,610,448.00","28,386,284,793.00","38,755,090,666.00","11,522,931,968.00","23,987,091,158.00","39,817,142,861.00","56,585,696,091.00","15,597,540,474.00","32,235,266,589.00","51,275,396,814.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,514,506.00","5,278,833.00","7,966,100.00","16,445,071.00","7,065,669.00","11,330,331.00","15,954,118.00","27,616,539.00","3,704,183.00","7,330,781.00","11,942,628.00","16,062,625.00","4,100,445.00","9,167,917.00","13,582,943.00","20,192,402.00","4,430,424.00","10,971,045.00","17,587,636.00","29,565,342.00","7,702,861.00","15,264,131.00","23,800,903.00","93,799,557.00","16,345,710.00","65,939,290.00","93,873,199.00","183,485,959.00","11,732,346.00","37,970,365.00","70,514,559.00","118,087,384.00","37,064,077.00","114,336,421.00","170,970,012.00","275,798,416.00","44,346,672.00","92,930,181.00","128,940,793.00","459,263,933.00","164,990,714.00","355,700,992.00","500,036,766.00"
营业外收入,"79,348,592.00","126,197,857.00","158,539,306.00","278,274,136.00","37,201,977.00","56,443,357.00","96,870,700.00","136,176,234.00","5,096,184.00","14,063,040.00","60,117,051.00","1,226,330,345.00","19,217,767.00","30,705,091.00","55,247,602.00","93,168,069.00","18,919,093.00","73,239,677.00","120,083,345.00","698,222,373.00","60,403,765.00","160,092,355.00","413,757,481.00","957,650,034.00","83,456,055.00","205,996,429.00","305,814,323.00","886,872,685.00","427,416,825.00","548,360,205.00","691,373,237.00","904,242,732.00","117,948,521.00","424,771,458.00","655,288,420.00","1,082,717,233.00","1,444,402,211.00","1,793,732,882.00","1,933,773,186.00","2,085,966,318.00","145,846,521.00","54,506,578.00","99,629,003.00"
销售费用,"47,143,839.00","97,019,148.00","155,033,175.00","197,845,776.00","53,506,650.00","95,740,202.00","129,853,731.00","160,568,845.00","21,607,257.00","48,281,242.00","80,638,895.00","121,024,350.00","43,182,256.00","96,902,691.00","151,517,241.00","201,473,551.00","71,767,816.00","169,760,957.00","272,911,852.00","439,290,894.00","122,244,706.00","254,457,109.00","421,173,934.00","651,287,241.00","276,288,031.00","516,250,043.00","829,423,848.00","1,044,684,152.00","236,028,598.00","481,663,833.00","746,885,192.00","998,114,416.00","292,575,878.00","532,688,703.00","909,331,602.00","1,290,038,686.00","311,709,165.00","696,216,454.00","1,172,795,371.00","1,984,361,921.00","692,246,016.00","1,228,560,863.00","1,988,692,991.00"
减:营业外支出,"1,130,814.00","1,285,061.00","7,268,760.00","31,993,914.00","449,227.00","1,976,265.00","2,713,080.00","5,224,158.00","599,886.00","1,797,266.00","2,294,796.00","2,937,077.00","249,756.00","5,883,841.00","9,496,871.00","14,268,778.00","816,270.00","7,549,088.00","10,903,506.00","9,041,110.00","803,185.00","2,506,337.00","13,946,806.00","47,423,203.00","583,111.00","66,850,527.00","90,927,961.00","122,303,353.00","3,207,936.00","9,012,209.00","23,662,699.00","35,961,283.00","8,158,910.00","13,347,411.00","15,688,276.00","23,178,815.00","2,629,891.00","5,876,931.00","14,844,397.00","78,861,768.00","18,929,735.00","24,426,637.00","60,377,719.00"
管理费用,"123,429,748.00","222,899,365.00","346,709,887.00","559,821,122.00","170,400,163.00","343,636,500.00","512,388,390.00","814,893,919.00","346,168,324.00","519,834,580.00","678,440,756.00","873,064,864.00","253,948,970.00","529,994,057.00","917,230,556.00","1,458,739,829.00","465,049,868.00","817,952,938.00","1,181,463,915.00","1,800,963,588.00","469,276,557.00","950,037,835.00","1,509,435,881.00","2,224,171,078.00","683,539,722.00","1,449,893,803.00","2,240,233,597.00","3,276,324,892.00","774,557,649.00","1,698,855,995.00","2,632,839,349.00","3,876,636,817.00","1,125,646,463.00","2,252,419,046.00","3,512,957,536.00","4,675,778,199.00","1,197,906,250.00","2,311,090,435.00","3,877,791,881.00","5,618,443,652.00","1,502,882,338.00","3,052,661,575.00","4,885,486,924.00"
其中:非流动资产处置净损失,,,"876,889.00","3,078,825.00","40,766.00","57,812.00","696,208.00","923,859.00","18,520.00","25,195.00","384,127.00","449,979.00","45,189.00","4,567,142.00","8,023,304.00","11,876,443.00","342,281.00","6,907,321.00","9,683,737.00","2,070,499.00","517,436.00","1,598,969.00","11,939,673.00","44,632,767.00","564,668.00","64,092,449.00","87,611,292.00","113,954,871.00","1,888,224.00","2,964,174.00","7,226,063.00","18,945,517.00","6,388,118.00","9,248,574.00","10,701,950.00","11,376,698.00","881,691.00","2,257,689.00","9,469,934.00","64,068,631.00","17,048,682.00","21,855,086.00","56,041,448.00"
