科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"587,214,884.68","675,292,301.75","622,368,730.74","432,162,250.79","607,173,745.41","822,236,590.35","248,128,207.98","496,084,787.75","736,163,749.00","975,792,546.47","274,198,480.33","546,969,409.49","780,627,909.40","1,022,773,651.33","275,217,391.66","559,823,788.98","822,253,109.44","1,109,550,666.66","284,705,304.27","590,511,966.46","850,543,026.39","1,083,984,917.33","299,143,283.84","595,403,745.30","854,704,589.90","1,104,469,686.32","300,457,206.82","557,293,896.61","840,459,163.09","1,175,284,206.68","335,480,816.15","727,881,882.18","1,106,349,292.51","1,504,147,037.75","380,106,940.86","823,173,131.56","1,205,225,146.27","1,596,581,574.66","388,985,197.12"
二、营业利润,"81,050,889.53","41,769,500.85","77,372,585.70","74,058,839.34","100,360,703.63","119,509,004.40","40,728,475.37","79,497,813.90","115,587,245.36","144,063,647.62","45,845,327.54","92,572,501.85","134,509,001.53","159,246,418.94","47,264,717.36","94,819,891.71","144,923,669.06","189,243,492.90","52,078,407.13","107,614,795.12","165,701,890.54","200,635,900.47","58,477,796.20","113,831,246.57","172,697,611.24","209,613,046.48","62,791,637.42","114,042,681.66","176,325,201.66","232,767,284.21","66,383,950.62","152,912,231.02","252,786,011.87","339,459,402.15","60,164,442.91","153,244,043.16","235,344,125.07","327,051,785.54","55,342,326.66"
减:营业成本,"433,175,269.83","525,570,352.30","443,529,872.23","291,421,782.95","413,853,936.53","554,236,949.00","172,307,172.49","344,567,213.07","514,220,182.16","690,227,409.52","194,196,832.70","387,092,456.72","541,237,605.02","703,244,121.71","185,643,206.89","375,234,908.54","542,727,202.38","733,210,047.16","186,964,050.15","391,930,648.76","559,269,053.23","695,893,851.76","193,525,837.18","377,307,107.52","544,188,894.07","700,172,921.21","189,800,282.89","351,459,962.45","525,690,601.65","733,237,880.83","205,353,696.66","433,251,978.26","652,418,605.47","879,152,847.83","220,524,325.66","494,626,009.39","723,083,268.69","958,628,752.89","260,248,533.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,230,089.63","2,717,148.40","4,192,150.68","3,646,292.65","4,690,376.80","5,935,468.75","1,242,682.78","3,161,883.65","3,806,298.23","4,389,021.19","930,052.90","2,732,122.80","4,709,034.26","6,265,220.27","1,643,115.01","4,837,837.07","6,916,587.15","7,768,108.16","1,879,012.22","4,466,049.23","6,601,475.00","9,124,876.67","2,700,986.58","6,040,282.45","8,722,279.72","11,394,661.33","3,702,802.16","6,900,937.58","9,803,779.13","21,167,663.55","6,864,306.11","13,727,961.62","20,283,878.35","27,017,358.53","8,087,301.94","15,066,822.79","22,158,684.25","31,794,471.15","5,941,878.72"
营业外收入,"3,660,510.19","7,884,709.68","3,538,569.24","1,443,733.03","4,875,990.93","7,539,242.24","1,140,760.42","2,088,365.42","3,583,303.75","5,501,309.18","915,805.00","1,788,583.37","3,226,392.01","11,746,753.91","2,021,267.14","3,864,307.58","5,797,639.62","7,894,635.68","2,074,183.37","4,324,292.95","6,383,833.55","9,733,692.47","2,398,173.99","4,838,330.55","8,019,862.88","11,273,564.77","2,712,400.65","5,348,752.78","8,820,504.38","12,654,165.44","3,001,607.81","335,568.94","548,836.61","4,032,135.62","57,913.88","428,852.22","439,324.26","3,987,410.53","66,362.16"
销售费用,"38,938,238.03","52,063,345.91","43,280,944.69","39,153,003.00","51,703,467.25","71,027,049.43","20,912,744.97","42,004,869.33","58,032,399.36","74,605,511.07","22,025,960.28","44,070,201.70","61,174,774.64","89,787,986.26","22,531,032.01","41,723,456.12","63,298,061.71","108,015,991.43","26,420,461.80","51,788,573.02","71,010,128.18","104,936,045.18","24,503,127.37","51,371,105.61","69,286,443.19","98,353,297.27","27,892,876.07","45,670,610.02","71,495,842.29","109,552,864.49","26,335,516.63","63,810,602.92","89,179,116.56","110,990,783.25","26,609,835.46","64,293,700.02","92,980,755.94","114,937,437.22","25,529,266.30"
减:营业外支出,"401,063.39","844,274.79","186,215.09","15,430.76","421,670.76","622,282.54","20,777.27","143,028.23","153,328.23","172,923.54","20,000.00","23,981.67","54,055.97","520,906.58","523,019.47","523,019.47","969,947.08","972,698.07","4,460.21","248,316.57","457,950.91","1,314,037.67",,,"549,200.81","697,899.58","13,823.44","182,262.09","925,238.31","1,301,005.29","65,217.12","325,732.32","331,875.26","6,549,084.52","8,061.89","22,041.30","893,034.49","394,090.46","210,803.23"
管理费用,"18,960,358.82","31,200,828.78","37,148,347.55","21,260,787.44","32,535,403.02","63,251,889.88","11,765,285.55","24,412,078.73","40,620,559.48","56,471,526.55","15,349,037.54","26,409,446.56","45,493,727.46","69,521,386.94","20,076,629.87","43,790,425.47","66,606,507.63","90,512,245.16","20,494,084.29","51,684,041.48","76,656,971.22","104,831,748.36","24,862,643.65","62,877,762.55","90,622,937.09","121,061,547.28","25,327,366.17","60,503,942.25","91,135,013.64","120,120,782.11","35,388,271.43","76,623,897.79","118,072,349.44","178,485,215.90","52,409,155.65","105,388,398.43","106,568,004.64","131,432,924.93","33,874,176.58"
其中:非流动资产处置净损失,,,,,,,,,,"143,028.23",,,,"456,124.43",,,,"522,119.47",,"248,316.57",,"1,082,363.88",,,"49,200.81","197,898.58",,"179,136.01","393,993.47","719,035.44",,"255,611.68","255,611.68",,,,,,
