科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"248,758,958.71","326,841,044.37","311,326,865.40","364,095,383.47","401,400,459.70","355,614,725.80","302,421,252.67","220,191,211.33","235,689,481.62","199,694,856.67","299,913,506.90","496,964,062.17","427,668,077.43","337,323,779.17","389,606,782.91","319,668,178.26","560,044,214.87","750,428,866.23","508,405,168.01","674,507,896.32","566,458,734.68","369,404,867.60","444,294,028.73","667,414,194.47","410,141,499.72","612,249,833.39","663,555,576.53","992,031,632.18","454,027,223.66","644,148,461.28","568,544,580.88","637,640,941.82","632,777,255.31","628,473,932.70","749,540,696.73","776,809,172.98","908,667,985.25","895,459,467.52","667,429,928.55","682,228,070.26","611,495,515.73","559,783,761.64","503,941,724.13","449,925,831.25","633,112,747.35","633,394,332.87","760,623,578.99","613,537,326.63","570,491,115.42"
短期借款,"467,500,000.00","502,000,000.00","455,866,494.96","445,560,000.00","455,840,000.00","447,840,000.00","428,839,999.75","434,529,937.74","423,279,937.74","379,900,000.00","498,100,000.00","512,800,000.00","361,000,000.00","402,000,000.00","381,500,000.00","426,500,000.00","526,500,000.00","561,500,000.00","959,000,000.00","1,081,000,000.00","1,059,000,000.00","1,181,000,000.00","1,351,000,000.00","1,401,000,000.00","1,411,000,000.00","1,554,000,000.00","1,594,200,000.00","1,838,995,191.36","1,258,995,191.36","1,200,000,000.00","1,175,000,000.00","1,223,190,000.00","1,145,000,000.00","1,125,000,000.00","1,165,000,000.00","1,124,000,000.00","1,124,800,000.00","1,117,000,000.00","887,000,000.00","871,000,000.00","918,800,000.00","863,800,000.00","913,800,000.00","1,073,200,000.00","624,500,000.00","667,000,000.00","697,000,000.00","1,038,000,000.00","2,291,366,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,850,783.74","7,004,402.95","2,475,038.15","12,254,955.79","18,626,161.70","16,895,696.00","41,875,508.69","62,154,151.36","20,049,750.94","18,746,006.74","23,757,981.71","25,533,095.03","31,548,494.47","44,799,795.11","37,416,375.46","19,677,001.00","149,488,811.28","43,180,676.63","41,977,606.79","94,497,428.22","67,192,275.00","52,791,738.10","107,259,795.58","58,881,208.74","141,080,902.78","107,256,028.65","156,670,197.31","64,549,417.43","229,863,583.08","68,569,678.09","73,462,150.10","147,472,233.15","76,643,727.10","75,272,519.18","94,460,619.34","89,270,781.48","71,637,095.42","214,022,121.03","78,898,385.98","66,266,358.92","81,640,680.96","70,212,302.88","230,266,636.90","85,075,306.07","110,701,662.71","53,971,645.05","53,467,139.43","76,692,445.50","118,142,970.87"
应付票据,"148,920,400.00","156,020,400.00","142,000,000.00","165,400,000.00","180,290,640.00","222,400,000.00","246,600,000.00","279,800,000.00","269,357,000.00","251,363,700.00","225,796,200.00","397,665,750.00","343,433,250.00","284,209,200.00","338,911,822.00","239,460,000.00","417,900,000.00","480,670,248.21","359,670,248.21","430,170,000.00","426,770,000.00","343,070,000.00","331,670,000.00","394,670,000.00","348,170,000.00","497,800,000.00","607,904,264.03","616,200,000.00","532,500,000.00","687,300,000.00","693,300,000.00","729,800,000.00","813,300,000.00","803,960,000.00","987,160,000.00","1,105,500,000.00","1,124,660,000.00","1,008,330,000.00","870,170,000.00","967,100,000.00","873,600,000.00","838,840,000.00","896,340,000.00","497,570,000.00","597,910,000.00","544,640,000.00",,,
应收账款,"79,307,553.31","94,286,941.04","80,168,054.67","66,003,293.82","67,073,258.58","88,723,876.71","97,351,775.39","60,807,249.91","66,898,542.73","53,680,457.89","49,880,796.39","40,783,419.59","58,301,782.79","51,067,131.18","61,334,873.14","52,675,841.30","265,328,677.57","260,348,763.16","196,264,837.32","131,685,393.53","230,140,318.73","219,714,781.92","106,104,105.54","166,442,500.39","191,122,936.79","452,102,343.59","357,757,497.24","288,093,501.19","282,141,708.20","507,490,447.72","582,584,479.74","337,201,651.93","395,464,400.71","647,168,841.27","642,573,060.77","446,171,101.07","458,945,235.26","396,134,140.50","635,693,599.28","675,120,399.84","645,980,462.80","777,640,040.76","776,442,923.68","819,211,888.85","754,786,922.31","693,975,890.72","584,225,929.18","637,851,020.19","838,506,281.04"
应付账款,"106,957,226.36","119,762,950.00","100,445,756.65","168,097,278.58","128,069,990.94","132,805,535.21","119,772,443.67","70,339,016.03","96,137,744.19","82,452,548.50","69,918,130.89","87,317,383.02","99,167,205.06","91,255,063.30","111,312,709.47","120,483,160.07","197,628,620.88","228,813,191.42","274,319,454.54","152,967,839.95","205,444,000.40","228,644,732.82","142,327,234.40","582,054,391.85","451,759,406.87","611,472,212.59","452,751,010.68","505,057,633.24","476,727,718.79","615,153,104.26","659,530,006.47","432,072,094.25","365,122,524.06","387,012,634.48","328,251,794.73","288,049,498.96","256,043,512.28","343,544,552.20","334,517,517.97","378,851,767.12","334,998,971.53","422,147,815.40","434,224,951.72","433,607,005.23","415,735,911.48","401,706,718.44",,,
预付款项,"53,315,183.89","41,490,320.64","39,026,664.53","33,010,992.05","51,970,320.82","104,614,789.34","88,724,987.09","124,859,034.88","119,405,204.97","126,488,533.23","168,965,349.59","140,203,715.02","222,524,848.39","283,105,392.31","334,585,337.95","324,794,485.70","398,534,310.56","420,595,314.16","1,122,209,914.44","474,686,070.68","540,338,870.19","611,086,566.05","783,278,844.48","478,744,234.10","631,785,176.11","182,359,571.81","405,997,684.91","423,117,144.01","586,858,573.64","454,783,159.71","663,787,135.30","220,228,952.55","244,332,179.81","296,794,134.17","309,550,761.17","180,699,718.21","241,315,905.00","341,551,028.68","105,252,623.37","138,270,654.53","156,248,980.65","76,774,322.19","148,209,708.08","18,739,073.07","48,393,725.38","133,206,022.49","235,037,181.87","127,298,239.81","222,589,432.44"
预收款项,"136,626,916.60","165,193,870.84","197,956,271.62","151,686,891.90","162,238,362.38","153,361,995.58","206,352,817.70","91,227,259.77","98,790,493.91","105,637,567.42","122,906,124.76","89,255,163.64","145,793,363.38","174,293,406.68","168,280,480.39","317,540,461.00","119,037,685.99","147,833,339.98","176,351,175.53","183,435,368.28","196,875,269.31","70,012,181.34","132,438,308.67","154,550,864.99","142,570,410.00","141,124,915.23","308,225,727.23","320,541,105.32","51,491,165.37","90,411,929.52","114,763,629.76","104,641,918.43","126,244,465.61","494,224,977.46","504,916,122.62","96,797,647.63","110,290,200.18","140,936,916.49","141,634,873.02","58,931,156.96","60,714,217.57","61,940,078.89","131,643,667.18","52,116,864.26","54,876,276.38","47,132,446.66","54,619,397.52","22,115,082.69","85,296,251.95"
