科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"325,487,691.65","755,603,670.52","1,110,399,883.62","1,592,683,348.31","410,705,029.34","1,377,079,169.71","2,378,417,088.55","3,572,085,771.11","458,469,256.81","1,161,813,869.54","1,823,128,040.83","2,522,100,417.50","791,223,439.23","1,513,214,995.09","2,223,064,384.66","3,121,080,032.15","887,180,897.95","1,785,247,646.44","2,709,088,226.94","3,547,476,424.19","885,753,775.35","1,658,713,113.73","2,508,338,991.41","3,343,604,678.51","984,759,536.68","1,878,517,634.99","2,946,632,513.00","3,925,490,743.48","1,033,387,711.25","2,013,641,534.62","3,047,571,258.12","4,234,647,312.21","914,829,644.24","1,823,424,257.39","2,669,661,021.86","3,699,782,594.52","1,030,729,699.80","2,044,030,958.78","3,604,174,047.87","4,221,780,385.85","1,216,457,515.04","2,516,546,566.30","3,974,603,562.24"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"15,132,262.50",,,,,"44,705,000.00","39,676,769.86","39,676,769.86","53,185,396.99",,"2,030,000.00","2,030,000.00","2,030,000.00",,,,,"1,000,000.00","1,000,000.00","1,000,000.00","3,000,000.00",,"2,016,958.88","2,016,958.88","1,791,372.87",,"8,203,304.03","8,582,392.28"
收到的税费返还,"24,569,002.99","42,662,909.77","57,101,134.06","87,132,865.31","18,237,106.33","43,544,470.98","68,390,506.23",,"9,505,210.96","34,336,478.82","55,716,236.19","71,872,985.96","54,964,098.56","88,719,930.06","131,607,133.06","149,077,262.77","60,772,772.18","111,029,169.02","165,029,973.97","194,200,339.15","22,667,739.12","61,529,421.21","91,491,394.13","118,520,564.01","64,543,043.97","126,753,599.30","169,135,506.42","210,005,563.06","74,363,650.71","120,064,445.24","171,742,172.10","230,900,240.13","60,984,463.05","115,720,070.21","163,625,545.37","211,571,770.98","52,957,936.84","82,950,658.15","146,445,020.60","152,739,237.38","45,200,749.50","95,111,154.60","132,493,698.71"
支付其他与投资活动有关的现金,"416,282.30","678,621.40","1,263,240.25","17,691,752.21","1,144,702.50","1,317,000.00","4,194,556.37","3,337,000.00","1,045,906.98","2,817,438.88","3,462,979.87","3,198,220.15","65,557.34","11,763,311.00","11,934,065.78","9,390,000.00","234,500.00","234,500.00","234,500.00","3,525,857.41",,"10,930,000.00","47,531,474.69","98,732,671.09",,"291,600,000.00","457,018,000.00","75,600,000.00","130,000,000.00","115,020,000.00","470,400,000.00","183,720,977.00","426,209,826.61","257,100,000.00","352,100,000.00","671,170,876.67","565,348,893.47","848,798,460.65","696,161,820.65","1,107,210,000.00","340,000,000.00","260,000,000.00","390,424,922.40"
收到其他与经营活动有关的现金,"6,043,687.39","7,661,203.00","15,575,141.56","14,307,994.37","7,177,206.18","16,248,456.29","34,691,773.98","187,404,902.04","12,793,173.99","27,418,228.49","38,732,187.48","34,625,154.07","15,148,403.39","13,763,843.14","34,616,969.16","40,295,052.17","14,440,633.00","16,795,084.97","36,612,657.68","47,516,474.16","23,174,515.11","28,491,385.70","35,118,550.81","53,303,413.55","13,000,610.03","30,308,896.68","44,824,996.55","47,479,725.81","7,540,868.61","23,596,867.12","37,697,587.22","61,143,167.04","11,221,346.96","27,982,318.40","35,300,967.46","70,879,572.24","7,975,155.47","22,184,881.47","37,758,395.48","48,685,844.85","4,041,055.19","15,933,849.65","30,361,890.99"
投资活动现金流出小计,"41,761,597.05","63,273,553.41","107,520,590.62","143,509,649.48","34,924,992.22","205,540,333.42","211,420,221.52","732,610,242.72","118,129,252.17","315,923,855.07","500,084,770.39","508,292,215.42","267,221,179.30","285,463,878.69","330,400,896.81","485,649,756.48","92,758,442.26","154,895,122.21","233,584,522.31","549,239,580.83","181,993,222.32","360,521,848.58","562,890,695.88","927,770,398.99","245,490,082.94","643,564,122.24","1,029,355,224.93","832,636,133.18","288,375,513.50","378,879,367.34","846,642,298.04","915,184,904.96","595,869,687.55","575,856,255.37","981,299,754.48","1,820,294,002.89","916,241,725.34","1,451,345,816.45","1,479,783,693.39","2,343,625,370.18","700,304,503.31","690,975,546.50","968,331,305.71"
经营活动现金流入小计,"356,100,382.03","805,927,783.29","1,183,076,159.24","1,694,124,207.99","436,119,341.85","1,436,872,096.98","2,481,499,368.76","3,759,490,673.15","480,767,641.76","1,223,568,576.85","1,917,576,464.50","2,628,598,557.53","861,335,941.18","1,615,698,768.29","2,389,288,486.88","3,310,452,347.09","962,394,303.13","1,913,071,900.43","2,910,730,858.59","3,789,193,237.50","931,596,029.58","1,748,733,920.64","2,634,948,936.35","3,515,428,656.07","1,062,303,190.68","2,035,580,130.97","3,160,593,015.97","4,182,976,032.35","1,115,292,230.57","2,157,302,846.98","3,257,011,017.44","4,526,690,719.38","987,035,454.25","1,967,126,646.00","2,868,587,534.69","3,982,233,937.74","1,091,662,792.11","2,149,166,498.40","3,788,377,463.95","4,423,205,468.08","1,265,699,319.73","2,627,591,570.55","4,137,459,151.94"
投资活动产生的现金流量净额,"-42,089,667.24","-63,401,413.86","-86,787,896.47","-119,767,984.42","-34,894,121.24","-129,191,313.41","-210,753,691.77","-384,186,017.09","-117,638,881.57","-294,667,385.40","-478,273,176.98","-458,944,862.26","-123,777,620.76","-253,681,626.12","-275,539,578.33","-399,131,372.52","-74,479,204.87","-137,078,619.07","-168,506,897.65","-368,135,525.08","-129,715,759.19","-300,054,643.54","-491,206,994.51","-845,080,520.09","-192,200,006.32","-566,313,019.61","-660,655,574.68","-544,743,035.19","-270,936,816.42","-351,504,314.59","-785,685,135.48","-810,935,254.06","-468,148,970.78","-350,486,510.46","-751,102,048.60","-1,540,096,334.63","-312,627,873.04","-717,877,630.99","-729,618,127.35","-1,589,877,863.98","-173,026,141.08","333,382,090.13","238,239,618.51"
购买商品、接受劳务支付的现金,"298,367,802.36","641,972,111.98","966,542,652.88","1,233,298,522.72","341,373,550.78","748,943,382.32","1,179,428,251.99","2,123,646,420.25","176,550,165.74","509,232,366.65","689,317,196.36","1,031,451,624.43","304,451,565.05","644,795,144.72","910,200,532.34","1,315,164,976.67","481,563,914.29","966,766,654.67","1,374,812,644.24","1,709,704,962.16","418,338,293.00","857,237,564.03","1,294,745,517.02","1,664,306,599.42","501,005,146.60","1,111,777,614.90","1,664,908,441.92","1,928,814,870.88","546,357,548.06","1,069,886,739.62","1,579,675,164.91","2,298,635,434.72","540,362,751.98","1,007,123,662.85","1,485,980,161.32","1,834,161,667.85","605,081,126.52","1,071,458,807.89","2,098,877,023.29","1,933,719,279.73","737,353,600.02","1,414,609,906.18","2,222,225,730.65"
吸收投资收到的现金,,,,,,,,,,,,,"1,096,956,263.20","1,096,956,263.20","1,096,956,263.20","1,096,956,263.20",,,,,,,,,,,,,,,,,,"8,230,418.33","8,114,510.26","17,120,540.00",,,,,,,
支付给职工以及为职工支付的现金,"33,399,839.83","64,549,267.34","89,985,608.48","111,609,258.71","38,250,375.23","66,742,232.63","104,013,351.39","138,920,263.32","43,334,868.37","98,850,395.57","141,841,968.33","171,352,199.98","78,362,986.98","103,736,858.11","156,968,337.49","208,289,047.45","85,423,859.06","141,414,360.23","200,366,396.54","270,920,459.37","117,163,406.88","194,748,628.54","267,337,873.05","344,102,856.23","110,024,686.00","187,978,410.67","272,530,705.64","366,843,194.32","135,808,301.66","236,469,786.91","347,596,596.71","462,091,689.28","166,410,482.92","279,750,102.08","400,880,712.78","524,230,801.89","182,669,469.92","300,855,760.23","422,216,136.31","562,039,561.08","208,693,145.18","347,355,919.58","503,606,743.78"
取得借款收到的现金,"564,900,000.00","735,900,000.00","1,297,743,700.00","1,523,874,400.00","432,457,210.84","814,519,032.29","1,170,537,590.84","1,884,842,970.84","329,000,000.00","1,126,804,373.20","1,369,544,205.70","1,545,772,286.04","377,000,000.00","676,831,109.87","758,463,381.87","953,831,109.87","100,000,000.00","449,161,780.00","570,913,795.00","651,644,609.41","224,522,904.97","354,561,904.52","454,711,069.46","701,674,000.00","200,000,000.00","393,642,000.00","586,564,000.00","662,907,000.00",,"577,000,000.00","677,000,000.00","877,904,000.00","192,103,250.00","840,030,237.95","1,009,414,176.03","1,932,187,526.66","154,406,687.01","1,318,085,139.55","1,621,057,164.31","1,393,529,087.46","712,995,671.91","1,340,756,428.65","1,612,966,801.59"
