科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"205,929,803.65","246,088,846.03","322,052,943.59","121,882,370.29","249,081,460.26","431,355,876.79","551,325,609.11","147,613,728.44","311,273,882.50","440,523,043.48","574,922,429.10","147,556,468.69","313,857,340.01","448,508,458.89","615,679,506.73","94,621,931.51","375,290,131.39","624,391,649.54","956,783,421.64","206,737,496.59","473,517,666.97","780,912,146.66","1,111,128,597.20","244,089,626.92","497,242,483.44","790,551,871.03","1,151,067,350.39","237,606,236.57","492,218,428.61","811,483,695.04","1,129,765,551.93","329,919,977.16","669,862,711.98","968,963,727.22","1,311,142,391.71","243,841,936.20"
二、营业利润,"53,302,320.17","72,127,699.91","89,615,121.33","43,357,055.89","85,825,527.35","145,772,458.64","182,318,514.91","55,219,584.60","114,325,538.98","150,252,102.98","172,858,764.39","52,628,478.79","116,248,453.40","128,252,410.86","149,450,518.38","11,075,665.70","82,815,166.98","142,744,655.73","207,902,673.57","49,441,291.88","100,573,962.70","141,520,983.34","183,946,328.95","40,892,117.48","56,998,042.90","77,890,636.26","84,982,031.78","7,716,751.59","34,909,422.05","81,453,450.04","167,952,706.95","54,872,035.35","114,009,774.10","150,852,369.01","109,597,791.78","30,765,195.03"
减:营业成本,"105,751,244.74","121,494,104.89","167,074,774.04","61,079,489.07","128,591,081.76","225,635,786.80","289,892,869.35","66,643,356.24","151,879,824.44","219,422,380.30","308,557,206.51","69,599,179.14","146,885,761.52","239,806,285.90","346,026,543.27","53,573,238.69","211,763,722.76","347,925,205.96","537,490,577.40","108,709,863.61","270,898,359.11","464,209,443.23","653,915,124.34","136,362,371.07","311,814,152.50","504,587,300.81","756,204,406.18","167,784,533.09","332,052,500.96","542,342,929.20","745,137,334.89","194,290,975.26","381,553,682.73","545,075,463.39","801,675,821.79","146,842,098.57"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,628,723.31","1,925,311.31","1,474,619.42","466,626.81","1,777,014.95","2,655,256.74","3,802,281.57","740,230.27","2,832,108.05","4,436,561.13","6,542,389.37","1,366,260.32","1,883,880.43","2,832,677.40","5,467,952.80","707,607.89","3,378,062.13","5,559,326.44","7,984,235.35","1,410,035.49","4,762,849.50","7,587,569.18","10,217,269.29","2,184,653.60","4,210,912.02","6,098,732.47","12,716,258.11","1,710,654.69","5,443,501.30","9,317,774.51","14,382,572.86","2,885,542.10","8,663,193.92","11,378,706.59","15,795,294.73","1,850,890.21"
营业外收入,"3,045,229.26","2,190,062.22","7,026,075.93","2,426,739.66","3,808,472.22","5,460,829.53","7,636,043.13","268,189.62","1,702,424.68","2,088,482.96","7,748,428.35","2,268,699.60","3,014,353.59","3,555,556.59","26,690,273.39","656,321.99","1,995,249.66","8,290,128.90","21,265,207.95","5,051,202.41","12,149,968.38","15,730,639.43","32,344,842.32","6,877,206.45","33,291,364.09","35,906,992.32","86,604,444.73","37,398,249.47","58,751,154.07","72,362,697.22","9,807,289.11","1,834,210.99","771,276.91","1,162,321.57","2,084,663.08","430,514.35"
销售费用,"14,636,992.10","17,422,650.56","25,529,214.59","8,318,912.95","14,116,615.73","24,984,307.53","33,207,200.13","9,399,973.07","16,867,547.02","31,206,429.59","40,363,136.82","8,205,321.13","23,702,220.42","38,358,511.99","53,708,571.46","10,852,764.83","27,929,289.68","46,136,168.64","65,741,605.87","12,586,576.21","28,254,486.63","47,406,827.41","70,157,529.12","17,953,379.69","36,612,399.59","60,349,675.13","112,545,746.75","16,557,610.93","38,979,083.93","59,195,631.12","120,886,948.68","19,296,384.54","53,800,508.40","83,500,903.33","128,361,752.37","24,987,410.21"
减:营业外支出,"183,139.93","1,908,590.85","637,945.00",,,,"10,000.00",,"6,630.56","458,119.39","307,861.33","31,697.70","1,032,697.70","1,032,697.70","1,039,086.88",,"1,012,588.61","1,020,787.04","1,689,140.54","119,000.00","1,179,011.45","1,837,939.37","2,468,289.07","279,746.86","2,428,612.80","2,883,429.96","2,755,547.55","336,153.73","9,878,804.75","14,863,302.46","2,125,503.31","173,013.79","702,182.57","825,750.60","2,775,610.21","20,400.00"
管理费用,"27,819,900.52","29,719,532.81","35,884,937.85","9,158,549.76","21,759,313.36","39,094,747.18","43,388,360.81","18,286,995.89","33,182,063.12","48,098,669.25","58,316,289.16","17,680,452.26","35,754,892.22","54,175,902.51","72,308,410.15","20,084,022.79","57,140,729.55","91,284,119.30","131,052,705.15","42,459,885.63","87,670,330.31","135,815,938.50","189,099,844.73","48,630,024.11","101,535,807.65","158,448,781.30","197,632,425.37","48,485,969.66","106,144,994.34","157,182,270.77","213,040,910.33","63,741,672.01","132,282,530.20","122,649,299.66","209,582,675.78","46,018,637.95"
其中:非流动资产处置净损失,"18,487.31","1,898,590.85","115,118.76",,,,,,"6,630.56",,"7,861.33",,,,,,,,"10,988.41",,"13,381.45",,"781,505.14",,"249,621.13",,"253,412.50","238,065.31","9,701,333.87","238,065.31",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,524,607.87","1,906,153.97","1,434,159.19","133,476.83","-4,980,153.04","-9,886,788.07","-14,188,399.00","-4,516,930.83","-7,389,853.02","-12,423,404.03","-16,696,335.58","-2,882,944.98","-6,111,239.74","-10,047,061.90","-12,833,193.74","-1,786,993.26","-6,179,660.99","-5,793,797.88","-4,671,447.29","-5,087,628.64","-16,096,169.59","-5,881,750.06","13,934,232.72","592,118.37","6,235,116.46","7,980,037.67","20,184,895.96","1,947,342.96","-3,355,131.63","-11,460,151.97","-2,188,922.40","-4,175,860.79","3,300,672.32","14,896,270.77","39,471,030.28","11,050,892.31"
