科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"175,857,052.64","228,922,673.04","320,608,955.88","83,111,009.80","172,438,078.33","267,238,847.11","375,294,090.31","94,824,842.59","186,644,741.27","278,935,543.43","382,458,305.60","106,910,252.92","222,751,475.18","330,422,550.71","454,607,048.22","124,880,965.09","254,094,276.14","370,003,570.28","522,775,627.02","111,040,476.18","262,948,699.59","392,885,138.01","550,136,390.91","149,874,620.26","324,773,379.96","504,143,783.62","698,007,759.35","199,351,437.40","419,132,470.68","630,561,590.16","843,277,974.86","233,345,086.96","487,841,098.34","728,550,917.49","992,719,626.02","269,749,793.12"
二、营业利润,"26,656,868.53","44,561,429.25","67,280,958.06","10,625,564.55","26,448,813.36","32,841,378.69","54,743,093.46","10,116,307.53","26,692,564.61","33,898,469.10","40,637,634.82","5,269,922.55","14,913,845.01","16,169,227.41","14,437,791.38","1,012,894.25","4,382,930.31","-5,549,991.07","-10,192,489.14","-19,657,941.18","-9,220,384.49","-7,087,142.33","65,508,038.02","-3,313,026.82","6,231,625.05","12,355,996.40","16,200,489.64","8,785,926.39","25,479,293.53","32,579,636.49","33,476,896.35","23,216,555.41","59,879,466.76","81,214,127.64","82,004,829.24","36,121,739.83"
减:营业成本,"79,431,246.34","96,988,169.49","130,357,823.84","34,815,403.76","71,742,548.38","114,218,808.40","160,135,611.61","41,019,374.39","79,756,810.89","119,926,578.14","165,067,320.77","45,149,662.56","95,038,793.97","142,222,750.47","196,961,471.79","55,238,236.08","112,656,527.44","165,043,742.89","235,934,059.29","52,047,369.24","124,303,821.69","187,302,854.18","259,843,487.48","69,237,116.99","147,716,442.78","228,236,761.70","315,360,717.20","87,743,174.54","183,318,260.57","277,441,150.04","374,663,212.43","105,456,289.21","222,496,725.43","330,054,039.67","450,707,069.64","116,599,326.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"118,158.74","165,246.49","569,647.60","112,151.89","770,819.90","1,749,889.45","3,136,839.65","910,752.31","2,376,251.93","3,461,580.42","4,167,898.47","992,249.95","2,618,400.48","3,941,288.61","4,951,844.50","1,227,409.24","2,263,733.00","3,852,368.69","4,934,119.72","1,772,619.21","2,910,547.03","4,212,769.44","5,833,737.26","1,498,672.18","3,298,300.72","4,510,101.64","6,215,108.28","2,539,584.79","4,965,397.85","7,312,011.07","10,086,526.18","3,053,330.33","5,528,172.59","7,619,464.28","10,780,675.17","3,764,635.81"
营业外收入,"5,508,969.17","7,063,548.92","6,458,410.73","1,711,871.48","4,493,907.40","6,214,938.02","10,026,563.37","4,698,574.87","9,564,701.72","11,395,287.88","19,788,600.07","3,095,555.81","6,382,596.51","14,565,974.00","19,328,688.46","4,628,253.12","11,345,767.93","16,035,471.08","22,732,907.23","3,420,846.64","13,784,041.32","20,281,029.92","35,782,417.69","7,331,515.27","12,242,604.25","20,914,457.88","30,664,491.42","16,583,855.85","20,800,443.27","31,186,759.58","5,125,284.47","680,533.23","1,605,917.24","2,515,050.55","4,107,536.68","742,613.23"
销售费用,"33,041,355.36","43,688,110.26","61,013,608.21","19,101,516.90","36,869,126.40","54,885,042.07","78,827,868.26","18,314,184.11","39,326,869.76","59,409,866.12","81,601,262.68","21,386,681.79","43,191,851.60","67,456,906.98","96,421,427.95","24,522,630.47","53,811,244.55","83,334,183.99","116,571,062.13","30,086,452.38","58,512,409.06","88,366,803.47","128,136,413.93","30,939,672.85","70,311,583.60","109,385,836.81","157,382,148.70","40,201,181.07","84,380,646.45","130,250,709.11","191,076,524.70","49,573,265.20","109,626,777.81","169,314,898.08","231,974,550.88","57,398,608.35"
减:营业外支出,"118,026.98","175,458.57","2,746.00",,,,"10,062.86",,,"11,120.00","51,129.78","4,347.29","91,520.90","94,043.16","112,741.66","3,879.06","1,032,349.31","1,120,736.57","1,127,977.46","5,844.29","17,275.31","40,812.26","412,614.41","428,398.67","428,984.28","28,574,322.23","28,877,258.37","34,538.38","72,588.44","679,161.17","1,297,501.87","99,146.37","503,595.65","473,515.12","765,768.62","415,740.44"
管理费用,"34,335,305.07","43,869,911.88","60,439,475.01","18,813,317.20","37,996,707.64","64,510,980.39","95,312,836.89","26,625,574.89","53,913,901.77","86,112,521.61","121,066,696.19","38,867,496.58","76,692,896.45","114,860,884.61","160,147,030.13","48,776,913.64","92,095,255.56","140,165,133.79","195,050,572.66","51,042,616.22","97,007,362.27","140,719,848.85","202,806,196.30","53,329,482.67","107,928,689.13","164,064,095.89","231,431,140.11","57,414,465.46","118,584,495.17","177,350,781.17","255,761,477.68","62,215,612.15","123,890,654.01","67,172,366.70","87,981,446.62","19,912,361.62"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,"23,868.79",,,,"40,989.44",,"2,631.28",,"331,980.64",,"72,588.44",,,,,,,
