科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"148,716,620.20","206,831,341.47","256,430,131.13","56,465,373.88","144,636,453.30","194,909,896.73","257,508,754.93","44,638,298.39","108,949,074.57","157,487,263.83","237,505,108.25","45,296,972.66","105,668,464.31","165,073,042.56","234,388,379.07","44,111,519.42","78,106,998.65","123,419,845.70","161,574,436.42","26,354,943.43","42,715,309.49","59,881,415.04","90,993,624.33","27,423,742.49","72,488,310.53","125,714,248.07","180,466,521.94","46,613,450.27"
二、营业利润,"22,753,857.27","46,636,679.54","64,970,023.37","13,790,239.05","41,908,811.45","52,655,686.61","67,055,054.69","11,661,480.73","29,779,312.18","40,882,082.35","59,481,706.26","12,701,724.59","23,316,944.77","34,492,221.91","47,546,765.04","10,546,184.68","10,966,657.84","17,897,483.73","-642,902.46","990,045.24","-9,227,622.00","-12,746,045.65","-24,791,225.71","7,559,914.80","15,126,995.16","26,413,766.23","24,650,228.66","11,915,793.33"
减:营业成本,"91,369,097.38","111,920,323.31","133,921,951.06","29,469,273.71","72,992,369.37","100,383,208.62","131,819,439.19","22,363,984.04","53,222,830.11","77,391,685.11","116,114,910.87","21,877,224.24","54,820,984.80","86,249,309.39","122,133,591.18","21,816,089.60","39,908,287.21","64,699,526.42","91,331,039.30","16,770,634.69","27,791,870.38","37,090,137.53","55,095,033.38","13,479,230.38","39,364,442.20","71,047,476.15","103,082,485.50","30,044,836.96"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,063,064.59","1,886,748.60","1,761,445.05","307,673.82","1,587,653.73","1,739,860.48","2,251,862.21","438,104.22","1,173,874.39","1,359,684.93","2,180,323.77","655,477.12","1,294,804.18","1,834,525.07","2,622,297.91","553,821.32","814,046.16","1,219,720.80","1,526,486.27","414,829.64","606,144.94","635,872.30","2,437,861.60","761,136.42","1,937,017.89","3,148,247.47","4,480,086.50","1,218,218.84"
营业外收入,"1,866,109.15","1,298,449.22","5,951,814.11","1,367,838.55","5,773,880.54","6,179,893.27","11,829,862.92","1,071,123.34","4,371,557.48","7,484,928.64","9,535,604.03","1,964,518.09","4,736,952.79","6,441,237.42","7,609,565.67","961,466.22","2,500,565.47","3,536,248.90","6,353,573.00","495,690.92","887,694.00","1,219,984.05","1,840,236.24","1,193,230.28","725,221.96","731,042.35","314,782.61",362.65
销售费用,"15,617,086.20","18,607,802.10","25,307,648.21","5,659,983.68","14,663,108.71","20,997,324.58","30,390,109.74","5,406,598.01","13,473,183.61","20,313,398.30","31,989,163.87","6,186,779.22","14,428,784.48","22,650,906.64","33,241,835.18","5,692,141.85","11,747,960.03","17,614,049.55","26,111,890.92","3,260,239.16","7,137,792.07","10,407,595.29","18,143,035.07","3,528,463.59","8,654,584.80","14,141,346.84","21,137,757.65","5,519,635.51"
减:营业外支出,"172,965.02","34,836.65","83,324.80","9,600.00","36,251.33","48,901.33","1,393,564.54",587.50,"124,798.54","196,066.80","296,836.03","3,844.00","366,903.87","400,203.87","360,119.87",,"69,882.74","355,000.54","89,150.72","178,650.00","194,400.00","231,240.00","231,240.00","44,688.00","676,118.00","676,238.84","2,244,966.84","106,010.00"
管理费用,"17,084,846.91","24,914,571.42","26,141,305.99","6,489,068.21","12,805,763.97","19,796,243.69","27,728,937.68","7,015,106.30","13,459,647.47","19,649,973.64","29,640,076.11","6,682,249.85","13,819,084.72","21,326,206.93","31,068,095.59","6,674,332.00","15,301,575.30","22,588,766.21","38,247,576.45","7,441,872.48","16,431,945.90","22,988,673.99","32,415,170.78","5,882,986.21","13,265,726.17","20,019,758.18","31,269,305.43","7,076,958.75"
其中:非流动资产处置净损失,"46,170.93","28,022.65",,,,,"5,651.33",587.50,,,"5,878.99",,"348,619.87","348,619.87","348,619.87",,"46,278.66","46,278.66","51,256.32",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,046,506.55","826,810.95","2,110,163.80","390,509.00","-1,663,929.82","-4,412,617.12","-6,902,842.12","-2,857,911.13","-4,950,834.16","-7,449,106.71","-9,176,525.73","-1,946,656.17","-4,156,140.49","-6,134,519.16","-8,021,372.16","-1,971,762.53","-3,873,969.75","-5,890,653.48","-7,526,548.26","-1,426,104.55","-2,586,340.46","-3,492,135.35","-4,699,794.87","-1,029,050.72","-2,022,510.10","-2,609,103.12","-2,687,484.51","15,528.07"
三、利润总额,"24,447,001.40","47,900,292.11","70,838,512.68","15,148,477.60","47,646,440.66","58,786,678.55","77,491,353.07","12,732,016.57","34,026,071.12","48,170,944.19","68,720,474.26","14,662,398.68","27,686,993.69","40,533,255.46","54,796,210.84","11,507,650.90","13,397,340.57","21,078,732.09","5,621,519.82","1,307,086.16","-8,534,328.00","-11,757,301.60","-23,182,229.47","8,708,457.08","15,176,099.12","26,468,569.74","22,720,044.43","11,810,145.98"
资产减值损失,"-217,838.70","2,038,405.55","2,217,593.65","358,626.41","2,342,675.89","3,750,189.87","5,166,193.54","610,936.22","2,791,060.97","5,381,464.02","8,088,658.58","-147,223.45","3,164,439.72","6,325,074.53","7,971,147.55","1,313,944.83","4,441,832.58","7,091,055.63","14,281,366.98","-726,551.10","2,785,355.14","5,285,769.91","14,667,748.78","-3,274,056.77","-3,788,730.22","-5,247,760.78","3,178,492.14","-4,640,289.35"
减:所得税,"2,075,861.68","4,624,857.16","10,110,873.45","2,234,008.05","6,822,765.26","8,292,086.50","11,126,528.27","1,844,553.78","4,821,781.09","6,509,342.34","10,101,934.41","1,361,610.46","3,913,450.40","6,119,977.86","7,972,543.96","1,577,026.21","1,177,688.91","1,967,796.20","-418,363.54","367,379.42","-357,857.57","-726,213.28","441,004.70","119,723.25","542,316.70","2,081,476.72","-231,591.84","2,642,712.88"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,411,366.58","1,909,020.60"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,"41,917.81","813,205.48","712,602.74","1,020,437.87","1,670,682.75","2,173,981.22","513,232.33","1,199,390.72","1,800,103.16","1,754,472.78","370,022.13","223,836.48","288,452.98","2,274,204.70","-515,118.58","-773,425.96","-16,903.91","1,075,918.67","2,198,112.06"
四、净利润,"22,371,139.72","43,275,434.95","60,727,639.23","12,914,469.55","40,823,675.40","50,494,592.05","66,364,824.80","10,887,462.79","29,204,290.03","41,661,601.85","58,618,539.85","13,300,788.22","23,773,543.29","34,413,277.60","46,823,666.88","9,930,624.69","12,219,651.66","19,110,935.89","6,039,883.36","939,706.74","-8,176,470.43","-11,031,088.32","-23,623,234.17","8,588,733.83","14,633,782.42","24,387,093.02","22,951,636.27","9,167,433.10"
