科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"327,214,471.91","321,400,957.17","304,639,683.18","287,192,598.48","264,465,183.86","329,461,232.18","265,509,439.12","229,913,011.63","338,158,935.31","247,061,945.71","427,067,946.64","443,902,509.78","372,451,974.12","555,862,110.46","419,205,109.59","275,300,592.68","239,603,693.39","231,840,956.78","220,347,077.51","306,969,884.00","306,481,074.41","252,944,945.14","277,766,728.82","406,143,255.33","278,908,790.55","317,399,876.84","279,064,543.11","318,815,055.24","300,401,644.02","210,510,051.59","342,624,814.33","227,181,408.19","543,758,830.28","293,764,287.71","557,450,483.62","453,633,878.06","568,079,506.00","616,069,972.52","553,617,669.42","548,887,880.01","883,974,021.86","555,556,063.44","629,810,087.98","572,778,581.80","627,974,736.78"
短期借款,"290,900,000.00","344,200,000.00","381,800,000.00","150,000,000.00","248,000,000.00","348,000,000.00","330,000,000.00","428,000,000.00","558,000,000.00","488,000,000.00","468,000,000.00","238,500,000.00","278,500,000.00","289,950,000.00","229,950,000.00","199,950,000.00","274,950,000.00","285,950,000.00","292,950,000.00","397,950,000.00","412,950,000.00","482,000,000.00","557,000,000.00","619,000,000.00","699,000,000.00","664,000,000.00","684,000,000.00","594,000,000.00","667,000,000.00","914,000,000.00","847,000,000.00","1,177,700,000.00","1,134,700,000.00","871,600,117.86","926,700,000.00","886,700,000.00","876,600,000.00","721,600,000.00","754,900,000.00","829,900,000.00","574,900,000.00","99,900,000.00","99,900,000.00","149,900,000.00","149,900,000.00"
交易性金融资产,"3,393,646.00","1,329,790.00","3,220,180.00","1,059,021.47","1,231,605.48","1,106,284.47","10,206,689.00","38,005.00","5,037,710.00",,"5,030,701.00","5,191,318.00","9,357,546.40","5,392,340.00","68,375.00","25,500.00","30,595.00",,"5,486,000.00","84,150.00","57,500.00","73,380.00","9,090.00",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"300,000.00","300,000.00",,,"400,000.00",,"200,000.00","2,200,000.00","3,150,000.00","430,000.00",,,"220,000.00","720,000.00","500,000.00",,,,,,,,,,,,,,,"75,040,365.58",,,
应付票据,"9,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"21,947,732.38","29,624,359.04","31,479,253.32","22,105,126.82","21,448,467.10","22,634,720.36","20,669,148.87","15,788,017.60","21,595,062.74","22,912,108.14","22,286,938.36","11,198,350.81","27,086,694.29","24,686,998.58","26,221,848.04","23,816,912.77","29,675,302.29","31,346,533.84","32,260,814.82","20,240,703.63","31,791,183.96","29,389,807.35","34,251,230.97","26,119,545.94","31,759,611.90","32,072,792.14","40,093,178.55","20,897,030.37","30,327,158.29","38,342,531.95","41,080,007.49","29,951,123.84","40,112,303.82","42,534,426.67","44,370,889.16","33,555,378.94","42,689,071.33","48,738,917.61","54,559,461.91","80,237,036.15","94,991,008.27","1,793,425.58","71,465,054.59","46,910,664.99","61,673,920.38"
应付账款,"27,695,565.18","24,069,953.23","22,001,788.40","25,802,297.18","20,414,796.99","18,685,426.42","30,580,302.66","49,819,177.85","38,576,273.56","35,121,863.80","32,869,584.48","55,496,172.95","70,443,352.14","65,584,454.69","57,195,487.55","60,922,810.31","51,507,406.73","54,912,935.71","57,639,621.50","51,036,256.29","39,852,518.63","35,413,311.52","62,885,029.48","54,716,795.56","42,553,604.66","44,700,297.47","47,255,811.62","52,145,367.51","47,479,571.84","200,901,494.67","206,784,660.43","254,156,456.23","225,232,998.61","223,044,334.30","240,985,454.27","300,603,325.54","257,260,486.18","256,357,807.09","240,053,851.59","225,863,749.28","184,896,055.66","146,825,374.58","198,126,885.41","140,450,087.44","119,656,996.13"
预付款项,"64,853,118.16","76,651,621.77","89,997,440.19","4,390,655.24","24,021,081.61","126,132,420.22","59,219,580.08","19,043,321.78","19,528,591.37","27,870,353.88","27,665,144.19","21,797,842.25","28,955,023.14","40,135,596.28","53,127,323.74","32,004,525.06","22,423,819.16","23,916,678.24","34,676,536.56","38,338,242.03","36,097,960.67","31,130,685.88","29,461,731.54","11,486,081.50","13,568,105.63","11,937,242.97","12,895,779.14","5,130,134.41","10,125,348.30","4,432,090.05","6,022,580.03","2,384,737.82","7,976,228.44","7,982,546.95","2,186,490.53","744,492.61","3,734,564.04","6,001,196.70","7,959,808.59","944,143.66","4,053,797.91",,"7,692,941.29","1,015,653.11","1,286,011.68"
预收款项,"154,891,236.00","178,857,838.00","269,771,407.50","179,682,265.29","182,232,342.89","273,655,381.89","326,533,170.64","317,487,101.60","265,786,412.50","239,612,562.13","291,528,832.88","371,520,305.55","423,739,752.70","464,081,029.80","419,996,454.20","397,363,182.80","244,822,019.00","242,915,046.08","280,498,937.95","292,877,679.20","300,860,166.10","317,789,779.15","360,656,038.62","377,663,411.51","383,604,573.70","385,820,383.34","403,776,024.48","367,481,529.21","399,752,065.50","342,240,624.32","339,556,685.84","304,503,459.15","319,370,025.64","321,019,409.83","324,284,004.44","335,543,896.25","410,067,367.26","410,336,078.05","422,574,083.92","407,028,192.16","353,299,902.63","365,311,456.27","364,351,236.75","367,267,478.06","353,608,312.87"
