科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"48,786,998.21","14,895,718.61","29,195,403.28","78,821,695.29","58,376,833.90","25,247,405.43","26,975,073.85","24,835,611.21","43,441,360.80","29,667,893.69","47,723,792.98","42,361,640.40","40,568,622.24","34,154,927.29","33,015,457.02","29,628,172.67","36,529,760.80","132,908,404.41","53,214,110.92","30,860,773.44","73,318,610.87","82,264,280.64","77,497,049.72","72,443,281.37","74,693,628.28","49,340,104.92","104,895,989.17","82,047,161.05","111,809,909.50","235,008,497.30","981,675,939.54","531,837,135.12","275,638,209.45","198,582,453.20","210,218,793.43","162,632,126.97","222,937,374.70","164,929,346.01","218,768,372.02","294,131,009.19","148,915,916.52","253,503,742.43","302,727,378.64","202,384,864.70","239,745,255.48"
短期借款,"112,796,540.00","53,408,350.00","132,028,250.00","231,137,392.39","280,258,138.49","156,091,520.47","174,322,528.86","303,148,317.82","299,139,514.27","270,883,165.18","251,743,743.79","183,846,698.67","128,294,494.90","137,658,908.06","102,000,254.40","103,306,476.21","132,649,582.70","264,867,392.58","360,454,147.86","346,895,046.80","389,747,555.30","400,345,110.10","400,778,442.48","470,642,327.06","477,581,132.38","387,487,115.36","545,706,437.72","427,363,254.61","397,232,410.18","392,505,237.96","484,206,008.85","279,486,738.30","572,895,235.60","615,452,140.66","914,247,894.50","899,604,210.62","1,031,377,964.80","940,285,644.80","892,140,000.00","854,390,000.00","989,960,000.00","939,920,000.00","926,120,000.00","748,070,000.00","634,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"553,723.45","553,723.45",,,,,,,,,,,,,,,,
应收票据,"86,081,842.09","47,166,066.20","62,552,999.00","112,445,913.65","121,997,074.48","44,236,299.72","84,686,046.61","116,009,009.48","100,913,201.56","123,602,842.42","163,308,495.38","152,749,707.49","242,707,613.63","234,704,358.77","245,947,049.15","366,387,210.80","349,551,919.45","221,490,914.02","238,023,744.24","250,832,209.65","218,178,222.75","150,207,582.95","280,093,197.34","394,780,038.96","342,151,664.33","393,920,316.64","558,161,382.16","642,574,864.90","481,127,321.45","323,076,127.95","389,500,312.06","497,595,171.26","271,861,852.90","240,738,354.38","327,146,031.54","446,953,537.99","376,765,501.02","297,612,800.26","290,019,935.90","574,462,725.15","726,881,050.78","498,959,875.55","716,183,845.40","1,074,729,711.08","786,827,118.48"
应付票据,,,,,,,,,"2,330,000.00","30,853,790.00","27,402,000.00",,,,,,,,"20,390,000.00","12,790,000.00","40,000,000.00","54,000,000.00","53,900,000.00","46,390,000.00","5,040,000.00","35,297,000.00","10,953,000.00","11,436,395.00","11,980,242.00","38,979,403.00","53,764,654.00","118,085,690.50","43,051,972.50","66,925,000.00","130,461,062.00","36,255,240.00","67,188,140.00","61,601,000.00","129,202,600.00","146,262,300.00","118,241,854.90","163,912,530.00","176,989,379.74","213,826,167.86","6,176,230.59"
应收账款,"74,102,316.00","117,051,543.58","114,299,862.53","141,355,515.46","113,574,395.91","129,752,451.71","149,965,069.42","100,685,368.43","115,291,661.65","134,440,941.15","140,132,499.68","136,093,543.76","135,101,198.97","184,032,636.93","184,654,839.39","156,944,070.27","164,247,157.58","183,327,945.11","213,799,892.18","231,705,446.00","208,992,295.30","271,047,645.45","283,035,358.10","246,573,969.61","264,379,075.14","329,555,886.62","347,540,653.38","243,994,264.25","313,879,212.87","375,331,489.94","357,178,134.73","290,033,262.28","368,209,504.45","490,346,398.68","582,432,117.10","443,989,744.80","523,334,358.50","587,606,118.11","630,251,192.80","428,245,594.27","498,803,721.47","597,575,321.36","641,936,672.27","432,847,551.57","552,948,616.65"
应付账款,"85,751,211.05","81,035,831.83","71,476,550.22","98,107,835.15","37,988,338.28","59,881,181.41","107,515,665.93","55,612,450.10","66,147,836.04","134,002,631.01","123,508,182.05","107,418,631.46","110,665,846.18","86,506,283.02","72,488,747.47","110,861,994.40","69,931,213.83","100,641,860.60","131,612,451.94","109,970,163.87","168,691,667.57","139,637,563.68","211,142,387.52","181,169,544.03","164,400,175.14","153,168,552.40","158,839,157.97","151,592,343.31","103,261,548.69","120,425,797.82","136,075,996.45","279,540,102.61","180,692,741.34","165,203,078.32","131,823,110.57","267,132,777.70","232,997,915.33","262,816,908.63","394,476,709.53","414,197,741.06","382,924,883.00","316,858,444.21","353,349,391.41","468,851,011.34","608,953,494.57"
预付款项,"25,051,635.64","7,484,558.40","8,750,218.81","21,628,023.96","4,184,783.07","23,169,607.98","45,242,256.78","14,355,202.92","29,643,413.86","49,798,362.24","30,311,591.78","34,900,451.91","18,877,868.04","21,017,755.24","19,369,142.10","64,037,883.67","61,026,162.82","134,991,171.53","114,132,745.40","72,475,893.24","126,777,651.32","84,714,729.61","86,287,577.46","40,782,167.12","27,326,128.24","31,725,640.81","103,894,716.43","43,077,095.72","6,451,519.60","7,509,265.62","26,636,237.95","63,842,773.79","151,434,296.87","74,182,779.20","113,084,814.94","60,862,271.24","212,179,032.30","25,145,513.18","34,254,686.20","66,287,627.55","26,183,544.55","28,041,830.44","29,142,977.35","39,259,602.96","32,600,775.98"
预收款项,,"15,670,404.70",,"10,118,333.21",,"11,201,055.40","8,833,039.30","7,007,189.04","20,473,674.36","15,352,694.07","20,917,511.42","13,372,087.06","24,230,935.94","10,395,102.09","12,681,057.52","20,525,060.26","8,413,712.11","10,579,874.29","20,046,071.67","23,764,922.65","12,488,173.92","9,807,690.59","12,384,228.21","24,784,543.23","27,062,331.41","15,165,286.05","12,916,857.25","20,901,697.72","2,487,630.10","2,047,672.41","1,851,492.92","25,156,311.97","978,145.30","1,302,426.65","4,216,683.76","21,043,293.08","3,465,540.14","1,905,595.21","1,809,352.44","80,957,268.96","10,526,055.46","7,377,497.00","9,715,875.81","43,247,423.18","8,655,451.79"
