科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,"84,362,000,000.00","74,689,000,000.00","111,395,000,000.00","899,457,000,000.00","195,769,000,000.00","1,179,541,000,000.00","1,570,374,000,000.00","2,195,748,000,000.00","332,061,000,000.00","415,116,000,000.00","659,245,000,000.00","1,097,684,000,000.00","356,341,000,000.00","803,343,000,000.00","1,239,348,000,000.00","2,041,322,000,000.00","446,591,000,000.00","478,776,000,000.00","682,892,000,000.00","470,066,000,000.00","247,590,000,000.00","442,555,000,000.00","710,264,000,000.00","913,430,000,000.00","384,399,000,000.00","372,657,000,000.00","601,804,000,000.00","552,287,000,000.00","345,279,000,000.00","226,025,000,000.00","350,803,000,000.00","579,100,000,000.00","458,665,000,000.00","352,374,000,000.00","573,869,000,000.00","451,491,000,000.00","168,485,000,000.00","475,545,000,000.00","505,602,000,000.00","765,069,000,000.00","144,029,000,000.00","221,529,000,000.00","482,205,000,000.00","803,283,000,000.00","160,985,000,000.00"
客户存款和同业存放款项净增加额,"45,677,000,000.00","162,257,000,000.00","248,422,000,000.00","319,443,000,000.00","53,767,000,000.00","103,092,000,000.00","185,349,000,000.00","135,601,000,000.00","211,148,000,000.00","359,551,000,000.00","390,757,000,000.00","427,907,000,000.00","116,405,000,000.00","188,014,000,000.00","266,778,000,000.00","305,842,000,000.00","164,850,000,000.00","200,386,000,000.00","192,826,000,000.00","325,570,000,000.00","81,749,000,000.00","343,183,000,000.00","192,672,000,000.00","365,377,000,000.00","196,903,000,000.00","356,365,000,000.00","457,362,000,000.00","498,322,000,000.00","422,512,000,000.00","941,749,000,000.00","716,830,000,000.00","712,428,000,000.00","27,732,000,000.00","320,702,000,000.00","163,220,000,000.00","281,373,000,000.00","7,392,000,000.00",,,"230,351,000,000.00","127,495,000,000.00","340,205,000,000.00","172,170,000,000.00",,"2,549,000,000.00"
取得投资收益收到的现金,"1,411,000,000.00","2,280,000,000.00","4,634,000,000.00","3,869,000,000.00","2,078,000,000.00","2,830,000,000.00","6,452,000,000.00","19,518,000,000.00","2,256,000,000.00","2,854,000,000.00","6,382,000,000.00","8,083,000,000.00","2,088,000,000.00","3,674,000,000.00","6,674,000,000.00","9,075,000,000.00","2,726,000,000.00","5,284,000,000.00","8,983,000,000.00","13,288,000,000.00","3,716,000,000.00","7,375,000,000.00","11,847,000,000.00","17,302,000,000.00","4,060,000,000.00","7,630,000,000.00","12,472,000,000.00","21,849,000,000.00","7,959,000,000.00","18,322,000,000.00","29,022,000,000.00","39,675,000,000.00","10,485,000,000.00","28,548,000,000.00","43,663,000,000.00","51,407,000,000.00","8,336,000,000.00","26,904,000,000.00","52,003,000,000.00","60,509,000,000.00","13,662,000,000.00","33,842,000,000.00","48,093,000,000.00","52,205,000,000.00","12,369,000,000.00"
向中央银行借款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000,000.00","12,500,000,000.00","5,000,000,000.00","11,000,000,000.00","42,600,000,000.00","39,000,000,000.00","7,900,000,000.00","31,400,000,000.00","267,508,000,000.00",,"21,434,000,000.00","714,000,000.00","84,730,000,000.00",
收到其他与投资活动有关的现金,"1,000,000.00","50,000,000.00","61,000,000.00","267,000,000.00","21,000,000.00","268,000,000.00","302,000,000.00","1,033,000,000.00","460,000,000.00","106,000,000.00","153,000,000.00","156,000,000.00","36,000,000.00","78,000,000.00","123,000,000.00","154,000,000.00","37,000,000.00","54,000,000.00","68,000,000.00","258,000,000.00","3,000,000.00","8,000,000.00","474,000,000.00","262,000,000.00","2,000,000.00","20,000,000.00","33,000,000.00","407,000,000.00","2,000,000.00","13,000,000.00","22,000,000.00","1,299,000,000.00","8,000,000.00","62,000,000.00","61,000,000.00","169,000,000.00","21,000,000.00","423,000,000.00","422,000,000.00","566,000,000.00","2,000,000.00","18,000,000.00","98,000,000.00","258,000,000.00","221,000,000.00"
向其他金融机构拆入资金净增加额,"30,512,000,000.00",,"20,070,000,000.00","38,854,000,000.00","8,245,000,000.00",,"72,146,000,000.00","2,343,000,000.00","3,308,000,000.00","16,980,000,000.00","29,866,000,000.00","28,794,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"85,482,000,000.00",,"47,395,000,000.00",,,,,
投资活动现金流入小计,"85,774,000,000.00","77,019,000,000.00","116,090,000,000.00","903,593,000,000.00","197,868,000,000.00","1,182,639,000,000.00","1,577,128,000,000.00","2,216,299,000,000.00","334,777,000,000.00","418,076,000,000.00","665,780,000,000.00","1,105,923,000,000.00","358,465,000,000.00","807,095,000,000.00","1,246,145,000,000.00","2,050,551,000,000.00","449,354,000,000.00","484,114,000,000.00","691,943,000,000.00","483,612,000,000.00","251,309,000,000.00","449,938,000,000.00","722,585,000,000.00","930,994,000,000.00","388,461,000,000.00","380,307,000,000.00","614,309,000,000.00","574,543,000,000.00","353,240,000,000.00","244,360,000,000.00","379,847,000,000.00","620,074,000,000.00","469,158,000,000.00","380,984,000,000.00","617,593,000,000.00","503,067,000,000.00","176,842,000,000.00","502,872,000,000.00","558,032,000,000.00","826,144,000,000.00","157,693,000,000.00","255,389,000,000.00","530,396,000,000.00","855,746,000,000.00","173,575,000,000.00"
收取利息、手续费及佣金的现金,"11,420,000,000.00","21,494,000,000.00","35,021,000,000.00","51,139,000,000.00","16,973,000,000.00","35,370,000,000.00","53,376,000,000.00","70,244,000,000.00","14,547,000,000.00","32,197,000,000.00","47,921,000,000.00","66,604,000,000.00","19,604,000,000.00","39,336,000,000.00","60,540,000,000.00","86,942,000,000.00","27,522,000,000.00","56,475,000,000.00","87,150,000,000.00","123,625,000,000.00","34,320,000,000.00","78,877,000,000.00","111,107,000,000.00","154,698,000,000.00","37,723,000,000.00","87,066,000,000.00","141,055,000,000.00","181,159,000,000.00","56,145,000,000.00","112,232,000,000.00","190,959,000,000.00","230,977,000,000.00","73,403,000,000.00","149,467,000,000.00","218,240,000,000.00","244,743,000,000.00","72,967,000,000.00","147,454,000,000.00","201,631,000,000.00","234,993,000,000.00","65,965,000,000.00","126,719,000,000.00","213,381,000,000.00","257,953,000,000.00","80,242,000,000.00"
投资支付的现金,"115,650,000,000.00","103,191,000,000.00","157,568,000,000.00","966,007,000,000.00","223,813,000,000.00","1,187,811,000,000.00","1,633,975,000,000.00","2,248,112,000,000.00","349,776,000,000.00","449,718,000,000.00","723,204,000,000.00","1,146,980,000,000.00","372,665,000,000.00","831,624,000,000.00","1,282,989,000,000.00","2,070,605,000,000.00","441,799,000,000.00","490,947,000,000.00","739,206,000,000.00","538,739,000,000.00","264,854,000,000.00","497,161,000,000.00","765,694,000,000.00","958,709,000,000.00","446,644,000,000.00","452,880,000,000.00","787,543,000,000.00","798,001,000,000.00","458,636,000,000.00","348,906,000,000.00","546,108,000,000.00","787,928,000,000.00","639,058,000,000.00","664,638,000,000.00","908,880,000,000.00","865,591,000,000.00","207,445,000,000.00","445,242,000,000.00","474,736,000,000.00","794,146,000,000.00","251,173,000,000.00","331,834,000,000.00","499,943,000,000.00","923,275,000,000.00","170,642,000,000.00"
