科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"105,915,664.88","256,524,645.51","387,549,680.40","622,895,193.35","115,279,972.28","274,630,212.25","572,820,127.33","833,378,345.69","164,452,410.05","372,523,423.70","636,316,379.19","879,350,670.17","189,759,472.36","410,495,088.49","712,489,578.90","963,351,762.36","196,128,992.48","421,962,015.29","637,631,418.95","847,779,753.57","241,453,708.86","488,274,970.56","705,157,516.21","941,356,213.28","197,552,448.78","497,334,299.61","732,640,053.07","1,024,581,722.25","226,893,470.47","608,562,664.00","841,836,031.02","1,420,271,015.27","409,381,716.01","1,090,501,623.98","1,603,206,068.28","2,128,485,253.78","450,158,037.39","1,121,237,916.23","1,827,694,079.14","2,622,896,144.21","647,958,756.79","1,334,454,560.40","1,841,615,815.31","2,326,326,803.09","339,695,300.40","767,675,300.11"
取得子公司及其他营业单位支付的现金净额,"-2,829,488.14","-2,829,488.14","-20,224,591.77","32,442,676.56",,,"18,822,885.76","30,932,456.29",,,,,,,,,,"-16,866,364.53","41,433,635.47","64,133,635.47",,,,,,,,,,,,,,,,"992,499.24",,,,,,,,,,
收到的税费返还,,"98,692.47",,"214,533.80",,"798,132.21",,"359,424.14",,"271,644.91",,"2,146,096.55",,"715,673.35","715,673.35","2,473,374.77",,"2,030,085.47","4,062,217.77","3,854,337.51",,"1,608,394.64","2,321,234.86","2,308,645.74",,"630,822.04","835,270.08","342,666.68","706,828.15","972,418.15","1,378,581.57","2,619,671.17","288,334.24","3,077,963.42","4,776,757.86","6,567,005.04","1,262,064.84","3,321,676.93","5,214,988.74","6,980,520.23","3,383,831.27","6,650,690.87","10,082,853.93","12,987,814.02","2,066,104.17","8,278,703.28"
支付其他与投资活动有关的现金,"5,034,530.10","5,309,096.65","5,492,532.25",,"10,568.12","29,341.32","37,039,674.12","69,102.58","12,000.00","34,000.00","3,261,120.00","1,565,513.53",,"10,800.00","10,800.00","53,172.00",,"2,430.00","2,430.00",,,,,,,,,,"1,000,000.00",,"186,911.58","13,531,484.32","800,000.00",,"134,923.50",,,,"673,139.07",,"33,354.80","651,407.32","603,191.66",,,"574,358.54"
收到其他与经营活动有关的现金,"2,830,569.85","6,776,179.99","32,073,008.33","8,392,087.88","27,474,493.79","24,548,403.76","50,259,578.86","47,673,007.16","12,422,263.26","7,717,927.03","36,524,113.51","22,491,144.28","10,062,912.55","5,182,360.17","30,288,135.21","8,610,518.50","33,887,703.34","42,425,508.05","46,688,773.08","15,917,288.41","7,909,231.79","8,696,685.27","12,253,831.91","21,161,080.58","7,097,025.97","9,877,137.56","13,725,993.66","15,726,701.81","5,500,353.82","12,205,641.89","26,506,901.57","12,346,918.76","4,765,104.97","30,396,912.01","80,294,537.46","27,708,999.95","26,916,597.82","28,736,677.49","122,911,468.38","81,111,411.59","21,638,819.60","91,791,391.53","65,555,916.56","41,939,681.21","9,371,028.83","31,944,700.77"
投资活动现金流出小计,"7,091,439.62","117,922,732.78","268,308,716.59","436,525,776.59","41,057,450.93","62,924,437.69","137,244,611.65","162,908,555.35","24,658,984.89","45,133,799.79","56,389,821.06","116,451,039.92","12,437,880.18","26,307,742.78","33,383,398.28","66,257,893.28","35,486,221.09","77,036,085.43","98,232,797.39","117,198,991.41","28,316,896.42","73,738,036.18","93,106,123.85","111,516,800.57","23,846,465.73","43,908,321.35","58,982,688.10","82,378,135.29","94,204,713.76","103,812,231.75","269,794,270.09","213,542,602.77","29,657,607.85","91,692,013.47","187,376,478.50","341,044,775.18","187,973,269.03","266,832,990.03","396,651,520.07","319,534,980.64","30,884,105.52","52,755,226.53","200,760,462.04","268,831,960.51","111,791,527.38","267,121,323.32"
经营活动现金流入小计,"108,746,234.73","263,399,517.97","419,622,688.73","631,501,815.03","142,754,466.07","299,976,748.22","623,079,706.19","881,410,776.99","176,874,673.31","380,512,995.64","672,840,492.70","903,987,911.00","199,822,384.91","416,393,122.01","743,493,387.46","974,435,655.63","230,016,695.82","466,417,608.81","688,382,409.80","867,551,379.49","249,362,940.65","498,580,050.47","719,732,582.98","964,825,939.60","204,649,474.75","507,842,259.21","747,201,316.81","1,040,651,090.74","233,100,652.44","621,740,724.04","869,721,514.16","1,435,237,605.20","414,435,155.22","1,123,976,499.41","1,688,277,363.60","2,162,761,258.77","478,336,700.05","1,153,296,270.65","1,955,820,536.26","2,710,988,076.03","672,981,407.66","1,432,896,642.80","1,917,254,585.80","2,381,254,298.32","351,132,433.40","807,898,704.16"
投资活动产生的现金流量净额,"-5,336,701.37","-116,019,994.53","-263,255,991.60","-429,237,917.42","-3,593,250.93","-15,212,041.24","-89,304,257.70","-150,956,650.26","-23,343,834.89","-25,533,669.52","-41,677,078.01","-89,527,123.07","-3,679,107.88","-12,575,741.65","-15,397,287.35","-44,606,376.32","-32,467,765.66","-68,900,457.03","132,650,037.27","111,377,729.97","-24,682,556.42","-61,983,666.63","-80,955,804.30","-97,375,790.45","-18,672,085.73","-24,815,051.35","-27,125,561.84","-59,038,623.57","-5,577,628.28","-11,432,630.27","-44,680,458.13","-136,827,516.29","-13,932,811.16","450,357,028.94","430,206,881.18","337,219,668.96","-139,840,956.35","-118,110,035.14","-189,484,208.58","-80,528,662.72","-9,671,720.72","-32,179,590.38","-175,011,715.04","-201,270,786.77","40,167,553.89","74,080,094.80"
购买商品、接受劳务支付的现金,"74,229,553.83","150,929,446.77","164,850,048.23","308,407,941.98","99,473,858.87","201,831,960.02","414,943,936.16","529,238,321.77","81,832,588.61","195,790,575.61","353,137,827.27","422,683,733.52","122,782,277.08","254,713,705.44","447,377,500.72","614,337,212.06","138,157,567.10","299,138,773.99","454,531,644.41","589,630,286.65","107,518,577.47","203,308,020.63","317,020,451.53","396,057,359.11","112,114,835.72","232,077,355.64","378,640,088.55","511,781,853.45","123,349,093.39","253,150,787.74","388,664,613.52","837,934,338.24","305,976,809.09","722,629,872.33","918,820,336.21","1,471,179,068.41","269,750,949.49","694,495,447.28","1,189,994,071.69","1,821,373,473.30","538,149,245.68","1,008,063,334.89","1,365,848,043.36","1,656,338,442.57","195,153,004.36","421,575,042.37"
吸收投资收到的现金,,,,,,,,,,,"67,708,179.00","67,708,179.00",,,,,,"64,232,154.60","64,232,154.60","10,274,654.19","9,309,821.32","100,560,935.09","100,560,935.09","105,068,595.03","3,520,000.00","3,520,000.00","3,520,000.00","7,420,000.00",,,,,"130,545.00","1,276,788.47","1,055,647.17","1,504,470.20",,"10,809,662.00","10,523,809.31","10,955,722.00",,,,"600,000.00",,
支付给职工以及为职工支付的现金,"12,746,453.45","26,002,951.28","36,954,943.62","53,118,457.05","15,845,645.36","29,874,231.44","47,136,051.16","65,036,759.17","18,730,916.57","36,407,285.43","50,892,996.08","69,008,119.10","29,176,744.98","50,376,993.70","69,544,452.11","90,557,638.37","24,313,017.13","53,327,905.25","71,801,630.87","105,545,163.29","31,543,265.03","58,034,042.28","83,557,747.13","114,592,558.58","45,575,711.68","82,806,875.19","106,525,270.69","141,077,755.09","47,433,996.45","81,426,000.86","114,146,017.59","163,093,870.34","50,403,936.41","94,110,200.40","146,669,221.04","194,925,930.83","75,597,367.01","137,571,681.71","190,781,563.23","246,379,185.20","83,213,429.11","144,579,339.35","200,582,067.95","254,668,303.01","75,789,077.08","129,002,220.92"
取得借款收到的现金,"30,000,000.00","91,000,000.00","250,700,000.00","329,700,000.00","40,000,000.00","158,700,000.00","479,000,000.00","716,100,000.00","244,000,000.00","318,200,000.00","337,200,000.00","337,200,000.00","200,000,000.00","239,000,000.00","235,000,000.00","265,000,000.00","165,000,000.00","302,000,000.00","326,000,000.00","343,000,000.00","170,000,000.00","200,000,000.00","311,600,000.00","120,000,000.00","45,000,000.00","80,000,000.00","180,000,000.00","240,000,000.00",,"50,000,000.00","205,647,372.20","282,537,372.20","130,000,000.00","240,000,000.00","325,000,000.00","295,167,066.67","283,802,517.56","429,034,468.15","540,359,765.22","484,095,444.00","207,179,061.30","384,004,907.42","685,750,069.44","571,195,397.54","138,738,156.01","296,222,158.04"
支付的各项税费,"14,180,780.57","31,870,878.86","51,544,557.76","64,378,432.12","10,166,673.56","35,669,089.68","72,889,925.80","96,259,358.82","17,532,756.79","47,348,721.55","78,752,879.69","116,635,773.14","16,909,405.96","43,801,264.17","73,615,143.15","98,470,899.62","14,178,260.95","51,236,976.12","76,581,150.04","90,444,021.09","21,264,988.84","75,310,255.58","106,001,361.77","132,093,133.74","21,274,028.85","68,392,731.16","103,292,342.99","134,361,473.09","26,802,369.26","73,378,010.84","107,768,193.86","131,062,146.95","32,999,549.12","81,370,787.79","154,898,444.35","198,540,481.04","41,733,538.84","97,435,788.49","162,140,584.70","216,731,177.57","45,185,734.71","97,237,600.99","143,481,367.29","189,333,252.31","31,067,265.80","66,166,677.70"
收到其他与筹资活动有关的现金,,,,,"5,618.42",,,,,,"5,829,498.43",,,,"2,847,693.64",,,"9,927,119.32","9,929,058.33",,"264,960.16","1,038,073.84","1,806,791.09",,,,,,,,,,,,,"16,860,133.09","1,318,061.33",,,"16,355,040.99",,,,"5,000,000.00",,
支付其他与经营活动有关的现金,"14,748,181.79","35,562,110.34","88,623,016.23","79,551,631.83","30,750,882.60","45,620,657.14","105,612,873.06","137,587,710.13","30,007,956.74","41,521,992.62","90,567,429.84","120,712,465.16","32,659,447.87","54,977,282.55","99,394,733.32","93,691,275.68","50,183,080.28","78,107,641.25","125,818,459.80","98,242,779.54","34,097,487.38","56,337,250.20","93,546,439.97","128,161,123.25","28,544,857.93","51,058,564.96","86,796,866.96","119,153,505.65","35,132,987.05","76,200,323.88","113,667,514.87","121,181,467.17","35,752,693.59","107,086,257.43","283,275,597.21","166,656,508.50","104,145,267.16","148,966,832.30","276,084,229.04","249,315,301.12","42,392,937.81","138,937,228.12","187,218,569.50","187,573,869.58","58,365,807.08","111,755,119.25"
筹资活动现金流入小计,"30,000,000.00","91,000,000.00","250,700,000.00","329,700,000.00","40,005,618.42","158,700,000.00","479,000,000.00","716,100,000.00","244,000,000.00","318,200,000.00","410,737,677.43","404,908,179.00","200,000,000.00","239,000,000.00","237,847,693.64","265,000,000.00","165,000,000.00","376,159,273.92","400,161,212.93","353,274,654.19","179,574,781.48","301,599,008.93","413,967,726.18","325,068,595.03","48,520,000.00","83,520,000.00","183,520,000.00","247,420,000.00",,"50,000,000.00","205,647,372.20","282,537,372.20","130,130,545.00","241,276,788.47","326,055,647.17","313,531,669.96","285,120,578.89","439,844,130.15","550,883,574.53","511,406,206.99","207,179,061.30","384,004,907.42","685,750,069.44","576,795,397.54","138,738,156.01","296,222,158.04"
经营活动现金流出小计,"115,904,969.64","244,365,387.25","341,972,565.84","505,456,462.98","156,237,060.39","312,995,938.28","640,582,786.18","828,122,149.89","148,104,218.71","321,068,575.21","573,351,132.88","729,040,090.92","201,527,875.89","403,869,245.86","689,931,829.30","897,057,025.73","226,831,925.46","481,811,296.61","728,732,885.12","883,862,250.57","194,424,318.72","392,989,568.69","600,126,000.40","770,904,174.68","207,509,434.18","434,335,526.95","675,254,569.19","906,374,587.28","232,718,446.15","484,155,123.32","724,246,339.84","1,253,271,822.70","425,132,988.21","1,005,197,117.95","1,503,663,598.81","2,031,301,988.78","491,227,122.50","1,078,469,749.78","1,819,000,448.66","2,533,799,137.19","708,941,347.31","1,388,817,503.35","1,897,130,048.10","2,287,913,867.47","360,375,154.32","728,499,060.24"
偿还债务支付的现金,"30,800,000.00","45,800,000.00","60,800,000.00","90,000,000.00","52,000,000.00","117,000,000.00","345,200,000.00","570,800,000.00","221,900,000.00","334,800,000.00","378,000,000.00","410,500,000.00","208,700,000.00","260,700,000.00","256,700,000.00","271,700,000.00","117,000,000.00","242,000,000.00","302,000,000.00","354,000,000.00","170,000,000.00","252,000,000.00","257,000,000.00","297,000,000.00","59,000,000.00","94,000,000.00","199,000,000.00","199,500,000.00","32,000,000.00","32,000,000.00","168,680,000.00","241,147,372.20","66,020,000.00","548,900,000.00","790,680,545.27","629,790,000.00","151,759,151.00","246,958,729.71","361,907,618.37","424,501,248.52","137,190,527.73","314,038,105.04","452,580,994.32","392,699,209.50","112,682,875.90","364,146,820.22"
经营活动产生的现金流量净额,"-7,158,734.91","19,034,130.72","77,650,122.89","126,045,352.05","-13,482,594.32","-13,019,190.06","-17,503,079.99","53,288,627.10","28,770,454.60","59,444,420.43","99,489,359.82","174,947,820.08","-1,705,490.98","12,523,876.15","53,561,558.16","77,378,629.90","3,184,770.36","-15,393,687.80","-40,350,475.32","-16,310,871.08","54,938,621.93","105,590,481.78","119,606,582.58","193,921,764.92","-2,859,959.43","73,506,732.26","71,946,747.62","134,276,503.46","382,206.29","137,585,600.72","145,475,174.32","181,965,782.50","-10,697,832.99","118,779,381.46","184,613,764.79","131,459,269.99","-12,890,422.45","74,826,520.87","136,820,087.60","177,188,938.84","-35,959,939.65","44,079,139.45","20,124,537.70","93,340,430.85","-9,242,720.92","79,399,643.92"
分配股利、利润或偿还利息支付的现金,"1,170,607.50","6,750,314.64","21,280,536.90","27,695,699.22","5,573,845.77","36,810,402.54","53,161,454.91","64,618,821.19","10,774,574.91","42,713,706.43","51,298,649.61","53,824,041.41","4,674,017.79","39,948,394.91","54,298,170.31","61,351,125.05","5,253,015.19","46,564,350.92","58,162,654.20","75,727,385.53","6,426,007.35","48,836,958.40","67,666,520.66","74,410,611.47","3,282,754.38","7,179,210.74","72,149,959.04","78,356,644.42","7,062,659.85","58,857,019.23","89,968,285.09","106,495,691.17","19,799,007.04","69,863,318.90","98,417,611.25","102,863,176.22","7,538,438.56","87,528,969.51","98,954,777.85","102,178,674.12","7,630,922.01","86,968,696.82","96,653,840.81","105,996,183.52","12,051,334.19","40,678,206.83"
收回投资收到的现金,,,"5,503,224.22",,"37,000,000.00","37,000,000.00","37,000,000.00",,,,,,,,,,,,"211,618,588.25","208,118,588.25",,,,"250,000.00",,"10,000,000.00","20,000,000.00",,"80,000,000.00","80,000,000.00","180,000,000.00","53,370,000.00",,"522,029,620.40","582,026,295.40","331,180,798.99","38,000,000.00","121,037,600.00","179,037,600.00","192,550,015.93","8,489,832.13","8,489,832.13","8,498,733.13","38,526,976.17","138,158,771.18","321,888,436.18"
支付其他与筹资活动有关的现金,"28,140.00","173,584.44","238,787.13",,"62,715.88","185,804.54","450,670.68",,"3,253.07",,"53,873.52","206,178.24","2,210,823.55","3,644,091.07","3,644,091.07","3,644,091.07",,"5,106,472.06","9,938,525.56","774,927.60",,"1,537,852.45","1,537,852.45","400,000.00",,,"5,285.00",,,,,"19,281,832.07","116,560.00","9,308,042.61","17,342,860.87","25,414,924.70","8,301,298.11","14,619,830.10","21,967,358.26","35,765,019.89","7,561,001.54","13,102,267.62","18,441,072.86","23,678,738.91","4,685,908.99","5,417,593.12"
取得投资收益收到的现金,"584,275.54","584,275.54","584,275.54","654,250.54","282,000.00","10,340,196.45","10,340,196.45","10,697,128.95","1,093,600.00","14,151,796.45","14,151,796.45","14,151,796.45","8,341,000.00","12,413,558.01","16,091,010.00","19,030,608.95","2,895,000.00","7,919,839.73","13,604,618.74","13,562,657.10","3,607,950.00","11,621,228.55","11,621,228.55","13,053,139.84","5,074,380.00","8,674,820.00","11,162,314.26","11,162,314.26","8,314,074.25","11,824,074.25","14,790,205.88","15,688,256.38","15,530,361.01","19,432,671.33","20,321,488.47","320,943,072.83","1,857,358.67","15,464,850.50","15,073,674.77","15,536,250.11","12,351,801.70","10,741,851.10","14,520,351.10","15,246,508.49","13,015,047.17","18,227,178.74"
筹资活动现金流出小计,"31,998,747.50","52,723,899.08","82,319,324.03","117,695,699.22","57,636,561.65","153,996,207.08","398,812,125.59","635,418,821.19","232,677,827.98","377,513,706.43","429,352,523.13","464,530,219.65","215,584,841.34","304,292,485.98","314,642,261.38","336,695,216.12","122,253,015.19","293,670,822.98","370,101,179.76","430,502,313.13","176,426,007.35","302,374,810.85","326,204,373.11","371,810,611.47","62,282,754.38","101,179,210.74","271,155,244.04","277,856,644.42","39,062,659.85","90,857,019.23","258,648,285.09","366,924,895.44","85,935,567.04","628,071,361.51","906,441,017.39","758,068,100.92","167,598,887.67","349,107,529.32","482,829,754.48","562,444,942.53","152,382,451.28","414,109,069.48","567,675,907.99","522,374,131.93","129,420,119.08","410,242,620.17"
