科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"268,983,125.96","642,243,464.09","1,379,109,009.74","1,832,176,886.50","386,186,597.35","671,786,561.77","1,188,029,650.46","1,682,198,426.43","858,255,766.01","1,013,702,416.49","1,555,246,682.05","2,306,602,622.28","777,430,194.27","1,235,481,814.35","1,581,645,253.94","2,330,051,071.71","919,083,071.14","1,261,156,933.63","1,785,831,538.60","2,748,548,670.12","1,033,918,544.23","1,728,668,843.92","2,370,880,367.79","3,721,459,231.50","707,271,116.27","1,733,911,924.91","2,163,610,687.60","2,592,218,102.04","602,912,469.49","1,302,889,595.82","1,688,119,741.95","1,965,607,896.55","1,952,253,986.62","3,662,808,564.79","5,430,468,135.97","7,239,252,051.66","1,921,597,227.12","3,899,791,959.00","5,625,399,518.39","7,696,132,979.00","2,020,706,561.39","3,932,362,920.97","5,918,503,178.43","7,822,848,627.63","1,889,301,024.80","3,749,185,025.60"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"-29,851,294.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"59,228.45","215,729.62","59,228.45","2,833,919.14","1,039,912.46","1,903,443.28","2,183,213.23","2,761,699.50",,,,"18,326,465.48",,,"805,150.52","34,801,130.95","901,622.98","1,186,978.90","1,194,074.49","2,452,049.22",,"4,867,190.24","8,168,421.01","1,322,267.16","12,402,393.29","1,847,832.55","23,500,348.24","3,066,647.72","4,929,000.00",,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"173,587.58",,"398,995.94",,,"1,311,554.83","2,045,541.85","1,311,554.83",,"1,797,910.63",,,,,,"10,049,563.67",,,,,,"1,302,899.67","1,302,899.67","1,302,899.67",,"14,356,828.25","51,041,771.10","86,823,430.64",,,,"11,222,584.47","100,377,355.22","100,377,355.22","100,377,355.22","100,377,355.22",,,,,,,,,,
收到其他与经营活动有关的现金,"29,101,632.85","73,226,359.88","226,076,593.83","370,840,115.40","50,465,299.71","52,773,512.92","416,724,646.30","452,672,323.10","42,705,804.60","87,337,711.23","351,538,802.33","242,100,021.29","37,422,461.43","99,442,333.69","274,337,705.86","172,005,044.30","83,366,714.70","149,253,721.17","236,064,325.42","293,763,677.40","116,523,457.08","166,566,764.54","258,367,469.52","205,037,045.31","148,990,668.94","194,732,221.34","223,408,886.14","291,624,981.85","16,470,786.28","33,415,866.79","149,787,819.50","78,507,019.91","54,112,241.49","184,567,217.60","190,295,497.06","130,348,329.49","2,409,288.93","20,942,629.65","15,601,742.00","33,545,761.56","1,603,393.24","35,459,927.46","69,126,826.85","128,872,000.06","40,957,701.10","57,774,953.81"
投资活动现金流出小计,"9,072,090.67","26,999,054.05","67,309,730.36","95,338,114.81","21,746,487.38","39,973,618.77","36,469,307.45","93,682,403.39","17,058,709.20","45,058,870.03","59,837,798.31","103,870,530.70","17,545,131.21","12,780,552.94","60,257,364.85","64,951,548.48","50,515,409.44","73,522,221.88","87,488,910.30","91,610,803.77","9,587,905.28","17,916,062.52","24,804,243.72","31,958,724.65","3,894,074.75","36,490,250.45","82,633,425.56","128,643,383.01","3,513,175.06","4,802,255.58","7,481,351.82","28,286,098.36","106,891,282.40","108,350,638.60","112,450,372.15","135,957,368.62","4,397,058.97","6,233,604.82","10,914,186.50","22,812,952.05","1,791,886.91","3,876,225.25","5,260,089.44","7,098,299.84","287,988.49","1,059,333.30"
经营活动现金流入小计,"298,143,987.26","715,685,553.59","1,605,244,832.02","2,205,850,921.04","437,691,809.52","726,463,517.97","1,606,937,509.99","2,137,632,449.03","900,961,570.61","1,101,040,127.72","1,906,785,484.38","2,567,029,109.05","814,852,655.70","1,334,924,148.04","1,856,788,110.32","2,536,857,246.96","1,003,351,408.82","1,411,597,633.70","2,023,089,938.51","3,044,764,396.74","1,150,442,001.31","1,900,102,798.70","2,637,416,258.32","3,927,818,543.97","868,664,178.50","1,930,491,978.80","2,410,519,921.98","2,886,909,731.61","624,312,255.77","1,336,305,462.61","1,837,907,561.45","2,044,114,916.46","2,006,366,228.11","3,847,375,782.39","5,620,763,633.03","7,369,600,381.15","1,924,006,516.05","3,920,734,588.65","5,641,001,260.39","7,729,678,740.56","2,022,309,954.63","3,967,822,848.43","5,987,630,005.28","7,951,720,627.69","1,930,258,725.90","3,806,959,979.41"
投资活动产生的现金流量净额,"-4,319,328.08","8,857,515.30","-16,788,049.73","24,174,544.80","-19,849,720.72","-34,423,151.78","-30,851,287.83","-84,735,546.32","-15,096,267.84","-38,409,188.67","-51,119,312.02","-94,974,812.48","-15,033,858.36","-18,942,127.63","-51,861,475.60","-31,621,359.18","-38,031,272.46","-52,325,821.88","-66,292,510.30","-70,411,832.41","-9,587,905.28","-17,863,542.52","-24,694,085.26","-31,890,549.99","-3,894,074.75","-36,384,440.45","-82,485,995.56","-121,729,054.16","6,086,824.94","-9,249,683.05","-11,969,276.29","-28,275,901.70","-106,792,282.40","-108,210,188.60","-112,255,112.15","-135,761,208.62","-3,973,288.97","-5,844,725.82","-9,749,206.50","-21,931,802.05","-1,791,886.91","-3,816,084.53","-5,166,348.72","-6,997,809.12","-207,988.49","-629,333.30"
购买商品、接受劳务支付的现金,"178,704,802.09","326,834,284.81","501,815,833.72","922,322,237.15","286,487,059.37","430,461,376.77","757,616,575.82","998,330,009.59","187,332,855.91","394,288,415.92","400,885,569.51","1,140,855,259.70","245,457,175.06","454,798,671.78","677,859,815.14","1,192,084,792.83","344,308,275.42","609,848,003.36","907,452,499.19","1,618,663,351.01","349,193,893.80","789,108,416.91","997,842,645.92","1,730,645,788.92","393,474,932.42","805,930,983.00","1,101,335,215.72","1,347,888,555.59","214,811,958.92","206,582,446.22","276,918,775.73","341,535,588.24","1,579,693,093.95","3,016,981,911.99","4,348,465,482.16","5,798,829,887.80","1,688,197,322.21","3,529,146,997.14","5,334,527,040.77","6,918,800,937.71","1,723,624,684.02","3,327,455,303.91","5,315,174,903.59","6,954,235,827.53","1,534,625,135.09","3,167,351,917.41"
吸收投资收到的现金,,,,"7,000,000.00","2,202,000.00","2,202,000.00","2,202,000.00","2,202,000.00",,"7,000,000.00","7,000,000.00","7,000,000.00",,,,,,,,,,"17,000,000.00","17,000,000.00","17,000,000.00",,,,,,,,,,,,,,,,,,,,,,
