科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"2,358,268.96","6,504,525.71","7,463,749.57","8,910,275.00","7,089,561.68","8,145,187.50","7,907,029.64","7,158,395.37","7,851,281.87","6,072,259.14","35,560,722.53","17,108,074.38","5,462,048.37","5,863,307.45","7,736,251.91","6,571,028.00","14,659,225.25","27,335,187.82","52,733,114.67","54,319,444.28","30,299,364.99","40,370,643.97","67,421,386.92","58,091,487.28","101,789,527.53","102,088,565.01","99,248,471.30","103,892,944.67","93,496,069.76","79,355,548.76","230,975,524.68"
应付职工薪酬,"4,579,409.56","5,949,049.05","6,359,395.09","6,672,879.65","6,653,726.55","9,612,223.40","12,233,617.20","10,234,368.23","12,330,526.14","18,820,008.31","18,885,917.81","12,820,303.61","16,559,763.91","19,572,962.16","31,569,549.85","26,746,986.09","38,934,682.46","46,138,171.72","66,585,335.34","50,853,373.12","56,493,465.53","60,570,910.26","123,451,721.59","88,278,450.79","95,821,553.92","101,648,015.42","150,596,398.66","98,585,279.92","111,368,411.81","129,399,281.78","220,310,390.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,365,400.06","6,627,446.54","5,731,770.64","5,062,370.17","6,952,136.70","8,476,160.14","-474,213.24","-4,877,820.64","-359,624.13","-12,413,807.73","6,739,313.43","7,055,759.02","3,113,306.92","7,366,158.52","18,692,127.57","593,982.09","10,808,079.57","854,861.04","26,295,691.01","19,985,954.45","38,169,854.18","31,929,311.92","20,366,450.58","18,225,621.81","69,857,820.54","20,897,169.78","50,903,207.08","33,867,181.10","20,137,496.01","33,452,825.73","30,482,339.07"
应收利息,"3,093,531.57","3,178,648.22","1,118,445.48","1,170,503.68","1,282,329.67","2,551,266.11","5,431,016.12","8,014,099.45","8,179,932.78","373,333.36","513,333.37","653,333.38","793,333.39","933,333.40","500,940.00",,,,"30,069.86","30,069.86",,,,,,,,,,,"35,126.91"
应付利息,,,,,,,,,,,"262,538.26","262,538.26",,,"2,752,329.41","225,355.69","4,084,452.05","5,735,016.94","12,513,176.25","14,544,374.36","21,402,801.71","8,640,403.60","15,369,376.51","16,459,644.58","20,133,641.26","4,048,414.01","9,628,722.02","15,139,178.26","22,836,766.62","15,806,427.15","34,329,516.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"67,653,317.94","86,661,398.15","127,899,794.13","126,049,897.73","120,486,703.91","144,421,021.41","165,437,328.98","164,356,489.18","223,997,767.57","342,537,318.72","399,649,805.13","395,451,206.09","521,439,918.62","527,687,041.98","494,545,260.74","548,644,051.32","660,986,781.29","945,085,981.14","859,549,903.89","764,118,139.48","821,321,065.22","815,571,006.88","694,992,093.02","865,572,115.88","1,002,553,414.97","1,434,944,413.91","1,597,807,472.39","1,488,398,043.17","1,414,942,966.88","2,087,368,357.92","2,149,075,368.24"
其他应付款,"1,785,823.94","2,918,486.18","2,351,382.58","2,718,251.75","2,560,686.80","2,568,855.83","2,871,796.24","3,027,754.46","4,029,474.98","5,255,406.00","4,848,151.09","5,651,384.09","7,092,299.28","6,707,478.60","14,048,825.57","23,810,754.01","8,207,563.57","19,177,622.02","85,954,361.19","86,089,084.41","70,733,534.93","73,183,381.06","282,835,039.26","305,534,142.70","255,555,438.75","257,741,143.62","270,723,079.66","261,913,631.26","159,439,149.68","156,911,836.58","177,127,309.02"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"477,894.60",,"477,894.49","477,894.49","238,947.19","238,947.19",,,"344,878.61"
一年内到期的非流动负债,"647,830.24","10,730,728.33","601,859.92","406,225.16","205,409.30",,"10,331,290.86","10,331,290.86","555,649.61","555,649.61","8,531,267.03","13,857,905.12","15,331,267.03","20,731,267.03","21,600,000.00","21,600,000.00","21,600,000.00","21,600,000.00","51,752,751.74","45,975,689.35","51,775,688.34","52,132,782.64","75,881,507.92","70,314,790.11","53,696,201.91","42,504,291.40","37,757,452.41","31,112,951.06","79,224,567.64","82,428,642.24","115,933,012.76"
其他流动资产,,,,,,,,,,,"3,652,103.65","3,231,472.34","1,964,264.76","460,547.82","7,131,192.29","8,026,281.87","22,977,273.05","1,741,423.01","100,055,550.09","111,601,477.07","81,717,546.66","27,815,326.12","38,882,021.14","25,710,543.29","28,911,610.16","48,764,043.37","61,896,674.27","87,134,029.35","95,663,713.18","209,168,990.54","304,984,824.23"
其他流动负债,,,,,,,,,,,,,,,"1,268,495.57","1,268,495.57","1,561,039.98","1,509,039.96","1,850,435.61","1,850,435.61","1,798,074.24","1,798,074.24","2,499,415.24","2,653,748.64","2,499,415.24","2,499,415.24","2,403,249.52","2,403,249.52","2,312,383.00","2,222,879.59","4,384,489.87"
流动资产合计,"379,770,234.93","439,343,440.93","535,942,276.59","684,060,285.73","1,422,367,660.86","1,348,447,723.51","1,291,377,074.01","1,257,285,874.22","1,261,643,600.99","1,314,388,984.40","1,585,308,580.37","1,388,584,710.83","1,631,052,067.66","1,852,735,104.69","2,137,861,531.34","2,191,969,817.85","2,754,129,280.38","3,237,402,092.18","3,688,303,348.50","3,293,391,117.49","3,384,853,215.47","3,698,504,627.62","4,059,854,850.35","3,503,076,938.02","3,929,392,411.05","5,107,122,463.89","5,676,425,136.69","5,028,745,502.12","6,617,636,170.07","7,072,700,209.38","8,793,464,695.50"
流动负债合计,"272,178,202.52","311,623,419.90","361,965,292.73","508,970,347.20","417,493,533.38","330,484,090.65","291,200,953.49","307,924,299.67","389,556,991.70","507,042,180.27","844,327,174.27","650,253,522.82","896,846,347.70","1,108,433,881.17","1,440,281,299.82","1,492,993,018.27","1,990,672,851.53","2,244,041,733.12","2,871,268,780.71","2,387,360,193.07","2,432,188,489.58","2,943,176,268.83","3,372,930,694.21","2,865,435,206.52","3,355,154,959.81","4,480,904,268.85","5,254,741,584.33","4,707,598,630.83","5,668,900,871.93","6,340,418,405.73","8,428,522,810.66"
可供出售金融资产,,,,,,,,,,,,,,,,,,"20,000,000.00","38,418,500.00","38,418,500.00","38,418,500.00","52,218,500.00","82,218,500.00","83,718,500.00","83,718,500.00","86,846,000.00","129,718,500.00","165,544,653.34","162,417,153.34","176,874,653.34","179,661,908.56"
长期借款,"11,333,164.71","601,859.92","10,000,000.00","10,000,000.00","10,000,000.00","9,900,000.00",,,,,"36,159,424.05","72,834,416.34","67,434,416.34","62,034,416.34","56,634,416.34","62,972,982.57","57,572,982.57","52,172,982.57","51,167,355.48","132,589,572.37","244,075,173.25","32,710,673.31","26,945,995.78","20,856,417.06","380,171.41",,"260,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,"250,000,000.00","247,532,138.76","247,532,138.76","247,532,138.76","247,532,138.76","248,020,081.50","248,020,081.50","248,196,997.65","248,196,997.65","248,512,205.26","248,512,205.26","724,350,037.03","953,072,626.52","950,517,361.45"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"56,764,316.48","68,702,700.84","43,739,350.23","39,685,354.57","29,875,369.14","22,903,914.68","48,238,227.32","36,814,241.34","24,878,128.50","18,442,101.19","14,559,289.14","2,415,212.68","103,803,738.68","87,954,815.33","147,458,441.62"
长期股权投资,,,,,,,,,,,,,,,,,,"4,000,000.00","25,860,263.63","27,140,136.21","23,598,862.81","22,400,086.06","23,010,194.22","43,059,396.09","109,178,311.85","134,521,653.53","57,746,317.03","44,658,656.67","107,106,248.17","107,455,514.17","59,508,829.17"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,733,775.13"
固定资产,"57,144,557.80","62,956,114.31","81,088,591.99","87,598,593.27","95,834,136.04","100,209,816.14","106,820,435.96","148,565,259.42","189,104,533.88","214,657,199.07","224,374,397.43","233,001,778.22","226,571,115.77","224,906,667.78","244,058,130.76","245,883,425.69","279,308,614.69","329,079,160.18","415,192,814.62","414,001,066.51","411,991,500.42","443,403,590.21","889,647,807.35","919,994,408.06","923,111,583.99","927,438,048.79","1,489,453,029.75","1,503,820,018.41","1,507,253,254.34","1,587,548,332.80","2,095,758,571.74"
递延所得税负债,,,,,,,,,,,,,,,"19,320.00",,,,"10,704,744.17","10,704,744.17","10,704,744.17","9,895,141.68","5,775,164.50","5,613,244.00","5,451,323.50","5,289,403.00","5,127,482.50","4,965,562.00","4,803,641.50","4,695,694.50","4,479,800.50"
在建工程,"135,000.00","1,282,470.80","10,666,820.77","22,184,725.47","25,326,451.47","26,118,571.16","51,535,090.78","66,896,519.57","102,800,025.88","163,583,839.91","183,095,094.62","230,695,463.52","235,633,211.96","235,789,785.55","253,634,594.82","273,908,271.60","312,779,005.89","333,604,829.48","357,829,275.30","388,685,204.40","408,153,416.66","518,610,678.36","216,161,559.70","257,135,284.06","301,199,487.37","357,410,732.28","232,715,198.87","230,976,156.54","309,660,203.02","404,253,189.59","829,274,637.11"
其他非流动负债,"3,440,979.56","5,031,049.56","3,954,487.73","3,836,326.70","3,842,150.65","3,752,773.10","3,183,463.70","3,087,295.16","5,880,959.51","10,766,483.23","10,819,001.67","10,764,887.31","15,569,444.57","15,406,082.69","18,333,558.37","19,016,434.49","18,833,663.15","20,765,668.19",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,"2,477,334.58",,,,"2,698,381.37",,"5,640,479.29","4,712,637.95","4,278,337.37","9,021,205.55",,,
非流动负债合计,"14,774,144.27","5,632,909.48","13,954,487.73","13,836,326.70","13,842,150.65","13,652,773.10","3,183,463.70","3,087,295.16","5,880,959.51","10,766,483.23","46,978,425.72","83,599,303.65","83,003,860.91","77,440,499.03","74,987,294.71","81,989,417.06","133,170,962.20","391,641,351.60","374,247,903.76","451,261,606.44","553,267,731.25","377,942,655.80","403,135,055.37","397,916,946.27","370,542,593.65","382,122,429.73","634,231,222.52","655,795,598.98","1,274,584,576.25","1,487,679,694.87","1,545,373,560.73"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"286,952,346.79","317,256,329.38","375,919,780.46","522,806,673.90","431,335,684.03","344,136,863.75","294,384,417.19","311,011,594.83","395,437,951.21","517,808,663.50","891,305,599.99","733,852,826.47","979,850,208.61","1,185,874,380.20","1,515,268,594.53","1,574,982,435.33","2,123,843,813.73","2,635,683,084.72","3,245,516,684.47","2,838,621,799.51","2,985,456,220.83","3,321,118,924.63","3,776,065,749.58","3,263,352,152.79","3,725,697,553.46","4,863,026,698.58","5,888,972,806.85","5,363,394,229.81","6,943,485,448.18","7,828,098,100.60","9,973,896,371.39"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"141,000,000.00","141,000,000.00","141,000,000.00","141,000,000.00","188,000,000.00","188,000,000.00","188,000,000.00","188,000,000.00","244,400,000.00","244,400,000.00","244,400,000.00","244,400,000.00","244,400,000.00","244,400,000.00","244,400,000.00","244,400,000.00","251,611,000.00","251,611,000.00","251,611,000.00","251,541,000.00","630,775,000.00","630,775,000.00","645,427,000.00","645,097,000.00","645,097,000.00","1,289,724,000.00","1,292,904,000.00","1,292,621,500.00","1,291,912,500.00","1,291,912,500.00","1,291,912,500.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,,,"776,344,342.83","776,344,342.83","776,344,342.83","776,344,342.83","719,944,342.83","719,944,342.83","719,944,342.83","719,944,342.83","719,944,342.83","719,944,342.83","719,944,342.83","719,944,342.83","794,414,447.85","801,062,102.85","807,559,184.61","816,782,586.71","455,258,643.69","459,826,706.44","657,879,305.22","665,363,088.15","672,957,287.83","34,531,256.21","65,188,536.81","53,296,165.78","52,317,059.51","55,014,632.50","78,223,680.69"
无形资产,"21,962,452.43","21,477,838.91","20,974,019.26","20,895,710.08","20,753,987.80","20,887,051.06","21,100,059.87","20,929,560.00","21,603,221.15","21,404,133.34","21,473,606.18","21,268,539.16","21,070,725.36","22,461,129.84","40,200,075.26","39,827,059.79","39,226,573.19","40,668,264.98","102,756,033.32","103,846,090.98","102,515,686.30","104,727,457.27","211,911,210.05","210,961,196.13","212,911,621.88","211,176,885.03","279,616,158.84","279,106,614.28","277,631,886.25","276,457,232.66","279,765,466.69"
盈余公积,"2,333,880.69","5,352,488.97","11,123,941.66","11,123,941.66","11,123,941.66","11,123,941.66","19,705,733.09","19,705,733.09","19,705,733.09","19,705,733.09","26,763,496.54","26,763,496.54","26,763,496.54","26,763,496.54","35,478,494.07","35,478,494.07","35,478,494.07","35,478,494.07","55,639,476.96","55,639,476.96","55,639,476.96","55,639,476.96","92,301,110.50","92,301,110.50","109,874,832.18","109,874,832.18","146,430,591.86","146,430,591.86","146,430,591.86","146,430,591.86","207,411,754.50"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,"79,465,220.00","79,465,220.00","66,306,717.00","66,306,717.00","273,339,477.00","273,339,477.00","235,480,873.50","241,060,273.50","258,504,073.50","257,065,798.50","140,635,333.50","140,635,333.50","139,667,700.00"
商誉,,,,,,,,,,,,,,,,,,,"51,211,434.67","51,211,434.67","51,211,434.67","51,211,434.67","51,211,434.67","51,211,434.67","52,954,990.93","52,954,990.93","62,316,900.14","62,316,900.14","62,316,900.14","70,728,600.14","70,728,600.15"
未分配利润,"20,130,845.69","51,063,060.33","107,980,312.26","129,990,655.45","147,080,987.73","165,713,013.22","182,071,273.73","188,560,206.53","185,334,100.92","205,026,741.67","227,702,810.44","241,545,033.91","234,809,726.23","247,301,815.02","275,579,837.84","290,716,436.60","310,715,618.53","351,313,593.08","411,169,441.31","429,852,919.79","483,432,725.83","597,925,029.48","674,325,852.76","717,484,378.11","765,223,454.39","904,254,762.76","1,031,458,673.64","1,104,041,429.57","1,168,389,055.57","1,288,733,920.60","1,469,085,496.57"
长期待摊费用,"56,940.27",,"438,115.31","1,202,394.71","885,174.11","567,953.51","240,870.64","194,025.03","147,179.40","3,502,833.77","47,991,815.08","45,473,588.79","43,060,168.50","40,597,012.14","43,804,510.01","41,090,136.49","46,744,062.22","46,941,032.70","54,508,502.13","51,622,001.81","55,605,218.10","53,658,431.41","83,507,348.09","98,135,075.38","111,932,748.94","109,325,315.49","103,319,484.89","102,469,109.47","99,586,364.67","153,563,014.86","276,596,274.50"
少数股东权益,"9,883,996.98","11,644,835.37","14,384,520.26","12,542,554.74","12,845,533.44","12,693,129.17","12,691,419.01","12,624,741.80","12,466,201.23","13,060,566.15","13,288,792.19","13,641,006.04","14,212,544.52","14,846,434.65","15,398,543.23","15,379,471.64","12,272,265.32","12,976,103.55","120,324,720.81","126,627,295.32","115,948,414.55","129,759,883.99","139,037,153.43","138,234,414.08","137,424,330.69","139,379,950.82","162,920,719.51","149,187,885.59","156,372,624.56","176,002,725.08","178,916,446.09"
递延所得税资产,"1,231,884.72","1,256,835.30","1,299,577.95","1,524,713.17","1,564,843.07","1,784,062.00","2,126,717.38","2,378,450.76","1,992,853.18","2,412,058.06","3,863,970.65","3,828,741.50","4,345,770.69","4,442,793.72","6,468,495.72","5,811,779.28","4,954,359.69","4,318,629.98","6,685,577.98","6,562,836.68","8,679,147.03","9,105,035.18","7,958,509.48","8,311,611.58","12,516,124.15","9,805,452.13","18,833,962.30","18,892,599.29","14,069,822.95","17,945,740.88","48,620,997.43"
外币报表折算价差,,-13.80,847.23,"2,596.68","1,763.66","3,886.75","3,062.79","3,069.92","3,085.20","3,001.31","-27,577.66","-23,883.77","-62,743.79","-13,460.52","-45,362.82","-62,560.43","-149,742.34","-143,038.71",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"57,270,000.00","57,270,000.00","58,184,515.00","58,184,515.00","79,997,111.77","82,348,129.34","91,044,001.10","71,967,330.06","69,198,156.29","64,878,463.61","175,151,876.96","174,739,976.56","83,318,660.25","72,701,945.05","78,021,605.54","98,185,821.18","274,439,166.30","405,890,064.03","460,796,306.20","777,013,353.92","425,477,367.57"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"80,530,835.22","86,973,259.32","114,467,125.28","133,406,136.70","144,364,592.49","149,567,453.87","181,823,174.63","238,963,814.78","315,647,813.49","405,560,064.15","538,068,883.96","591,538,111.19","588,865,507.28","586,381,904.03","668,162,918.34","688,868,802.19","774,056,616.78","850,579,247.38","1,124,137,892.52","1,146,365,734.87","1,275,325,642.95","1,430,075,189.72","1,651,643,605.18","1,745,228,851.02","1,891,185,453.94","1,992,377,537.31","2,652,437,055.49","2,822,695,977.72","3,000,838,139.08","3,571,839,632.36","4,265,392,652.92"
所有者权益(或股东权益)合计,"173,348,723.36","209,060,370.87","274,489,621.41","294,659,748.53","1,135,396,569.32","1,153,878,313.63","1,178,815,831.45","1,185,238,094.17","1,181,853,463.27","1,202,140,385.05","1,232,071,864.34","1,246,269,995.55","1,240,067,366.33","1,253,242,628.52","1,290,755,855.15","1,305,856,184.71","1,404,342,083.43","1,452,298,254.84","1,566,924,556.55","1,601,135,052.85","1,674,722,637.59","1,807,460,892.71","1,935,432,705.95","1,984,953,636.25","2,094,880,311.53","2,236,473,302.62","2,439,889,385.33","2,488,047,250.03","2,674,988,860.97","2,816,441,741.14","3,084,960,977.03"
资产总计,"460,301,070.15","526,316,700.25","650,409,401.87","817,466,422.43","1,566,732,253.35","1,498,015,177.38","1,473,200,248.64","1,496,249,689.00","1,577,291,414.48","1,719,949,048.55","2,123,377,464.33","1,980,122,822.02","2,219,917,574.94","2,439,117,008.72","2,806,024,449.68","2,880,838,620.04","3,528,185,897.16","4,087,981,339.56","4,812,441,241.02","4,439,756,852.36","4,660,178,858.42","5,128,579,817.34","5,711,498,455.53","5,248,305,789.04","5,820,577,864.99","7,099,500,001.20","8,328,862,192.18","7,851,441,479.84","9,618,474,309.15","10,644,539,841.74","13,058,857,348.42"
负债和所有者(或股东权益)合计,"460,301,070.15","526,316,700.25","650,409,401.87","817,466,422.43","1,566,732,253.35","1,498,015,177.38","1,473,200,248.64","1,496,249,689.00","1,577,291,414.48","1,719,949,048.55","2,123,377,464.33","1,980,122,822.02","2,219,917,574.94","2,439,117,008.72","2,806,024,449.68","2,880,838,620.04","3,528,185,897.16","4,087,981,339.56","4,812,441,241.02","4,439,756,852.36","4,660,178,858.42","5,128,579,817.34","5,711,498,455.53","5,248,305,789.04","5,820,577,864.99","7,099,500,001.20","8,328,862,192.18","7,851,441,479.84","9,618,474,309.15","10,644,539,841.74","13,058,857,348.42"
