科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"36,613,848,000.00","54,574,879,860.46","76,180,448,000.00","15,227,471,443.03","39,606,826,000.00","58,687,530,120.53","76,725,941,000.00","13,942,682,000.00","27,984,684,000.00","45,060,869,000.00","70,268,005,000.00","29,059,024,000.00","59,778,469,000.00","88,572,732,000.00","120,994,847,000.00","28,233,536,000.00","65,969,749,000.00","107,614,742,000.00","145,874,433,000.00","33,589,657,000.00","71,697,781,000.00","108,832,561,000.00","149,478,821,000.00","34,213,296,000.00","76,641,021,000.00","122,062,786,000.00","173,038,099,000.00","35,241,718,000.00","70,092,022,000.00","104,786,229,000.00","141,772,292,000.00","27,388,598,000.00","66,087,169,000.00","95,274,020,000.00","123,445,872,000.00","20,874,798,000.00","49,705,296,000.00","91,372,036,000.00","144,065,518,000.00","40,909,460,000.00","91,310,570,000.00","139,855,577,000.00","180,080,750,000.00","36,670,187,000.00"
二、营业利润,"8,865,846,000.00","12,049,301,971.85","14,550,198,000.00","1,906,422,023.17","3,521,537,000.00","3,769,821,039.42","257,124,000.00","-2,339,405,000.00","-4,562,888,000.00","-4,455,336,000.00","-5,520,000,000.00","865,469,000.00","868,197,000.00","723,103,000.00","945,183,000.00","568,356,000.00","789,875,000.00","1,759,016,000.00","617,434,000.00","-1,472,319,000.00","-4,445,722,000.00","-5,865,049,000.00","-9,887,499,000.00","-1,899,988,000.00","-2,124,294,000.00","-3,566,632,000.00","-897,199,000.00","-2,347,423,000.00","-4,159,472,000.00","-5,676,298,000.00","-16,817,554,000.00","-303,040,000.00","-643,973,000.00","-2,324,024,000.00","-3,831,079,000.00","-248,665,000.00","-750,858,000.00","-663,524,000.00","-118,132,000.00","815,440,000.00","1,508,062,000.00","2,622,305,000.00","3,130,167,000.00","697,796,000.00"
减:营业成本,"26,073,441,000.00","39,766,455,538.74","57,216,996,000.00","12,340,825,807.41","33,495,788,000.00","51,074,973,633.66","69,864,632,000.00","15,809,116,000.00","29,996,984,000.00","45,605,866,000.00","69,045,690,000.00","26,647,568,000.00","55,714,163,000.00","83,193,278,000.00","113,188,357,000.00","26,107,613,000.00","61,712,527,000.00","100,808,145,000.00","137,790,291,000.00","32,997,696,000.00","70,979,930,000.00","107,277,504,000.00","148,406,440,000.00","33,404,017,000.00","75,094,277,000.00","119,640,794,000.00","169,290,846,000.00","35,012,918,000.00","69,342,819,000.00","102,957,520,000.00","139,751,205,000.00","25,905,832,000.00","62,166,917,000.00","90,600,391,000.00","119,158,042,000.00","19,361,233,000.00","45,776,356,000.00","85,158,924,000.00","133,210,607,000.00","37,751,900,000.00","84,913,494,000.00","129,049,366,000.00","165,111,001,000.00","33,856,796,000.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"268,136,000.00","402,611,353.86","539,370,000.00","83,773,446.86","201,024,000.00","284,905,805.15","336,841,000.00","41,647,000.00","106,407,000.00","181,589,000.00","279,344,000.00","80,148,000.00","171,685,000.00","253,371,000.00","342,304,000.00","76,155,000.00","165,365,000.00","259,355,000.00","359,572,000.00","47,485,000.00","119,057,000.00","192,452,000.00","290,017,000.00","83,233,000.00","172,166,000.00","259,562,000.00","374,304,000.00","55,615,000.00","139,079,000.00","226,541,000.00","315,851,000.00","92,387,000.00","199,484,000.00","295,640,000.00","379,265,000.00","79,160,000.00","183,310,000.00","278,177,000.00","859,631,000.00","304,501,000.00","627,564,000.00","955,872,000.00","1,342,127,000.00","324,246,000.00"
营业外收入,"4,380,000.00","43,269,915.98","102,511,000.00","74,426,452.22","98,894,000.00","152,856,231.89","271,433,000.00","51,216,000.00","130,222,000.00","150,307,000.00","199,235,000.00","47,283,000.00","108,684,000.00","164,022,000.00","515,657,000.00","17,215,000.00","50,432,000.00","75,150,000.00","275,593,000.00","68,956,000.00","288,099,000.00","377,625,000.00","1,337,182,000.00","958,079,000.00","1,438,195,000.00","1,704,485,000.00","2,161,989,000.00","133,917,000.00","377,670,000.00","686,126,000.00","1,023,612,000.00","454,808,000.00","836,899,000.00","1,378,268,000.00","4,291,079,000.00","443,392,000.00","1,283,846,000.00","1,507,572,000.00","1,857,033,000.00","118,785,000.00","136,876,000.00","149,376,000.00","129,108,000.00","25,375,000.00"
销售费用,"482,492,000.00","783,286,697.34","1,186,974,000.00","256,342,436.86","716,904,000.00","1,130,588,190.31","1,562,409,000.00","243,086,000.00","554,363,000.00","866,495,000.00","1,264,920,000.00","385,595,000.00","788,082,000.00","1,157,522,000.00","1,573,301,000.00","373,797,000.00","761,507,000.00","1,166,860,000.00","1,622,788,000.00","446,125,000.00","956,885,000.00","1,482,294,000.00","1,967,922,000.00","457,625,000.00","923,530,000.00","1,403,571,000.00","1,935,285,000.00","420,349,000.00","814,651,000.00","1,237,937,000.00","1,753,234,000.00","454,047,000.00","885,825,000.00","1,273,246,000.00","1,775,254,000.00","410,610,000.00","946,429,000.00","1,465,275,000.00","2,065,453,000.00","550,216,000.00","1,179,622,000.00","1,742,141,000.00","2,342,484,000.00","557,167,000.00"
减:营业外支出,"18,717,000.00","76,788,184.84","262,842,000.00","324,084,652.33","364,253,000.00","371,362,665.13","403,742,000.00","3,150,000.00","14,176,000.00","29,990,000.00","69,832,000.00","4,291,000.00","29,012,000.00","42,963,000.00","80,486,000.00","17,576,000.00","9,296,000.00","22,517,000.00","75,031,000.00","10,440,000.00","23,728,000.00","42,064,000.00","541,745,000.00","5,929,000.00","22,501,000.00","65,049,000.00","203,028,000.00","3,599,000.00","12,894,000.00","21,868,000.00","180,581,000.00","1,911,000.00","24,309,000.00","40,649,000.00","266,707,000.00","7,531,000.00","34,788,000.00","43,867,000.00","79,274,000.00","12,701,000.00","53,606,000.00","81,038,000.00","253,059,000.00","18,948,000.00"
管理费用,"809,479,000.00","1,338,797,489.37","2,271,030,000.00","469,959,004.24","1,134,168,000.00","1,672,259,403.73","2,370,577,000.00","522,414,000.00","1,122,464,000.00","1,648,470,000.00","2,816,198,000.00","600,057,000.00","1,239,225,000.00","1,722,458,000.00","2,454,114,000.00","574,009,000.00","1,168,118,000.00","1,860,285,000.00","2,586,195,000.00","622,358,000.00","1,240,167,000.00","1,921,457,000.00","2,744,445,000.00","645,200,000.00","1,227,194,000.00","1,862,365,000.00","2,607,291,000.00","621,172,000.00","1,180,628,000.00","1,860,771,000.00","4,306,807,000.00","524,649,000.00","1,072,337,000.00","1,623,201,000.00","2,307,058,000.00","477,387,000.00","1,144,460,000.00","1,706,075,000.00","2,901,585,000.00","518,014,000.00","1,269,095,000.00","1,985,334,000.00","4,045,638,000.00","645,607,000.00"
其中:非流动资产处置净损失,,"42,175,809.70","201,037,000.00","655,594.55","41,357,000.00","40,483,197.95","67,354,000.00","27,000.00","6,525,000.00",,"33,176,000.00","394,000.00","6,630,000.00","7,718,000.00","10,623,000.00","322,000.00","1,503,000.00","3,192,000.00","12,716,000.00",,"5,033,000.00","12,860,000.00","469,593,000.00","41,000.00","7,974,000.00","9,009,000.00","98,548,000.00","6,000.00","688,000.00","1,372,000.00","78,630,000.00","30,000.00","31,000.00","969,000.00","8,044,000.00","142,000.00","4,544,000.00","5,175,000.00","16,812,000.00","2,797,000.00","2,894,000.00","4,138,000.00",,
