科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"550,598,351.32","908,081,407.87","627,542,583.86","433,464,207.36","666,110,556.41","914,109,253.04","252,655,270.04","590,851,137.87","931,324,216.90","1,143,272,622.51","304,444,936.68","627,309,352.19","923,845,481.72","1,268,549,951.06","334,540,268.51","733,437,470.36","1,051,418,352.05","1,372,077,334.44","307,289,734.45","683,445,379.27","956,001,615.22","1,252,062,168.45","308,068,119.40","575,182,343.22","770,676,194.31","1,010,416,212.63","335,465,290.47","679,934,684.22","1,023,726,317.17","1,456,688,706.91","385,878,541.86","851,468,078.03","1,301,963,159.20","1,850,640,889.79","450,740,422.25","918,372,635.56","1,147,718,780.18","1,481,392,133.59","364,623,197.86"
二、营业利润,"42,547,833.39","103,807,567.50","93,143,702.36","48,475,298.49","70,122,791.44","89,087,906.96","29,154,957.94","71,950,022.90","102,221,514.32","98,939,876.66","29,948,491.90","44,945,983.08","50,881,841.84","69,374,446.95","15,291,610.55","29,235,800.93","29,020,681.63","19,212,591.11","1,295,545.69","1,648,048.24","-21,018,378.37","-61,872,611.17","-7,878,319.14","-18,079,601.50","-52,460,957.82","-94,882,473.05","29,530,452.38","64,497,520.06","86,482,650.07","105,548,657.62","24,446,255.65","72,309,135.57","111,030,802.98","76,654,112.66","30,050,060.05","33,919,346.41","-61,982,566.10","-925,609,170.35","14,113,963.21"
减:营业成本,"451,563,883.66","712,917,363.35","462,546,067.74","334,348,019.20","519,576,850.59","711,777,611.90","195,246,478.76","459,831,914.97","731,553,732.59","899,043,874.42","238,655,687.17","500,243,372.96","741,956,545.79","1,009,232,658.02","272,923,749.41","596,148,504.55","863,501,436.65","1,141,735,047.61","269,862,445.69","598,985,060.47","852,083,414.16","1,109,519,991.69","254,033,864.76","464,449,997.48","624,349,255.14","806,982,085.02","228,977,880.57","458,537,147.91","694,972,806.19","967,160,801.58","281,549,667.72","598,350,882.99","907,397,169.01","1,287,200,341.33","320,488,635.79","702,269,607.76","877,847,995.28","1,120,880,272.07","282,710,622.46"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"581,036.67","3,777,638.07","2,001,438.22","38,145.16","52,346.23","62,498.04","28,291.00","51,973.58","74,429.58","97,628.19","17,136.00","37,576.00","55,160.00","125,258.62","30,849.35","34,724.00","35,060.00","67,478.73","1,696,957.05","4,527,259.41","4,558,139.20","5,700,450.33","1,522,574.59","2,671,136.30","3,027,067.90","3,589,535.01","2,231,684.97","4,553,230.12","6,327,230.50","12,753,519.69","2,088,544.30","6,069,120.73","9,634,614.23","16,862,886.40","3,330,636.94","5,776,906.64","7,197,350.79","13,908,234.41","2,002,358.56"
营业外收入,"4,722,365.20","16,095,559.38","24,924,614.12","598,767.46","828,253.60","45,836,011.65","1,614,139.48","10,359,865.39","10,389,976.86","11,294,271.80","309,900.00","349,951.75","378,527.75","2,178,524.42","4,570,276.07","5,893,715.26","6,010,978.26","7,919,918.33","1,195,025.36","2,318,999.72","7,417,773.98","19,450,326.51","1,400,543.00","4,862,120.72","5,568,592.46","8,619,865.12","7,307,915.55","11,299,448.93","15,353,702.26","20,246,194.49","2,077,670.84","2,869,261.83","4,621,560.37","4,906,701.76","3,910,204.23","1,519,515.25","10,599,999.62","8,778,849.81","837,695.10"
销售费用,"20,183,560.21","30,746,341.46","25,376,747.47","19,689,470.52","30,461,794.22","46,505,164.96","11,125,812.59","23,256,384.07","35,725,979.84","55,250,196.36","9,472,148.95","23,834,610.70","36,575,061.39","59,217,191.83","12,051,312.94","28,818,570.30","46,520,270.85","53,606,554.90","8,872,772.49","22,772,157.80","34,154,561.40","51,048,807.85","13,523,541.79","26,196,688.05","39,134,965.22","59,475,712.88","25,312,327.42","58,560,235.88","90,722,557.91","146,638,583.94","23,585,612.05","64,093,560.37","104,355,736.47","164,925,185.07","36,784,111.94","71,475,540.53","107,348,245.14","151,201,795.30","21,226,397.79"
减:营业外支出,"767,874.00","2,366,240.70","1,330,765.93","94,717.06","546,069.66","44,227,245.74","1,527,595.22","10,987,782.99","12,372,721.84","12,651,435.43","52,552.36","565,488.55","1,716,758.61","2,928,889.36","1,140,360.87","2,079,691.62","2,163,734.06","3,605,117.45","239,802.22","1,276,665.03","1,355,764.77","2,158,593.10","337,059.68","398,729.39","2,188,367.91","2,514,728.10","177,285.64","333,672.54","960,337.69","3,796,439.23","2,522,182.66","2,781,026.36","4,278,177.75","25,281,966.53","1,454,482.67","-2,016,873.00","-1,811,640.58","4,792,942.01","-1,604,840.28"
管理费用,"18,333,394.45","37,997,298.15","35,703,142.05","22,175,036.14","33,328,106.67","50,795,446.54","13,099,428.62","27,384,374.99","45,477,300.13","64,934,558.26","18,674,807.60","43,479,226.50","68,124,308.55","89,751,405.23","24,367,475.20","51,567,074.59","74,108,268.78","101,065,836.30","19,775,042.62","44,682,148.70","62,509,422.78","90,432,641.99","33,759,680.06","76,405,169.38","123,050,444.93","171,059,957.33","32,226,050.27","65,676,644.79","99,795,395.18","164,562,203.13","36,421,596.52","72,365,817.70","112,678,327.30","206,025,148.65","39,270,712.24","79,430,135.45","143,994,394.69","268,084,501.38","23,358,037.74"
其中:非流动资产处置净损失,,,,,,,,"10,118,248.99",,"10,733,160.64",,"12,363.63",,"161,785.46",,,,"1,220,301.79",,"5,472.95",,"62,409.37",,,,"76,590.29",,,,"1,372,459.09",,,,,,,,,
