科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"953,004,302.46","1,037,362,783.64","1,070,742,603.52",,"481,803,808.24","746,377,313.33","1,082,830,612.76","322,553,167.27","662,746,529.89","1,013,691,954.95","1,440,532,471.75","428,270,847.07","894,707,598.60","1,386,694,138.47","1,870,319,048.38","505,332,040.58"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,,,"1,605,745.71",,,"1,673,168.40","1,673,168.40","74,875.84","748,562.47","916,747.50",,"184,448.03","656,428.85",,,
支付其他与投资活动有关的现金,,,,,,,,,,,,"762,025.00",,"762,025.00",,
收到其他与经营活动有关的现金,"5,896,658.08","7,805,443.99","5,654,437.32",,"746,920.56","2,586,217.64","5,129,119.09","2,270,327.52","6,511,183.29","9,459,245.34","3,945,165.67","183,314.64","2,610,868.14","4,159,167.42","3,047,959.55","717,031.01"
投资活动现金流出小计,"2,460,310.65","2,111,880.93","20,891,380.21",,"425,098.74","977,439.89","155,796,633.76",,"1,237,680.70","5,409,416.67","231,037,328.19","1,308,775.00","37,023,802.86","38,376,079.58","38,601,856.91","112,145,549.86"
经营活动现金流入小计,"958,900,960.54","1,045,168,227.63","1,078,002,786.55",,"482,550,728.80","750,636,699.37","1,089,632,900.25","324,898,370.63","670,006,275.65","1,024,067,947.79","1,444,477,637.42","428,638,609.74","897,974,895.59","1,390,853,305.89","1,873,367,007.93","506,049,071.59"
投资活动产生的现金流量净额,"-2,459,280.64","-2,066,759.04","-151,204.96","-152,900.00","104,262.89","-385,881.54","-107,993,391.20","41,004,980.12","22,403,047.64","101,398,621.54","100,074,009.78","-1,308,775.00","-37,023,482.86","-38,372,959.58","-38,598,734.88","-112,144,849.86"
购买商品、接受劳务支付的现金,"870,255,870.86","882,763,075.46","998,823,711.72",,"434,001,357.89","704,891,211.25","1,031,214,952.28","309,684,162.44","646,607,842.15","1,060,180,715.13","1,588,980,723.30","356,869,371.00","810,365,496.53","1,261,000,026.13","1,695,219,937.17","413,707,043.48"
吸收投资收到的现金,,,,,,,"183,100,000.00",,,,,,,,,
