科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"34,487,654.19","41,075,515.95","44,653,868.44",,"22,767,116.91","34,689,555.03","47,560,159.62","12,589,646.39","24,640,117.07","36,468,277.73","50,407,165.74","13,295,584.97","27,797,922.34","38,255,387.05","50,656,450.69","15,894,897.18"
取得借款收到的现金,"175,810,310.29","128,764,037.56","127,512,272.08",,"116,325,722.40","185,541,484.68","319,436,688.19",,"49,377,207.30","250,924,845.30","598,296,515.62","230,920,505.68","491,693,193.02","730,874,492.16","1,128,922,771.76","349,459,658.31"
支付的各项税费,"14,616,929.33","14,548,036.54","12,265,303.05",,"6,086,280.28","9,774,054.94","14,369,700.17","1,372,833.84","4,552,522.32","8,364,269.08","15,783,102.11","1,084,411.05","5,112,469.70","7,692,541.66","12,906,151.28","6,557,340.69"
收到其他与筹资活动有关的现金,"1,100,000.00",,"5,600,000.00",,,,,"33,237,479.64","36,844,548.45","44,738,529.66",,"10,559,808.00","22,915,249.34","31,600,239.21","5,670,230.42","985,000.00"
支付其他与经营活动有关的现金,"24,729,061.23","29,801,411.96","27,027,104.21",,"13,735,330.00","19,018,356.77","30,691,993.25","24,777,528.08","25,501,810.11","38,687,921.60","39,310,636.23","13,876,654.94","25,540,702.73","35,778,149.50","62,922,573.66","16,216,983.68"
筹资活动现金流入小计,"176,910,310.29","128,764,037.56","133,112,272.08",,"116,325,722.40","185,541,484.68","502,536,688.19","33,237,479.64","86,221,755.75","295,663,374.96","598,296,515.62","241,480,313.68","514,608,442.36","762,474,731.37","1,134,593,002.18","350,444,658.31"
经营活动现金流出小计,"944,089,515.61","968,188,039.91","1,082,769,987.42",,"476,590,085.08","768,373,177.99","1,123,836,805.32","348,424,170.75","701,302,291.65","1,143,701,183.54","1,694,481,627.38","385,126,021.96","868,816,591.30","1,342,726,104.34","1,821,705,112.80","452,376,265.03"
偿还债务支付的现金,"154,210,819.23","137,269,115.36","127,532,272.08",,"114,030,106.25","130,328,437.47","326,719,956.94","28,900,000.00","29,000,000.00","130,822,617.05","358,094,883.95","239,711,758.06","472,867,816.52","710,653,455.59","1,079,895,355.30","283,420,015.15"
经营活动产生的现金流量净额,"14,811,444.93","76,980,187.72","-4,767,200.87","16,642,100.00","5,960,643.72","-17,736,478.62","-34,203,905.07","-23,525,800.12","-31,296,016.00","-119,633,235.75","-250,003,989.96","43,512,587.78","29,158,304.29","48,127,201.55","51,661,895.13","53,672,806.56"
分配股利、利润或偿还利息支付的现金,"2,834,631.11","17,593,132.49","22,276,373.59",,"5,767,000.81","16,334,305.10","23,476,967.55","282,384.02","34,656,690.67","37,579,271.33","38,883,304.29","1,824,365.51","22,130,543.71","24,567,275.08","27,003,060.35","3,042,570.47"
收回投资收到的现金,,,"20,000,000.00",,,,"47,000,000.00","40,500,000.00","22,500,000.00","104,500,000.00","329,000,000.00",,,,,
支付其他与筹资活动有关的现金,"32,650,000.00","3,000,000.00",,,"28,720,000.00","28,720,000.00","45,067,157.00","3,480,000.00","7,040,400.00","50,114,522.28","24,780,038.89","6,727,509.22",,,,
取得投资收益收到的现金,,,"720,176.30",,"529,361.63","591,558.35","616,441.91","504,980.12","1,139,728.34","2,307,038.21","2,109,550.22",,,,,
筹资活动现金流出小计,"189,695,450.34","157,862,247.85","149,808,645.67",,"148,517,107.06","175,382,742.57","395,264,081.49","32,662,384.02","70,697,090.67","218,516,410.66","421,758,227.13","248,263,632.79","494,998,360.23","735,220,730.67","1,106,898,415.65","286,462,585.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,030.01","45,121.89","19,998.95",,,,"186,800.65",,"1,000.00","1,000.00","1,787.75",,320.00,"3,120.00","3,122.03",700.00
筹资活动产生的现金流量净额,"-12,785,140.05","-29,098,210.29","-16,696,373.59","20,210,800.00","-32,191,384.66","10,158,742.11","107,272,606.70","575,095.62","15,524,665.08","77,146,964.30","176,538,288.49","-6,783,319.11","19,610,082.13","27,254,000.70","27,694,586.53","63,982,072.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-496,522.76","-111,107.47","140,884.75",,"-107,995.51","172,924.27","133,475.81","-100,671.07","126,308.01","83,441.99","-43,265.83","-109,434.97","-225,735.94","-222,397.65","-191,746.93","129,876.33"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,030.01","45,121.89","20,740,175.25",,"529,361.63","591,558.35","47,803,242.56","41,004,980.12","23,640,728.34","106,808,038.21","331,111,337.97",,320.00,"3,120.00","3,122.03",700.00
五、现金及现金等价物净增加额,"-929,498.52","45,704,110.92","-21,473,894.67","36,662,500.00","-26,234,473.56","-7,790,693.78","-34,791,213.76","17,953,604.55","6,758,004.73","58,995,792.08","26,565,042.48","35,311,058.70","11,519,167.62","36,785,845.02","40,565,999.85","5,639,905.72"
购建固定资产、无形资产和其他长期资产支付的现金,"2,460,310.65","2,111,880.93","891,380.21",,"425,098.74","977,439.89","4,296,633.76",,"1,237,680.70","5,409,416.67","6,537,328.19","546,750.00","1,102,795.81","2,455,072.53","2,680,849.86","26,424.64"
期初现金及现金等价物余额,"33,287,199.12","32,357,700.60","78,061,811.52",,"56,587,916.85","56,587,916.85","56,587,916.85","21,796,703.09","21,796,703.09","21,796,703.09","21,796,703.09","48,361,745.57","48,361,745.57","48,361,745.57","48,361,745.57","88,927,745.40"
投资支付的现金,,,"20,000,000.00",,,,"151,500,000.00",,,,"224,500,000.00",,"35,921,007.05","35,158,982.05","35,921,007.05","112,119,125.22"
期末现金及现金等价物余额,"32,357,700.60","78,061,811.52","56,587,916.85","93,250,400.00","30,353,443.29","48,797,223.07","21,796,703.09","39,750,307.64","28,554,707.82","80,792,495.17","48,361,745.57","83,672,804.27","59,880,913.19","85,147,590.59","88,927,745.42","94,567,651.12"
