科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"76,380,315.95","154,904,898.57","274,168,353.04","439,739,243.85","134,447,442.90","235,682,486.57","360,556,607.95","536,628,657.13","123,665,220.12","248,287,387.20","353,046,877.24","503,319,842.50","101,649,349.72","234,598,835.46","370,682,029.88","603,799,483.53","104,121,012.07","299,373,888.52","470,496,735.70","726,301,607.77","181,192,775.50","341,183,262.13","508,068,378.56","728,972,933.86","114,513,203.05","292,566,404.80","434,036,407.68","612,232,999.60","101,698,504.68","251,893,399.66","370,581,533.96","510,309,022.54","152,043,468.79","346,141,511.44","468,863,088.81","639,143,404.41","97,728,786.91","228,294,472.80","362,181,731.45","742,648,400.14","107,731,380.62","276,199,968.18","426,786,371.03","664,135,373.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"430,000,000.00","442,000,000.00","438,522,200.56",,,,
收到的税费返还,,,,,,,,"25,100.51",,"1,179,900.76","3,142,739.48","3,612,885.31","1,252,978.94","2,216,285.13","4,376,285.45","7,738,912.30","889,411.77","1,848,462.07","2,934,869.21","4,400,335.96","1,734,807.45","2,669,209.56","3,814,313.97","5,302,689.57","816,876.60","1,092,935.34","1,192,935.34","1,471,976.87",,"4,217,999.99","6,668,002.14","8,064,639.80","2,570,283.56","2,855,475.70","2,855,475.70","2,855,475.70",,"8,894,710.53","14,025,283.00","16,561,220.96","1,252,390.39","1,406,076.48","5,329,865.07","8,422,298.11"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,942,800.00",,,,"13,597,309.08",,,,"3,450,000.00"
收到其他与经营活动有关的现金,"8,739,715.15","11,796,193.00","16,766,113.00","15,718,432.98","6,945,379.38","11,748,829.50","18,606,444.85","5,432,940.58","29,595,057.69","26,208,338.96","43,509,091.36","77,922,723.76","4,351,614.34","31,163,607.44","83,625,419.60","28,036,500.14","4,735,790.76","5,633,418.72","7,702,703.52","7,191,158.98","787,348.64","1,372,275.03","6,424,664.45","6,583,902.21","1,783,093.98","2,205,772.56","3,140,776.54","14,506,922.72","4,280,832.67","10,813,533.20","8,472,303.66","4,183,610.75","795,642.66","7,138,252.32","8,590,907.78","3,810,161.89","10,045,413.11","20,525,600.53","14,868,865.80","13,954,600.65","2,057,980.52","6,513,899.72","14,837,592.87","25,252,508.00"
投资活动现金流出小计,"100,235,618.27","153,343,287.80","171,087,913.02","163,142,496.22","70,934,369.05","166,756,690.42","209,093,337.79","221,225,913.74","24,729,572.40","116,600,772.59","255,594,370.14","306,345,284.21","63,402,841.45","110,986,717.14","126,429,842.02","165,967,078.87","29,002,388.31","53,390,275.80","84,256,521.81","158,922,493.71","28,951,475.47","63,841,291.07","132,292,670.10","184,901,933.19","35,148,918.80","68,133,779.90","93,012,156.03","120,511,462.12","19,518,131.54","36,083,836.73","39,702,154.03","55,892,363.94","13,821,884.02","21,714,108.11","32,403,301.55","70,733,595.12","335,529,299.38","564,923,127.66","771,680,855.19","847,679,174.97","23,211,087.12","50,093,681.00","135,190,863.29","343,579,328.37"
经营活动现金流入小计,"85,120,031.10","166,701,091.57","290,934,466.04","455,457,676.83","141,392,822.28","247,431,316.07","379,163,052.80","542,086,698.22","153,260,277.81","275,675,626.92","399,698,708.08","584,855,451.57","107,253,943.00","267,978,728.03","458,683,734.93","639,574,895.97","109,746,214.60","306,855,769.31","481,134,308.43","737,893,102.71","183,714,931.59","345,224,746.72","518,307,356.98","740,859,525.64","117,113,173.63","295,865,112.70","438,370,119.56","628,211,899.19","105,979,337.35","266,924,932.85","385,721,839.76","522,557,273.09","155,409,395.01","356,135,239.46","480,309,472.29","645,809,042.00","107,774,200.02","257,714,783.86","391,075,880.25","773,164,221.75","111,041,751.53","284,119,944.38","446,953,828.97","697,810,179.92"
投资活动产生的现金流量净额,"-100,235,618.27","-153,343,287.80","-171,035,652.50","-163,083,000.92","-70,934,369.05","-166,756,690.42","-209,081,337.79","-221,225,913.74","-24,729,572.40","-116,600,772.59","-255,594,370.14","-306,265,284.21","-63,402,841.45","-110,986,717.14","-126,429,842.02","-165,921,078.87","-29,002,388.31","-53,390,275.80","-84,109,524.52","-158,870,493.71","-28,930,475.47","-63,820,291.07","-132,142,997.03","-184,803,971.09","-35,148,918.80","-68,133,779.90","-93,012,156.03","-120,249,999.51","-19,512,131.54","-36,055,236.73","-36,464,077.70","-55,827,463.94","-11,821,884.02","-19,688,308.11","-30,354,001.55","-68,733,595.12","-335,509,299.38","-564,903,127.66","-763,660,855.19","-759,659,174.97","-23,211,087.12","-13,173,681.00","-79,184,886.78","-143,343,570.27"
购买商品、接受劳务支付的现金,"71,757,388.30","202,904,418.99","368,274,673.57","506,915,256.57","97,997,022.50","204,355,814.68","321,271,818.69","472,486,967.32","57,831,504.47","137,247,073.57","279,386,318.70","383,057,323.76","84,952,453.99","180,166,937.20","359,082,494.75","513,489,891.08","59,683,542.15","183,695,758.14","371,489,133.37","562,359,552.82","125,504,886.36","215,450,075.70","406,829,286.79","489,052,168.78","58,517,449.22","214,702,367.16","323,660,676.81","449,790,633.43","106,211,205.21","251,291,285.86","332,659,528.89","431,023,863.27","68,077,721.40","154,094,134.99","230,827,710.86","391,990,784.72","77,343,575.62","122,303,803.38","212,561,184.79","429,357,547.20","72,473,100.18","187,420,563.24","245,460,066.26","497,097,963.85"
吸收投资收到的现金,,,,"15,410,000.00","559,000,000.00","559,000,000.00","559,000,000.00","559,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,346,227,600.00",,,,,,,,
