科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"178,943,838.78","212,109,647.13","261,504,767.78","80,609,668.10","193,008,115.09","332,499,503.81","483,092,828.86","127,117,293.41","286,571,753.57","443,099,992.51","589,318,937.05","136,364,060.59","334,782,309.04","553,094,292.78","810,345,077.13","218,747,414.76","508,081,261.39","803,051,295.47","1,097,352,513.54","288,509,658.05","672,102,619.17","1,100,317,174.85","1,643,380,578.73","758,693,180.33","1,782,935,255.77","3,120,922,940.98","3,986,994,515.51","836,801,416.41","2,997,167,775.52","4,928,753,057.10","8,541,662,085.06","3,257,084,325.79","6,676,773,440.24","8,765,332,721.56","10,884,372,419.09","1,728,970,641.48"
二、营业利润,"41,446,335.99","51,365,315.82","66,208,636.92","19,232,325.03","43,339,140.93","84,955,295.29","129,865,906.34","43,150,771.83","94,346,820.65","144,195,359.05","170,290,078.57","21,982,571.24","77,746,707.07","135,041,507.94","212,791,575.82","61,146,876.75","155,568,895.25","234,734,593.01","300,083,068.90","52,637,391.47","121,834,356.50","176,716,313.45","165,428,455.11","46,029,439.61","110,439,480.49","195,703,913.84","265,864,256.97","48,371,346.06","153,900,736.78","278,100,027.81","380,820,895.59","128,063,076.15","364,696,398.40","543,791,212.92","631,508,824.82","166,903,628.46"
减:营业成本,"120,245,268.45","135,497,354.94","163,287,857.95","50,136,815.79","125,000,694.13","209,242,574.01","296,524,867.49","73,429,688.00","170,953,508.14","261,643,321.18","362,976,728.02","95,026,794.95","210,368,329.34","340,014,526.28","494,515,277.07","129,215,565.14","299,235,957.57","485,492,898.09","683,092,203.05","204,935,833.41","477,999,085.49","803,434,441.98","1,255,865,233.73","661,150,717.55","1,569,277,612.57","2,765,740,273.61","3,493,347,213.55","756,674,525.82","2,728,992,917.22","4,443,178,432.94","7,749,426,869.83","3,031,851,882.96","6,126,308,144.89","7,957,061,447.12","9,797,759,494.01","1,484,540,683.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,"234,860.16","106,209.34","774,482.46","859,994.45","1,156,818.69","112,928.42","1,006,376.66","1,123,906.05","1,103,189.97","18,113.28","33,797.40","189,407.74","2,013,370.35","101,306.58","2,885,893.40","4,423,911.72","6,755,915.34","395,854.95","3,386,507.80","7,958,686.79","15,464,868.31","3,231,683.40","8,199,268.92","13,630,112.18","33,428,416.71","9,172,270.31","23,631,405.02","28,400,664.24","39,464,593.48","4,594,610.22"
营业外收入,"2,556,176.32","780,820.54","4,128,212.59","207,000.00","3,452,275.00","6,643,875.00","7,767,015.15","253,940.00","654,140.00","6,870,645.00","7,801,307.10","17,800,820.98","34,188,338.83","42,735,480.12","27,151,096.41","10,145,973.47","13,319,221.27","21,090,209.07","8,993,915.64","3,472,213.43","12,543,193.23","19,277,315.20","30,111,810.60","3,066,096.66","14,757,305.03","17,349,751.30","28,285,136.47","2,199,888.13","15,879,009.13","20,106,282.31","32,407,660.21","3,460,213.45","2,753,475.53","4,397,060.03","33,296,599.22","133,136.96"
销售费用,"5,854,662.86","6,924,629.62","6,302,548.81","1,707,794.88","4,077,180.54","6,729,206.35","9,475,453.77","1,817,014.95","4,492,967.29","7,198,887.84","10,020,342.20","2,129,211.09","5,027,025.89","8,758,346.49","13,557,091.94","3,667,436.74","6,858,009.82","11,584,327.75","17,224,728.47","4,976,043.09","13,175,042.83","21,774,177.76","35,172,992.80","9,914,168.93","21,763,894.15","34,849,392.55","53,365,805.18","12,757,335.08","28,127,117.36","49,073,085.01","72,028,802.08","17,772,967.76","44,710,423.95","67,956,591.20","78,685,990.07","17,438,541.08"
减:营业外支出,"58,129.24","95,006.33","50,168.06",,,"218,512.12","365,780.07","19,991.53","23,768.79","23,768.79","256,710.79",,"4,285.56","33,281.82","33,781.81","11,114.67","11,114.67","11,114.67","14,014.67","7,378.00","22,110.34","24,257.73","5,462,844.57","182,609.00","1,493,126.57","1,803,014.28","644,042.75","12,718.31","1,039,773.70","2,389,174.77","1,290,238.02","268,200.09","756,124.47","1,121,288.99","10,070,730.76","8,981.48"
管理费用,"6,520,341.99","12,634,683.71","19,327,276.66","7,441,952.56","15,912,723.22","26,290,723.95","40,719,114.42","9,224,809.42","21,908,702.00","35,253,730.34","50,545,016.57","16,951,522.57","36,630,579.91","58,521,420.38","72,779,785.14","20,313,504.22","35,621,453.77","56,325,160.33","78,737,585.37","23,363,852.70","47,238,173.00","78,339,142.08","125,037,601.17","40,294,744.91","79,649,386.02","114,076,327.67","139,422,182.41","28,609,660.11","61,905,581.27","102,753,846.31","197,156,098.77","52,925,508.64","113,484,257.47","171,393,911.10","245,714,383.22","55,629,097.24"
其中:非流动资产处置净损失,"56,442.11","78,903.66","19,968.06",,,,"365,480.07",,,,,,,,"3,785.56",,,,"11,114.67",,,,"180,437.87",,,,"172,127.69",,"5,348.72","25,217.03","105,812.77","33,557.02","86,198.92","86,198.92",,
