科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"58,672,659.69","49,907,897.63","104,941,368.84","42,583,043.70","376,558,695.39","230,922,015.92","376,211,594.08","223,707,670.12","180,957,712.30","169,922,906.22","112,982,454.36","102,164,059.08","83,987,103.07","120,092,955.61","102,213,469.86","129,242,793.45","100,998,970.00","143,554,620.47","113,365,486.91","108,646,257.54","68,700,410.92","71,996,950.96","72,644,589.36","76,708,342.75","69,666,569.81","68,594,520.16","103,667,582.20","135,553,873.60","118,281,679.05","129,097,056.95","186,093,647.84","161,749,472.79"
短期借款,"94,000,000.00","118,000,000.00","153,000,000.00","133,000,000.00","133,000,000.00",,"135,000,000.00","6,000,000.00",,,,"45,000,000.00","65,000,000.00","100,000,000.00","80,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","70,500,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","115,000,000.00","190,000,000.00","195,000,000.00","280,000,000.00","417,800,000.00","340,000,000.00","310,000,000.00","216,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"700,000.00","5,000,000.00",,,,,"1,860,000.00",,,,,,,,,,,"500,000.00","21,324,959.47","22,914,338.31","36,926,139.35","48,778,344.43","45,851,585.96","44,716,531.07","32,572,339.67","56,731,515.39","73,746,980.00","173,701,280.54","213,311,956.25","297,177,938.06","258,796,013.79"
应付票据,"4,300,000.00",,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,"24,200,000.00","24,200,000.00","47,500,000.00","68,450,000.00","94,165,385.36","111,500,601.99",,"176,824,511.22",
应收账款,"115,814,035.98","179,310,029.85","190,265,447.93","217,753,130.60","232,857,348.89","230,881,674.14","243,326,243.18","222,332,899.11","260,706,286.74","280,479,120.09","304,322,731.90","319,851,575.74","380,170,221.24","396,187,005.13","424,267,506.75","383,972,983.23","433,278,954.07","417,947,769.31","444,114,137.71","387,209,390.60","446,104,562.62","452,169,600.31","472,697,067.96","443,890,163.02","529,220,486.00","648,759,641.29","706,011,794.52","823,317,978.97","905,954,036.77","939,854,544.50","907,409,941.67","960,876,587.39"
应付账款,"69,248,411.54","97,825,588.12","75,409,485.06","71,839,474.92","95,038,207.37","92,280,731.19","103,661,571.72","89,944,873.70","107,529,019.75","115,715,543.83","124,471,564.77","120,516,145.14","154,865,667.56","162,100,998.69","190,269,000.24","147,844,902.54","155,963,223.49","151,220,514.71","164,732,936.45","138,555,398.15","166,290,634.75","211,867,889.62","271,594,309.14","237,960,485.35","276,247,310.03","299,770,443.64","375,077,916.97","354,762,273.59","406,587,572.44",,"476,112,303.51",
预付款项,"3,179,233.67","7,297,698.05","11,149,646.11","17,510,089.26","14,109,164.72","11,909,352.17","5,212,441.51","12,795,740.17","10,134,107.13","10,545,625.18","3,999,128.10","12,910,190.50","12,064,369.43","14,890,920.07","9,555,535.99","14,005,336.63","18,666,484.70","10,518,761.75","5,633,077.17","10,021,037.44","7,464,260.55","14,115,906.25","12,585,549.06","15,460,990.90","21,656,243.70","30,579,878.93","20,859,428.11","57,063,101.15","61,736,490.27","42,931,483.61","12,331,968.90","23,748,244.57"
预收款项,"2,584,949.96","2,793,068.77","1,495,094.39","1,536,142.86","3,610,828.76","3,614,529.83","2,688,544.45","2,455,923.74","3,648,132.79","3,170,017.52","3,694,336.59","8,268,916.43","5,573,915.85","6,053,150.00","4,707,382.95","5,402,020.40","6,928,964.83","40,331,970.98","35,176,944.73","26,526,843.16","23,365,935.20","8,018,903.14","6,708,876.45","10,591,725.26","16,147,957.75","16,952,500.55","12,421,373.48","10,415,106.86","11,966,372.62","15,290,173.79","6,792,816.67","7,631,938.35"
