科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"18,001,007.60","86,905,206.97","92,553,052.47","73,474,135.18","61,635,820.84","734,292,536.26","714,734,746.43","676,888,565.80","646,105,655.82","754,915,045.66","655,050,802.41","617,648,109.21","596,633,061.41","701,383,709.54","613,868,135.16","618,582,799.38","590,704,778.37","683,052,556.30","595,486,175.11","575,706,162.18","458,670,802.17","515,970,004.73","449,334,401.72","296,992,606.12","235,093,328.50","428,153,435.05","331,234,087.48","348,200,906.01","304,096,901.17","576,199,962.02","315,832,590.74","274,295,333.47","701,249,919.12"
短期借款,"4,700,000.00",,,,,,,,"13,159,022.58",,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","51,558,464.00","371,550,688.00","227,191,588.00","77,535,696.40","17,179,084.73","758,718.85","744,983.55","86,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"121,378.09","48,082.19",,,,,"74,739.73","229,315.07"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,027,460.00","5,170,850.00","3,219,102.50","9,586,691.50","22,761,599.10","29,405,693.80","27,696,652.20","29,280,330.40","26,531,685.40","43,390,886.80","58,930,404.80","56,698,262.00","56,440,873.90","60,867,821.00","58,386,426.30","99,410,257.72","86,129,312.98","75,753,289.04","67,137,436.48","52,660,293.64","75,811,454.24","75,755,288.58","73,817,486.00","19,982,002.63","9,752,971.88","56,779,381.02","71,321,033.16","51,311,694.17","3,318,544.00","13,739,046.00","20,153,367.35","84,176,373.00","50,508,729.00"
应付票据,"207,286.38","4,281,950.04","4,511,502.74","5,962,054.96","10,397,108.94","12,893,051.02","19,142,612.52","16,068,989.18","21,503,486.13","41,511,155.04","17,195,948.24","52,587,653.63","59,677,848.07","65,310,843.82","21,969,160.56","57,692,719.52","49,498,043.91","49,183,745.40","57,072,630.43","76,688,859.05","87,201,731.96","48,847,926.39","91,927,206.63","96,088,542.76","122,069,784.48","113,584,542.16","64,083,176.91","260,744,242.16","185,674,179.97","106,689,862.32","101,461,916.63","159,895,747.90","189,929,926.29"
应收账款,"11,582,679.79","26,259,660.39","30,229,882.91","62,385,388.07","73,456,795.67","70,525,269.50","82,501,759.28","138,702,729.23","137,117,543.63","143,079,478.65","122,998,274.37","164,322,004.30","189,874,827.09","196,696,956.51","179,591,687.20","184,461,987.31","180,519,538.33","182,477,850.98","198,603,086.64","271,954,242.77","263,097,375.95","299,105,960.46","327,721,659.85","400,252,966.76","435,679,498.93","358,297,454.84","403,521,091.94","494,219,223.19","500,536,976.63","276,804,932.95","312,677,099.28","342,750,907.23","374,594,824.01"
应付账款,"6,498,448.09","14,701,726.33","8,680,265.28","13,685,202.20","9,757,847.04","27,784,653.19","16,349,001.54","16,352,349.45","30,395,613.85","35,820,149.51","51,312,987.68","62,304,166.55","69,214,601.56","53,356,142.23","80,895,026.81","71,562,793.14","54,996,813.34","74,123,765.00","67,597,368.96","94,807,340.60","50,623,646.30","116,225,757.26","98,037,867.95","156,219,407.83","140,208,866.84","242,639,477.56","278,933,099.87","144,472,044.92","122,403,282.07","134,052,156.18","167,056,997.06","180,758,507.83","143,501,969.27"
预付款项,"342,754.00","2,130,469.00","2,702,521.41","1,758,858.09","4,251,063.40","3,335,666.92","2,554,032.65","1,366,984.30","2,746,672.79","2,266,379.19","3,255,277.41","5,935,868.75","2,515,245.80","1,823,562.29","4,120,648.62","2,301,501.71","4,619,799.28","3,142,175.68","2,482,679.23","13,239,036.08","14,043,277.08","3,213,386.36","6,542,957.22","50,097,234.05","45,170,869.55","4,466,437.04","17,121,938.23","10,302,075.23","12,297,980.91","7,601,070.22","13,565,359.20","12,874,261.05","22,334,798.99"
预收款项,"523,238.72","121,195.25","2,462,046.33","581,623.89","2,013,459.79","7,796,472.55","15,083,220.17","28,300,822.65","8,141,407.16","63,682,289.74","14,536,147.31","12,785,129.30","13,638,680.38","67,448,158.50","37,365,140.09","38,864,959.00","34,431,569.93","46,289,742.82","40,302,772.26","34,399,040.66","32,473,299.94","32,140,589.98","29,620,490.77","25,999,406.53","32,356,277.23","49,101,803.37","49,423,667.11","58,512,455.53","57,251,241.33","24,525,312.58","25,440,204.31","13,164,067.93","16,734,390.39"
