科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2015-12-31
流动资产合计,"2,329,572.71","5,601,317.74","5,931,209.84","6,451,817.35","6,798,724.32","5,038,714.51","5,783,298.45","4,604,389.59","4,555,991.28","4,211,222.29","4,201,910.65","68,340,454.59"
流动负债合计,"1,184,151,514.07","1,223,096,621.61","1,234,275,954.04","1,125,693,755.82","1,142,498,253.11","1,174,109,808.63","1,186,131,319.58","1,221,480,372.61","1,231,731,389.56","1,267,469,469.20","1,277,635,640.04","69,231,386.43"
可供出售金融资产,,,,,,,,,,,,
长期借款,"2,300,000.00","2,300,000.00",,"2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00",
持有至到期投资,,,,,,,,,,,,
应付债券,,,"14,400,000.00",,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,"17,788,996.43","17,788,996.43","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73","16,465,689.73",
专项应付款,"12,100,000.00","12,100,000.00",,"12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00","12,100,000.00",
投资性房地产,,,,,,,,,,,,
预计负债,,,,"139,191,755.38","139,191,755.38","139,191,755.38","139,191,755.38","139,191,755.38","139,191,755.38","139,191,755.38","139,191,755.38",
固定资产,"132,773,260.35","123,776,243.88","122,258,585.46","119,544,516.60","118,089,182.46","116,711,131.68","116,711,131.68","112,535,712.56","112,535,712.56","112,535,712.56","112,535,712.56",
递延所得税负债,,,,,,,,,,,,
在建工程,"76,176.08","76,176.08","76,176.08",,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"14,400,000.00","14,400,000.00","14,400,000.00","153,591,755.38","153,591,755.38","153,591,755.38","153,591,755.38","153,591,755.38","153,591,755.38","153,591,755.38","153,591,755.38",
固定资产清理,,,,,,,,,,,,
负债合计,"1,198,551,514.07","1,237,496,621.61","1,248,675,954.04","1,279,285,511.20","1,296,090,008.49","1,327,701,564.01","1,339,723,074.96","1,375,072,127.99","1,385,323,144.94","1,421,061,224.58","1,431,227,395.42","69,231,386.43"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","232,170,832.00","242,386,349.00"
油气资产,,,,,,,,,,,,
资本公积,"19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","19,088,574.65","121,489,198.65"
无形资产,"1,792,307.66","1,584,615.35","1,376,923.04","1,169,230.73","961,538.42","753,846.11","546,153.80","338,461.49","338,461.49","338,461.49","338,461.49",
盈余公积,"24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","24,842,413.99","29,298,301.49"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"-1,318,975,742.14","-1,363,841,737.59","-1,377,730,560.07","-1,380,061,304.47","-1,428,915,476.49","-1,463,865,123.07","-1,475,343,511.62","-1,516,243,096.13","-1,526,542,511.39","-1,562,619,204.35","-1,572,794,686.83","-394,064,780.98"
长期待摊费用,,,,,,,,,,,,
少数股东权益,"-917,279.34","-929,355.18","-938,630.46","-950,843.19","-961,217.71","-968,879.55","-975,110.32","-986,599.13","-986,599.13","-992,754.80","-992,754.80",
递延所得税资产,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,
非正常经营项目收益调整,,,,"-30,743,929.77",,,,,,,,
非流动资产合计,"152,430,740.52","143,226,031.74","140,177,374.31","137,179,437.06","135,516,410.61","133,930,667.52","133,722,975.21","129,339,863.78","129,339,863.78","129,339,863.78","129,339,863.78",
所有者权益(或股东权益)合计,"-1,043,791,200.84","-1,088,669,272.13","-1,102,567,369.89","-1,135,654,256.79","-1,153,774,873.56","-1,188,732,181.98","-1,200,216,801.30","-1,241,127,874.62","-1,251,427,289.88","-1,287,510,138.51","-1,297,685,620.99","-890,931.84"
资产总计,"154,760,313.23","148,827,349.48","146,108,584.15","143,631,254.41","142,315,134.93","138,969,382.03","139,506,273.66","133,944,253.37","133,895,855.06","133,551,086.07","133,541,774.43","68,340,454.59"
负债和所有者(或股东权益)合计,"154,760,313.23","148,827,349.48","146,108,584.15","143,631,254.41","142,315,134.93","138,969,382.03","139,506,273.66","133,944,253.37","133,895,855.06","133,551,086.07","133,541,774.43","68,340,454.59"
