科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"41,685,480.53","70,045,839.28","77,414,315.56","123,067,946.53","120,474,000.11","898,893,871.10","685,021,759.53","620,931,749.86","690,471,438.01","590,134,342.66","541,743,186.85","504,128,611.92","575,460,335.87","467,001,043.90","309,687,390.82","300,991,128.89","370,006,472.11","296,067,103.09","352,746,497.69","374,641,958.29","426,620,787.31","552,183,130.05","358,835,415.20","356,230,371.58","572,622,912.47","540,535,785.98","783,194,849.41","562,191,591.31","884,684,083.49","1,032,720,116.36","952,813,378.63","667,265,071.19","745,211,745.22","569,747,986.42","545,809,138.90","586,281,729.78","712,643,185.62","814,102,150.31"
短期借款,"10,000,000.00","30,000,000.00","50,000,000.00","67,000,000.00","65,000,000.00","76,000,000.00","1,000,000.00","1,000,000.00","28,000,000.00","28,000,000.00","27,000,000.00","27,000,000.00","50,000,000.00","79,983,879.78","80,490,445.22","227,422,699.15","255,669,110.37","261,796,548.06","309,821,448.00","303,520,890.00","372,415,840.00","391,050,592.00","370,268,096.00","505,480,361.00","529,651,592.00","480,950,630.96","518,523,547.13","375,558,760.23","510,266,412.91","596,500,516.07","483,958,511.76","672,504,766.97","616,685,097.98","629,748,176.00","528,635,726.00","833,649,112.00","773,388,312.00","916,230,235.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,718,506.64","86,886,515.43","67,397,216.52","69,599,441.66","76,471,954.24","82,683,012.07","101,346,077.64","403,832,010.30","270,906,599.79","334,529,548.18"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"93,000.00","755,700.00","3,150,000.00","3,000,000.00","7,400,000.00","6,100,000.00","5,000,000.00","10,050,000.00","2,000,000.00","200,000.00","5,030,000.00","150,000.00","3,100,000.00","3,100,000.00","3,200,000.00","3,172,800.00","5,510,000.00","9,253,132.00","3,783,132.00","1,734,523.40","5,067,000.00","6,162,650.00","1,530,000.00","4,926,252.60","7,559,252.60","5,737,094.60","10,646,306.04","14,623,488.74","23,952,730.20","17,639,894.80","21,775,263.64","37,822,613.47","43,427,276.83","28,361,902.00","12,977,234.00","13,498,737.00","26,840,909.45","20,409,280.37"
应付票据,,,,,,,,"17,556,500.00","17,480,000.00","15,823,047.61","19,984,332.86","32,941,955.92","36,565,777.02","28,154,991.40","26,749,403.49","31,776,733.98","22,199,136.42","10,162,156.07","12,983,911.80","30,121,077.42","34,807,363.18","50,486,964.24","41,715,424.88","21,070,427.11","40,659,530.17","47,272,533.60","26,842,812.85","29,213,798.06","31,902,309.73","26,488,604.41","46,413,845.53","49,438,275.54","47,655,063.40","50,976,420.16","18,986,914.06",,"23,066,424.70",
应收账款,"68,514,511.97","116,936,393.09","150,140,784.90","145,070,801.94","165,673,509.65","148,968,782.54","189,171,219.47","215,844,722.07","244,451,284.96","259,728,944.70","336,178,527.04","316,945,124.85","327,738,234.09","366,345,274.15","448,568,637.09","454,743,937.19","460,692,294.94","459,480,746.30","598,954,766.97","618,836,196.35","639,062,479.17","695,576,388.87","866,407,365.98","975,803,166.27","971,759,599.72","1,031,439,485.98","1,043,386,758.53","1,050,533,111.32","797,358,769.03","782,896,597.43","789,582,345.10","873,191,947.32","947,460,586.47","968,535,782.06","1,106,678,736.84","1,151,443,536.40","1,056,544,032.04","946,828,728.21"
应付账款,"48,776,916.85","39,528,150.99","71,541,981.08","69,917,153.46","90,550,561.48","73,253,055.68","81,628,892.70","71,092,816.14","86,651,893.63","70,941,275.90","92,266,784.51","89,383,341.52","97,491,850.40","95,964,807.42","105,059,975.72","105,474,381.31","131,426,674.96","111,088,095.39","220,017,461.42","256,918,194.67","313,945,607.31","277,739,467.48","255,000,765.94","318,607,664.90","335,039,008.36","340,225,897.95","443,494,989.63","308,908,611.80","324,392,708.88","308,832,533.32","263,686,297.30","243,817,122.32","254,246,572.78","241,259,564.96","344,921,447.79",,"435,179,568.06",
预付款项,"5,795,671.39","23,005,300.77","15,945,749.87","16,833,996.36","21,949,790.73","41,664,228.30","129,750,460.63","65,355,932.27","55,309,861.97","66,570,683.60","71,796,914.38","94,289,668.35","37,577,143.81","56,869,009.68","34,915,859.29","51,640,862.70","29,235,984.98","59,907,102.14","77,054,195.53","69,905,617.20","57,546,359.87","85,119,112.32","72,408,927.61","67,158,873.35","67,382,348.58","84,060,010.61","83,138,890.99","124,638,473.67","91,348,555.68","96,254,162.04","76,765,619.99","124,992,431.89","104,810,839.07","216,532,569.34","190,455,780.61","224,311,593.43","222,271,523.07","289,510,213.30"
预收款项,"4,732,461.07","11,613,765.31","5,918,072.39","23,703,561.96","4,765,355.96","16,364,848.55","2,995,191.88","15,994,782.15","5,253,674.71","5,502,239.98","23,500,293.07","8,146,895.25","13,480,324.93","29,352,586.83","9,904,266.19","43,879,070.93","12,820,842.01","5,415,453.72","42,269,194.38","37,805,671.82","12,945,446.45","69,204,014.65","46,787,985.99","48,016,991.02","2,976,460.35","5,149,582.99","3,018,990.10","5,651,586.36","5,764,945.70","40,583,439.13","35,445,045.78","131,584,981.26","69,843,144.96","22,875,669.02","18,675,254.86","23,917,524.76","78,515,043.53","70,668,029.32"
