科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,395,233,260.32","1,388,370,734.90","1,410,434,052.99","1,807,635,181.45","1,131,782,787.69","1,897,507,444.64","2,251,893,775.89","1,733,126,783.01","2,250,133,019.99","1,464,961,644.99","1,083,738,122.85","1,980,621,825.91","839,903,553.79","1,839,162,121.88","761,640,006.22","1,363,323,500.71","1,063,716,861.52","1,341,307,159.64","1,280,451,612.43"
短期借款,"119,000,000.00","20,000,000.00","27,200,000.00","27,200,000.00","26,300,000.00","21,000,000.00","23,000,000.00","28,000,000.00","26,000,000.00","17,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00","361,000,000.00","359,000,000.00","356,000,000.00","356,000,000.00","3,000,000.00","3,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"69,484.00","94,040.00","68,862.00","58,566.00","48,132.00","384,127,548.06"
交易性金融负债,,,,,,,,,,,,,,,,,,,
应收票据,"36,741,341.91","22,506,888.00","8,732,539.07","1,437,824.62","58,280.00","14,216,019.87","13,801,141.49","16,348,612.82","16,473,435.87","8,348,075.13","13,001,441.87","14,233,898.86","15,655,008.04","17,109,291.88","25,109,898.41","27,514,910.36","22,865,971.74","26,720,469.99","5,374,607.02"
应付票据,"221,671,634.80","328,853,458.63","232,864,055.40","196,415,513.37","304,385,398.59","331,781,989.96","311,910,588.70","284,787,822.60","317,267,237.94","345,714,700.07","338,281,594.57","201,348,797.55","232,253,533.20","250,851,844.40","163,211,360.00","130,250,000.00",,"183,240,200.00",
应收账款,"455,354,550.75","677,700,582.98","662,579,677.47","696,626,066.47","1,152,523,351.06","736,412,193.69","1,175,310,081.83","591,574,417.20","1,021,626,645.88","827,475,078.92","908,526,807.95","575,486,397.14","1,164,504,234.59","928,638,884.53","1,414,083,902.90","742,209,170.88","1,243,788,663.21","976,689,895.32","1,104,543,352.05"
应付账款,"1,116,281,564.65","1,382,043,783.14","1,426,249,997.79","1,415,577,404.69","1,820,036,697.60","1,524,795,472.63","1,651,422,738.09","1,509,773,988.51","1,994,774,643.08","1,759,220,904.12","1,694,396,056.83","1,625,327,141.62","2,218,519,065.12","1,927,312,467.04","2,150,004,459.91","1,916,428,995.21",,"1,941,604,314.78",
预付款项,"71,888,517.44","123,222,371.25","89,212,561.97","107,286,568.30","123,924,801.51","72,556,345.93","84,475,844.84","928,101,110.87","901,167,482.03","112,855,348.40","78,900,967.54","114,066,762.80","110,137,879.02","56,599,663.32","70,428,551.95","92,190,766.76","208,549,156.29","82,884,983.49","80,582,668.64"
预收款项,"121,276,277.25","218,612,896.23","344,170,475.96","705,631,498.87","343,148,553.70","214,519,650.83","211,276,270.13","211,829,572.73","244,595,316.90","309,598,039.15","300,132,358.26","672,762,135.81","337,313,016.99","313,803,571.63","314,467,724.16","342,940,563.27","488,452,572.52","381,710,163.51","407,274,722.87"
其他应收款,"85,733,987.44","82,996,352.79","73,176,853.31","76,504,987.60","76,671,178.77","69,502,970.38","384,005,667.11","71,609,872.55","92,726,274.38","64,172,436.63","95,037,594.99","81,105,594.42","86,123,213.82","57,311,498.95","94,837,560.73","117,092,559.94","106,370,145.40","69,638,518.83","65,566,590.64"
应付职工薪酬,"87,541,714.72","107,928,724.04","135,002,025.80","125,789,215.24","156,087,852.10","193,158,200.68","175,721,789.96","165,311,990.86","197,260,689.34","233,411,509.50","208,536,119.16","211,860,343.52","240,270,224.22","255,080,351.14","211,504,043.43","217,791,991.26","241,327,354.54","213,300,939.43","190,935,410.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"65,632,030.32","66,335,385.55","40,050,313.82","21,371,115.47","34,778,929.70","25,102,292.53","14,773,482.59","20,014,807.66","-6,639,671.18","49,576,799.60","29,340,956.47","38,282,946.95","70,899,351.94","64,000,795.34","36,902,119.95","23,542,190.48","21,301,251.83","73,860,597.75","25,663,716.46"
应收利息,"278,810.57","405,727.77","494,330.06",,"822,516.79","830,943.31","3,322.22","4,286,857.40","3,555,932.08","2,291,212.50",,"4,185,000.00",,"500,000.00",,,,,
应付利息,"718,265.27","726,212.49","719,155.83","39,983.33","38,000.00","35,540.86","29,811.11","43,077.08","35,005.45","25,778.43","24,696.77","24,696.77","23,200.00","177,388.97","170,232.52","8,420.83","8,420.83","4,385.08","4,229.17"
应收股利,,,,,,,,"6,105,168.50",,"30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00",,,
应付股利,"195,038,447.71","239,683,650.91","255,812,265.33","237,948,591.49","235,811,493.85","235,811,493.85","235,811,493.85","306,878,935.01","195,343,269.78","236,254,269.78","195,299,269.78","198,796,974.18","197,048,121.98","61,570,493.26","61,570,493.26","248,612,469.37","65,136,948.65","61,603,493.26","61,603,493.26"
存货,"589,983,102.95","687,696,213.85","681,973,173.90","659,118,686.17","813,022,004.11","739,975,165.66","728,628,623.06","760,619,547.45","889,897,811.99","938,006,618.68","859,263,882.51","808,993,079.14","1,071,452,045.84","947,432,474.26","998,730,249.36","916,650,106.66","1,254,358,993.19","1,043,634,071.23","1,132,686,668.34"
其他应付款,"612,557,047.52","770,936,345.23","729,461,389.75","702,652,839.16","717,414,701.74","719,004,164.81","683,623,955.60","668,619,612.89","718,501,180.99","653,455,832.36","652,264,211.08","634,012,153.18","643,342,601.33","362,011,157.98","353,890,926.48","355,941,601.29","440,731,135.34","441,012,671.34","421,018,949.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"3,000,000.00",,"1,600,000.00",,,,,,,,,,,,,,,,
其他流动资产,"142,778,426.55","475,009,192.86","941,878,822.55","1,043,653,521.14","1,474,174,771.24","935,915,589.56","988,305,700.00","1,383,317,029.86","951,427,226.11","1,123,682,436.41","1,447,056,990.62","1,086,394,899.83","1,866,941,205.30","419,835,121.45","758,363,836.76","654,519,301.39","764,124,926.73","163,208,468.15","136,828,931.18"
其他流动负债,,,,,,,,,,,,91.98,"9,709.06","12,033,670.96","85,478,696.19","24,529,877.06","131,966,251.73","16,816,626.54","83,863,882.09"
流动资产合计,"2,777,991,997.93","3,457,908,064.40","3,868,482,011.32","4,392,262,835.75","4,772,979,691.17","4,466,916,673.04","5,626,424,156.44","5,495,089,399.66","6,127,007,828.33","4,541,822,851.66","4,485,555,808.33","4,665,117,458.10","5,154,747,140.40","4,266,688,540.27","4,123,318,046.33","3,913,599,178.70","4,663,833,284.08","3,704,131,698.65","4,190,161,978.36"
流动负债合计,"2,542,716,982.24","3,135,120,456.22","3,193,129,679.68","3,432,626,161.62","3,638,001,627.28","3,265,208,806.15","3,307,570,130.03","3,195,259,807.34","3,687,137,672.30","3,604,257,833.01","3,437,275,262.92","3,601,415,281.56","3,958,678,823.84","3,607,841,740.72","3,736,200,055.90","3,616,046,108.77","4,167,855,276.30","3,254,545,513.35","3,530,542,335.18"
可供出售金融资产,"4,059,800.00","81,286,667.48","81,286,667.48","81,286,667.48","124,337,948.48","124,687,948.48","124,687,948.48","124,687,948.48","124,837,948.48","124,837,948.48","124,837,948.48","125,137,948.48","125,137,948.48","125,561,952.48","542,117,952.48","542,117,952.48","542,117,952.48","752,205,808.49",
长期借款,,,"4,000,000.00","5,132,000.00","5,132,000.00","4,332,000.00","3,882,000.00","3,432,000.00","2,982,000.00","2,532,000.00","1,982,000.00","1,432,000.00","882,000.00","332,000.00","332,000.00","332,000.00","332,000.00","332,000.00","100,332,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,"3,415,250.23",,,,,,,,,,,,,,,,,,
长期股权投资,"11,946,576.78","13,154,212.67","10,944,951.84","12,304,255.92","12,129,581.62","11,610,276.95","11,448,103.08","13,332,329.13","13,107,797.41","16,231,693.50","16,834,805.82","10,166,188.51","10,131,191.28","58,593,141.99","58,269,258.33","58,454,373.79","60,323,769.09","58,574,688.07","58,894,694.48"
专项应付款,,,,,,,,,"50,000.00",,,,,,,,,,
投资性房地产,"52,322,435.89","77,099,403.85","431,021,589.01","425,072,736.85","421,983,853.39","419,123,884.69","416,826,651.96","413,866,368.05","410,898,248.72","405,128,585.30","402,276,779.05","412,294,673.78","412,049,733.65","507,357,687.52","503,770,308.81","499,954,147.57","496,228,871.36","493,314,420.03","492,949,049.18"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"554,086,590.33","597,253,033.98","657,349,442.76","640,992,063.14","634,062,002.63","634,405,619.43","623,790,521.02","574,272,124.93","587,478,193.53","565,027,016.22","580,887,742.28","604,485,659.43","596,522,562.95","640,909,856.40","632,733,183.88","631,530,893.49","629,126,449.59","645,149,541.98","633,699,303.52"
递延所得税负债,"34,734,481.85","67,541,411.26","89,574,108.72","97,940,284.37","97,940,284.37","106,655,500.84","106,655,500.84","106,655,500.84","106,655,500.84","101,841,137.16","101,841,137.16","103,281,174.49","103,254,966.89","104,481,319.52","104,443,352.04","104,405,384.54","104,401,177.29","89,460,225.49","89,224,357.07"
在建工程,"261,904,066.06","309,128,219.24","67,658,031.40","94,707,346.97","103,731,046.69","114,941,596.95","134,543,104.11","139,013,984.35","218,758,038.21","198,573,576.83","223,566,606.54","236,757,391.84","286,821,864.77","226,717,254.40","278,429,955.08","309,354,145.23","360,670,858.58","387,591,837.83","421,477,294.50"
其他非流动负债,"139,735,053.41","235,021,810.76","326,161,784.76","409,019,202.88","418,553,082.14","470,812,184.48","467,080,849.98","475,010,314.25","489,601,967.85",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"177,884,785.49","302,563,222.02","419,735,893.48","512,091,487.25","521,625,366.51","581,799,685.32","577,618,350.82","585,097,815.09","599,289,468.69","593,083,530.96","589,685,885.33","586,541,678.54","578,594,053.54","557,896,212.44","559,304,614.48","574,185,135.22","586,675,374.93","537,173,551.49","626,066,596.95"
固定资产清理,,,,,,,"-1,286.33",533.70,"1,197.30",,533.70,,,,,,,,
