科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"2,720,601,767.73","3,437,683,678.24","3,612,865,573.16","3,944,717,648.87","4,159,626,993.79","3,847,008,491.47","3,885,188,480.85","3,780,357,622.43","4,286,427,140.99","4,197,341,363.97","4,026,961,148.25","4,187,956,960.10","4,537,272,877.38","4,165,737,953.16","4,295,504,670.38","4,190,231,243.99","4,754,530,651.23","3,791,719,064.84","4,156,608,932.13"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"650,000,000.00","650,000,000.00","650,000,000.00","650,000,000.00","650,000,000.00","650,000,000.00","819,100,000.00","819,100,000.00","819,100,000.00","819,100,000.00","819,100,000.00","819,100,000.00","819,100,000.00","895,876,566.00","895,876,566.00","895,876,566.00","895,876,566.00","895,876,566.00","895,876,566.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"244,851,873.09","262,125,161.02","256,368,943.19","263,423,977.07","263,423,977.07","264,012,880.70","1,083,864,180.70","1,083,210,071.88","1,083,203,591.13","1,083,210,071.88","1,083,210,071.88","1,083,210,071.88","1,859,449,227.40","1,782,429,266.64","1,782,429,266.64","1,782,429,266.64","1,782,429,266.64","1,782,321,920.39","1,782,321,920.39"
无形资产,"421,123,719.81","1,104,621,099.63","1,065,668,475.05","1,090,430,078.80","1,081,884,878.79","1,116,445,703.10","1,108,322,218.31","1,147,619,928.63","1,127,241,495.21","2,700,139,339.17","2,685,981,315.47","2,670,659,654.56","2,651,790,520.48","3,195,366,568.24","3,176,404,149.22","3,156,402,038.61","3,152,954,128.19","3,148,104,384.02","3,142,075,053.32"
盈余公积,"33,262,740.29","42,345,259.14","56,304,563.97","56,304,563.97","56,304,563.97","82,114,679.25","82,114,679.25","82,114,679.25","82,114,679.25","105,660,676.81","105,660,676.81","105,660,676.81","105,660,676.81","131,557,994.14","131,557,994.14","131,557,994.14","131,557,994.14","163,452,301.43","163,452,301.43"
开发支出,,,,,,,,,,,,,,,,"1,092,225.53","8,672,497.75",,"1,491,798.28"
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,"1,864,523.28","4,559,692.23","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","4,343,123.98","14,813,668.17","14,813,668.17","14,813,668.17","14,813,668.17","14,813,668.17","14,813,668.17","14,813,668.17","14,813,668.17"
未分配利润,"529,304,980.55","733,806,266.12","969,061,244.29","1,144,930,798.66","1,311,057,412.74","1,320,233,508.17","1,431,104,396.78","1,402,688,463.74","1,560,589,857.64","1,571,511,470.23","1,682,672,249.83","1,705,673,097.38","1,931,645,788.01","2,071,277,939.81","2,238,831,011.48","2,143,357,453.83","2,371,290,921.85","2,511,201,919.65","2,786,110,169.79"
长期待摊费用,"11,118,242.28","20,243,818.19","27,148,790.05","31,461,368.54","30,375,073.41","32,602,038.86","32,813,782.10","35,335,770.82","34,691,822.79","39,942,123.69","37,110,829.07","36,211,301.75","40,209,125.34","43,549,892.16","44,511,770.18","43,306,843.79","42,728,762.49","100,481,539.87","101,057,063.86"
少数股东权益,"320,154,832.66","539,762,949.75","677,247,234.75","721,297,846.13","753,752,325.50","768,382,208.61","788,501,488.29","786,765,577.15","823,605,327.67","832,179,673.67","854,717,005.17","882,437,343.76","47,152,042.17","54,448,440.29","55,139,425.10","50,236,584.18","51,705,367.61","52,669,488.30","52,230,529.21"
递延所得税资产,"326,626.96","469,102.60","218,433.62","88,314.42","612,030.06","185,111.74","185,111.74","185,111.74","185,111.74","167,181.60","167,181.60","471,689.63","1,080,757.47","1,237,359.43","2,139,610.47","1,449,966.96","1,389,685.66","1,115,328.81","1,602,145.58"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,"401,431,615.00",,"7,726,042.85","7,726,042.85","7,726,042.85","6,489,790.98","6,489,790.98","6,489,790.98","6,489,790.98","12,789,816.13","10,758,477.62","7,922,515.68","6,976,098.78","20,532,238.98","22,831,030.79","21,613,674.46","14,530,840.03","13,489,075.55","14,566,412.03"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,720,184,196.39","2,207,815,249.87","2,353,365,548.04","2,388,411,998.95","2,421,185,581.90","2,464,835,095.16","2,463,449,069.43","2,459,147,014.79","2,528,032,768.35","4,067,180,404.90","4,086,765,343.61","4,118,920,691.83","4,145,533,471.37","4,834,639,619.77","5,276,020,887.41","5,280,089,930.08","5,323,557,483.39","5,614,840,292.82","5,768,169,171.45"
所有者权益(或股东权益)合计,"1,777,574,426.59","2,228,039,636.03","2,608,981,986.20","2,835,957,185.83","3,034,538,279.28","3,084,743,276.73","4,204,684,745.02","4,173,878,792.02","4,368,613,455.69","4,411,661,892.59","4,545,360,003.69","4,596,081,189.83","4,763,007,734.39","4,935,590,206.88","5,103,834,263.36","5,003,457,864.79","5,232,860,116.24","5,527,252,926.63","5,801,722,217.68"
资产总计,"4,498,176,194.32","5,665,723,314.27","6,221,847,559.36","6,780,674,834.70","7,194,165,273.07","6,931,751,768.20","8,089,873,225.87","7,954,236,414.45","8,655,040,596.68","8,609,003,256.56","8,572,321,151.94","8,784,038,149.93","9,300,280,611.77","9,101,328,160.04","9,399,338,933.74","9,193,689,108.78","9,987,390,767.47","9,318,971,991.47","9,958,331,149.81"
负债和所有者(或股东权益)合计,"4,498,176,194.32","5,665,723,314.27","6,221,847,559.36","6,780,674,834.70","7,194,165,273.07","6,931,751,768.20","8,089,873,225.87","7,954,236,414.45","8,655,040,596.68","8,609,003,256.56","8,572,321,151.94","8,784,038,149.93","9,300,280,611.77","9,101,328,160.04","9,399,338,933.74","9,193,689,108.78","9,987,390,767.47","9,318,971,991.47","9,958,331,149.81"
