科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"255,372,904.60","395,955,606.36","313,640,368.84","126,768,945.23","241,432,098.30","286,785,744.39","99,128,679.72","168,909,102.07","244,829,070.28","303,240,705.23","87,401,087.07","160,936,599.91","237,200,111.02","342,496,429.62","101,820,301.25","185,277,422.22","311,597,283.30","432,937,358.34","80,081,112.96","179,103,550.08","260,614,206.82","348,811,539.20","53,190,614.22","111,371,618.27","182,543,022.28","277,660,676.41","85,499,389.65","156,984,518.94","229,949,968.42","329,944,504.79","60,735,749.88","219,268,083.27","335,176,257.92","272,089,117.05","13,509,017.52","69,998,123.03","87,626,373.99","36,837,593.42","2,313,591.28"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"9,705,800.78",,,,,,,,,,,,,,,,,"132,099,692.81","132,099,692.81","142,099,692.81",,,,,"1,000,000.00",
收到的税费返还,,,"10,236,525.96","3,362,757.92","4,007,373.91","4,899,521.03","630,678.20","3,256,573.20","3,258,557.32","5,354,873.37","2,432,812.33","5,003,994.54","7,406,187.19","8,638,042.18","1,409,834.88","2,893,011.86","3,195,817.33","4,135,507.18","195,869.38","235,869.38","691,963.57","621,963.57","1,813,216.16","4,829,647.36","5,067,741.97","5,489,907.89","193,933.68","698,498.57","1,146,853.59","2,383,197.09","303,159.54","534,304.00","714,721.51","934,377.80",,"16,389.54","14,718.63",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"13,540,490.51","8,440,490.51",,,,,,,,,,"1,000,000.00",,"20,000,000.00",,,,,
收到其他与经营活动有关的现金,"10,754,864.27","8,763,176.19","2,851,381.85","7,785,511.67","8,687,531.90","15,273,916.67","8,387,785.31","13,910,082.21","15,031,540.81","19,919,947.32","3,445,378.76","8,442,012.06","14,402,183.48","21,057,480.66","11,009,861.31","26,002,038.17","30,507,130.60","21,757,056.54","3,918,048.94","11,239,518.76","14,894,407.80","22,320,540.44","4,777,903.57","13,246,144.22","15,429,274.37","23,366,234.22","3,360,702.40","22,209,524.14","72,781,153.56","18,204,202.36","2,679,750.52","2,824,132.14","2,502,642.97","80,394,350.52","32,720,911.41","52,245,821.51","112,693,199.90","57,482,056.07","1,170,571.37"
投资活动现金流出小计,"23,341,692.32","11,597,713.40","23,480,213.99","5,948,275.10","15,257,753.60","24,272,088.72","6,517,740.00","54,115,815.43","114,884,230.03","145,466,765.13","23,708,188.82","55,328,595.36","70,854,660.84","124,067,056.02","40,160,835.61","57,769,039.50","67,065,006.13","70,209,129.99","9,938,741.36","23,976,510.73","40,147,932.16","48,841,840.79","24,746,549.78","183,937,425.61","369,649,044.66","562,278,982.71","177,598,641.54","308,590,049.97","547,585,477.97","688,301,542.08","300,625,158.61","519,498,777.43","814,893,659.85","618,122,250.67","7,054,479.50","7,102,057.50","7,102,057.50","10,825,395.09",
经营活动现金流入小计,"266,127,768.87","404,718,782.55","326,728,276.65","137,917,214.82","254,127,004.11","306,959,182.09","108,147,143.23","186,075,757.48","263,119,168.41","328,515,525.92","93,279,278.16","174,382,606.51","259,008,481.69","372,191,952.46","114,239,997.44","214,172,472.25","345,300,231.23","458,829,922.06","84,195,031.28","190,578,938.22","276,200,578.19","371,754,043.21","59,781,733.95","129,447,409.85","203,040,038.62","306,516,818.52","89,054,025.73","179,892,541.65","303,877,975.57","350,531,904.24","63,718,659.94","222,626,519.41","338,393,622.40","353,417,845.37","46,229,928.93","122,260,334.08","200,334,292.52","94,319,649.49","3,484,162.65"
投资活动产生的现金流量净额,"-18,725,158.82","-11,597,713.40","-23,480,213.99","-5,783,275.10","-15,092,753.60","-24,107,088.72","-6,517,740.00","-54,115,815.43","-67,452,238.03","-98,034,773.13","-23,708,188.82","-55,328,595.36","-63,054,660.84","-98,184,842.32","-25,080,309.58","-39,675,436.76","-46,959,534.90","-42,333,803.68","-9,938,741.36","-17,951,558.68","-32,115,156.82","-24,066,004.75","-24,746,346.98","-57,590,892.51","-108,645,550.62","-88,447,910.42","4,264,353.22","-13,562,253.73","-80,386,127.99","-68,679,276.35","-112,599,228.50","-83,435,178.27","421,156,420.34","530,272,279.89","-7,054,479.50","14,593,312.50","64,593,312.50","60,899,462.09",
购买商品、接受劳务支付的现金,"204,798,269.72","307,179,765.92","186,658,375.31","97,225,263.98","181,407,175.75","227,622,659.60","68,447,272.90","130,074,070.05","213,488,872.93","293,164,770.44","54,371,449.01","105,865,215.29","165,819,768.63","231,805,929.06","66,744,319.92","131,657,375.59","193,400,874.15","257,097,199.04","49,764,014.81","102,738,791.94","154,605,059.61","208,936,951.95","39,602,158.11","68,528,901.70","114,615,584.57","145,755,663.64","35,626,348.74","59,721,979.18","111,084,140.81","166,757,066.24","62,798,715.91","533,660,751.75","839,125,859.15","712,245,885.04","32,270,912.62","253,229,262.74","281,772,447.70","124,172,876.13","2,752,457.00"
吸收投资收到的现金,,"7,500,000.00",,,,"451,250,000.00",,,,,,"25,830,000.00","31,100,000.00","31,100,000.00",,,,,,,,,,,,,,"1,630,500.00","1,622,000.00","1,622,000.00",,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",
