科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,381,065,293.73","1,227,479,547.87","1,009,131,999.39","266,366,691.59","670,812,796.42","1,059,418,793.63","1,615,885,186.98","507,280,609.61","993,781,006.83","1,583,947,548.50","2,031,441,456.13","396,340,071.17","794,320,986.86","1,201,375,665.34","1,592,454,299.01","420,994,851.86","871,924,866.45","1,398,914,221.93","1,881,326,705.51","581,960,133.40","768,932,676.46","1,831,322,675.12","1,736,942,393.18","378,167,916.57","950,274,419.27","1,348,152,727.44","1,978,799,781.88","40,693,216.20","119,662,779.48","166,575,056.06","383,637,425.00","71,745,199.58","152,846,179.04","248,259,857.24","596,258,891.14","156,027,799.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,358,000.04",,,,"608,295,084.67",,,,"162,746,724.53",
收到的税费返还,"16,798,991.47","11,227,581.91","10,846,897.73","14,969,943.37","24,820,955.63","28,158,928.58","43,560,248.82","7,153,054.20","19,034,474.11","36,821,576.13","47,043,145.95","9,552,394.94","13,566,860.82","22,040,343.19","30,393,436.39","20,369,453.68","22,738,475.34","22,943,392.92","25,567,035.34","6,106,380.70","7,241,760.41","10,241,183.28","12,883,604.16","7,565,419.10","8,889,439.18","24,635,883.21","26,987,092.68","628,406.55","669,599.30","669,599.30","771,014.49","1,579,486.90","1,579,486.90","1,602,221.95","7,332,593.03","8,965,599.87"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"115,000,000.00","115,000,000.00","115,000,000.00",,,,,,,,,"330,000,000.00","330,000,000.00","723,890,000.00","782,390,000.00","257,230,693.69","301,000,000.00","322,230,693.69","260,581,499.75","410,000,000.00"
收到其他与经营活动有关的现金,"10,078,377.50","9,361,150.15","25,004,948.94","3,298,821.97","3,263,215.73","17,790,452.57","34,077,560.37","2,709,541.85","9,320,927.48","18,015,532.12","44,300,761.78","2,467,197.28","8,375,823.13","13,722,259.35","136,727,206.29","3,562,465.78","24,457,676.27","40,545,961.99","140,190,531.63","68,833,953.37","209,337,001.07","219,200,290.76","281,216,333.26","11,884,649.07","4,350,450.18","78,523,012.97","34,040,206.89","2,655,737.16","65,717,111.37","24,091,830.79","18,065,924.23","7,752,430.58","23,158,616.16","48,375,395.72","31,741,625.32","41,494,760.10"
投资活动现金流出小计,"54,002,334.56","70,837,938.63","74,507,253.61","17,285,298.04","28,560,125.66","62,278,349.58","167,489,231.22","52,482,965.02","117,886,019.06","186,760,764.22","224,889,084.98","15,445,468.46","29,995,043.64","54,875,093.24","83,973,575.92","19,191,280.34","138,182,540.61","142,034,645.64","147,580,236.75","10,059,216.47","19,828,546.37","31,934,777.23","42,198,289.86","4,913,340.31","158,736,523.40","195,329,813.43","237,110,742.07","623,459,693.16","739,390,721.04","1,361,684,453.90","1,468,652,599.75","268,554,344.40","351,341,383.05","505,936,011.48","495,467,857.89","522,971,972.59"
经营活动现金流入小计,"1,407,942,662.70","1,248,068,279.93","1,044,983,846.06","284,635,456.93","698,896,967.78","1,105,368,174.78","1,693,522,996.17","517,143,205.66","1,022,136,408.42","1,638,784,656.75","2,122,785,363.86","408,359,663.39","816,263,670.81","1,237,138,267.88","1,759,574,941.69","444,926,771.32","919,121,018.06","1,462,403,576.84","2,047,084,272.48","656,900,467.47","985,511,437.94","2,060,764,149.16","2,031,042,330.60","397,617,984.74","963,514,308.63","1,451,311,623.62","2,039,827,081.45","43,977,359.91","186,049,490.15","191,336,486.15","402,474,363.72","81,077,117.06","177,584,282.10","298,237,474.91","635,333,109.49","206,488,159.78"
投资活动产生的现金流量净额,"-53,896,850.79","-67,900,878.25","-66,692,518.92","-17,216,387.79","-28,491,215.41","-62,024,879.29","-167,098,556.52","-52,432,723.28","-117,886,019.06","-186,760,764.22","-223,179,886.81","-15,445,468.46","-29,995,043.64","-54,875,093.24","-82,972,608.70","-19,191,280.34","-138,182,540.61","-142,034,645.64","-139,873,372.23","-9,997,019.14","101,193,211.92","89,086,981.06","80,109,622.28","-4,890,931.38","-158,149,816.46","-194,743,106.49","390,722,955.39","-543,459,693.16","-409,390,721.04","-1,017,748,476.42","-864,501,953.07","294,973.42","5,669,118.33","-43,175,998.89","575,021,616.34","-522,598,562.89"
购买商品、接受劳务支付的现金,"1,162,534,912.92","945,328,479.44","659,059,697.85","322,385,838.03","745,576,808.81","1,153,174,987.29","1,612,997,165.36","500,731,948.31","981,169,405.49","1,506,193,573.47","1,884,936,336.92","390,514,858.88","702,587,684.02","1,031,694,998.33","1,374,486,734.37","364,695,191.86","747,417,028.93","1,255,413,647.24","1,693,351,187.12","539,759,680.06","737,891,318.07","1,654,304,491.68","1,328,903,840.98","309,354,167.39","745,030,409.48","1,007,127,708.86","1,446,288,374.30","21,324,826.79","69,659,026.16","126,173,802.43","287,369,945.55","68,512,302.39","130,966,906.98","252,695,241.62","432,108,414.88","96,027,513.46"
吸收投资收到的现金,,,,,"655,000,000.00","655,000,000.00","655,000,000.00",,,,,,,,,,,,,,,,,,"189,724,200.00","194,724,200.00","189,724,200.00",,,"878,640,995.09","878,940,995.09",,"54,954,290.11","57,162,560.00","57,162,560.00","16,857,640.11"
支付给职工以及为职工支付的现金,"65,667,741.57","92,621,815.01","100,829,898.89","33,888,229.88","61,000,365.89","95,502,560.07","124,394,457.26","43,865,346.50","88,218,383.40","130,975,704.12","163,396,509.89","40,386,981.87","82,497,954.21","154,585,943.73","156,743,977.76","40,590,422.91","83,281,587.34","121,036,152.13","158,789,289.97","47,867,843.29","94,716,891.18","138,522,175.60","182,348,462.15","51,029,057.68","115,019,011.27","177,515,877.13","241,156,518.08","28,268,214.85","65,679,125.31","104,269,288.08","145,196,644.74","45,855,650.40","106,857,227.33","158,118,225.33","216,168,551.03","57,230,922.69"
取得借款收到的现金,"464,150,713.94","405,318,321.37","81,392,311.00","44,226,792.70","82,806,888.47","86,573,817.47","86,573,817.47",,"6,636,951.85","22,082,371.93","31,640,022.91",,,,"1,702,269.00",,"100,000,000.00","180,000,000.00","320,000,000.00","80,000,000.00","180,000,000.00","180,000,000.00","230,000,000.00",,"15,500,000.00","25,500,000.00","288,000,000.00",,"41,400,000.00","60,770,000.00","102,320,000.00",,"20,100,000.00","63,717,591.25","88,617,591.25","49,000,000.00"
支付的各项税费,"37,040,606.80","54,741,495.70","26,460,273.22","11,027,396.66","18,586,396.09","35,379,529.03","43,874,641.18","9,749,454.29","26,346,168.58","48,429,306.29","58,001,982.91","6,366,234.22","16,416,508.47","27,048,544.59","36,539,702.60","3,291,515.48","13,726,489.30","27,529,355.31","38,362,926.75","9,446,618.54","29,032,851.61","44,685,723.44","59,775,260.25","12,581,205.38","22,087,133.37","55,773,668.63","85,222,360.16","38,413,931.60","63,572,480.89","79,018,888.39","92,107,475.44","27,082,194.79","44,969,650.56","58,407,810.34","67,842,147.53","36,734,581.79"
收到其他与筹资活动有关的现金,"396,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,"1,418,423.00","1,418,423.00",,,,,,,,,"3,000,010.00",
支付其他与经营活动有关的现金,"47,629,071.77","56,261,697.52","34,704,780.92","10,430,386.31","39,746,467.99","71,439,308.65","68,959,270.59","20,775,789.74","52,908,929.70","99,050,755.96","154,083,091.94","23,014,693.25","26,265,988.13","43,981,172.01","150,890,770.52","24,690,148.52","55,223,023.40","68,515,200.66","198,897,310.89","72,607,180.54","209,176,354.49","234,490,301.88","322,181,950.03","38,939,913.50","60,839,376.10","158,717,079.29","409,644,086.20","18,949,324.73","48,377,060.98","67,953,773.64","71,525,919.68","26,555,297.33","30,386,181.36","71,744,927.66","79,012,700.73","76,264,378.72"
筹资活动现金流入小计,"860,350,713.94","405,318,321.37","81,392,311.00","44,226,792.70","737,806,888.47","741,573,817.47","741,573,817.47",,"6,636,951.85","22,082,371.93","31,640,022.91",,,,"1,702,269.00",,"100,000,000.00","180,000,000.00","320,000,000.00","80,000,000.00","180,000,000.00","180,000,000.00","230,000,000.00",,"206,642,623.00","221,642,623.00","477,724,200.00",,"41,400,000.00","939,410,995.09","981,260,995.09",,"75,054,290.11","120,880,151.25","148,780,161.25","65,857,640.11"
经营活动现金流出小计,"1,312,872,333.06","1,148,953,487.67","821,054,650.88","377,731,850.88","864,910,038.78","1,355,496,385.04","1,850,225,534.39","575,122,538.84","1,148,642,887.17","1,784,649,339.84","2,260,417,921.66","460,282,768.22","827,768,134.83","1,257,310,658.66","1,718,661,185.25","433,267,278.77","899,648,128.97","1,472,494,355.34","2,089,400,714.73","669,681,322.43","1,070,817,415.35","2,072,002,692.60","1,893,209,513.41","411,904,343.95","942,975,930.22","1,399,134,333.91","2,182,311,338.74","106,956,297.97","247,287,693.34","377,415,752.54","596,199,985.41","168,005,444.91","313,179,966.23","540,966,204.95","795,131,814.17","266,257,396.66"
偿还债务支付的现金,"507,003,125.27","391,537,161.03","143,405,267.99","22,765,729.20","75,358,601.20","95,935,303.43","103,232,713.79",,,,"17,851,499.82","9,103,751.01","13,512,937.54","13,512,937.54","15,225,065.47",,,,"120,000,000.00","60,000,000.00","180,000,000.00","255,000,000.00","400,000,000.00","20,000,000.00","50,000,000.00","65,000,000.00","65,000,000.00","20,490,000.00","25,500,000.00","118,170,000.00","170,455,670.57",,"1,100,000.00","1,100,000.00","1,100,000.00","19,900,000.00"
