科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"37,809,408.28","95,464,206.20","219,706,033.90","256,950,686.96","393,629,541.30","259,983,136.92","511,211,079.05","501,695,187.38","519,501,646.21","457,137,365.98","1,540,048,053.36","1,097,212,790.68","757,617,453.00","1,404,957,432.24","885,632,311.45","686,228,261.37","1,150,715,376.93","1,195,452,742.88","603,490,052.51","1,257,094,641.80","681,032,929.05","656,747,049.75","564,501,378.66","879,132,875.49","522,800,359.72","337,977,866.02","963,606,083.04","438,896,527.38","517,672,331.46","533,424,366.83","852,812,696.96","592,921,625.44","507,020,966.53","688,438,108.63","764,729,314.55","304,674,851.60","594,900,905.01","502,133,025.75","473,321,357.98","537,069,762.78","1,441,215,877.14","1,032,108,270.46"
短期借款,"404,500,000.00","507,500,000.00","649,500,000.00","672,500,000.00","228,000,000.00","253,000,000.00","532,000,000.00","662,000,000.00","530,000,000.00","778,000,000.00","450,000,000.00","101,000,000.00","351,000,000.00","1,040,000,000.00","1,005,000,000.00","1,120,000,000.00","1,190,000,000.00","1,230,000,000.00","1,419,266,825.00","2,385,250,000.00","2,427,440,000.00","2,477,440,000.00","2,440,000,000.00","2,721,000,000.00","3,133,695,800.00","3,513,695,800.00","2,794,000,000.00","2,255,000,000.00","2,496,000,000.00","2,646,000,000.00","2,951,000,000.00","2,901,000,000.00","2,841,000,000.00","3,228,000,000.00","3,783,000,000.00","3,933,000,000.00","4,139,018,408.35","4,102,817,906.35","3,802,904,028.00","3,777,590,000.00","4,087,000,000.00","3,791,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"903,500.00",,,,,,"2,710,000.00",,"124,100.00","90,100.00","32,600.00","53,000.00","131,000.00","466,000.00",,,,"60,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,"8,694,690.00",,"1,312,680.00",,"118,000.00","1,249,500.00","1,748,500.00",,"393,400.00",,,,,,,,,"7,500.00","384,000.00"
应收票据,,,,,,,"16,801,500.71","31,731,043.41","31,296,718.16","17,116,835.00","7,709,478.72","1,710,439.13","37,178,424.75","34,323,606.17","8,596,898.79","35,133,864.94","19,478,967.46","14,882,751.49","16,466,210.55","10,188,830.27","2,940,643.28","13,800,796.36","16,424,131.02",,,,,,"10,000,000.00","10,000,000.00","40,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,"46,500,000.00","7,540,000.00","11,890,000.00","30,802,170.00","24,300,000.00","23,900,000.00"
应付票据,"24,340,000.00","108,432,492.00","80,839,590.00","127,019,590.00","77,180,000.00",,,,,,,,,,,,,"100,000,000.00",,,,,"143,170,000.00","114,370,000.00","122,970,000.00","194,970,000.00","137,000,000.00","167,000,000.00","170,000,000.00","35,000,000.00","35,000,000.00","25,000,000.00",,,,,"56,000,000.00","66,000,000.00","126,000,000.00",,"90,600,000.00",
应收账款,"46,611,351.66","70,238,701.09","43,511,213.29","70,148,941.30","70,799,543.62","71,148,357.73","78,147,684.07","88,156,836.29","88,684,686.62","104,771,707.76","129,010,226.82","138,935,204.48","194,739,390.35","125,795,595.77","169,432,208.95","143,024,009.49","152,044,329.22","178,151,668.45","226,771,952.02","204,934,342.41","229,805,804.02","208,203,591.12","234,440,358.68","332,963,021.66","280,876,869.43","330,818,503.16","324,258,982.96","273,002,261.10","247,033,114.36","311,023,897.79","352,544,095.84","386,374,791.93","231,754,787.29","386,535,587.31","425,156,978.43","396,206,657.44","325,933,390.65","461,685,765.07","459,278,250.92","581,162,003.18","628,938,670.44","648,800,644.37"
应付账款,"57,725,508.64","74,758,981.64","47,878,981.72","39,669,213.82","57,410,929.55","75,938,959.01","43,516,336.48","79,107,351.62","92,812,441.60","107,673,527.79","99,596,850.52","125,554,164.95","278,112,407.33","212,165,768.11","215,005,764.61","218,887,158.13","270,424,780.64","199,169,677.01","229,812,752.61","317,938,269.34","620,153,586.32","633,426,159.87","552,300,886.48","584,433,846.36","824,698,178.84","658,140,047.55","742,001,131.02","885,327,835.78","813,401,521.88","696,841,198.69","514,208,536.06","471,047,665.94","843,322,251.83","745,652,027.17","705,614,107.55","673,790,955.54","931,466,897.40","771,351,810.58","864,451,650.60",,"1,019,069,102.14",
预付款项,"9,336,045.48","13,717,434.96","15,581,757.21","38,047,351.91","37,041,224.70","22,944,732.19","54,167,728.07","39,739,476.26","78,612,418.50","105,457,105.61","165,727,907.78","120,169,654.52","110,612,590.44","75,959,761.05","227,071,892.48","205,018,116.83","220,937,255.82","386,369,330.90","278,780,707.92","330,690,053.71","100,241,277.24","77,657,284.29","79,660,713.71","217,786,367.78","81,604,167.63","139,412,207.58","140,525,728.13","139,517,357.83","96,803,485.49","147,407,788.20","211,624,003.54","75,709,210.67","95,229,812.76","56,865,451.34","90,103,784.74","113,364,933.50","67,540,605.18","54,419,461.95","76,488,224.66","97,222,171.82","129,237,735.37","101,107,282.63"
预收款项,"7,716,599.52","8,594,670.06","9,033,675.71","8,932,825.15","12,628,020.77","8,172,340.21","11,775,155.22","14,671,678.51","18,558,588.65","11,094,084.74","18,842,698.74","32,418,922.14","21,844,443.00","25,455,333.65","27,308,896.66","40,038,733.66","33,896,670.33","15,613,178.24","22,278,827.43","41,087,789.88","35,407,124.65","45,191,939.59","94,609,174.81","90,480,427.55","115,728,489.70","86,917,751.23","65,731,044.22","100,814,000.95","88,252,250.74","54,503,572.10","73,771,035.49","117,444,718.67","92,682,540.28","113,360,162.60","95,966,818.95","96,558,566.23","123,360,864.33","80,290,839.88","74,586,194.56","120,450,375.98","107,770,489.64","98,531,105.63"
其他应收款,"981,268.65","1,030,224.72","1,489,761.67","2,807,278.23","1,024,730.78","1,196,891.34","21,156,295.32","4,235,230.81","4,811,696.01","4,829,945.41","6,855,282.43","1,527,418.17","1,706,015.42","2,879,104.88","1,869,244.30","1,966,133.00","1,191,377.35","2,483,758.59","2,275,622.07","22,198,686.32","1,971,468.51","4,202,006.43","10,710,373.74","28,129,268.96","42,580,896.78","47,873,872.05","50,361,441.32","85,813,885.49","12,969,882.25","6,061,931.90","7,440,904.72","13,123,189.25","5,140,581.30","7,729,863.46","6,783,004.10","7,733,830.23","7,362,803.52","12,313,552.39","10,284,374.16","10,764,771.57","7,637,676.28","9,735,224.89"
应付职工薪酬,"17,844,813.24","11,723,999.87","9,863,624.29","11,038,119.92","10,646,862.66","11,681,766.47","12,002,917.63","13,008,308.14","15,016,551.83","16,585,618.96","18,109,903.76","22,310,831.44","26,132,316.92","25,786,448.06","29,337,657.80","30,515,385.37","31,669,055.23","34,476,080.66","35,313,498.06","33,898,624.58","41,769,002.82","46,393,016.55","48,542,066.79","51,367,177.74","62,694,369.55","60,414,768.27","69,344,618.27","70,831,842.48","75,367,130.22","72,482,038.19","76,054,157.94","74,300,861.44","90,592,623.86","92,191,155.35","95,352,405.18","95,538,078.79","128,552,168.78","117,245,371.77","126,568,621.21","135,003,030.96","152,651,621.46","136,418,814.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"834,196.25","-127,608.74","149,968.42","32,538.12","-79,193.62","-387,626.12","-397,136.01","-46,545.90","428,420.22","265,897.55","202,084.37","4,120,914.05","4,001,788.62","772,069.28","334,269.84","4,469,291.59","2,256,440.32","3,259,417.29","187,072.27","383,520.75","803,587.99","-403,076.65","473,039.04","455,370.20","972,198.50","747,580.04","950,836.44","668,671.93","4,615,596.77","3,213,809.19","9,044,857.56","1,075,014.62","6,985,824.81","3,657,182.65","7,437,725.02","6,570,598.97","48,150,447.08","33,763,235.10","20,821,975.49","30,959,301.63","56,605,240.85","57,511,574.32"
应收利息,,,,,,,,,,,,,"1,345,666.67","649,471.63","1,404,350.76",,,,,,,,,,"725,327.78",,,,,,,,,,,,,,,,,
应付利息,"832,612.50","978,601.88","1,104,194.25","1,105,588.75","571,118.75","594,536.27","993,352.50","1,352,406.25","2,714,995.89","6,440,857.38","12,315,330.77","19,021,598.09","11,892,439.88","14,997,202.19","6,392,130.34","16,363,411.60","32,833,089.96","50,382,341.07","33,505,011.40","57,367,020.25","48,442,806.73","51,023,810.97","37,658,696.35","65,582,002.29","74,240,054.61","63,960,435.87","47,883,391.81","25,645,513.32","39,181,788.05","28,599,333.69","37,040,603.72","24,763,529.77","9,044,005.81","15,466,255.53","16,637,724.87","7,434,622.42","9,869,015.98","10,623,013.75","5,697,719.91",,"5,142,338.80","4,949,222.98"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,552,008.83",,,,,,,,,,,,,,,
