科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"228,959,371.74","338,293,418.13","438,648,986.96","316,265,873.13","534,180,071.00","768,312,899.81","229,073,059.05","518,166,082.68","840,113,098.23","1,193,721,712.93","352,865,837.60","806,831,165.13","1,360,873,126.75","1,963,213,021.89","467,327,192.99","917,281,431.71","1,376,863,850.78","2,039,998,273.39","598,048,673.30","1,268,004,902.97","1,924,983,209.33","2,653,012,082.57","643,714,426.89","1,469,384,160.97","2,358,588,409.58","3,154,191,441.31","459,150,379.66","1,068,418,652.39","1,941,014,001.24","2,973,195,437.16","635,311,118.18","1,308,534,693.65","2,067,321,624.51","3,021,464,069.38","678,626,202.08","1,499,344,647.37","2,057,508,669.83","2,564,248,851.87","435,593,131.37"
二、营业利润,"43,012,602.93","48,339,880.23","72,228,497.62","47,187,367.91","82,327,346.55","114,588,621.86","34,402,169.96","70,737,871.83","106,310,506.35","136,312,493.01","43,830,292.13","89,893,034.34","148,138,017.10","200,333,466.97","52,559,277.69","67,165,262.58","82,419,168.27","129,507,903.73","51,109,656.11","89,099,618.23","106,491,761.62","93,060,325.79","-18,716,161.50","-8,294,114.68","1,977,898.90","-243,959,403.12","-28,361,975.64","-61,208,113.54","-9,604,484.20","-236,300,169.58","2,267,867.66","1,185,838.31","21,230,305.99","96,396,878.81","4,722,749.09","-2,670,655.76","-30,507,409.52","-939,326,224.50","3,153,689.85"
减:营业成本,"152,704,607.99","240,106,653.38","317,203,229.56","239,027,807.77","399,979,915.28","573,596,863.28","172,956,422.03","394,018,700.14","648,705,075.92","935,465,933.04","275,113,600.60","643,166,401.01","1,093,664,165.25","1,583,659,520.26","376,231,998.81","754,100,915.17","1,154,046,992.84","1,719,360,002.97","514,924,539.51","1,089,102,368.94","1,671,474,338.91","2,349,722,884.27","604,567,954.00","1,342,998,977.58","2,147,649,586.07","2,839,593,109.01","422,968,414.01","979,277,244.09","1,719,161,685.08","2,589,050,239.60","569,344,897.09","1,160,139,996.31","1,814,913,775.02","2,635,318,062.22","610,044,534.72","1,342,064,726.09","1,831,681,218.68","2,339,181,719.37","368,888,033.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"101,072.53","135,723.09","155,057.54","109,343.28","192,362.33","286,313.40","254,174.00","590,305.07","1,149,323.99","1,683,306.54","588,588.24","1,462,592.40","1,925,001.05","3,000,518.46","1,315,108.91","2,480,148.69","3,369,555.26","5,203,819.44","847,248.07","1,749,328.39","2,628,556.88","3,831,870.48","1,145,196.60","2,123,724.07","3,065,326.01","5,141,359.96","558,583.86","840,014.78","3,768,472.43","9,798,055.61","3,173,582.14","5,445,423.61","7,956,882.31","13,105,364.25","2,481,379.62","4,841,160.43","8,590,127.93","11,894,443.19","3,362,560.00"
营业外收入,"938,522.14","658,116.95","1,192,195.92","221,576.68","315,286.56","2,967,794.52","268,538.67","463,510.09","562,380.49","932,589.17","524,733.70","4,201,921.25","4,505,363.40","2,533,231.28","1,116,399.20","1,610,303.51","1,949,100.09","5,487,058.19","3,927,865.42","4,901,174.95","6,113,173.22","12,439,843.31","5,118,359.09","6,252,000.34","12,098,814.45","295,949,678.47","3,949,297.67","6,299,002.51","7,641,191.88","293,399,237.69","311,541.71","21,304,403.90","35,575,026.86","2,912,022.42","317,675.87","1,710,241.30","2,332,429.82","3,640,689.75","128,250.84"
销售费用,"6,191,604.44","10,869,517.00","11,156,213.58","7,127,718.43","12,112,222.37","18,881,044.25","5,300,257.78","12,855,725.86","20,441,388.59","31,749,826.29","8,974,423.66","18,212,943.02","29,703,505.94","41,606,616.44","9,926,888.79","19,696,794.89","30,961,614.58","43,105,571.55","10,324,939.76","22,754,456.21","37,503,889.97","51,176,568.12","13,321,053.74","26,941,158.21","42,980,764.02","59,190,274.90","14,267,705.98","29,331,027.52","45,879,749.94","66,356,552.64","13,254,624.70","30,062,554.60","53,064,152.94","77,159,226.74","17,607,845.29","39,790,282.55","61,445,207.41","97,137,009.94","16,457,684.18"
减:营业外支出,"35,640.20","187,316.66","965,448.11","928,835.33","961,536.26","1,159,877.66","15,459.69","47,712.11","109,863.14","203,960.77","51,332.72","132,127.66","693,431.74","881,227.35","375,134.44","1,011,441.25","1,877,577.50","3,151,548.79","115,498.11","3,788,665.15","4,009,822.37","3,315,003.01","276,826.77","1,992,243.77","4,367,832.95","9,007,606.14","223,753.15","421,475.49","1,012,407.35","1,778,982.49","435,701.82","3,888,668.27","7,449,642.74","6,650,858.17","44,748.75","340,450.15","560,216.31","5,677,669.62","288,108.27"
管理费用,"23,188,375.17","31,888,598.37","33,518,715.02","18,411,491.04","30,669,170.66","50,501,814.25","14,867,676.77","35,032,930.26","53,630,042.96","76,330,180.25","21,495,069.96","46,113,131.69","70,514,622.05","103,653,399.68","25,281,387.27","50,370,681.78","77,346,878.92","107,099,085.24","21,070,580.39","54,842,322.36","90,830,432.27","132,576,474.10","38,991,476.29","84,917,630.60","126,570,634.05","175,403,782.87","39,320,141.44","92,473,526.34","139,007,448.50","200,890,426.11","42,409,458.08","92,075,873.99","134,240,283.58","178,452,694.16","37,470,088.37","85,583,580.93","96,382,026.08","140,562,792.83","22,144,269.53"
其中:非流动资产处置净损失,"3,333.34","45,177.83","549,085.81","694,967.59","716,198.24","760,111.92",,,"2,843.82","10,292.90",,147.58,"492,024.08","563,064.30",161.50,"249,334.76","620,708.43","1,313,836.30",240.87,"2,852,066.31","2,930,776.54","1,183,660.01","77,623.37","323,123.56","286,949.66","698,538.22","50,881.60","52,328.25","62,991.93","555,801.51","93,787.47","1,957,739.48","3,006,003.34",,,,,,
