科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"35,000,762.42","38,067,807.21","41,536,384.33","9,619,026.46","22,302,108.97","35,092,865.44","48,434,334.82","11,710,047.17","25,228,592.54","39,707,958.75","54,110,332.17","12,006,734.88","26,378,464.25","43,327,873.22","59,437,545.21","15,769,103.28","32,957,885.80","51,388,728.13","70,153,978.61","14,698,559.08"
取得借款收到的现金,"406,822,180.94","401,829,798.16","320,512,648.24","128,294,290.59","187,731,882.27","237,152,234.40","264,116,164.53","43,966,829.84","113,518,249.01","200,876,731.31","244,369,180.30","121,326,927.33","245,868,623.62","360,990,971.78","387,580,652.44","94,912,187.24","165,704,325.94","220,435,530.80","265,437,747.76","15,633,840.59"
支付的各项税费,"10,367,436.95","10,230,016.70","9,511,916.89","4,011,629.03","6,671,865.95","9,717,034.68","9,511,690.27","2,691,892.87","3,790,311.54","4,979,919.09","6,031,300.56","3,000,007.72","1,576,348.48","3,193,958.55","5,498,998.32","2,721,235.92","4,143,273.02","5,416,200.51","7,575,342.49","4,873,059.25"
收到其他与筹资活动有关的现金,,"8,462,476.40","6,958,977.99","93,495.27","14,177,221.11","23,974,554.08","41,671,815.36",,"7,488,007.00","54,092,300.98","89,302,841.19","48,463,226.56","62,543,393.23","171,282,340.87","208,994,632.88","52,825,134.27","60,740,088.49","99,086,728.39","95,249,094.52",
支付其他与经营活动有关的现金,"14,752,888.72","16,088,609.95","15,553,714.39","4,287,551.92","22,342,232.88","29,794,584.71","15,720,982.95","6,733,621.45","14,710,909.59","23,801,134.28","8,834,948.36","7,519,306.88","15,400,926.69","24,035,295.62","17,654,091.02","8,039,286.31","18,429,454.75","16,681,780.03","20,443,010.47","3,191,148.61"
筹资活动现金流入小计,"406,822,180.94","410,292,274.56","327,471,626.23","128,387,785.86","448,603,503.38","507,821,188.48","557,362,379.89","43,966,829.84","121,006,256.01","254,969,032.29","333,672,021.49","169,790,153.89","308,412,016.85","532,273,312.65","596,575,285.32","147,737,321.51","226,444,414.43","319,522,259.19","360,686,842.28","15,633,840.59"
经营活动现金流出小计,"316,126,899.24","349,757,287.06","330,916,821.51","77,162,790.01","194,287,504.54","295,579,552.25","364,744,945.55","91,036,108.92","171,448,830.00","277,700,071.92","358,914,155.37","79,509,284.40","162,167,793.66","245,006,979.67","317,920,689.52","72,872,310.87","161,133,890.83","224,584,587.59","298,960,880.86","55,402,892.91"
偿还债务支付的现金,"345,497,164.55","376,679,199.35","383,174,304.42","112,836,040.76","170,606,937.71","267,821,589.17","317,557,198.95","116,786,386.76","121,088,553.10","196,227,862.51","232,835,579.18","90,451,628.28","173,117,064.95","307,951,736.77","404,450,066.12","118,805,670.94","186,424,582.48","267,093,894.58","334,195,328.10","45,429,592.93"
经营活动产生的现金流量净额,"101,294,683.59","72,095,162.32","117,867,337.93","8,099,122.36","27,812,293.59","25,960,432.05","61,540,246.27","2,895,328.89","37,291,400.58","40,458,893.65","48,621,136.77","5,969,316.60","27,846,338.14","37,829,845.90","106,199,258.97","8,724,230.77","28,510,734.64","47,492,175.76","68,080,634.73","2,355,719.96"
分配股利、利润或偿还利息支付的现金,"12,782,251.42","12,309,795.98","12,406,500.39","2,838,263.16","5,465,788.43","7,700,107.70","9,538,309.67","1,881,219.13","2,637,212.75","15,885,843.85","17,155,694.88","1,117,138.60","2,320,218.23","11,469,432.50","12,812,109.99","996,924.37","1,640,873.12","7,327,616.02","8,020,538.51","459,304.32"
收回投资收到的现金,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,,"17,041,720.55","52,000,000.00","5,159,824.00","13,667,133.59","24,167,133.59","36,000,000.00",
支付其他与筹资活动有关的现金,,"1,792,476.40","4,252,473.26","6,781,720.87","13,665,896.70","34,953,134.47","48,732,733.73","16,601,802.07","80,569,375.19","124,801,164.09","146,772,870.20","78,507,334.87","91,225,537.09","204,684,994.73","203,671,813.24","44,314,879.30","45,796,449.71","46,978,819.08","41,238,395.90",
取得投资收益收到的现金,,,,,,,,"1,320,590.56","1,320,590.56","1,320,590.56","1,320,590.56",,,"96,168.00","447,851.96","11,835.62","75,660.62","93,338.84","311,303.21",
筹资活动现金流出小计,"358,279,415.97","390,781,471.73","399,833,278.07","122,456,024.79","189,738,622.84","310,474,831.34","375,828,242.35","135,269,407.96","204,295,141.04","336,914,870.45","396,764,144.26","170,076,101.75","266,662,820.27","524,106,164.00","620,933,989.35","164,117,474.61","233,861,905.31","321,400,329.68","383,454,262.51","45,888,897.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"5,982.91","25,000.00","25,000.00","25,000.00","25,000.00",,,,,,,,,
筹资活动产生的现金流量净额,"48,542,764.97","19,510,802.83","-72,361,651.84","5,931,761.07","258,864,880.54","197,346,357.14","181,534,137.54","-91,302,578.12","-83,288,885.03","-81,945,838.16","-63,092,122.77","-285,947.86","41,749,196.58","8,167,148.65","-24,358,704.03","-16,380,153.10","-7,417,490.88","-1,878,070.49","-22,767,420.23","-30,255,056.66"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,963.41,"-1,571,150.63","2,251,706.14","922,279.51","1,189,346.17","1,074,420.86","3,207,075.59","-359,499.14","-256,006.85","-918,002.18","-2,188,769.76","-563,776.71","-1,165,173.11","-2,435,410.28","-3,768,879.44","-752,542.89","-1,127,729.51","-964,140.24","-1,088,776.60","627,003.08"
收到其他与投资活动有关的现金,,,"733,315.20",,,,"484,162.22",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"733,315.20",,,,"490,145.13","201,345,590.56","201,345,590.56","201,345,590.56","201,345,590.56",,,"17,137,888.55","52,447,851.96","5,171,659.62","13,742,794.21","24,260,472.43","36,311,303.21",
五、现金及现金等价物净增加额,"17,414,482.44","1,150,985.17","4,430,007.69","-12,666,201.15","242,615,207.18","159,211,271.73","14,904,281.56","48,746,178.68","37,854,400.63","21,762,933.75","15,749,489.02","-25,687,760.93","15,869,432.48","-32,263,859.60","-4,751,378.38","-42,334,519.41","-25,502,096.24","-11,930,110.63","-11,032,280.51","-29,804,155.35"
购建固定资产、无形资产和其他长期资产支付的现金,"132,423,929.53","88,150,514.15","44,060,699.74","27,619,364.09","45,251,313.12","65,169,938.32","81,867,322.97","13,832,663.51","67,237,698.63","87,177,710.12","118,936,345.78","30,807,352.96","42,560,929.13","61,963,332.42","84,674,883.43","8,844,271.51","24,745,423.94","26,375,567.33","37,103,040.86","2,531,821.73"
期初现金及现金等价物余额,"24,822,395.37","42,236,877.81","43,387,862.98","47,817,870.67","47,817,870.67","47,817,870.67","47,817,870.67","62,721,647.03","62,722,152.23","62,722,152.23","62,722,152.23","78,471,641.25","78,471,641.25","89,875,618.84","78,471,641.25","73,720,262.87","73,720,262.87","73,720,262.87","73,720,262.87","64,093,459.75"
投资支付的现金,,,,,,,"150,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,"21,000,000.00","42,000,000.00","5,100,000.00","7,600,000.00","27,600,000.00","27,600,000.00",
期末现金及现金等价物余额,"42,236,877.81","43,387,862.98","47,817,870.67","35,151,669.52","290,433,077.85","207,029,142.40","62,722,152.23","111,467,825.71","100,576,552.86","84,485,085.98","78,471,641.25","52,783,880.32","94,341,073.73","57,611,759.24","73,720,262.87","31,385,743.46","48,218,166.63","61,790,152.24","62,687,982.36","34,289,304.40"
