科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"172,773,869.73","169,201,485.86","167,338,681.96","640,892,197.08","425,500,526.05","264,628,117.91","309,004,392.70","305,120,101.58","285,554,138.04","296,531,898.87","259,189,123.04","305,642,698.77","278,276,505.73","254,672,562.37","256,158,223.14","279,629,931.65","196,142,661.89","244,176,131.72","296,327,600.15","304,868,197.59","254,862,844.67","205,297,284.78","152,236,514.06","222,723,500.23","221,536,935.78","164,618,796.95","220,104,234.01","247,049,258.64","374,465,798.51","264,278,235.28","195,941,664.62","272,754,136.67","2,213,499,379.84","1,510,401,363.39","1,403,379,537.26","1,235,570,671.07","1,120,396,213.07","937,574,625.21","897,687,314.01","720,980,918.34","696,868,900.15","650,406,352.04","660,052,121.85","833,588,146.54","676,854,878.66"
短期借款,"298,500,000.00","357,500,000.00","325,270,000.00","364,500,000.00","274,000,000.00","234,500,000.00","277,500,000.00","179,534,440.35","211,232,863.62","256,048,525.88","284,040,751.18","284,813,238.03","285,382,905.82","367,575,965.28","379,046,899.13","436,530,444.60","399,621,866.63","405,248,246.55","463,002,169.55","419,300,821.34","445,495,129.40","508,689,102.89","473,434,730.24","594,346,235.95","733,241,715.68","693,180,082.01","751,380,000.00","766,648,763.92","662,389,615.52","638,700,000.00","687,401,750.00","740,330,000.00","758,290,000.00","160,145,715.23","191,856,443.51","123,141,137.63","141,900,000.00","74,000,000.00","64,000,000.00","419,000,000.00","469,500,000.00","379,000,000.00","377,000,000.00","471,000,000.00","521,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"15,199,630.96","30,468,450.16","21,447,286.60","20,545,738.43","26,453,701.01","42,129,306.47","26,295,166.95","20,693,616.76","10,616,199.76","8,013,971.62","13,319,580.52","6,315,303.85","3,735,914.00","13,611,540.53","21,522,628.38","12,387,031.47","25,170,979.38","34,552,254.92","58,225,985.35","33,430,148.85","27,136,846.27","27,339,501.59","22,448,056.22","15,859,709.15","4,526,617.83","8,243,905.10","4,726,617.62","3,179,709.98","23,768,790.98","18,550,935.30","14,965,293.78","31,216,326.07","30,717,992.18","20,516,964.29","14,851,812.23","25,467,937.01","51,161,677.27","73,716,806.47","83,938,098.32","62,104,649.40","88,314,879.43","65,219,778.64","82,445,756.21","105,607,016.63","120,365,484.29"
应付票据,"61,729,950.53","59,037,044.00","63,272,000.00","48,166,306.19","29,776,072.57","25,786,665.86","39,442,048.53","43,623,775.99","39,365,963.86","33,784,979.13","35,051,815.97","27,320,200.00","27,341,200.00","16,774,844.36","11,216,945.00","12,736,544.70","46,519,488.75","92,408,432.83","73,110,000.00","111,804,000.00","100,175,728.14","73,026,728.14","91,594,000.00","76,883,398.00","69,606,998.00","90,020,100.00","94,645,744.00","67,589,244.00","79,031,000.00","100,490,000.00","96,683,974.60","85,528,174.60","109,514,200.00","107,800,000.00","140,620,100.00","143,061,795.00","80,489,195.00","106,677,388.19","109,622,808.19","61,502,920.00","59,690,000.00","83,420,000.00","106,346,267.92","114,890,024.87","94,727,885.95"
应收账款,"221,313,386.71","238,512,862.02","279,684,715.84","239,034,830.19","255,619,404.77","296,213,440.83","322,298,846.47","215,685,936.73","223,386,883.30","264,027,561.91","272,055,078.72","189,019,402.90","209,584,400.20","246,231,614.43","280,439,504.44","260,501,212.10","281,437,324.08","372,968,207.55","331,037,489.58","245,760,572.75","268,205,932.64","293,555,293.57","291,031,922.29","240,732,775.62","273,576,444.96","289,951,062.30","270,461,866.72","303,376,709.99","287,364,009.89","318,277,689.69","326,075,665.38","310,573,253.04","318,506,831.90","398,541,084.04","479,667,056.60","339,658,135.10","444,660,054.41","497,249,562.29","508,810,352.60","537,969,948.41","598,825,705.66","538,816,483.06","624,901,108.01","580,925,341.53","675,045,225.20"
应付账款,"139,283,012.44","119,557,981.25","238,700,345.93","199,288,264.51","210,423,379.15","230,257,547.67","264,786,977.79","160,743,641.33","140,716,268.30","162,772,299.04","162,260,614.35","154,912,116.51","158,672,802.66","174,866,369.42","191,791,877.26","207,643,220.32","229,695,943.34","273,392,456.00","256,224,403.87","226,135,735.06","270,399,392.39","319,136,288.78","312,641,129.54","278,752,083.99","271,198,562.86","294,685,995.49","338,928,199.01","295,397,403.77","308,972,684.65","293,646,321.43","315,566,331.21","302,970,633.48","270,275,223.72","438,832,257.39","270,410,719.98","297,086,932.91","306,422,728.88","296,140,348.26","329,692,542.94","391,742,446.31","399,558,895.94","404,307,108.57","493,140,623.04","475,394,431.91","429,473,284.39"
预付款项,"43,126,802.93","30,025,859.01","44,443,030.10","28,170,372.63","69,957,731.53","63,791,464.90","63,358,535.47","26,346,995.45","35,147,984.25","27,582,777.88","35,146,881.44","10,381,781.15","14,328,796.90","12,845,240.77","21,804,528.94","20,630,934.45","101,390,426.14","49,035,051.62","25,912,834.68","18,730,211.55","35,201,988.55","57,477,854.26","43,386,198.96","19,232,797.68","26,729,608.90","37,298,993.87","51,873,140.29","8,771,513.66","22,622,555.64","17,512,701.55","18,205,638.26","4,788,331.16","7,869,075.37","14,858,944.18","46,478,593.99","3,754,208.69","39,454,789.04","50,111,250.65","59,728,962.36","8,208,676.98","39,848,920.41","29,409,355.66","29,346,595.96","29,188,821.83","61,188,135.93"
预收款项,"70,121,926.95","46,462,219.65","32,666,641.83","31,464,395.54","73,062,686.93","56,205,356.21","55,031,672.72","29,271,157.69","22,075,479.42","42,685,903.00","46,194,829.58","18,410,784.25","19,395,251.86","20,415,393.64","24,043,441.70","14,799,270.39","32,662,624.20","37,924,004.57","32,885,274.24","22,483,719.41","26,812,783.45","20,614,245.11","16,839,083.79","13,253,608.75","13,298,546.15","17,032,525.50","23,279,691.59","7,540,055.82","10,411,550.72","6,490,107.15","7,752,232.86","13,043,171.85","5,700,868.57","8,592,973.80","5,229,155.03","21,258,338.18","11,905,339.05","8,485,296.10","9,953,646.51","13,283,175.77","24,893,299.90","10,281,680.66","12,303,023.49","57,729,859.72","42,835,693.82"
其他应收款,"20,973,936.09","34,591,665.68","27,363,419.11","56,861,519.37","57,433,627.12","61,075,084.58","61,462,558.28","58,967,223.55","57,068,465.33","86,652,797.15","75,836,310.61","10,321,944.62","15,761,702.48","17,755,762.37","8,326,286.82","9,248,548.76","12,900,810.97","11,395,121.02","20,317,788.86","9,716,367.07","21,206,231.30","16,660,106.41","11,637,606.77","5,819,825.41","22,047,768.17","18,357,580.73","30,308,830.59","27,712,356.86","19,708,681.58","22,375,792.58","28,644,007.39","16,869,369.03","18,351,458.18","16,491,982.42","18,113,327.72","25,379,705.42","42,063,967.94","21,946,163.33","12,484,422.23","9,833,517.12","14,305,000.41","17,225,001.68","18,631,574.44","18,548,186.67","30,161,415.00"
